before,four_cut,after,pattern
BPBBPP,BBBBPBBBBP,BBBBPB,4-1-4-1
BBBPBB,PPPPBPPPPB,BBBPPP,4-1-4-1
PBPBPP,BBBBPBBBBP,PBPPPB,4-1-4-1
BBBBBB,PPPPBPPPPB,PPBPPB,4-1-4-1
BPPBPP,BBBBPBBBBP,PPBBBP,4-1-4-1
PBBBBP,PPPPBPPPPB,PPPPPP,4-1-4-1
BPBBPB,BBBBPBBBBP,BPBBPB,4-1-4-1
PBBBPP,BBBBPBBBBP,PBBPPP,4-1-4-1
PPBPBB,PPPPBPPPPB,BBPBBB,4-1-4-1
BBPPPB,BBBBPBBBBP,PPPPPB,4-1-4-1
PBBBPP,BBBBPBBBBP,PPBPPP,4-1-4-1
PPBBPP,PPPPBPPPPB,PPBBBB,4-1-4-1
BPBBBB,BBBBPBBBBP,BPBBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PPBBPP,4-1-4-1
BBBPBB,BBBBPBBBBP,BBBBPP,4-1-4-1
PPPBBB,PPPPBPPPPB,PPBBPP,4-1-4-1
BPPPBP,BBBBPBBBBP,PPBBPB,4-1-4-1
BPBBBP,PPPPBPPPPB,BBBBPB,4-1-4-1
BBBBPB,PPPPBPPPPB,PPPPBB,4-1-4-1
PBBPPP,PPPPBPPPPB,BBPBPP,4-1-4-1
PBBPBP,BBBBPBBBBP,PPPBPB,4-1-4-1
BBBBPP,PPPPBPPPPB,PBBBPB,4-1-4-1
BBBPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
PPBBBB,BBBBPBBBBP,PPBPBB,4-1-4-1
BBPBPP,BBBBPBBBBP,PBBBBB,4-1-4-1
PPBPBB,BBBBPBBBBP,PBPPPP,4-1-4-1
PBBPPB,PPPPBPPPPB,BPBBBP,4-1-4-1
BBPBBP,BBBBPBBBBP,PPBPPB,4-1-4-1
BPPPPP,PPPPBPPPPB,BBPBBB,4-1-4-1
PPPPBP,PPPPBPPPPB,BPBPBP,4-1-4-1
PPPBBB,BBBBPBBBBP,BPPPBP,4-1-4-1
PPBBBP,PPPPBPPPPB,PPBBBP,4-1-4-1
PBBBBB,BBBBPBBBBP,PPBBBP,4-1-4-1
PPPBPP,BBBBPBBBBP,BBBPPP,4-1-4-1
BBBPBP,BBBBPBBBBP,PBPPBB,4-1-4-1
PBBPBP,PPPPBPPPPB,BPBBPP,4-1-4-1
BBPPPP,PPPPBPPPPB,PPPPPB,4-1-4-1
PPBPPB,PPPPBPPPPB,BPBPPB,4-1-4-1
PPBPBP,PPPPBPPPPB,PPPBBB,4-1-4-1
BBBBBB,BBBBPBBBBP,PBBPBP,4-1-4-1
PPPPPB,BBBBPBBBBP,BPPBPB,4-1-4-1
BBBPPP,BBBBPBBBBP,PPPPPP,4-1-4-1
BBPPPP,PPPPBPPPPB,PBBBPP,4-1-4-1
PPPPBP,BBBBPBBBBP,PBBBPB,4-1-4-1
BPPPBB,PPPPBPPPPB,BPBBBB,4-1-4-1
PPPPPP,PPPPBPPPPB,BBPBBB,4-1-4-1
BPBBPP,PPPPBPPPPB,PPPBPP,4-1-4-1
BPPBBP,PPPPBPPPPB,PBPPBB,4-1-4-1
PBPBPB,BBBBPBBBBP,BPBPPP,4-1-4-1
PBBBBB,BBBBPBBBBP,BPPPPB,4-1-4-1
PPPBBP,BBBBPBBBBP,PPPPPB,4-1-4-1
BBBPBP,PPPPBPPPPB,PPPPPB,4-1-4-1
BPPBBB,PPPPBPPPPB,BBBBPP,4-1-4-1
BBPBBP,BBBBPBBBBP,BBBBPB,4-1-4-1
BPBBPP,BBBBPBBBBP,PBBBBB,4-1-4-1
BPPPPP,PPPPBPPPPB,BPPPBB,4-1-4-1
PBBPPP,PPPPBPPPPB,BPBBPB,4-1-4-1
PPBPBP,PPPPBPPPPB,BPPPPP,4-1-4-1
BPPPBP,PPPPBPPPPB,BPBPBB,4-1-4-1
PBBBPP,PPPPBPPPPB,PBBBPP,4-1-4-1
PBBBPP,PPPPBPPPPB,PBBBPP,4-1-4-1
PPBBBB,BBBBPBBBBP,BPBBBP,4-1-4-1
PBPBBP,BBBBPBBBBP,PPBPBB,4-1-4-1
PPPPPB,BBBBPBBBBP,BPPPPP,4-1-4-1
PPBPPP,PPPPBPPPPB,BBPBBB,4-1-4-1
PPBBBP,PPPPBPPPPB,BBPPBB,4-1-4-1
PBBPPB,BBBBPBBBBP,PBBPPP,4-1-4-1
PPBPBB,BBBBPBBBBP,PBBPPB,4-1-4-1
PBPPBB,BBBBPBBBBP,BPPBBB,4-1-4-1
PPPBPP,BBBBPBBBBP,PPPBPP,4-1-4-1
PBBBPB,BBBBPBBBBP,BPPBPB,4-1-4-1
PBBPBB,PPPPBPPPPB,PPBBPB,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBBBP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBBBP,4-1-4-1
BBPBBB,PPPPBPPPPB,BBPBPB,4-1-4-1
PPBBPP,BBBBPBBBBP,PBPPBB,4-1-4-1
PBPPBP,PPPPBPPPPB,BBPPPP,4-1-4-1
PBPPBP,PPPPBPPPPB,BBPPPP,4-1-4-1
PBBPPB,BBBBPBBBBP,BPBPBB,4-1-4-1
BPBPBP,BBBBPBBBBP,PBPBBP,4-1-4-1
BPPBPB,BBBBPBBBBP,BBPPPP,4-1-4-1
PPPBBP,PPPPBPPPPB,BBPBPB,4-1-4-1
PBBBBB,PPPPBPPPPB,PBBPPB,4-1-4-1
BBBBPB,BBBBPBBBBP,BBPPPP,4-1-4-1
PBBBBB,BBBBPBBBBP,BPBPBP,4-1-4-1
BBPPPP,PPPPBPPPPB,PPPPPP,4-1-4-1
PPBPPP,PPPPBPPPPB,PBPPBP,4-1-4-1
BPBPBB,PPPPBPPPPB,BPPBBB,4-1-4-1
BBBBBB,BBBBPBBBBP,PBBBBB,4-1-4-1
PPPPBP,PPPPBPPPPB,PPPPBP,4-1-4-1
BBPPPP,PPPPBPPPPB,PPBBBP,4-1-4-1
BBPBPB,BBBBPBBBBP,BBPPBP,4-1-4-1
PPBBBB,PPPPBPPPPB,BPBBPB,4-1-4-1
BPBBBB,PPPPBPPPPB,BPPBBB,4-1-4-1
PBPPPP,PPPPBPPPPB,BBBBPP,4-1-4-1
PBPPPP,PPPPBPPPPB,BBBBPP,4-1-4-1
BBBBPP,PPPPBPPPPB,BPBPPP,4-1-4-1
PPPPPP,BBBBPBBBBP,BBPBPB,4-1-4-1
BBPPBB,BBBBPBBBBP,BBPBPP,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPPBB,4-1-4-1
BBBBPP,PPPPBPPPPB,PBBBBB,4-1-4-1
BBBPPP,PPPPBPPPPB,PBBBPB,4-1-4-1
BBPBBP,PPPPBPPPPB,PBPBBB,4-1-4-1
PBBPPP,PPPPBPPPPB,PBBPPB,4-1-4-1
BPBPBP,PPPPBPPPPB,BBPPBP,4-1-4-1
BBBBBB,BBBBPBBBBP,PPBBPB,4-1-4-1
BBBBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
PPPPPB,BBBBPBBBBP,PPPBPP,4-1-4-1
PBPPBP,BBBBPBBBBP,PPBBPB,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBPPP,4-1-4-1
BBPBBP,PPPPBPPPPB,PBBPPB,4-1-4-1
BPBPPP,BBBBPBBBBP,BPBPBP,4-1-4-1
PPBBPB,BBBBPBBBBP,BPPPPP,4-1-4-1
PPPBBB,BBBBPBBBBP,BBBBPP,4-1-4-1
BPPBBB,BBBBPBBBBP,BPBPPB,4-1-4-1
BBBBPP,PPPPBPPPPB,BPPBBB,4-1-4-1
PBBPPP,PPPPBPPPPB,PBBBBP,4-1-4-1
BBPPBB,BBBBPBBBBP,BBPBBP,4-1-4-1
PBPBBB,BBBBPBBBBP,PBPBPB,4-1-4-1
BBPBBP,PPPPBPPPPB,PPBBPP,4-1-4-1
PBBBPP,BBBBPBBBBP,BBPPPP,4-1-4-1
BBBBBP,PPPPBPPPPB,BPPBBB,4-1-4-1
PBPPBP,BBBBPBBBBP,PPPPBB,4-1-4-1
PBPPBP,BBBBPBBBBP,PPPPBB,4-1-4-1
PPPPBP,BBBBPBBBBP,PBBBPB,4-1-4-1
PPPPBP,BBBBPBBBBP,PBBBPB,4-1-4-1
PBBPPB,BBBBPBBBBP,BBPPPP,4-1-4-1
PPBPBP,BBBBPBBBBP,BBPPPP,4-1-4-1
PBPBBP,PPPPBPPPPB,BPBPPP,4-1-4-1
BPPPBB,BBBBPBBBBP,BBPPBP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPPBBB,4-1-4-1
BPBPPB,PPPPBPPPPB,BPPBBB,4-1-4-1
PPBPPP,BBBBPBBBBP,PPBBBB,4-1-4-1
BPPPBP,PPPPBPPPPB,PBBBBB,4-1-4-1
BPBBPB,PPPPBPPPPB,PBBPBB,4-1-4-1
BBBPBB,BBBBPBBBBP,BBBPPP,4-1-4-1
BBPPPP,BBBBPBBBBP,PPBBBB,4-1-4-1
BBBBPB,BBBBPBBBBP,PBBBPP,4-1-4-1
BBPBPP,PPPPBPPPPB,BPPPPP,4-1-4-1
PBBPBP,PPPPBPPPPB,PPPPPB,4-1-4-1
BBBBPP,BBBBPBBBBP,PBPPPP,4-1-4-1
BBBBBB,PPPPBPPPPB,BBPBBB,4-1-4-1
PPPPPP,PPPPBPPPPB,PBPPPP,4-1-4-1
BBPPPP,BBBBPBBBBP,BBPPBP,4-1-4-1
BPPBPP,BBBBPBBBBP,BPBBBP,4-1-4-1
BPPBPP,BBBBPBBBBP,BPBBBP,4-1-4-1
BPPBPP,PPPPBPPPPB,BPPPBP,4-1-4-1
PPBBPP,BBBBPBBBBP,BPPBBB,4-1-4-1
PBPBBB,BBBBPBBBBP,BPPPBP,4-1-4-1
PBPPBB,PPPPBPPPPB,BPBBPP,4-1-4-1
PPBPPP,BBBBPBBBBP,PPBBBB,4-1-4-1
BBPBPB,BBBBPBBBBP,PPPPPP,4-1-4-1
PPPPBP,PPPPBPPPPB,PBPBBB,4-1-4-1
BBBPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
BPPBPP,PPPPBPPPPB,BBBBBB,4-1-4-1
BBBPPP,BBBBPBBBBP,PBBPPP,4-1-4-1
BBBBPP,PPPPBPPPPB,PPPPPP,4-1-4-1
PPBBPP,PPPPBPPPPB,BPBBPP,4-1-4-1
BBBPPP,BBBBPBBBBP,PPPBBP,4-1-4-1
BPPPBB,PPPPBPPPPB,BBPBBP,4-1-4-1
BBBBBB,PPPPBPPPPB,PPBPPP,4-1-4-1
PPPBPP,BBBBPBBBBP,BPPBPB,4-1-4-1
PPBPBB,BBBBPBBBBP,BPPPPP,4-1-4-1
BPPPPB,BBBBPBBBBP,BPPPPP,4-1-4-1
BBBPPP,BBBBPBBBBP,BBPPBP,4-1-4-1
PBPPBB,BBBBPBBBBP,PPBPBP,4-1-4-1
BBPPBB,PPPPBPPPPB,PBBBBB,4-1-4-1
BBPPBB,PPPPBPPPPB,PBBBBB,4-1-4-1
BBPPBB,PPPPBPPPPB,PBBBBB,4-1-4-1
PPBBBB,BBBBPBBBBP,BPPBPP,4-1-4-1
PPBBBB,BBBBPBBBBP,BPPBPP,4-1-4-1
BBPBPP,PPPPBPPPPB,BBBPPB,4-1-4-1
PBBPPB,PPPPBPPPPB,PPPPPB,4-1-4-1
PBBPPB,PPPPBPPPPB,PPPPPB,4-1-4-1
PBPBPP,BBBBPBBBBP,BBBPPB,4-1-4-1
PPPPBB,BBBBPBBBBP,BBPBPP,4-1-4-1
BBBBBB,BBBBPBBBBP,PBPBPB,4-1-4-1
BBPPPB,BBBBPBBBBP,BPPBPB,4-1-4-1
BBBPPB,BBBBPBBBBP,BBBBBP,4-1-4-1
PBBBPB,BBBBPBBBBP,PPPPBB,4-1-4-1
PPPPBP,BBBBPBBBBP,PBPPBB,4-1-4-1
PPPPBP,BBBBPBBBBP,PBPPBB,4-1-4-1
BBBPPP,PPPPBPPPPB,BBBBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,BBBBBP,4-1-4-1
PPBBBB,PPPPBPPPPB,BBBBPB,4-1-4-1
BPBBPP,BBBBPBBBBP,BBPPBB,4-1-4-1
BBBBPP,PPPPBPPPPB,PBBBPP,4-1-4-1
BBBBPP,PPPPBPPPPB,PBBBPP,4-1-4-1
PBPPPP,BBBBPBBBBP,BPPPPP,4-1-4-1
PBBBPP,PPPPBPPPPB,PBBPPB,4-1-4-1
PPPBBB,PPPPBPPPPB,PPPPBP,4-1-4-1
PPBPBP,BBBBPBBBBP,BBBBBP,4-1-4-1
BBBPPP,BBBBPBBBBP,BBBPBP,4-1-4-1
PPPBBB,BBBBPBBBBP,PBBBBB,4-1-4-1
BPPPBP,BBBBPBBBBP,PBBBBP,4-1-4-1
BBPBBP,BBBBPBBBBP,BBBPPP,4-1-4-1
PPBBBP,PPPPBPPPPB,PBPBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,BBPBPB,4-1-4-1
BBPPBB,BBBBPBBBBP,BBPBPB,4-1-4-1
PPPBBP,BBBBPBBBBP,PPBBBB,4-1-4-1
PBBBPP,BBBBPBBBBP,BBBPBB,4-1-4-1
PBPPPB,PPPPBPPPPB,PBBPBB,4-1-4-1
PPPBPB,PPPPBPPPPB,BBBBBB,4-1-4-1
PPPBBB,PPPPBPPPPB,BBPPBB,4-1-4-1
PBBBBB,BBBBPBBBBP,PPPPPP,4-1-4-1
PBBPPP,PPPPBPPPPB,BBBBBB,4-1-4-1
PBPPBB,BBBBPBBBBP,PBBPPB,4-1-4-1
BPBPPB,BBBBPBBBBP,BBBBPP,4-1-4-1
PPBPPP,BBBBPBBBBP,BPBBPP,4-1-4-1
PPPBPP,PPPPBPPPPB,PPPPBP,4-1-4-1
BPPPBB,PPPPBPPPPB,PPPBPP,4-1-4-1
BBBPBP,BBBBPBBBBP,BPBPPB,4-1-4-1
PPBBPP,PPPPBPPPPB,PPBBBB,4-1-4-1
BBBPPB,BBBBPBBBBP,PPPBBP,4-1-4-1
BPBBPB,BBBBPBBBBP,BBPBBB,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBBBP,4-1-4-1
PPPPBB,BBBBPBBBBP,PPBBBP,4-1-4-1
PPPBBB,BBBBPBBBBP,BBBBBB,4-1-4-1
PPBPBB,BBBBPBBBBP,PBBPPP,4-1-4-1
PPPPPP,PPPPBPPPPB,BPPPPB,4-1-4-1
PPBPBP,BBBBPBBBBP,PBBBBP,4-1-4-1
BBBPPB,PPPPBPPPPB,BBPBBP,4-1-4-1
BBBPPP,BBBBPBBBBP,BPPPBB,4-1-4-1
BBBPPP,PPPPBPPPPB,PBBBPP,4-1-4-1
BPPPBB,BBBBPBBBBP,PBPPPP,4-1-4-1
PBBPPB,PPPPBPPPPB,BPPBPB,4-1-4-1
BBPPBB,BBBBPBBBBP,BBPPBB,4-1-4-1
PBBBBB,BBBBPBBBBP,BBBPPB,4-1-4-1
PPPBPP,PPPPBPPPPB,BBBPBP,4-1-4-1
BBPBBP,BBBBPBBBBP,PPPBBB,4-1-4-1
PPPPBB,BBBBPBBBBP,PPPBBB,4-1-4-1
BBPBBB,BBBBPBBBBP,PPPPPP,4-1-4-1
BBPBPP,PPPPBPPPPB,PPPBPP,4-1-4-1
BBPBBB,BBBBPBBBBP,BPPPBB,4-1-4-1
PBBBBP,PPPPBPPPPB,BBPBBB,4-1-4-1
BPBPPP,BBBBPBBBBP,PBBPPB,4-1-4-1
PPPBBB,BBBBPBBBBP,BPPBBB,4-1-4-1
BPPPPP,BBBBPBBBBP,PPPBBB,4-1-4-1
BPBPBB,PPPPBPPPPB,BBBBBP,4-1-4-1
BBBBBB,PPPPBPPPPB,PBPBPB,4-1-4-1
BBBPPP,BBBBPBBBBP,BBBPPP,4-1-4-1
BBBPPB,PPPPBPPPPB,PPBPBB,4-1-4-1
BBBPBP,PPPPBPPPPB,PBPPBP,4-1-4-1
BPBPBB,PPPPBPPPPB,PPBPBP,4-1-4-1
BPBPPP,BBBBPBBBBP,BBBBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,BPPPBB,4-1-4-1
PBPPPP,BBBBPBBBBP,BBBBPP,4-1-4-1
PPPBPP,PPPPBPPPPB,BPBBPP,4-1-4-1
PPPPPB,BBBBPBBBBP,BPPBPB,4-1-4-1
PBBBBP,PPPPBPPPPB,BBPPPP,4-1-4-1
BPBBPB,BBBBPBBBBP,BPPPPB,4-1-4-1
PPPBPB,BBBBPBBBBP,BBPBPP,4-1-4-1
PBBPPB,PPPPBPPPPB,BBBPBP,4-1-4-1
BBPPBB,BBBBPBBBBP,PPPPBB,4-1-4-1
PBPBPP,PPPPBPPPPB,PBPPBP,4-1-4-1
PBBPBP,BBBBPBBBBP,PPBBBP,4-1-4-1
BBBBPP,PPPPBPPPPB,BPBBBB,4-1-4-1
BBBBPB,BBBBPBBBBP,BPBBPB,4-1-4-1
PPBPBP,PPPPBPPPPB,PBBPBB,4-1-4-1
PPPBBB,PPPPBPPPPB,BPBPPB,4-1-4-1
PPPPPB,BBBBPBBBBP,PPBBBB,4-1-4-1
BBPPBP,PPPPBPPPPB,BBBBPP,4-1-4-1
PBPPPB,BBBBPBBBBP,BBBPBP,4-1-4-1
BPBPBP,BBBBPBBBBP,BBPPPP,4-1-4-1
BPPPPP,BBBBPBBBBP,PBBBPP,4-1-4-1
BBBPBP,BBBBPBBBBP,PBPBPB,4-1-4-1
BPPBPB,BBBBPBBBBP,PBPBBB,4-1-4-1
PBBPBP,PPPPBPPPPB,BBPBBP,4-1-4-1
PPPPPB,BBBBPBBBBP,PBPBPP,4-1-4-1
BBPBPB,BBBBPBBBBP,BPBBBB,4-1-4-1
BPBBBP,PPPPBPPPPB,PPBPBP,4-1-4-1
BPBPBB,PPPPBPPPPB,PBPBPB,4-1-4-1
BBBBPB,BBBBPBBBBP,PPPPPB,4-1-4-1
PPPPPB,BBBBPBBBBP,PBBPBB,4-1-4-1
PBPBPB,PPPPBPPPPB,BPPBBP,4-1-4-1
PPBBPP,BBBBPBBBBP,PBPPBB,4-1-4-1
BPBPBB,PPPPBPPPPB,BBBPBP,4-1-4-1
PBPBPB,BBBBPBBBBP,PBPBBP,4-1-4-1
BBPBPB,BBBBPBBBBP,BBPBBB,4-1-4-1
BPBPBP,BBBBPBBBBP,BBPBPB,4-1-4-1
BBBBPB,PPPPBPPPPB,BBBBBP,4-1-4-1
PPBPBB,BBBBPBBBBP,BBBBPP,4-1-4-1
PPBBPB,BBBBPBBBBP,BPPPBP,4-1-4-1
PPPPPP,BBBBPBBBBP,BPBBPP,4-1-4-1
PBBBBB,BBBBPBBBBP,BPBPPP,4-1-4-1
BPBBBP,BBBBPBBBBP,BPPBBP,4-1-4-1
PPPPBP,BBBBPBBBBP,BBBPBB,4-1-4-1
BPBBPP,PPPPBPPPPB,PPPBPB,4-1-4-1
BBPBPP,PPPPBPPPPB,BPPBBP,4-1-4-1
BBPPBP,PPPPBPPPPB,PBBBPP,4-1-4-1
BBBBBB,BBBBPBBBBP,BPPBBP,4-1-4-1
PBBPBP,BBBBPBBBBP,PPBPBB,4-1-4-1
BBBPPP,BBBBPBBBBP,BBPPBB,4-1-4-1
BBBPPP,BBBBPBBBBP,BBPPBB,4-1-4-1
PBPBBP,BBBBPBBBBP,PBPPBB,4-1-4-1
BBBPPB,PPPPBPPPPB,BBBPBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PBPPBB,4-1-4-1
PBPBBB,BBBBPBBBBP,BBPBPB,4-1-4-1
PBBBBB,BBBBPBBBBP,BPBBBP,4-1-4-1
BPPPPP,PPPPBPPPPB,PPPBBP,4-1-4-1
BPPPPP,PPPPBPPPPB,PPPBBP,4-1-4-1
PBPBPB,BBBBPBBBBP,BPBPPP,4-1-4-1
PBPBPB,PPPPBPPPPB,BBBPPP,4-1-4-1
PBPPPB,BBBBPBBBBP,BBPBPB,4-1-4-1
PPBBBB,PPPPBPPPPB,BBBPPP,4-1-4-1
PPPPBB,PPPPBPPPPB,BPBPBB,4-1-4-1
BPPBPP,PPPPBPPPPB,PBPBBP,4-1-4-1
BPPBBP,BBBBPBBBBP,PPBPBB,4-1-4-1
BPBBBP,BBBBPBBBBP,PPPPPP,4-1-4-1
PBPPBB,BBBBPBBBBP,BBBBPP,4-1-4-1
BPPPBP,BBBBPBBBBP,PBBBBB,4-1-4-1
BPPBBP,BBBBPBBBBP,PBPBPP,4-1-4-1
PPBBPB,BBBBPBBBBP,PPPPPP,4-1-4-1
BBBPBB,PPPPBPPPPB,BPBPPB,4-1-4-1
BBBPBB,PPPPBPPPPB,BPBPPB,4-1-4-1
PBPPPB,PPPPBPPPPB,PBBBPP,4-1-4-1
BPPBPB,BBBBPBBBBP,PPPPPB,4-1-4-1
PPBBBB,PPPPBPPPPB,PBPPPP,4-1-4-1
PPPBBB,PPPPBPPPPB,PPBBPB,4-1-4-1
PPBPBP,PPPPBPPPPB,BBPBBP,4-1-4-1
PPPBBB,PPPPBPPPPB,PPBBBB,4-1-4-1
PPPBPP,BBBBPBBBBP,PBPBPP,4-1-4-1
BPPPBP,PPPPBPPPPB,BBBPPB,4-1-4-1
BPPPBP,PPPPBPPPPB,BBBPPB,4-1-4-1
PBBPPP,BBBBPBBBBP,BBBPPB,4-1-4-1
BBBPBB,BBBBPBBBBP,PBPPPP,4-1-4-1
BPBBBP,PPPPBPPPPB,PBBPBB,4-1-4-1
PBPPBB,PPPPBPPPPB,PPBBBP,4-1-4-1
PPPPBP,BBBBPBBBBP,PPPPPB,4-1-4-1
BPBPPB,PPPPBPPPPB,BBBBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PPPBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PPPBBP,4-1-4-1
BBBPPP,PPPPBPPPPB,PPPBBP,4-1-4-1
BBBBBP,PPPPBPPPPB,PPBBPB,4-1-4-1
PBBPBP,BBBBPBBBBP,BPPBPB,4-1-4-1
PPBPPB,PPPPBPPPPB,PPBPPB,4-1-4-1
PPBPPB,PPPPBPPPPB,PPBPPB,4-1-4-1
BBPPPP,BBBBPBBBBP,BBPPBP,4-1-4-1
BPPPPP,BBBBPBBBBP,BBPBPB,4-1-4-1
PPPBPP,PPPPBPPPPB,PPBPBP,4-1-4-1
PPPBPB,BBBBPBBBBP,PPBBPB,4-1-4-1
BBBPPB,BBBBPBBBBP,PBPBBB,4-1-4-1
PPBBBB,BBBBPBBBBP,BPPPPP,4-1-4-1
PPPBPB,PPPPBPPPPB,PPPBPP,4-1-4-1
BPPBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
PPPBPP,PPPPBPPPPB,BPBPPB,4-1-4-1
BBBBPP,BBBBPBBBBP,PPPBBB,4-1-4-1
BBPPBB,BBBBPBBBBP,PBBPBP,4-1-4-1
BPPPBB,BBBBPBBBBP,PPPBPP,4-1-4-1
PBPBBP,PPPPBPPPPB,BBPPPB,4-1-4-1
PBBPPP,PPPPBPPPPB,PPPBBB,4-1-4-1
PBPBBP,BBBBPBBBBP,PPPBBP,4-1-4-1
BBBPPP,BBBBPBBBBP,PPPPPB,4-1-4-1
BPPBBB,BBBBPBBBBP,BPPPPP,4-1-4-1
BPPPBP,BBBBPBBBBP,BBBBPB,4-1-4-1
BBBBPB,PPPPBPPPPB,PPBPBP,4-1-4-1
BBBBPB,PPPPBPPPPB,PPBPBP,4-1-4-1
BBBBPB,PPPPBPPPPB,BPBPBB,4-1-4-1
BBBPPP,BBBBPBBBBP,PPPPPB,4-1-4-1
PBPBPB,PPPPBPPPPB,PBPBPP,4-1-4-1
PBPPPB,BBBBPBBBBP,BPBBBB,4-1-4-1
PBBPBP,PPPPBPPPPB,PPBBPB,4-1-4-1
PPBBPB,BBBBPBBBBP,BPBBBB,4-1-4-1
PBBPBB,BBBBPBBBBP,BPBPPP,4-1-4-1
BBPPBP,BBBBPBBBBP,BPPBBP,4-1-4-1
BPBBPB,PPPPBPPPPB,PPBBPP,4-1-4-1
PPBBPB,BBBBPBBBBP,PBBPBB,4-1-4-1
PPBBPB,BBBBPBBBBP,PBBPBB,4-1-4-1
BPPBPB,BBBBPBBBBP,PBBBBB,4-1-4-1
BPBPPP,PPPPBPPPPB,BPPPBP,4-1-4-1
BBBPPB,PPPPBPPPPB,BPPPBB,4-1-4-1
PPBPPB,BBBBPBBBBP,PPBBPB,4-1-4-1
PBBBPP,BBBBPBBBBP,PPPPPB,4-1-4-1
PBPPPB,PPPPBPPPPB,PBPBPP,4-1-4-1
BBPBPB,BBBBPBBBBP,BBBBPB,4-1-4-1
BBBPBB,PPPPBPPPPB,PBBBBB,4-1-4-1
PPBPPB,BBBBPBBBBP,BPPBBB,4-1-4-1
BPBBBP,PPPPBPPPPB,BBPPBB,4-1-4-1
BBPBPB,BBBBPBBBBP,PPPBBB,4-1-4-1
PPBBBP,BBBBPBBBBP,BBBPBB,4-1-4-1
PPPBBP,BBBBPBBBBP,PBPBBP,4-1-4-1
PBPPPP,BBBBPBBBBP,PBPPBP,4-1-4-1
PBPBPB,PPPPBPPPPB,BPPPBB,4-1-4-1
PPBPBB,PPPPBPPPPB,BBBBPB,4-1-4-1
BPPPBB,PPPPBPPPPB,BPBPBB,4-1-4-1
PPBBBP,PPPPBPPPPB,BBPBPP,4-1-4-1
PPPPPB,BBBBPBBBBP,BPPBPP,4-1-4-1
PPBBBB,PPPPBPPPPB,BBBBPB,4-1-4-1
PPBBBB,PPPPBPPPPB,BBBBPB,4-1-4-1
PPPPBP,BBBBPBBBBP,PBPPBB,4-1-4-1
BBPBPP,BBBBPBBBBP,BPBBBP,4-1-4-1
BBPBPP,BBBBPBBBBP,BPBBBP,4-1-4-1
PPPPPP,BBBBPBBBBP,BBBBPB,4-1-4-1
PBBBPB,PPPPBPPPPB,PPPBPP,4-1-4-1
PBBBPB,PPPPBPPPPB,PPPBPP,4-1-4-1
PPBPPP,PPPPBPPPPB,BBBBPB,4-1-4-1
BBBPBB,BBBBPBBBBP,PPBBPB,4-1-4-1
BPBBPP,BBBBPBBBBP,BBBBBP,4-1-4-1
BPPBBP,BBBBPBBBBP,BPBPPP,4-1-4-1
BPPBBP,BBBBPBBBBP,BPBPPP,4-1-4-1
PPBBPP,PPPPBPPPPB,BBBPBP,4-1-4-1
PPBBPP,PPPPBPPPPB,BBBPBP,4-1-4-1
PBBPPP,PPPPBPPPPB,PPPBPB,4-1-4-1
PBBPBB,PPPPBPPPPB,PBPPPB,4-1-4-1
PPPPPB,BBBBPBBBBP,PBPPPP,4-1-4-1
PPPPPB,BBBBPBBBBP,PBPPPP,4-1-4-1
PPPPPB,BBBBPBBBBP,PBPPPP,4-1-4-1
BPBBBB,PPPPBPPPPB,PBPBPB,4-1-4-1
BBPBPP,PPPPBPPPPB,BBBBPB,4-1-4-1
PPBPBP,BBBBPBBBBP,PBBPPB,4-1-4-1
PPBPBP,BBBBPBBBBP,PBBPPB,4-1-4-1
BBBBPB,PPPPBPPPPB,PBPBPB,4-1-4-1
BBPBBB,BBBBPBBBBP,BBPBBB,4-1-4-1
BPBPBP,BBBBPBBBBP,PPPPPB,4-1-4-1
BBBPBB,BBBBPBBBBP,BPBPPP,4-1-4-1
PBBBPB,BBBBPBBBBP,BPPPBP,4-1-4-1
BPPPPP,BBBBPBBBBP,BPBBPB,4-1-4-1
BPPPPP,BBBBPBBBBP,BPBBPB,4-1-4-1
BBPPBP,BBBBPBBBBP,PPPPBP,4-1-4-1
BBPBBP,BBBBPBBBBP,BBBBPP,4-1-4-1
BPBPPB,PPPPBPPPPB,PBPPBP,4-1-4-1
PPBPPP,PPPPBPPPPB,BBPPPB,4-1-4-1
BPBPPP,PPPPBPPPPB,PBPPPB,4-1-4-1
