before,red_three_cut,after,pattern
BPBPBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PPPPBB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PPBPPB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBBBPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
BBBPPP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,BPBPPP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPPBPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBPPBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PPPPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PBPBPB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BPPBPB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBBBPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PPBPBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,PBBPBP,PPP-B-PPP-B
BPPPBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPBPBP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BPBPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
PBBBBB,PPPBPPPB,PBBPBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PBPPPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PBPBPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,BPPBBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPBPBP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPBPBB,PPPBPPPB,PBPPBP,PPP-B-PPP-B
BPPPPP,PPPBPPPB,BPBPPB,PPP-B-PPP-B
BBPBPP,PPPBPPPB,PBBBBB,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BPBBBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PPBPBP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,BPBBBB,PPP-B-PPP-B
PPBPPB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BPPBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
BPPBPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPBPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPBPPB,PPP-B-PPP-B
PBPBPB,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PPBBPB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPBBBP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BPBPPB,PPPBPPPB,BBBPBB,PPP-B-PPP-B
PPPPBP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
BBPBBB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPBPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPPPPP,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBPPBB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PBPBBP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
BBBBPP,PPPBPPPB,PBPPPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBPBPB,PPPBPPPB,PBBBPP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
PBPBBP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,BBPBBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPPPPB,PPP-B-PPP-B
BPPPBP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
PPPPBP,PPPBPPPB,BPBBPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PPBPPP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PBPBPB,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPPPBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BPBPPP,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPPBBB,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PPPBPB,PPPBPPPB,BBPBPB,PPP-B-PPP-B
BBPBPB,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBBPPP,PPP-B-PPP-B
PBBBPP,PPPBPPPB,BBBBBP,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PBPBBP,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPPBPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBBBPB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PPBBPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BBBBPB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPPBBP,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PPBBBP,PPP-B-PPP-B
PPBBPB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
BPBPBB,PPPBPPPB,BBPPPP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PBBPPP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PBBBBP,PPPBPPPB,PPBBPP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BPPBBB,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
BBBPBP,PPPBPPPB,PPBPBP,PPP-B-PPP-B
PBPBPB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BPPBBP,PPPBPPPB,PBBPBB,PPP-B-PPP-B
BPBBPB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BBBPBB,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
BBPBBP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,BBPPBP,PPP-B-PPP-B
BBBPPB,PPPBPPPB,PPPPPP,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PPPPBB,PPP-B-PPP-B
BBBBPB,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBBPPB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PBBBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PPBPPB,PPPBPPPB,BPBBPB,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BPPPPP,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBBBPB,PPP-B-PPP-B
PPPBPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,BPPPBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PBBBBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,BBBPPB,PPP-B-PPP-B
PBBPBB,PPPBPPPB,PPPPPB,PPP-B-PPP-B
PPPBPB,PPPBPPPB,PBPBPP,PPP-B-PPP-B
BPBBPB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
BPBBPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PBBPPB,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
BBBPBB,PPPBPPPB,PPPBBP,PPP-B-PPP-B
PPPBPP,PPPBPPPB,PBBPPB,PPP-B-PPP-B
BPPPBB,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
PPBBBB,PPPBPPPB,BBPPPB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PBBPBP,PPPBPPPB,PPPBBB,PPP-B-PPP-B
BBBPPP,PPPBPPPB,BPBBBP,PPP-B-PPP-B
BBPPPP,PPPBPPPB,PBPPPB,PPP-B-PPP-B
PBPPBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
PPBPPP,PPPBPPPB,PPBBBB,PPP-B-PPP-B
BBBBBB,PPPBPPPB,PPPBPB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPPPBB,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PPPPPP,PPPBPPPB,PBPBBB,PPP-B-PPP-B
PPBBBP,PPPBPPPB,BBBBBB,PPP-B-PPP-B
BPBBBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BPPBPP,PPPBPPPB,PPPPBP,PPP-B-PPP-B
BBPBBB,PPPBPPPB,PPBPBP,PPP-B-PPP-B
BBBBBP,PPPBPPPB,BPBPBB,PPP-B-PPP-B
PBPPBB,PPPBPPPB,BPPBPP,PPP-B-PPP-B
PBBPPP,PPPBPPPB,BPPPPB,PPP-B-PPP-B
PPBPBB,PPPBPPPB,PPPBBB,PPP-B-PPP-B
PPPBBP,PPPBPPPB,PBBPBP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,BBPBBP,PPP-B-PPP-B
PBPBBB,PPPBPPPB,PBBPPP,PPP-B-PPP-B
PPBBPP,PPPBPPPB,PBBBBP,PPP-B-PPP-B
BPBBBP,PPPBPPPB,BBPBPP,PPP-B-PPP-B
PBBPBB,PPPBPPPB,BPBBPP,PPP-B-PPP-B
BBPPBB,PPPBPPPB,PBPPBB,PPP-B-PPP-B
