before,red_2cut,after,pattern
BBPBBP,PPBPP,BPBPPP,PP-B-PP
PPPBPB,PPBPP,PBPPBB,PP-B-PP
PPPPBB,PPBPP,PBPPPB,PP-B-PP
BPPPBP,PPBPP,BPBBPP,PP-B-PP
BPBBBP,PPBPP,PPPBPB,PP-B-PP
BBBPBB,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BBBPBB,PP-B-PP
BPBPBB,PPBPP,PBBBPB,PP-B-PP
BBPBBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PPPPPP,PP-B-PP
BBPBBP,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,PPPPPP,PP-B-PP
BPPPBB,PPBPP,BBBPBB,PP-B-PP
PPBPBB,PPBPP,PPBPBP,PP-B-PP
PPBBPB,PPBPP,PPPBPB,PP-B-PP
BBBPBB,PPBPP,PPBBBP,PP-B-PP
BPBPPP,PPBPP,BPBPPP,PP-B-PP
PBBPPP,PPBPP,BBPPBB,PP-B-PP
PBBPBB,PPBPP,PPBBBP,PP-B-PP
PPBBBP,PPBPP,BBPBBP,PP-B-PP
BBPPBB,PPBPP,PPBPBB,PP-B-PP
BBPPPP,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BPBPPB,PP-B-PP
PPBBBP,PPBPP,PPPBBP,PP-B-PP
PPPPBB,PPBPP,PBPBPP,PP-B-PP
PPBBBP,PPBPP,PPPBBP,PP-B-PP
PPPPBB,PPBPP,PBPBPP,PP-B-PP
PPBBBP,PPBPP,PPPBBP,PP-B-PP
PPPPBB,PPBPP,PBPBPP,PP-B-PP
PBPBBB,PPBPP,BPPPPP,PP-B-PP
BPPBBP,PPBPP,BPPPPB,PP-B-PP
PPPBPB,PPBPP,PBPBBB,PP-B-PP
PPBBBP,PPBPP,BBBPPB,PP-B-PP
BBBBBP,PPBPP,BBBPBP,PP-B-PP
BBBPBB,PPBPP,PBPPPP,PP-B-PP
BPBPBP,PPBPP,PBPPBB,PP-B-PP
PBPBPP,PPBPP,BPBPBP,PP-B-PP
BBPPPP,PPBPP,PBPBBB,PP-B-PP
BBBBPP,PPBPP,BBBPBP,PP-B-PP
BBBPBP,PPBPP,BBPPPP,PP-B-PP
BPPPPP,PPBPP,BBPBPP,PP-B-PP
BPPBPB,PPBPP,BPBPPP,PP-B-PP
BPBBPB,PPBPP,BBBBBP,PP-B-PP
PBBBBB,PPBPP,BPBPPB,PP-B-PP
PPBPBB,PPBPP,BPPPPP,PP-B-PP
BPPPPP,PPBPP,BPPPBB,PP-B-PP
PPBPBB,PPBPP,BPBBPB,PP-B-PP
PBPPPB,PPBPP,BBBPBB,PP-B-PP
BBBPBP,PPBPP,BPBBPP,PP-B-PP
BBBBPB,PPBPP,BBBPBP,PP-B-PP
BPBPPP,PPBPP,PPPBPB,PP-B-PP
BBBPBP,PPBPP,PBBBPB,PP-B-PP
BBBPBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPBP,PP-B-PP
BPBPBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PBBPPP,PP-B-PP
BBBPBB,PPBPP,BBBPPB,PP-B-PP
PBBBBP,PPBPP,BBBBBP,PP-B-PP
BBPBPB,PPBPP,BBPPBP,PP-B-PP
PBPBBB,PPBPP,PBBBBP,PP-B-PP
PBBPBB,PPBPP,PBPPPP,PP-B-PP
BBPBPB,PPBPP,BBBPBB,PP-B-PP
PBBPBB,PPBPP,PBBBPP,PP-B-PP
PBPBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBBBPB,PP-B-PP
BBBBBB,PPBPP,BBPPPB,PP-B-PP
PBPBPB,PPBPP,PPBPBB,PP-B-PP
BBBBPP,PPBPP,PBPBPP,PP-B-PP
BBPPPP,PPBPP,PBBPPB,PP-B-PP
PPPBBP,PPBPP,BPPPBP,PP-B-PP
PBPBPB,PPBPP,PPBPBP,PP-B-PP
BPBPPP,PPBPP,PPPPPB,PP-B-PP
BPPPPP,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,BBBPBP,PP-B-PP
BBBPBB,PPBPP,PPBBPP,PP-B-PP
BPBPBP,PPBPP,BBBBBB,PP-B-PP
PBBBBP,PPBPP,PBPBPB,PP-B-PP
BBPBBP,PPBPP,BPPPPP,PP-B-PP
BPBPBP,PPBPP,BPPBBB,PP-B-PP
PPBBBP,PPBPP,BBBBBP,PP-B-PP
BBBPBP,PPBPP,BPBPBP,PP-B-PP
BPBPBP,PPBPP,BPPBBB,PP-B-PP
PPBBBP,PPBPP,BBBBBP,PP-B-PP
BBBPBP,PPBPP,BPBPBP,PP-B-PP
PBPPPP,PPBPP,BPPPPB,PP-B-PP
PPPPBB,PPBPP,BPBPPB,PP-B-PP
PPPBBB,PPBPP,BBBBPP,PP-B-PP
BPBBBB,PPBPP,BPBPBB,PP-B-PP
BBPPBB,PPBPP,PBPPBB,PP-B-PP
BBPBPB,PPBPP,PBBPBP,PP-B-PP
PPBPBB,PPBPP,BBPPPB,PP-B-PP
BBBBBP,PPBPP,PBBPPB,PP-B-PP
PBPPBB,PPBPP,PBPBBB,PP-B-PP
PBPBBB,PPBPP,PBBBPP,PP-B-PP
PPBBPP,PPBPP,BBPBPB,PP-B-PP
BPBBPB,PPBPP,PPPPBB,PP-B-PP
BBPBPP,PPBPP,PBPPBP,PP-B-PP
PBPBBP,PPBPP,PPPBPB,PP-B-PP
BPBBBP,PPBPP,PBBBBP,PP-B-PP
BPBBBP,PPBPP,PBBBBP,PP-B-PP
PBBBBB,PPBPP,BBBBPB,PP-B-PP
BBBBPB,PPBPP,BBBPBB,PP-B-PP
PPBPBP,PPBPP,BBBBPP,PP-B-PP
BBBPBB,PPBPP,PPPBPB,PP-B-PP
PBBBBB,PPBPP,PPBPBB,PP-B-PP
BBPBBB,PPBPP,BPPBPB,PP-B-PP
PBBBPB,PPBPP,BBBPBB,PP-B-PP
PBBBPB,PPBPP,PPPPPP,PP-B-PP
PBPBBB,PPBPP,PPPPPP,PP-B-PP
PPPPBB,PPBPP,BBBBPB,PP-B-PP
BPPBPB,PPBPP,BPPBPB,PP-B-PP
PPBBPP,PPBPP,PBPBPP,PP-B-PP
PPPBBB,PPBPP,BBPBBP,PP-B-PP
BPBPBP,PPBPP,PBPPPP,PP-B-PP
PBPPPP,PPBPP,BBPPPB,PP-B-PP
PBBBPP,PPBPP,PBPBPB,PP-B-PP
BPPBBB,PPBPP,PPPPBP,PP-B-PP
BBBBBB,PPBPP,BPPBPP,PP-B-PP
PBPPBB,PPBPP,PBBBBB,PP-B-PP
BPBPBB,PPBPP,BPPPBP,PP-B-PP
PBBBPB,PPBPP,PPPBPB,PP-B-PP
PPPBBP,PPBPP,PBPBBP,PP-B-PP
BBPPPP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPBBP,PP-B-PP
PPPPBB,PPBPP,BBBBPP,PP-B-PP
PBPPPB,PPBPP,BPBBBP,PP-B-PP
BBPBBP,PPBPP,BPBBBP,PP-B-PP
BPPBBP,PPBPP,BPPPBP,PP-B-PP
PPBPPP,PPBPP,PBPPBP,PP-B-PP
PBPBPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBPPBP,PP-B-PP
BBPBBP,PPBPP,BPBBBP,PP-B-PP
BBBPPP,PPBPP,BBPPBB,PP-B-PP
PBPBPB,PPBPP,BPBPPP,PP-B-PP
PBPBPB,PPBPP,BPPPBB,PP-B-PP
BBBBBP,PPBPP,BPBBBP,PP-B-PP
PBBPBP,PPBPP,BPPBBB,PP-B-PP
BPPBBB,PPBPP,BPPBBP,PP-B-PP
BBBBPB,PPBPP,BBBBPB,PP-B-PP
BBBPBP,PPBPP,PPBBPB,PP-B-PP
BBBBPB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,PPBBPB,PP-B-PP
PBPBPB,PPBPP,BBPPBB,PP-B-PP
BPBBBB,PPBPP,BPPPBB,PP-B-PP
BPPBPB,PPBPP,BBBPBP,PP-B-PP
PBPBBP,PPBPP,BBPPBB,PP-B-PP
PBPPBB,PPBPP,PBBBPB,PP-B-PP
BPBPBB,PPBPP,BBBPPB,PP-B-PP
BBPPBB,PPBPP,PPBPBB,PP-B-PP
BPPPPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPPBBP,PP-B-PP
BPPBBB,PPBPP,PPBBPP,PP-B-PP
BPBBBB,PPBPP,BBBBPP,PP-B-PP
BPBBPP,PPBPP,PBBBPB,PP-B-PP
BBBBBP,PPBPP,PPPBPB,PP-B-PP
PBPPBB,PPBPP,PBPBPB,PP-B-PP
BPBBBP,PPBPP,PPBBPP,PP-B-PP
BPPPBB,PPBPP,BPBBBB,PP-B-PP
BPBBBP,PPBPP,PPBBPP,PP-B-PP
BPPPBB,PPBPP,BPBBBB,PP-B-PP
BPBPBP,PPBPP,BPPPPB,PP-B-PP
BBPPPP,PPBPP,BPPBBB,PP-B-PP
BPBPBP,PPBPP,BPPBBB,PP-B-PP
BPPBBB,PPBPP,PPPBPB,PP-B-PP
BBBBBB,PPBPP,BBBBBP,PP-B-PP
BBPBPB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBPBBP,PP-B-PP
BPBBBP,PPBPP,BPBBBB,PP-B-PP
BPBPBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BPBPBB,PP-B-PP
PBPBBP,PPBPP,BPBPBB,PP-B-PP
PBPBBP,PPBPP,BPBPBB,PP-B-PP
PPPBBB,PPBPP,PBBBPB,PP-B-PP
PBPBPP,PPBPP,PPPBBP,PP-B-PP
BBPPPP,PPBPP,PBPBBP,PP-B-PP
BPBPBP,PPBPP,BBPPPP,PP-B-PP
BPPBPB,PPBPP,BPPPPB,PP-B-PP
PPBPBP,PPBPP,PBBPBP,PP-B-PP
BBBPPP,PPBPP,BBPPPB,PP-B-PP
BPBBBB,PPBPP,PBPPPP,PP-B-PP
PPBPPP,PPBPP,BBBPBP,PP-B-PP
BBBPBP,PPBPP,PBBPBB,PP-B-PP
PPBPBP,PPBPP,PPBBPB,PP-B-PP
BPPBBP,PPBPP,PBBPBP,PP-B-PP
PPPBPB,PPBPP,PBBBPP,PP-B-PP
BPBBBP,PPBPP,PPBPBB,PP-B-PP
PBBPBB,PPBPP,BPBPPP,PP-B-PP
BPPPBB,PPBPP,BBBBBB,PP-B-PP
PBPBBP,PPBPP,BBPBPP,PP-B-PP
PBBBBP,PPBPP,BPPPBB,PP-B-PP
PBBPBP,PPBPP,PBBBBP,PP-B-PP
PPBPBB,PPBPP,PBBBPP,PP-B-PP
BPPBBP,PPBPP,BBBBPB,PP-B-PP
BBBPBB,PPBPP,PPBPBB,PP-B-PP
PBBPPP,PPBPP,BBBBPB,PP-B-PP
PPPPPP,PPBPP,PBBPBB,PP-B-PP
BBBPBP,PPBPP,BBBBPB,PP-B-PP
BPPBBB,PPBPP,BBBPPP,PP-B-PP
PPBBBP,PPBPP,BPBPBP,PP-B-PP
BPBPPP,PPBPP,BBBPBP,PP-B-PP
PPPPBB,PPBPP,PPPPBB,PP-B-PP
BPBBPP,PPBPP,PPBPBP,PP-B-PP
PBBPPP,PPBPP,PBBPBP,PP-B-PP
PBBPBP,PPBPP,BBPBPP,PP-B-PP
PPPBBP,PPBPP,BBPPPB,PP-B-PP
PBBBBP,PPBPP,PPBBPP,PP-B-PP
BPBBPB,PPBPP,BBPPBB,PP-B-PP
PPPBPB,PPBPP,PBBBPB,PP-B-PP
PBPBPB,PPBPP,PPBBBB,PP-B-PP
BPPPPP,PPBPP,BPPPBP,PP-B-PP
PBBBBB,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPBPB,PP-B-PP
BPBBBB,PPBPP,PPPBPB,PP-B-PP
PPPBPB,PPBPP,PBPPPB,PP-B-PP
BBPBBB,PPBPP,BBPBBP,PP-B-PP
PPPBBB,PPBPP,PPPPBP,PP-B-PP
PBBBPB,PPBPP,PPBBBB,PP-B-PP
BPBPPP,PPBPP,PBBBPB,PP-B-PP
BPPBPB,PPBPP,PPPPBP,PP-B-PP
PBPPPP,PPBPP,PBBPPP,PP-B-PP
PPPPBB,PPBPP,BPBPPB,PP-B-PP
BBPBPB,PPBPP,PPPPBB,PP-B-PP
BPBPBP,PPBPP,BPPBBB,PP-B-PP
BBBBPB,PPBPP,PBPBPP,PP-B-PP
PPPBPB,PPBPP,BPBPPP,PP-B-PP
BBPPPP,PPBPP,BBBPBB,PP-B-PP
PPBBBP,PPBPP,PPPPBP,PP-B-PP
PPBPBP,PPBPP,PPBBBP,PP-B-PP
PPBPBP,PPBPP,PBPBPB,PP-B-PP
PBPBBB,PPBPP,BBPPPP,PP-B-PP
PBBPPP,PPBPP,PPPPPB,PP-B-PP
PPBBBP,PPBPP,PPBPBP,PP-B-PP
PPBBPP,PPBPP,BBPBPP,PP-B-PP
BBBBPP,PPBPP,PBBBBB,PP-B-PP
PBBPBB,PPBPP,PBBPPP,PP-B-PP
PBBPPP,PPBPP,PBPPBB,PP-B-PP
BPBPPP,PPBPP,BBPBPB,PP-B-PP
BBPPBB,PPBPP,BBPPBB,PP-B-PP
PPBBBP,PPBPP,PPPPBB,PP-B-PP
BPBPPP,PPBPP,BBPBPB,PP-B-PP
BBPPBB,PPBPP,BBPPBB,PP-B-PP
PPBBBP,PPBPP,PPPPBB,PP-B-PP
BPBBBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPPPBB,PP-B-PP
BPPBBB,PPBPP,BBPPBP,PP-B-PP
BBPBBB,PPBPP,BPPPBP,PP-B-PP
PPBBBB,PPBPP,PBPBPP,PP-B-PP
BPBBBP,PPBPP,PPPBBB,PP-B-PP
BBBBPP,PPBPP,BPBBPB,PP-B-PP
PBPPBB,PPBPP,PPBBPB,PP-B-PP
BBPBBP,PPBPP,PBPPBP,PP-B-PP
BPBPPP,PPBPP,BBPBPP,PP-B-PP
BPPBPB,PPBPP,PBPPPP,PP-B-PP
PBPPPP,PPBPP,BPPPBB,PP-B-PP
BPBPBP,PPBPP,BPBBBP,PP-B-PP
PBPBPB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPBBBP,PP-B-PP
PBPBBB,PPBPP,BBPBBB,PP-B-PP
BBPBBB,PPBPP,PBPPBB,PP-B-PP
BBBBBB,PPBPP,BBPPPP,PP-B-PP
BPBPBB,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,PBPBPB,PP-B-PP
PBBPPP,PPBPP,PBBPBB,PP-B-PP
BBPBBP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BBPPBB,PP-B-PP
BPPBBB,PPBPP,BBPPPB,PP-B-PP
PPBBBP,PPBPP,BPBPPB,PP-B-PP
PPBBBP,PPBPP,BPBBBB,PP-B-PP
PPBBPB,PPBPP,BPPBBP,PP-B-PP
BBBBPP,PPBPP,BPBPBB,PP-B-PP
BPBPBP,PPBPP,BBPPPB,PP-B-PP
BBBBPP,PPBPP,PBPBPP,PP-B-PP
PPBPBP,PPBPP,PBPPBB,PP-B-PP
BBBBPB,PPBPP,PBBBBP,PP-B-PP
PPBBBP,PPBPP,BBBBBB,PP-B-PP
PPBBBB,PPBPP,BBBBBB,PP-B-PP
BPPPPP,PPBPP,BBBBBB,PP-B-PP
BPBPBB,PPBPP,PBBPBP,PP-B-PP
BPPBPB,PPBPP,PBPPPB,PP-B-PP
BPBBBP,PPBPP,BBPBPB,PP-B-PP
BPBBBB,PPBPP,PBPPBP,PP-B-PP
PBPPPB,PPBPP,BPPBBB,PP-B-PP
BBBBPP,PPBPP,BBBBBB,PP-B-PP
BPBPBP,PPBPP,PPBPBB,PP-B-PP
BPBPBB,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PBBBPB,PP-B-PP
PBBBPB,PPBPP,BBBPPP,PP-B-PP
PPBBBP,PPBPP,PPPBBB,PP-B-PP
BBBBBB,PPBPP,BBBPBP,PP-B-PP
PPBBPB,PPBPP,BPBBBB,PP-B-PP
PBPPBB,PPBPP,BPBPBP,PP-B-PP
PBBBPB,PPBPP,PBPBBP,PP-B-PP
PPPPBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPBBPB,PP-B-PP
BPBPBB,PPBPP,PBPBBB,PP-B-PP
PBBPPP,PPBPP,PPBBBP,PP-B-PP
BPBPBP,PPBPP,PPPPPP,PP-B-PP
PPPPPP,PPBPP,PBPBPP,PP-B-PP
BBBBBB,PPBPP,PPPPPB,PP-B-PP
BPBBPB,PPBPP,BPPPBB,PP-B-PP
BPPPPP,PPBPP,PPBPPP,PP-B-PP
PPPBPP,PPBPP,PBBBPP,PP-B-PP
BBPBBB,PPBPP,BBBBBP,PP-B-PP
BPBPBB,PPBPP,BPBPPP,PP-B-PP
PPPBBP,PPBPP,PPPPBB,PP-B-PP
PPBBPB,PPBPP,PPBPBB,PP-B-PP
PBBBPP,PPBPP,BBBBBP,PP-B-PP
PBBBBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPPPPP,PP-B-PP
BBPBPB,PPBPP,BPPPPB,PP-B-PP
BPBBPB,PPBPP,BBPBBB,PP-B-PP
BBPBPB,PPBPP,PBBBBB,PP-B-PP
BBBPBP,PPBPP,PBBBPB,PP-B-PP
BPBBBP,PPBPP,PBPPPB,PP-B-PP
BBBBPB,PPBPP,BPBBPB,PP-B-PP
PPPPBB,PPBPP,BPPBPB,PP-B-PP
BBPPPP,PPBPP,PBPBPB,PP-B-PP
PBBBPB,PPBPP,BBBBBB,PP-B-PP
PBBPBP,PPBPP,PPPPPP,PP-B-PP
PBBBPB,PPBPP,BBBBBB,PP-B-PP
PBBPBP,PPBPP,PPPPPP,PP-B-PP
BBBBBB,PPBPP,BBBBPB,PP-B-PP
BBPBBP,PPBPP,BPPPBP,PP-B-PP
BPBPBP,PPBPP,BPBPPP,PP-B-PP
BPBPBP,PPBPP,BPBPPP,PP-B-PP
BPPBBP,PPBPP,BBPBPP,PP-B-PP
PPBBPB,PPBPP,PBBBPB,PP-B-PP
PPBPBB,PPBPP,PBBPPP,PP-B-PP
BPBPBB,PPBPP,PBBBPB,PP-B-PP
BBPBPP,PPBPP,BPBBBB,PP-B-PP
BBBPBB,PPBPP,BBPBBP,PP-B-PP
BBBPBB,PPBPP,BBPBBP,PP-B-PP
BBBPBB,PPBPP,BBPBBP,PP-B-PP
PPBBPP,PPBPP,BBPPPB,PP-B-PP
PBBBPB,PPBPP,BPPBBB,PP-B-PP
BPPBBB,PPBPP,PBBBPB,PP-B-PP
PPPPPP,PPBPP,BBPPBB,PP-B-PP
BPBPPP,PPBPP,BBBPPP,PP-B-PP
BBBBBP,PPBPP,PPBBPB,PP-B-PP
PBBPBB,PPBPP,BBPPPP,PP-B-PP
PBBPBB,PPBPP,BBBPPP,PP-B-PP
PBBPBP,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,PBPPBP,PP-B-PP
BPPBBB,PPBPP,PBPPBB,PP-B-PP
BPBBBP,PPBPP,PBBPPP,PP-B-PP
PBPBBB,PPBPP,BPPPPP,PP-B-PP
PPBBBB,PPBPP,PPBPPB,PP-B-PP
BPPBPP,PPBPP,BBPPPP,PP-B-PP
BPBBBB,PPBPP,BBPBPB,PP-B-PP
PPPBPP,PPBPP,PPBBPB,PP-B-PP
PPPBBB,PPBPP,BBBBBP,PP-B-PP
BPBBBB,PPBPP,BPBPPP,PP-B-PP
PPPPBB,PPBPP,BPPBBB,PP-B-PP
PPBBPP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,PBPPPB,PP-B-PP
BPPBPB,PPBPP,PBBPBB,PP-B-PP
BBBPBB,PPBPP,BPPBPB,PP-B-PP
PPBBBP,PPBPP,PBBBBB,PP-B-PP
PBBPPP,PPBPP,PPBPBP,PP-B-PP
PPBBBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PBBPBP,PP-B-PP
PPPBPB,PPBPP,BBBPPP,PP-B-PP
PBBBPP,PPBPP,PBPPPP,PP-B-PP
PPBBPB,PPBPP,BBPBBP,PP-B-PP
BBPBPB,PPBPP,PBBPPP,PP-B-PP
PPPBBB,PPBPP,PPPBPB,PP-B-PP
BPBPBB,PPBPP,PPBBPB,PP-B-PP
PBPBPP,PPBPP,BBBBPP,PP-B-PP
BPPPPP,PPBPP,BBPBBB,PP-B-PP
BBPBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BPBPPB,PP-B-PP
BBPBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BPBPPB,PP-B-PP
PBPPBB,PPBPP,PBBPPB,PP-B-PP
BPPPBB,PPBPP,BBBPPP,PP-B-PP
PBBBPB,PPBPP,PPPBBP,PP-B-PP
PPPPBB,PPBPP,PPPBPP,PP-B-PP
BBBBBP,PPBPP,BPPPPP,PP-B-PP
BPPPBB,PPBPP,BBBPPB,PP-B-PP
BPPPBB,PPBPP,BBBPPB,PP-B-PP
BPPBBP,PPBPP,PBPBPP,PP-B-PP
PBBBBB,PPBPP,BPBBBP,PP-B-PP
PBPBBB,PPBPP,PBPPBB,PP-B-PP
BPPBPB,PPBPP,BBPBBB,PP-B-PP
PBPBPB,PPBPP,PBPPBB,PP-B-PP
PBPBBP,PPBPP,PPPBBP,PP-B-PP
BBPBPP,PPBPP,PPBBPB,PP-B-PP
PBBBBP,PPBPP,PBPBPB,PP-B-PP
BPPPBB,PPBPP,PPBBBP,PP-B-PP
BPBBPB,PPBPP,PBBPPB,PP-B-PP
PPPPBB,PPBPP,PBBPBB,PP-B-PP
PPBBBP,PPBPP,BPBPBB,PP-B-PP
BPBBPB,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BPBBPB,PP-B-PP
BPPBBB,PPBPP,BBBPBB,PP-B-PP
BPPPPP,PPBPP,BPBBBP,PP-B-PP
BPBBBP,PPBPP,BBPBPP,PP-B-PP
BBPPPP,PPBPP,BBBBBB,PP-B-PP
PBBBPP,PPBPP,PBPBPB,PP-B-PP
PPBBBP,PPBPP,BPBPPB,PP-B-PP
PBPPPP,PPBPP,PBBPPP,PP-B-PP
PPBBBB,PPBPP,PPPPBB,PP-B-PP
PBPBPP,PPBPP,PPBPBP,PP-B-PP
BBPBPB,PPBPP,BBPPBP,PP-B-PP
PPBPBB,PPBPP,BBBPPP,PP-B-PP
PBBBPP,PPBPP,PBBBBB,PP-B-PP
PBPPBB,PPBPP,PPBBBP,PP-B-PP
PBPBBB,PPBPP,BBBPPP,PP-B-PP
BBPBPB,PPBPP,BPBPPB,PP-B-PP
BPPBPB,PPBPP,BPPPBB,PP-B-PP
BPBPPP,PPBPP,PBBBBP,PP-B-PP
BBPPPP,PPBPP,PBBPBB,PP-B-PP
PPBBPP,PPBPP,PBBPBB,PP-B-PP
PPBPBP,PPBPP,PBBPBB,PP-B-PP
PBBPBB,PPBPP,PPBPPP,PP-B-PP
BPPBPP,PPBPP,PPPPPP,PP-B-PP
BPPBPB,PPBPP,PBPBPP,PP-B-PP
PBBBPP,PPBPP,BPPPBB,PP-B-PP
BBBPPP,PPBPP,BBBBBB,PP-B-PP
PBPPBB,PPBPP,PPBPBP,PP-B-PP
PBPPBB,PPBPP,PPPPPP,PP-B-PP
PBPPBB,PPBPP,PPBPBP,PP-B-PP
PBPPBB,PPBPP,PPPPPP,PP-B-PP
PPPBBP,PPBPP,PPPBPP,PP-B-PP
PPBPPP,PPBPP,BBBPPB,PP-B-PP
PBBPBP,PPBPP,PPPPPP,PP-B-PP
BPPBBP,PPBPP,PPBBBB,PP-B-PP
PBPBBP,PPBPP,BPPBBP,PP-B-PP
BBPPBB,PPBPP,PPPBBB,PP-B-PP
BBPPBB,PPBPP,PPPBBB,PP-B-PP
PBPPPP,PPBPP,BBBPBP,PP-B-PP
PPPPPP,PPBPP,PBPPBP,PP-B-PP
PPPPPP,PPBPP,PBPPBP,PP-B-PP
PPBBPP,PPBPP,PBPBPB,PP-B-PP
PBBPBB,PPBPP,BBBBPP,PP-B-PP
PBBPBB,PPBPP,BBBBPP,PP-B-PP
BPBPPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBPBBB,PP-B-PP
BBBBBB,PPBPP,BPPPPB,PP-B-PP
BPPBPP,PPBPP,BBPPBB,PP-B-PP
PPBBBP,PPBPP,BPPBBB,PP-B-PP
BBBBBP,PPBPP,BPPPBB,PP-B-PP
PPBBPB,PPBPP,BBPBBB,PP-B-PP
BBBBBP,PPBPP,BPPPBB,PP-B-PP
PPBBPB,PPBPP,BBPBBB,PP-B-PP
BPPPPP,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,PPPPBB,PP-B-PP
BBBBBB,PPBPP,BPBBPB,PP-B-PP
PBBPPP,PPBPP,BBPPBP,PP-B-PP
PBBBPB,PPBPP,PBPBBP,PP-B-PP
PBBPPP,PPBPP,BBPPBP,PP-B-PP
BBPPPP,PPBPP,BBBPPB,PP-B-PP
BPPPPP,PPBPP,PBPPBB,PP-B-PP
BBBPPP,PPBPP,BBBBBP,PP-B-PP
PBBBPP,PPBPP,BBPBPP,PP-B-PP
PBBBPB,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,PPPPPP,PP-B-PP
PBBPBB,PPBPP,BBBPBP,PP-B-PP
BBPPBB,PPBPP,BBBPBP,PP-B-PP
BBPBBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPPPBB,PP-B-PP
BBPPBB,PPBPP,BBBPBP,PP-B-PP
BBPBBB,PPBPP,BPPBPP,PP-B-PP
PPBPPB,PPBPP,BPPPBB,PP-B-PP
BPBBPP,PPBPP,BPPPBB,PP-B-PP
PBBPPP,PPBPP,BBPBBP,PP-B-PP
BBPPPP,PPBPP,BBBBPB,PP-B-PP
BBBBPB,PPBPP,BPBBBP,PP-B-PP
BPBBBP,PPBPP,BBPPPB,PP-B-PP
PBBPBP,PPBPP,PBBPPB,PP-B-PP
BPBBPB,PPBPP,BPPPBP,PP-B-PP
PBPPBP,PPBPP,BPBPBB,PP-B-PP
BBPBPP,PPBPP,PPBPPB,PP-B-PP
PPPBPP,PPBPP,BBPPBB,PP-B-PP
BBPPBB,PPBPP,BPBBPP,PP-B-PP
PPBBPP,PPBPP,PBBBBB,PP-B-PP
BBPPBB,PPBPP,BPBBPP,PP-B-PP
PPBBPP,PPBPP,PBBBBB,PP-B-PP
PPBBBP,PPBPP,PPBBBP,PP-B-PP
BPBBBP,PPBPP,PPBPBP,PP-B-PP
BPBPBB,PPBPP,PBBPBB,PP-B-PP
BPBBBP,PPBPP,BBPBBB,PP-B-PP
BPBPBB,PPBPP,PPBBPP,PP-B-PP
BPPBBB,PPBPP,PPPPPP,PP-B-PP
BBBPPP,PPBPP,BPPPBP,PP-B-PP
BBPBBP,PPBPP,PBBBBB,PP-B-PP
BBPBBP,PPBPP,BPPPPP,PP-B-PP
BPPPBB,PPBPP,PPBBPB,PP-B-PP
BPPPBB,PPBPP,PPBBPB,PP-B-PP
PPPBBP,PPBPP,BBBPPP,PP-B-PP
PPBBPB,PPBPP,PPPPBP,PP-B-PP
PPBBBB,PPBPP,PPPPBB,PP-B-PP
PPPBBP,PPBPP,PPBBPP,PP-B-PP
BBPPBB,PPBPP,BPBPBB,PP-B-PP
PBBBPP,PPBPP,BPPBBP,PP-B-PP
PPBPBP,PPBPP,BBPPBP,PP-B-PP
PBPPBB,PPBPP,BPPPPP,PP-B-PP
