before,pp_322_5hit,after,length
BPPBBB,BBPPPBBPPB,PPBPBP,10
BPPBBB,BBPPPBBPPB,PPBPPP,10
BBBBBP,BBPPPBBPPB,PBPPPB,10
BPPPBP,PPBBBPPBBP,BBBBBP,10
BPPPBP,PPBBBPPBBP,BBBBBP,10
BPPBPP,PPBBBPPBBP,BPBPBP,10
BBBBPB,PPBBBPPBBP,BPBPBB,10
BBBBPB,PPBBBPPBBP,BPBPBB,10
BPPPBB,PPBBBPPBBP,BPPPPP,10
BPBBPB,PPBBBPPBBP,BPBBBB,10
BPBBBB,BBPPPBBPPB,BPBBBP,10
PPPPPP,PPBBBPPBBP,BBBBBP,10
BPPPBB,BBPPPBBPPB,PBBBPP,10
BPPPBB,BBPPPBBPPB,PBBBPP,10
BBBBBP,BBPPPBBPPB,PPBPPB,10
BPBPBP,PPBBBPPBBP,BPBPBP,10
BPBPBP,PPBBBPPBBP,BPBPBP,10
PBPBPB,PPBBBPPBBP,PBBPBP,10
PPBBPP,PPBBBPPBBP,PBBPPB,10
PBBPPB,PPBBBPPBBP,PBPPBB,10
BBBPPP,PPBBBPPBBP,BBPPPB,10
BPPBPP,PPBBBPPBBP,BPPBBP,10
BBPBPP,BBPPPBBPPB,BPBBPB,10
PBBPPP,BBPPPBBPPB,BPPPBP,10
PBBPBB,PPBBBPPBBP,PBPBBB,10
PBBPBB,BBPPPBBPPB,BBPPPB,10
BBPBBP,BBPPPBBPPB,PPBBBB,10
PBBPPB,PPBBBPPBBP,BBBBBB,10
BBBPBB,BBPPPBBPPB,BPPBBP,10
BBBPPP,BBPPPBBPPB,BBBPPP,10
BPPBBB,BBPPPBBPPB,BPPBPB,10
BPPBBB,BBPPPBBPPB,BPPBPB,10
BPBPBP,PPBBBPPBBP,PBBPPP,10
BBPPBP,BBPPPBBPPB,BPPPBP,10
BPBBPB,PPBBBPPBBP,BPPPPP,10
PBPBBP,PPBBBPPBBP,PBBBPP,10
BBPBPP,BBPPPBBPPB,PPBBBP,10
PPPPPP,BBPPPBBPPB,BBBBPB,10
BBBBPB,PPBBBPPBBP,BBBBPB,10
BBBBPB,PPBBBPPBBP,BBBBPB,10
PBBBPB,BBPPPBBPPB,PPBPPB,10
PBBBPB,BBPPPBBPPB,PPBPPB,10
PPPPBP,PPBBBPPBBP,PPPPPP,10
BPPPBP,BBPPPBBPPB,BBBPPB,10
PBPBPB,BBPPPBBPPB,BPPBPB,10
PBPBPB,BBPPPBBPPB,BPPBPB,10
PBPPBP,PPBBBPPBBP,BPPPBP,10
PPPBPP,BBPPPBBPPB,PPBBBP,10
PBBBBP,BBPPPBBPPB,BPBPBB,10
PPPPBP,BBPPPBBPPB,PPBPPP,10
BPBPPB,PPBBBPPBBP,PBPPPB,10
BPBPPB,PPBBBPPBBP,PBPPPB,10
PBBBBP,PPBBBPPBBP,BPBPPB,10
BPBBBP,PPBBBPPBBP,PPBBBP,10
BBPPBB,PPBBBPPBBP,PPBBPB,10
PBBBBB,BBPPPBBPPB,PPPBPB,10
BBPPBB,PPBBBPPBBP,PPBBBB,10
PBBPBB,PPBBBPPBBP,PBBPPB,10
BPPPBP,BBPPPBBPPB,PPPBPB,10
PBBBPP,BBPPPBBPPB,PPBBBP,10
BBBBPB,PPBBBPPBBP,BPPPBB,10
PBPPPP,BBPPPBBPPB,PPBBBP,10
PBPPBP,PPBBBPPBBP,BBBPBB,10
BPBBPP,BBPPPBBPPB,PBPBBB,10
PPPBBB,BBPPPBBPPB,PPPPPB,10
BPPPPP,BBPPPBBPPB,PPBBPB,10
BBBPPP,BBPPPBBPPB,BBBPPP,10
BPBPPB,PPBBBPPBBP,BPBPBB,10
PPBPBB,BBPPPBBPPB,PBBBPB,10
BPBPBB,PPBBBPPBBP,PBBPBB,10
BPPBPP,BBPPPBBPPB,PPPBPB,10
PBPBBP,PPBBBPPBBP,BBPPBB,10
BBBPPB,PPBBBPPBBP,BPBBBP,10
PBPBPP,BBPPPBBPPB,PBPPBB,10
BBPBBP,BBPPPBBPPB,PPBBPP,10
BBBBBB,PPBBBPPBBP,PPBBPB,10
PBBPPP,BBPPPBBPPB,BBPPPB,10
BPBBPP,PPBBBPPBBP,PPPPPP,10
BPPBBB,PPBBBPPBBP,PPBBPB,10
BPBBPB,PPBBBPPBBP,PBBBPP,10
BPPBBB,PPBBBPPBBP,BBBPPB,10
PBBBPB,PPBBBPPBBP,BPPPBB,10
PPPBPP,PPBBBPPBBP,PBBBPB,10
BPPPPP,BBPPPBBPPB,BPPPPB,10
BBBPBB,PPBBBPPBBP,PBPBPB,10
PBPBBP,PPBBBPPBBP,PBPPPP,10
PPBPBB,BBPPPBBPPB,PBBBPP,10
PPBPBB,BBPPPBBPPB,PBBBPP,10
BBPPPP,BBPPPBBPPB,PPBPBP,10
PBPPPB,PPBBBPPBBP,PPBBBP,10
PBBPPP,BBPPPBBPPB,BPPBPP,10
PPBBPB,BBPPPBBPPB,BBPBPP,10
BPBPPP,PPBBBPPBBP,PBPBPB,10
PPBPPB,PPBBBPPBBP,PBPBPB,10
BBBPBP,BBPPPBBPPB,BBPPBP,10
BBPPBP,BBPPPBBPPB,BPPPBP,10
PPBBBP,PPBBBPPBBP,BPBPBP,10
PBBPPB,BBPPPBBPPB,BPBBPB,10
BBBPBB,PPBBBPPBBP,PBPPPP,10
PBPPBB,BBPPPBBPPB,BPBPBP,10
BPBBBB,BBPPPBBPPB,BPPPPB,10
PPPPBP,BBPPPBBPPB,PPBBBP,10
BPPPBP,PPBBBPPBBP,BBBPBP,10
PBBBPB,PPBBBPPBBP,PPPPPB,10
BPPPBP,PPBBBPPBBP,BBBPBP,10
PBBBPB,PPBBBPPBBP,PPPPPB,10
BPPBPP,BBPPPBBPPB,BPBBBB,10
BPPPBP,PPBBBPPBBP,BPPBPP,10
BPBPPB,BBPPPBBPPB,BBBPBB,10
BPBPPB,BBPPPBBPPB,BBBPBB,10
PBPPPB,PPBBBPPBBP,PBBBPP,10
PPPBPB,PPBBBPPBBP,BPPBBB,10
PPPBPB,PPBBBPPBBP,BPPBBB,10
PBPPBP,PPBBBPPBBP,PPPPBP,10
PBBPPP,PPBBBPPBBP,BBPPPP,10
PPPPBB,BBPPPBBPPB,BBBBBP,10
