before,dragon,after,length,color
BBBBBB,PPPPPPPP,BBBBBP,8,P
PPBPBB,PPPPP,BPPBPB,5,P
PBPPBP,BBBBBB,PPPBBP,6,B
PPBPPP,BBBBBBB,PPPPPB,7,B
BBBBBB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PPBBBP,5,B
BPBBBP,BBBBBB,PBPBBP,6,B
BPBBPP,BBBBB,PPBBBP,5,B
PPBBPB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBBBBBBBBB,PBPBBB,13,B
BBBPBP,BBBBB,PPPPBP,5,B
PPBBBB,PPPPP,BBBPPB,5,P
BBPPBP,BBBBB,PBPPBB,5,B
PPBBBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPPPPPP,BBPBBB,11,P
BBPPBP,BBBBB,PBPPBB,5,B
PPBBBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPPPPPP,BBPBBB,11,P
BBPPBP,BBBBB,PBPPBB,5,B
PPBBBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPPPPPP,BBPBBB,11,P
BBPPBP,BBBBB,PBPPBB,5,B
PPBBBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPPPPPP,BBPBBB,11,P
BPBBBB,PPPPPPPP,BBPPPB,8,P
PPBBBB,PPPPPPPPPPP,BBBBBB,11,P
PPPPPP,BBBBBB,PBPPPP,6,B
PBPPPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBPBBB,5,P
PPBPBB,PPPPPP,BBPBBP,6,P
PBBBBP,BBBBBBB,PBPPBB,7,B
PBPBBP,BBBBBBB,PBBPBB,7,B
BBPBBP,BBBBBB,PPPBBB,6,B
PPBBBP,BBBBBBBB,PPPBBP,8,B
PPPBBP,BBBBBBB,PPPPBB,7,B
PBPPPP,BBBBB,PPPBBP,5,B
BPBBBB,PPPPPP,BPPBBB,6,P
PPPPPP,BBBBB,PPPBPB,5,B
PBBPPB,PPPPPPPP,BBBPBB,8,P
PBBBPP,BBBBB,PBBPPP,5,B
PPBBPP,BBBBBBB,PPPBBB,7,B
PBBBPP,BBBBB,PBBPPP,5,B
PPBBPP,BBBBBBB,PPPBBB,7,B
PBBBPP,BBBBB,PBBPPP,5,B
PPBBPP,BBBBBBB,PPPBBB,7,B
PPPPBB,PPPPPPPP,BBPPPP,8,P
BPPPBB,PPPPPPP,BBBBBP,7,P
PPPPPP,BBBBB,PBBPPP,5,B
BPPPBB,PPPPPPPPP,BBPPBB,9,P
BPPPBB,PPPPPPP,BPBPPP,7,P
PPPBPB,PPPPP,BPBPPP,5,P
PBPPPP,BBBBB,PPPBBP,5,B
BBPPPB,PPPPPPPP,BBBBPP,8,P
PBBPBP,BBBBB,PBPPPB,5,B
BPBPPP,BBBBB,PBPBBB,5,B
BBBPBP,BBBBB,PPPPBB,5,B
PBBPPP,BBBBB,PBPBBP,5,B
PBBPBP,BBBBB,PBPPPB,5,B
BPBPPP,BBBBB,PBPBBB,5,B
BBBPBP,BBBBB,PPPPBB,5,B
PBBPPP,BBBBB,PBPBBP,5,B
PPBPPP,BBBBBB,PBPPPP,6,B
BBBBPB,PPPPP,BBPPBB,5,P
PPBBPP,BBBBBBBBBBBBBBB,PPPBPB,15,B
BPPPBP,BBBBB,PPPBPP,5,B
BPPBBP,BBBBBB,PPPPPP,6,B
BBBBBB,PPPPPP,BBBBPB,6,P
PBBBBP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBBBBBB,PPBPPB,9,B
PPPPPP,BBBBB,PBPPPB,5,B
BBPPPB,PPPPP,BPBBBP,5,P
PBPPBP,BBBBBBB,PBBPPP,7,B
BBBPBB,PPPPP,BPBPPP,5,P
PPPBPB,PPPPP,BBBPPP,5,P
BBBPBB,PPPPPP,BBBPPP,6,P
BPPBBB,PPPPP,BPBBPP,5,P
PPPBBB,PPPPPPPPP,BPPBBP,9,P
BBBPBB,PPPPPP,BPBBPP,6,P
BBPPPP,BBBBBB,PPPPBP,6,B
PPBPPB,PPPPPPP,BPPPBB,7,P
BPBBPP,BBBBBB,PPBBBB,6,B
BBPPPP,BBBBB,PBBPPP,5,B
PBBPPP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBBB,PPBBBP,6,B
PPPBPP,BBBBBB,PPPBBB,6,B
BBBPPP,BBBBBBB,PPBBPP,7,B
BBBBPB,PPPPPPPPP,BBBBPP,9,P
PPBBPP,BBBBBB,PPPBBP,6,B
BBBPPP,BBBBBBBBB,PBBBPP,9,B
BBPBPP,BBBBBB,PPBPPP,6,B
PBPBBB,PPPPPPPP,BBBBBP,8,P
PPPPPP,BBBBB,PPBPPP,5,B
PBPPPP,BBBBBBBB,PBBPBB,8,B
PBPBBB,PPPPP,BPBPPB,5,P
PBBPPP,BBBBBB,PBBBBP,6,B
BPPBPP,BBBBBB,PBBBPP,6,B
BBPBBB,PPPPPPPP,BBBBBP,8,P
PPPPPP,BBBBB,PPPPBB,5,B
PPPPBB,PPPPP,BPBPPP,5,P
PBBPBB,PPPPP,BPPBBB,5,P
BBPPBB,PPPPPPPPP,BPPBBP,9,P
PBPPBB,PPPPPPP,BPBPPP,7,P
PPBPBB,PPPPP,BBPPBP,5,P
PBBPPP,BBBBB,PBBPBP,5,B
PBBPBP,BBBBBB,PPPPPB,6,B
PPPPPP,BBBBBB,PPBPPP,6,B
PBBBPP,BBBBB,PBPPPP,5,B
BBBBPB,PPPPP,BPPPPP,5,P
PPPPPB,PPPPPP,BPPPBB,6,P
PPBPBB,PPPPP,BBBBPP,5,P
BBPBBB,PPPPP,BPBBBB,5,P
BPBBBB,PPPPP,BBBPBP,5,P
PPBBPP,BBBBBB,PPBBBB,6,B
PPPBPP,BBBBBB,PBPPPB,6,B
PBBPPB,PPPPPPPPP,BBBBPP,9,P
BPBPPP,BBBBBBB,PPPPPB,7,B
BBBBBB,PPPPP,BBPPBB,5,P
BPPBBP,BBBBB,PPBPBB,5,B
BPPPBP,BBBBBB,PPPPBP,6,B
PPBPPB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PPPPBB,6,B
PPPPBB,PPPPP,BBBPPB,5,P
PPPPBB,PPPPP,BPPBPB,5,P
PBPPBP,BBBBB,PBBBPP,5,B
PPBBBB,PPPPPPPP,BPPBBB,8,P
BPPPPB,PPPPP,BPPPBP,5,P
BBBPPB,PPPPPPPP,BBPBBB,8,P
BPBBBB,PPPPP,BBBPBP,5,P
PBPBBB,PPPPPP,BPPPPP,6,P
PPPPPB,PPPPPP,BBPPBB,6,P
BBPBPP,BBBBBBB,PPBBPP,7,B
BBPPBB,PPPPPP,BPBBBP,6,P
PBPBBB,PPPPP,BBBBBP,5,P
PPBBPB,PPPPP,BBPPBB,5,P
PBBPPP,BBBBBBBBBBBBBBB,PPPBBP,15,B
BPBBPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBBB,PPBBPP,6,B
BPPBPP,BBBBBBB,PPBBPP,7,B
BBPPBB,PPPPPPP,BBPPBP,7,P
BPBBBP,BBBBB,PPBBPB,5,B
PPBBBB,PPPPP,BBBPBP,5,P
PPBBPB,PPPPPPPPPPPPP,BBBPBB,13,P
BPBPPB,PPPPP,BBBPPP,5,P
PPPBBB,PPPPPP,BBPPPB,6,P
PPPBBP,BBBBBBBBB,PBBPPP,9,B
PBBPPP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBB,PPBBBB,6,B
PBBBBP,BBBBB,PBBPBB,5,B
PBBPBB,PPPPPPPPP,BPBBPP,9,P
PPBBBB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPP,BBBBPP,6,P
BPPBBB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PBBPBP,6,B
BPPBPP,BBBBB,PPPBPP,5,B
PPBBPB,PPPPPP,BBBBPB,6,P
PPBBPP,BBBBBB,PPPBBP,6,B
PPBPBB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPPBBB,6,B
BBBBPP,BBBBBBBB,PPPPBB,8,B
PBBBBP,BBBBBB,PPPBBP,6,B
BBBBBB,PPPPPP,BPPPBP,6,P
BBPBBB,PPPPPPPP,BBPPPB,8,P
PBBPPP,BBBBBB,PBBPPP,6,B
PPBPBP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBPPBB,5,P
BBBPPP,BBBBB,PPBPPP,5,B
PBBBBP,BBBBB,PPBPBB,5,B
BBBPPP,BBBBB,PPPBBB,5,B
PPBBBB,PPPPPP,BBBPBP,6,P
BBPPPP,BBBBBBB,PBPPBB,7,B
BBPBPP,BBBBB,PPPPBB,5,B
BBPPPP,BBBBBBBBBBBBBBB,PBBBBB,15,B
BBBBBP,BBBBBBB,PPBBBB,7,B
PBPPBP,BBBBB,PPBBBP,5,B
BPPBBB,PPPPPPP,BBBPPB,7,P
PPBPPB,PPPPPP,BPBBBB,6,P
PPPPBP,BBBBBBBBB,PPPPBB,9,B
BPBBPP,BBBBB,PPBBPP,5,B
BBPBBP,BBBBB,PBBPPB,5,B
BPBPBB,PPPPPPPP,BBBPPP,8,P
PPPBBB,PPPPP,BBPPBB,5,P
PBPPBB,PPPPPPP,BPBPBB,7,P
BBPBBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPPPBP,5,B
PBPBBP,BBBBBBBB,PPPBBB,8,B
PPPBBP,BBBBBBBB,PBBBBB,8,B
BBBBBP,BBBBBB,PBBPBP,6,B
BBPBBP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBBBB,PPPPBP,7,B
BPPPPB,PPPPPP,BPBPBB,6,P
PBPBPB,PPPPP,BBBPBB,5,P
BPPPPB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPPP,BBPPPP,7,P
BPPPBP,BBBBB,PBBPPP,5,B
PPBBPP,BBBBBBBBBB,PPPPPP,10,B
BBBBBB,PPPPPPPPPP,BBBBPP,10,P
PPBBBB,PPPPPPPP,BBBBPP,8,P
BBPPBB,PPPPPPPP,BBBBPP,8,P
BBPPBB,PPPPPPPPPPPPPP,BBBBPP,14,P
PPBBPP,BBBBBB,PPBBPP,6,B
BBPPBB,PPPPPPPP,BBBBBB,8,P
PPPPPP,BBBBBBBBBB,PPBBBB,10,B
BBBBPP,BBBBBB,PPPPPP,6,B
BBBBBB,PPPPPPPPPP,BBPPPP,10,P
PPBBBB,PPPPPP,BBPBPB,6,P
PBBPPB,PPPPPP,BBPBBP,6,P
BPBBBP,BBBBBBBB,PPPPPP,8,B
BBBBBB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBBB,PPBPPP,7,B
BBPPBP,BBBBBBB,PPBBBB,7,B
PPPBBB,PPPPP,BPBBPB,5,P
BBPBBB,PPPPP,BBBPPP,5,P
BBPPPP,BBBBB,PPBPPB,5,B
BBPPPB,PPPPPPPPPP,BBBPBB,10,P
BPBBBP,BBBBBBBB,PPBBBB,8,B
BBBBPP,BBBBBBBBB,PBPBPB,9,B
PPPPPB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBBB,PPPBBP,7,B
PBPBBB,PPPPPPPPPP,BPPPBB,10,P
PPBPPP,BBBBB,PPPPBP,5,B
BBBPBP,BBBBBBB,PPBBBB,7,B
BBBBPP,BBBBBB,PBBBBP,6,B
PBPBPP,BBBBBB,PPBPBP,6,B
PPBBBB,PPPPPPP,BPPPBP,7,P
PPBPBP,BBBBBBBB,PPPBBB,8,B
BBBPPP,BBBBB,PPPPBP,5,B
BBBBPB,PPPPP,BBBBPB,5,P
BBBPPB,PPPPP,BPBBPP,5,P
BBPBPB,PPPPP,BPPPBP,5,P
BBPPPP,BBBBBBB,PBPPPB,7,B
PPBBPB,PPPPPPPP,BBPBBP,8,P
BBBPBB,PPPPP,BBBPPP,5,P
BBPPBB,PPPPP,BBBPBB,5,P
PPBBPP,BBBBB,PBPBBP,5,B
BBPPBB,PPPPPPPP,BBBBPB,8,P
PBBBBP,BBBBB,PBPBBB,5,B
BBBPBP,BBBBBB,PBPBPP,6,B
PPPPPB,PPPPPP,BBBPBB,6,P
BPBPBP,BBBBB,PPBBPB,5,B
BPBBPB,PPPPP,BPPPBB,5,P
BBPPPP,BBBBBBBBB,PPBBBB,9,B
PBBBPB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBB,PBBPPP,6,B
BBPPPB,PPPPPP,BBBPBB,6,P
PBPBBP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBBBB,PPPPPP,7,B
BBBBBB,PPPPPPPP,BBPPBB,8,P
BBPPPP,BBBBB,PBPBBP,5,B
PPBPPB,PPPPPPPPP,BBBPPP,9,P
PBPBBB,PPPPPPP,BPPPBB,7,P
PPBPPP,BBBBBBBBBB,PPPBPP,10,B
PBPBBP,BBBBB,PPBBPB,5,B
PPBBPP,BBBBBBB,PBBBBP,7,B
PBPPBB,PPPPPPPP,BPBBPB,8,P
PBBPBB,PPPPPPPPP,BPBBPB,9,P
BBPBBP,BBBBBBBBBB,PPPPBB,10,B
BBPBPP,BBBBBBB,PBBBBP,7,B
BPPPBP,BBBBB,PPBPBP,5,B
PPBPBB,PPPPPP,BPPPBB,6,P
BBPPBP,BBBBBBBB,PBBBPP,8,B
BPBPPP,BBBBBBB,PBPPPP,7,B
PBBPPP,BBBBBBBB,PPPPPB,8,B
BBBBBB,PPPPP,BBPBBB,5,P
PPPBBP,BBBBBB,PBBPBB,6,B
BPBBPB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PBBPBB,5,B
PBPPPP,BBBBBBB,PBPPPB,7,B
PPBBPB,PPPPPPPP,BPPBPB,8,P
BBBBPP,BBBBBBBBBBBBB,PPBPPP,13,B
BBBPPB,PPPPP,BBBBPP,5,P
BPBBBB,PPPPP,BPPBBB,5,P
BBPBBP,BBBBB,PPPPBB,5,B
PBBBPP,BBBBBBBBBBB,PPPBPP,11,B
PBBBBP,BBBBB,PPPBBB,5,B
PPBPPP,BBBBBBBB,PPPBPB,8,B
BBPBBP,BBBBBB,PPPPPP,6,B
PBBPBB,PPPPPPP,BBBPPP,7,P
PBPPBB,PPPPPP,BBBBPP,6,P
PPBBBB,PPPPP,BPPPPB,5,P
PBPPPP,BBBBB,PBPPPP,5,B
BPPPBP,BBBBBBBB,PPPBPP,8,B
PBBPPB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PPBPBB,5,B
BBPPBP,BBBBBBBB,PPPBPP,8,B
PBBPBB,PPPPP,BBBBPP,5,P
PPBBBB,PPPPP,BBBPBB,5,P
PPBBBP,BBBBB,PBBBPP,5,B
BPPBPP,BBBBBB,PBPPBP,6,B
PPPBBB,PPPPP,BBBBPB,5,P
BBBPBP,BBBBB,PPPBBB,5,B
BPBPBP,BBBBB,PPBBBP,5,B
PPBBBP,BBBBB,PPBPBB,5,B
BBPPBP,BBBBB,PBPPBB,5,B
BBPBPP,BBBBBB,PBBBPP,6,B
BBPPPP,BBBBBB,PPPBBP,6,B
PPPBBP,BBBBB,PPBBPP,5,B
PPBBPP,BBBBB,PPBBPB,5,B
BBPBPP,BBBBBBBB,PPPPBP,8,B
PPBBBP,BBBBB,PPBBBP,5,B
BBPPBP,BBBBBBB,PPPPPP,7,B
BBBBBB,PPPPPP,BBBPBB,6,P
PBBBBP,BBBBB,PBBPBP,5,B
BBPBBB,PPPPPP,BPBPPP,6,P
PPPBPB,PPPPPP,BPPBBB,6,P
BBBPPP,BBBBB,PPPBBP,5,B
BPPPBB,PPPPPPP,BBPPBP,7,P
BBPBPP,BBBBBBBBBBBBB,PPPBBP,13,B
PBBPPB,PPPPP,BBBBPB,5,P
PBBPBP,BBBBBB,PPBBBB,6,B
BPPPBB,PPPPPP,BPPBBP,6,P
PBPBBP,BBBBB,PBPPBB,5,B
PBPPBB,PPPPP,BBBPBB,5,P
PPBPBP,BBBBBBB,PBBPPB,7,B
BPBBBP,BBBBBBBBBBBB,PPBBBB,12,B
BPBBBP,BBBBBBBB,PPBBPP,8,B
PPPPBB,PPPPP,BPPPBB,5,P
PPBPPP,BBBBB,PPBBBP,5,B
BPPBBB,PPPPPP,BBBBPB,6,P
PPBBBP,BBBBB,PBPBPB,5,B
PBPBPB,PPPPPPPP,BBPPPB,8,P
BBPBBP,BBBBBB,PBPPBP,6,B
PBPBBB,PPPPP,BBPPBB,5,P
BPPPBB,PPPPPP,BBBBBP,6,P
BBBBBB,PPPPPPPP,BPBBBP,8,P
PPBBBB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPPPPP,6,B
BBBBBB,PPPPPPPPPPP,BPBBBB,11,P
BBPPPB,PPPPP,BBBPBP,5,P
PPBBPB,PPPPPPP,BPBPBB,7,P
BPBBPP,BBBBBBBB,PBBBBB,8,B
BBBBBP,BBBBBBBB,PBBBBB,8,B
BBBBBP,BBBBB,PBPBBP,5,B
BPBPPP,BBBBB,PPPPPP,5,B
BPBPBB,PPPPP,BPPPPP,5,P
PPPPPB,PPPPP,BPBBPP,5,P
BBPPBP,BBBBBBB,PBPBBP,7,B
PBPBBP,BBBBBBB,PPPPPP,7,B
PBBBBP,BBBBB,PBPBPP,5,B
PPBPPB,PPPPPPP,BPBPPP,7,P
PPPBBP,BBBBBB,PPBPPB,6,B
PBPBBP,BBBBBBB,PBBBBB,7,B
BPPPBP,BBBBB,PBBPPP,5,B
PBBBPP,BBBBB,PPBPPB,5,B
PBBBBP,BBBBB,PBBBPB,5,B
BBBPPP,BBBBB,PPBBBP,5,B
BBBPBP,BBBBB,PBPBBP,5,B
PPBPBP,BBBBBBBB,PPBPBB,8,B
PBPBBB,PPPPPPPPPPP,BBBBPB,11,P
PBBPBB,PPPPPPP,BPBPPP,7,P
BPBPPB,PPPPPPPP,BPBPBB,8,P
BBPPBP,BBBBBB,PBBBBB,6,B
BBBBBP,BBBBB,PBPPBB,5,B
PBPPBB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PBBBBP,5,B
BPPBPP,BBBBB,PPPPBB,5,B
PBPPPB,PPPPPP,BPBBPP,6,P
BBPBBB,PPPPPP,BPBPBP,6,P
PBPBPB,PPPPPPPPP,BBPBBB,9,P
PBBPBP,BBBBBBB,PPPBPP,7,B
BBPPPB,PPPPPPP,BBPPBB,7,P
PPPPBP,BBBBB,PPPBPP,5,B
BPPBBB,PPPPPPPPPPPPPPPP,BBPPBP,16,P
BPPBPB,PPPPPP,BPBBPP,6,P
PPPBBB,PPPPPPPPP,BBBPBP,9,P
PBPBPB,PPPPP,BBPBPB,5,P
PBBBPB,PPPPPPP,BBBPBB,7,P
BBPBBB,PPPPP,BBPBBP,5,P
BBPPPP,BBBBBBBBBBB,PBBBBP,11,B
BBBBBP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPBBBB,5,B
BBBBPP,BBBBBBB,PPBBBP,7,B
BBBPBB,PPPPPPPP,BPBBBP,8,P
BBBPBP,BBBBBBBB,PPPBBB,8,B
BBPPPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PPPPPB,6,B
BBBBBB,PPPPP,BBBBPB,5,P
BBBPBP,BBBBBBBB,PPPBBB,8,B
BBPPPP,BBBBB,PPPPPB,5,B
PBBBBB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPP,BBBBBB,6,P
PPPPPP,BBBBBB,PPPPPB,6,B
BBBBBB,PPPPP,BBBBPB,5,P
PPBBBB,PPPPPP,BPPBPP,6,P
PPBPPB,PPPPP,BPBBBP,5,P
BPPBPP,BBBBB,PPBPBB,5,B
PPBPBB,PPPPP,BPPBPP,5,P
PBBPPB,PPPPPP,BBBPPB,6,P
BPPBPB,PPPPPPPPP,BPPPPP,9,P
PPPPPB,PPPPPPPPPP,BBBBPP,10,P
PPBBPB,PPPPPPPP,BBPPPB,8,P
PBBPPP,BBBBBB,PBPBBB,6,B
PPPBPB,PPPPP,BPPBBB,5,P
PBPBBB,PPPPPP,BPPPBB,6,P
PPBBBB,PPPPP,BBBBPB,5,P
PBBBPB,PPPPP,BBPPPP,5,P
BPPPBB,PPPPPPPPP,BBBPBP,9,P
BBPBBP,BBBBBBBBB,PPPBPP,9,B
BBPPBP,BBBBBB,PPPPBB,6,B
PPPBBP,BBBBB,PBBPBP,5,B
BPBBPB,PPPPPP,BPBBBP,6,P
BBPPPB,PPPPP,BBPPPP,5,P
PPBPPB,PPPPP,BPBBBP,5,P
BPBBBP,BBBBBB,PBPPPB,6,B
BPBPPP,BBBBBBBB,PPPPPB,8,B
BBBBBB,PPPPP,BPBPPB,5,P
PPPPBP,BBBBB,PPPBBB,5,B
BBBPPP,BBBBBBBB,PPPBPP,8,B
BPBBPP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPP,BBPBBB,6,P
BPBBPP,BBBBB,PPPPBP,5,B
BBPPBP,BBBBB,PPBBBP,5,B
PBBBPP,BBBBBBB,PBBBPP,7,B
PBPPPP,BBBBBB,PBBBBP,6,B
PPPBPP,BBBBBBBB,PBBPPP,8,B
BPBBPP,BBBBB,PPBBPB,5,B
PBPBPP,BBBBB,PBBPBB,5,B
PPBBBP,BBBBB,PPPPBB,5,B
BBPPPP,BBBBBBB,PPPPBP,7,B
PBBPPP,BBBBB,PBBPPP,5,B
BBBPBB,PPPPP,BPPPBB,5,P
BPBPPB,PPPPPPPPPP,BPPPBP,10,P
PBBPBB,PPPPP,BBPPPB,5,P
BBBPPB,PPPPP,BPBPBP,5,P
PPPPBB,PPPPPP,BBPPPB,6,P
BPBBBP,BBBBBBBB,PBPPBP,8,B
PBPPBP,BBBBBBB,PPBBPB,7,B
BPPBBP,BBBBBBBB,PPPPBP,8,B
BPPPBB,PPPPP,BBPPBB,5,P
BPPBBB,PPPPPPP,BBPBBB,7,P
PPPBBP,BBBBB,PBPBPP,5,B
BPPBBB,PPPPPPP,BBPBBB,7,P
PPPBBP,BBBBB,PBPBPP,5,B
BPPPPP,BBBBB,PPBPPP,5,B
BPBBPB,PPPPP,BBPBPB,5,P
PBBBPB,PPPPP,BPBBPB,5,P
BBPBPP,BBBBB,PBBBBB,5,B
BBBBBP,BBBBB,PPPPPP,5,B
PBBBBB,PPPPPPPPPPPPP,BBPBBB,13,P
PPPBBP,BBBBB,PBPBBB,5,B
BPPPBP,BBBBB,PPPBBP,5,B
PBBBPB,PPPPPPPPPPPP,BBBPBB,12,P
PPBPPP,BBBBB,PPPPPP,5,B
BBPPPP,BBBBB,PBPPBP,5,B
PPBBBP,BBBBBBB,PPBBPB,7,B
BBPPBB,PPPPPPPPPPPPP,BBPPPB,13,P
BPBPBB,PPPPP,BPBBPB,5,P
PPBPBB,PPPPP,BBBBBP,5,P
BPPPPP,BBBBB,PPPBBP,5,B
BPBBPB,PPPPP,BBPBPP,5,P
PPBBPB,PPPPP,BBBPPP,5,P
PPPPPP,BBBBB,PBPBBB,5,B
BBBPBP,BBBBBBBB,PBPPPP,8,B
BBBBPB,PPPPP,BBPPPP,5,P
PBPBBP,BBBBBBBBBBB,PPPBBP,11,B
BBPPPB,PPPPPPPP,BPPBBP,8,P
PBPPPP,BBBBBBBBB,PBBPPP,9,B
BPPBBB,PPPPP,BPBBPP,5,P
BPBPPB,PPPPPP,BPPBBP,6,P
PPBBBB,PPPPPP,BPBBPP,6,P
PBPPPB,PPPPP,BBPBPB,5,P
BPBPPP,BBBBB,PBPPBP,5,B
PBPPBP,BBBBB,PPPPBB,5,B
BBPPBB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PBPPPB,6,B
PPBBBP,BBBBBB,PPPPPP,6,B
BBBBBB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PBPPPP,5,B
PPPPBB,PPPPPP,BBPBBB,6,P
PBBBPP,BBBBB,PBPBBB,5,B
PPBPPP,BBBBBBBBB,PBBPPB,9,B
BPBPPP,BBBBBB,PPPBBP,6,B
PBBBBP,BBBBBB,PBPPBB,6,B
BBBPPB,PPPPPPP,BBPBBP,7,P
PBBPBB,PPPPPPP,BBPBBB,7,P
BPPPPP,BBBBB,PBBPPB,5,B
PBBPBP,BBBBBBBBB,PBBBBP,9,B
BBBBPP,BBBBBBBB,PPPBBB,8,B
BBBPPP,BBBBBBB,PPPBPP,7,B
PBPBPP,BBBBB,PBPPPB,5,B
PBPBPP,BBBBB,PBBBPP,5,B
PBBPPB,PPPPP,BBBBBB,5,P
BPBBPP,BBBBBBB,PPPBPB,7,B
BBPPBB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPPBBB,6,B
BBBBPP,BBBBB,PBBPBB,5,B
BPBBPP,BBBBBBB,PPPBPB,7,B
BBPPBB,PPPPP,BBBBBB,5,P
BPPPPP,BBBBBB,PPPBBB,6,B
BBBBPP,BBBBB,PBBPBB,5,B
PBBBBP,BBBBBB,PBBPPP,6,B
BBPPPP,BBBBB,PBPPBB,5,B
BBPBPP,BBBBB,PPPBPP,5,B
BBPBPP,BBBBB,PBPBPB,5,B
PBBPPB,PPPPP,BBBBPP,5,P
BBBPBB,PPPPP,BBPBPB,5,P
BBBPBP,BBBBB,PBPPPB,5,B
BPBBBP,BBBBBBBB,PBBBBB,8,B
BBBBBP,BBBBBBBBBB,PBBBBB,10,B
BBBBBP,BBBBBB,PPBBBB,6,B
PPBBBB,PPPPPPP,BBBBBB,7,P
PPPPPP,BBBBBB,PPPPBB,6,B
BBPPBB,PPPPPPP,BBPPPB,7,P
BPBPBP,BBBBBB,PBPPBB,6,B
PBPPBB,PPPPPPPPP,BPBBBP,9,P
PPBPBP,BBBBB,PBPPPP,5,B
BBBBPB,PPPPP,BBPPBP,5,P
BPPPBB,PPPPPP,BPBBBB,6,P
PPPPBP,BBBBB,PBBPPP,5,B
BBBPBB,PPPPP,BPPPPB,5,P
PBPPBP,BBBBB,PPBBBB,5,B
BBBPBB,PPPPPPPP,BBPPPP,8,P
BPPBPP,BBBBB,PBBPBB,5,B
BPBBPB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PBBPPB,5,B
PBBPPB,PPPPP,BPPBPB,5,P
PBBBPP,BBBBB,PPPPBB,5,B
PPBPPB,PPPPPP,BBBPBP,6,P
PPPBBB,PPPPPP,BBPBBP,6,P
PPPBBP,BBBBBB,PPPPPB,6,B
BBBBBB,PPPPP,BPPBBB,5,P
PBBBPP,BBBBBB,PPBBBP,6,B
BBPPBB,PPPPP,BBBBPP,5,P
PBPBPP,BBBBB,PBBPPB,5,B
PPBPPB,PPPPPPP,BBBPBB,7,P
BBBBBP,BBBBB,PBPPBP,5,B
PBPPBP,BBBBBBBBBBBBBB,PPPBPB,14,B
PBBBPP,BBBBBBBBB,PPPPPP,9,B
PBPBBB,PPPPP,BPBPBB,5,P
PBPPPP,BBBBB,PBBPBB,5,B
BPBBPP,BBBBB,PPBPPP,5,B
BBBPPB,PPPPPP,BBBBPB,6,P
BBBBBB,PPPPP,BPPBBB,5,P
PPPBPP,BBBBBB,PPBPBP,6,B
PBBBPB,PPPPP,BPPBBP,5,P
PBPBBB,PPPPPPPPP,BBBPPB,9,P
BBBPPB,PPPPPP,BBPBPB,6,P
BBPPPP,BBBBBBB,PBPPBP,7,B
PPBBBB,PPPPPPP,BBBBPB,7,P
BPBBPP,BBBBB,PPPBBP,5,B
PBPBBP,BBBBBBB,PBBPPB,7,B
BPPBBP,BBBBBB,PPBBPB,6,B
PPBBBB,PPPPPP,BBBBBP,6,P
PPPPPP,BBBBB,PBBPBB,5,B
PBBPBB,PPPPP,BBPPPP,5,P
PPPPBB,PPPPPP,BPPPBP,6,P
PBPBBP,BBBBB,PPBPPP,5,B
PPPBBP,BBBBBBBBB,PPPBBP,9,B
BPPBBB,PPPPP,BPPBBB,5,P
