before,pingpong_tikhu,after,repeat,length
PPPPBB,BBPPBBPP,BBPBPP,2,8
PPBPPB,PPBBPPBB,BBBBBP,2,8
PPBPBP,BBPPBBPP,BPBPPB,2,8
PBPPBB,BBPPBBPP,PBBBBB,2,8
PPBBPB,BBPPBBPP,PBPBBP,2,8
BPPPBP,PPBBPPBB,PPBPPP,2,8
PBBBBP,BBPPBBPP,BBBBPB,2,8
PPPPPB,PPBBPPBB,PBBPBB,2,8
PPPPBP,BBPPBBPP,BPPBBP,2,8
PPBBBP,PPBBPPBB,PBPBPB,2,8
BBPBBB,BBPPBBPP,BBBBPB,2,8
BPPBBB,PPBBPPBB,BBBBPB,2,8
PPBBPP,PPBBPPBB,PPPPPP,2,8
PPBPPP,PPBBPPBB,PBBBBB,2,8
BBBBPB,PPBBPPBB,BBPPPB,2,8
PBBPPP,PPBBPPBB,PPPPBB,2,8
PPBBBP,PPBBPPBB,BBBPBB,2,8
PBPPBP,BBPPBBPP,PPPBBB,2,8
PBPPBP,BBPPBBPP,PPPBBB,2,8
PPPBPB,PPBBPPBBPPBB,PPBPBB,3,12
BBPPBP,BBPPBBPP,BPBPPB,2,8
PBPPBP,PPBBPPBB,PBPBBB,2,8
PBBBBP,BBPPBBPP,PBBPPP,2,8
PBBBBP,BBPPBBPP,PBBPPP,2,8
PBBPPP,PPBBPPBB,PBPBBB,2,8
BPPPPB,BBPPBBPP,BBPBBP,2,8
BBPPBB,BBPPBBPP,BBBBPB,2,8
BBBBPP,PPBBPPBB,PPPBBB,2,8
PPBBPB,BBPPBBPP,PBPBBB,2,8
PBBPPB,BBPPBBPP,PPBBBB,2,8
PBPBBP,PPBBPPBB,BBPBBB,2,8
PPPBPB,BBPPBBPP,PPBPPB,2,8
BPPPPB,PPBBPPBB,PBPBPB,2,8
BPBPPP,PPBBPPBBPPBB,PBPBBP,3,12
PPPPBB,BBPPBBPP,BPBPPB,2,8
BPBPBP,PPBBPPBB,BBBPPB,2,8
PPBPPP,PPBBPPBB,BPBBBB,2,8
BBPPPB,PPBBPPBB,PPBPBP,2,8
PPPPPB,PPBBPPBB,PPBPPP,2,8
PBPPPB,PPBBPPBB,BBPPBB,2,8
PPBBBB,BBPPBBPP,BPBBPP,2,8
BBPPBP,PPBBPPBBPPBB,BPPPPP,3,12
BBBBBP,BBPPBBPP,BPPPPB,2,8
BPPPBP,BBPPBBPP,PPBPBP,2,8
PPPPBP,PPBBPPBB,PPPPBP,2,8
BBPPBP,PPBBPPBB,PBBPPP,2,8
BBPBBB,BBPPBBPP,PPBPPB,2,8
PPPBBP,PPBBPPBB,PPPPBB,2,8
PPBBPB,BBPPBBPP,BBBPBP,2,8
BBBPPB,BBPPBBPP,PBBBPP,2,8
BPPPBP,BBPPBBPP,PPPBBB,2,8
BPPPBP,PPBBPPBB,BBPPPP,2,8
BPPBBP,PPBBPPBB,BBPPBP,2,8
BBPPBP,PPBBPPBB,PPBPBB,2,8
PPPBBB,BBPPBBPP,BBPBBP,2,8
BPPPBP,PPBBPPBB,PPPPPP,2,8
BPPPBB,BBPPBBPP,BBBBPB,2,8
BPPBBB,BBPPBBPP,BBBPBP,2,8
BBBBBP,BBPPBBPP,BPBBPB,2,8
BBPPBP,PPBBPPBB,BBPPBB,2,8
BBPPBP,PPBBPPBB,BBPPBB,2,8
BBPBPB,BBPPBBPPBBPP,BPBBPB,3,12
PBPBPB,PPBBPPBB,BPPPBB,2,8
PPPBPB,PPBBPPBB,PPPPPB,2,8
PPPPPB,PPBBPPBB,PBPPPB,2,8
BPBPPB,BBPPBBPP,BBBBBB,2,8
PBBBPB,PPBBPPBB,PBBBBB,2,8
PBPPPP,PPBBPPBB,BBBPPB,2,8
PBPBPB,BBPPBBPP,BPBBPB,2,8
PPBBPP,PPBBPPBB,PBPBPP,2,8
PPBBPP,PPBBPPBB,PBPBPP,2,8
BPBPPP,PPBBPPBB,PPPBBB,2,8
PBPBPB,BBPPBBPPBBPP,PPPBBP,3,12
PBPPPB,BBPPBBPP,PPPBPP,2,8
BBBPPB,BBPPBBPP,BPBBPP,2,8
PPBBBB,BBPPBBPP,PPBPBP,2,8
PBBPPP,PPBBPPBBPPBB,BPPPPP,3,12
BBBBBB,BBPPBBPP,PPPBBB,2,8
BPPBBP,PPBBPPBB,BBPBBB,2,8
BPPBBP,PPBBPPBB,BBPBBB,2,8
BBBBBP,BBPPBBPP,BBBPBB,2,8
PBPBBP,PPBBPPBB,PBBPBB,2,8
PBPPBP,BBPPBBPP,PPBPPP,2,8
PBPBBP,PPBBPPBB,PBBPBB,2,8
PBPPBP,BBPPBBPP,PPBPPP,2,8
PBPPBP,PPBBPPBB,BBBPPB,2,8
PPBPBP,PPBBPPBB,BBBBPB,2,8
BBPBPB,BBPPBBPP,PBBPBP,2,8
BPPPPP,PPBBPPBB,BBBPBP,2,8
BPPPPP,PPBBPPBB,BBBPBP,2,8
PBBBPB,PPBBPPBB,BPBPPP,2,8
PPPBBP,PPBBPPBB,BBPPPP,2,8
BBBBPP,PPBBPPBB,BBPBPP,2,8
BPPBPP,PPBBPPBB,PBPBPP,2,8
PBPPPB,BBPPBBPP,BPBBPP,2,8
PBPBBP,PPBBPPBB,PBPPBB,2,8
BPBBBP,BBPPBBPP,PBBBPB,2,8
PPPBBB,BBPPBBPPBBPP,BBPBPP,3,12
BPPBPP,PPBBPPBB,BBBPBP,2,8
PPPPBP,BBPPBBPP,PBPPPP,2,8
PPBPBP,PPBBPPBB,PPPBBP,2,8
BPPPPP,PPBBPPBB,PBPPPB,2,8
BBPBBP,BBPPBBPP,PPBPPP,2,8
PPBBBP,BBPPBBPP,PBBPPB,2,8
BPPBBB,BBPPBBPP,BBPBBP,2,8
PPPPPB,BBPPBBPP,BBPBBP,2,8
PPPPBP,PPBBPPBB,PPBPBB,2,8
PPPPPB,PPBBPPBB,BPBPBP,2,8
BBBPPB,BBPPBBPP,BBPBPB,2,8
BBPBPB,BBPPBBPP,BPPPPP,2,8
PBPPPB,BBPPBBPP,BBBPBP,2,8
PBBBBB,BBPPBBPP,BPPBBP,2,8
BPPPPB,PPBBPPBBPPBB,BPPBPB,3,12
BBPBPP,PPBBPPBB,PPBPBB,2,8
BBPBPB,PPBBPPBBPPBB,BPPPBP,3,12
PPPBBP,BBPPBBPP,BPPPPP,2,8
PPBPPP,PPBBPPBB,BBBBBP,2,8
BPPBBP,PPBBPPBBPPBB,PPPPPP,3,12
BPBPBP,BBPPBBPP,BBBBBB,2,8
PBPBPB,BBPPBBPP,PBBBBB,2,8
BPBBBP,BBPPBBPP,PPBPPB,2,8
BPPPPB,PPBBPPBB,PBPPBP,2,8
BBBBPB,PPBBPPBB,BBPBBP,2,8
BPBBBP,PPBBPPBB,BPPBBB,2,8
PPPBBP,BBPPBBPP,PBPBPP,2,8
PPBPPP,PPBBPPBB,BPPPPP,2,8
PPPBPP,PPBBPPBB,PBPBPP,2,8
BPBPBP,PPBBPPBB,BPBPBB,2,8
PBPPBP,PPBBPPBB,BPPPBP,2,8
PBBBPP,PPBBPPBB,BPPBBB,2,8
BBBPBP,PPBBPPBB,PBBPBB,2,8
PPPBPB,BBPPBBPP,PPPPPB,2,8
PBBBBB,BBPPBBPP,BPBBBP,2,8
BPBPPP,PPBBPPBB,BPPPBB,2,8
PBBBPP,PPBBPPBB,BPPPPP,2,8
PBBBBP,BBPPBBPP,BPBBBB,2,8
PBPPPB,BBPPBBPP,PBBBBP,2,8
PPPBPB,PPBBPPBB,BBPPPB,2,8
PPBPBP,PPBBPPBB,PBBPPP,2,8
BBPBBP,BBPPBBPP,PBBPBB,2,8
PBBPPB,PPBBPPBB,BPBPBB,2,8
PBBBBP,PPBBPPBB,BPPPBB,2,8
BBBBBP,BBPPBBPP,PBBBPP,2,8
PBBPBB,BBPPBBPP,BPBPBP,2,8
PBBBBB,BBPPBBPP,PBBBPP,2,8
PBPPBB,BBPPBBPP,BBBPPB,2,8
PBBPPB,PPBBPPBBPPBB,BBPBBB,3,12
PPPPPB,BBPPBBPP,PBPPPB,2,8
PPPPPB,BBPPBBPP,PBPPPB,2,8
BBPBBB,BBPPBBPP,BBBBBP,2,8
BPPPBP,BBPPBBPP,PPBPPB,2,8
BBBBBP,BBPPBBPP,PPBBPP,2,8
PPBBPP,PPBBPPBB,PBBBPP,2,8
BPBBBP,PPBBPPBB,BPPBPP,2,8
PBPPPP,PPBBPPBB,PBBPPB,2,8
BBPPPB,BBPPBBPP,PBBPPB,2,8
BPBPBP,BBPPBBPPBBPP,PPBPPP,3,12
BBBBBP,BBPPBBPP,PPBPBP,2,8
BPPPBP,BBPPBBPP,BBPBPP,2,8
PBPBBP,PPBBPPBB,PBPBPB,2,8
BPPBBP,BBPPBBPP,BPBBPB,2,8
PPBBPB,PPBBPPBB,BBPPPP,2,8
BPBBBB,BBPPBBPP,PPPBPP,2,8
PPPPPB,PPBBPPBB,PBBBPP,2,8
PPBBPB,BBPPBBPP,PPBBPB,2,8
BPBBBB,BBPPBBPP,BPPPPB,2,8
BBBPPB,BBPPBBPP,BBPBPB,2,8
BBPBPB,BBPPBBPP,PPBBBB,2,8
BBPBBB,BBPPBBPP,BPBBPP,2,8
PBBPPP,PPBBPPBB,PBBPBB,2,8
BPBBBB,BBPPBBPP,BBBBPB,2,8
BPBBBB,BBPPBBPP,PBPBBP,2,8
BPPBBP,PPBBPPBB,BBBBBP,2,8
BPPBBB,BBPPBBPP,PBPBBB,2,8
PPBPBP,BBPPBBPP,BPPPBP,2,8
BPPPBP,PPBBPPBB,BBPPBB,2,8
BBPPBB,BBPPBBPP,PPBPBB,2,8
PBPPPB,BBPPBBPP,PPBPPB,2,8
PBPBPB,BBPPBBPP,PBBBPP,2,8
BPBBPP,PPBBPPBB,BPPPPP,2,8
PPPBBB,BBPPBBPP,PBBBPB,2,8
PPPPBP,BBPPBBPP,BPBBBP,2,8
BPPPBP,PPBBPPBB,BBPPBB,2,8
PPPPBP,BBPPBBPP,PBPPBP,2,8
PPPPPB,PPBBPPBB,BBPBPB,2,8
PPPBBP,BBPPBBPP,PPBBPB,2,8
PPBPPB,PPBBPPBB,BPBPBB,2,8
BPBPBB,BBPPBBPP,PPBBPP,2,8
BPBPBB,BBPPBBPP,PPBBPP,2,8
BPBPPB,BBPPBBPP,PPBPBP,2,8
BPBPPB,PPBBPPBB,BBBPBP,2,8
BBPBBB,BBPPBBPP,BBBBPP,2,8
BBPPPB,PPBBPPBB,PBBPBP,2,8
PPBPPB,BBPPBBPP,PPBBPP,2,8
BBBBBP,BBPPBBPP,BPBPPP,2,8
PPBBBB,BBPPBBPP,BPPPPB,2,8
PPBPPB,PPBBPPBB,PPBPBP,2,8
PPPBBB,BBPPBBPP,PBBPPP,2,8
BPBBPB,PPBBPPBB,PBPPBB,2,8
BPBPBP,BBPPBBPP,PBBPBP,2,8
PBPPPB,BBPPBBPP,PBPPBB,2,8
PBBBPB,PPBBPPBB,PBBPBB,2,8
BBBPPP,PPBBPPBB,BPPBPB,2,8
BPPBBP,PPBBPPBB,PBBPPB,2,8
PPPBPP,PPBBPPBB,BBPBPB,2,8
PPBBBP,PPBBPPBB,BBPBBB,2,8
BPBPPB,PPBBPPBB,BPBBBP,2,8
BPBBPP,PPBBPPBB,PBBBBB,2,8
BPBBPP,PPBBPPBB,PBBBBB,2,8
BBBBBP,BBPPBBPP,BPBPPP,2,8
BBBPPB,BBPPBBPPBBPP,BBBPBB,3,12
BPBBPB,PPBBPPBB,PBBBBP,2,8
PBBBBP,BBPPBBPP,PPBPPB,2,8
BBPBPB,PPBBPPBB,PPBPPB,2,8
PBBPPB,PPBBPPBB,BPPPBP,2,8
BBPBPB,PPBBPPBB,PPBPPB,2,8
PBBPPB,PPBBPPBB,BPPPBP,2,8
PBBPPB,PPBBPPBB,BBPPPB,2,8
BBBBPP,PPBBPPBB,PBBBPP,2,8
PPPPBB,BBPPBBPP,PBBPPB,2,8
PPBPPB,PPBBPPBB,BPPBPP,2,8
PPPBPB,BBPPBBPP,PBBPBB,2,8
PPPPPB,BBPPBBPP,BPBBBB,2,8
BPBBBB,BBPPBBPP,BPBBPP,2,8
PBPBBP,PPBBPPBBPPBB,PBBPPB,3,12
PPBBBP,BBPPBBPP,PBPPBB,2,8
BBBBPB,PPBBPPBB,BPBBBP,2,8
BBBBPB,PPBBPPBB,BPBBBP,2,8
BBBBPB,PPBBPPBB,BPBBBP,2,8
PBBBPB,PPBBPPBB,PBBBPB,2,8
BBBPBB,BBPPBBPPBBPP,PPBBPB,3,12
PPBBPB,PPBBPPBB,BPBPBB,2,8
PBPBPP,PPBBPPBBPPBB,PPBPBB,3,12
PPPPPB,PPBBPPBB,BBPBPP,2,8
BBPPPP,PPBBPPBB,BBBBBP,2,8
PPPBBP,BBPPBBPP,BBBPPB,2,8
PBBBPB,BBPPBBPP,PPBBBP,2,8
PBBPBB,BBPPBBPP,PPPBPP,2,8
BPPPBB,BBPPBBPP,BBBBBB,2,8
PPBBPB,BBPPBBPP,PBPBPB,2,8
BPBPPB,BBPPBBPP,PBBBPB,2,8
PBBPPP,PPBBPPBB,PPPBBP,2,8
PPBPPB,BBPPBBPP,BPBPBP,2,8
PBBPPP,PPBBPPBB,PPPBBP,2,8
PPBPPB,BBPPBBPP,BPBPBP,2,8
BPBPBP,PPBBPPBB,PBPBPB,2,8
PBPPBP,PPBBPPBB,BPPPBP,2,8
PPPBBP,PPBBPPBB,BPBBBB,2,8
PBBPBP,PPBBPPBB,PPPBPP,2,8
PBPPPP,PPBBPPBB,BBBPPP,2,8
BPPBPB,BBPPBBPP,BBBPBB,2,8
PPBBPP,PPBBPPBB,PPBPBP,2,8
BBBBBP,PPBBPPBB,BBBPBP,2,8
BBBBBP,PPBBPPBB,BBBPBP,2,8
PPPPPP,PPBBPPBB,BPPPBB,2,8
PPPBBP,BBPPBBPP,PPPBPB,2,8
BPBBPP,PPBBPPBB,PPPBPB,2,8
PBPBBP,PPBBPPBBPPBB,BPPPBP,3,12
BBBPBP,PPBBPPBB,BPBBBP,2,8
BPBPBP,BBPPBBPP,PPPBBP,2,8
PBPPBP,PPBBPPBB,BBPPBP,2,8
PBPPBP,PPBBPPBB,BBPPBP,2,8
BBBBPB,PPBBPPBB,PPPPPB,2,8
BPPPBP,PPBBPPBB,BPPBBP,2,8
PBBPBP,PPBBPPBB,BBPPBB,2,8
BPPPPB,PPBBPPBB,PPBPBB,2,8
BPPBPP,PPBBPPBB,BPPBPP,2,8
PPBBBP,BBPPBBPP,BPPBPB,2,8
PPBBBP,BBPPBBPPBBPP,PBPBBB,3,12
PBBPPB,BBPPBBPP,PBBPBP,2,8
BBPBPP,PPBBPPBB,BBBBBB,2,8
PPPBPB,PPBBPPBB,BBBBPP,2,8
BPBPPB,BBPPBBPP,PBPPBB,2,8
PBPPBP,BBPPBBPP,PBBPBP,2,8
BPBBBP,PPBBPPBB,BBBBPP,2,8
BBPPBP,PPBBPPBB,PPPBPB,2,8
BBPPPB,BBPPBBPP,PBPBBB,2,8
PBPBPP,PPBBPPBB,BPPBBB,2,8
PPBPBP,PPBBPPBB,BPBBBB,2,8
PBBBPB,BBPPBBPP,BPPPBB,2,8
PBBPPB,PPBBPPBB,BBBPPB,2,8
PBPPBP,BBPPBBPP,PBBBPP,2,8
BBPPBP,PPBBPPBB,PBBBBB,2,8
BBBBBP,PPBBPPBBPPBB,BBPBPP,3,12
BBPBPB,PPBBPPBB,BBPPBB,2,8
PBPPBB,BBPPBBPP,PBPPPP,2,8
PPBPPP,PPBBPPBB,BBPPPP,2,8
PBPBBP,PPBBPPBB,BPBPBB,2,8
PPPPBB,BBPPBBPP,BPBBBP,2,8
PBBBBP,PPBBPPBB,BBPBBB,2,8
BPBBBP,BBPPBBPP,BPBBPB,2,8
PPBBPB,PPBBPPBB,BBBPPP,2,8
PBBBBP,PPBBPPBB,BBBPBB,2,8
PPPPPP,PPBBPPBBPPBB,PPPBBP,3,12
BPPBBB,BBPPBBPP,PBPBBP,2,8
BPPBBP,BBPPBBPP,BPPPPB,2,8
PPPPBB,BBPPBBPP,BBPBPB,2,8
BBPPBP,PPBBPPBB,BPBPPB,2,8
BBBPBP,BBPPBBPP,PPBPBB,2,8
PBPPPP,PPBBPPBB,BPBBBB,2,8
BPBPBP,PPBBPPBB,BBBBBB,2,8
PPPPPB,BBPPBBPP,BPBBPP,2,8
PBBBBP,PPBBPPBB,PPPPBB,2,8
PPBPPB,BBPPBBPP,PPPBBP,2,8
BBBPPB,BBPPBBPP,PBPBPP,2,8
BBPBPB,BBPPBBPP,BBBPBB,2,8
BBBPPB,BBPPBBPP,BPPPBP,2,8
BBBBPP,PPBBPPBB,PPPPBP,2,8
PPBPPB,BBPPBBPP,PPBBBP,2,8
PBBBPB,PPBBPPBB,PPPBPB,2,8
BPBBBB,BBPPBBPP,PPBPPB,2,8
BPBBBP,PPBBPPBB,BBPPBB,2,8
BPPBBP,BBPPBBPP,PBBPBB,2,8
PPPPPB,PPBBPPBB,PPBPBB,2,8
PPBBPB,PPBBPPBB,BBBPBB,2,8
PPPBBP,BBPPBBPP,BBBPBP,2,8
BBPPPB,BBPPBBPP,BPBBBP,2,8
BBBBPB,BBPPBBPP,BBBPPP,2,8
PPPBBP,BBPPBBPP,PPBPPB,2,8
BPBBBP,BBPPBBPP,BBBPBB,2,8
PBBBPB,BBPPBBPP,BPBPBB,2,8
PPBBBB,BBPPBBPP,BBBBBP,2,8
BBBBPB,PPBBPPBB,PBBPPB,2,8
BPBPBB,BBPPBBPP,BPBBBB,2,8
BPBPPP,PPBBPPBB,PPBPBB,2,8
PPPBBP,PPBBPPBBPPBB,BBBBPP,3,12
BBPPPP,PPBBPPBB,PPPBPB,2,8
BPPPPB,BBPPBBPP,BPBPBB,2,8
PBBBBP,BBPPBBPP,BBBPBP,2,8
PBPPBP,BBPPBBPP,BPPPBP,2,8
PBPPBB,BBPPBBPP,PPPPBP,2,8
PBBBPB,BBPPBBPP,BPPPPB,2,8
PPBBBP,PPBBPPBB,PBPPBP,2,8
BPPPPB,PPBBPPBB,PPBPPP,2,8
BBBPBP,PPBBPPBB,BPPPPP,2,8
BBPBPB,PPBBPPBB,BBBPPB,2,8
PPPBPB,PPBBPPBB,PBBPBB,2,8
PBBPBP,PPBBPPBBPPBB,BPBPPB,3,12
BPBBPB,PPBBPPBB,BPPBBB,2,8
BBBPPP,PPBBPPBB,BBBPPP,2,8
PPBBPB,PPBBPPBB,PBBPPB,2,8
PPPBBP,BBPPBBPP,BPPPPP,2,8
BBBBPB,PPBBPPBB,BBBPBP,2,8
BPBPPB,PPBBPPBB,PBPPPP,2,8
BBPPPB,BBPPBBPP,BPBPBB,2,8
PPPBPB,BBPPBBPP,PPBBPP,2,8
BBBPPB,BBPPBBPP,BPBBBP,2,8
BPPPBP,PPBBPPBB,PPPBBB,2,8
PPPPBP,BBPPBBPP,BBBBPB,2,8
PBBPPB,BBPPBBPP,PBPPPB,2,8
BPBPBP,BBPPBBPP,PBPBPB,2,8
BPBBBP,PPBBPPBB,PBBPBP,2,8
PPPBPB,PPBBPPBB,BPBBPP,2,8
BPBBBB,BBPPBBPP,PPBPBB,2,8
PPPBPB,BBPPBBPP,BBPBBP,2,8
PBBPBP,BBPPBBPP,PPPBBB,2,8
BPBPPB,PPBBPPBB,PBPPPB,2,8
BBBPBB,BBPPBBPP,BBPBBB,2,8
BPBBBP,BBPPBBPP,PBPPPP,2,8
BPPBPP,PPBBPPBB,PBBPPP,2,8
BPPBPP,PPBBPPBB,PBBPPP,2,8
BPPBPB,PPBBPPBB,PBBPBP,2,8
BBBPBB,BBPPBBPPBBPPBBPP,PBPPPB,4,16
BBPPBP,BBPPBBPP,BPBPPP,2,8
PPBBPB,PPBBPPBB,PBBPPB,2,8
PBBBBP,BBPPBBPP,PBBPPP,2,8
PBBBPB,BBPPBBPP,BPPBBP,2,8
BBBBBP,PPBBPPBB,PPPBPP,2,8
PPBBBP,PPBBPPBB,BBBPBP,2,8
PPBPBB,BBPPBBPP,PPPPBP,2,8
PPBPBB,BBPPBBPP,PPPPBP,2,8
BBBBBP,PPBBPPBB,BPBPBP,2,8
PBPBBB,BBPPBBPP,BBBPPB,2,8
PBPBPP,PPBBPPBB,BBPBBB,2,8
PPPBBB,BBPPBBPP,PBPBPP,2,8
PPPBBB,BBPPBBPP,PBPBPP,2,8
PPPBBB,BBPPBBPP,PBPBPP,2,8
BPPPPB,BBPPBBPP,BBBBPP,2,8
BPPPPB,BBPPBBPP,BBBBPP,2,8
BPPPPB,BBPPBBPP,BBBBPP,2,8
BPBBPB,BBPPBBPP,PPBPPB,2,8
PPBPBP,BBPPBBPP,BPBBPB,2,8
PPBPBP,BBPPBBPP,BPBBPB,2,8
PPPPBP,BBPPBBPP,PPPPBB,2,8
PBPPPP,PPBBPPBB,BPPPPB,2,8
PBBBPP,PPBBPPBB,PPBPPP,2,8
PPBBPB,PPBBPPBB,BPPBBP,2,8
PPBPBP,BBPPBBPP,PBPBPP,2,8
PBPPPB,BBPPBBPP,BPBBBB,2,8
BBBBBB,BBPPBBPP,PBPPPP,2,8
PBBPPP,PPBBPPBB,BBPPBB,2,8
BPBPPB,BBPPBBPP,BPBBPP,2,8
BPBPPB,BBPPBBPP,BPBBPP,2,8
BPBPPB,BBPPBBPP,BPBBPP,2,8
BBBBPB,PPBBPPBB,PBPPBB,2,8
PPBBPB,PPBBPPBB,PPPPPP,2,8
PBBBBB,BBPPBBPP,PBBBPP,2,8
PBBBBB,BBPPBBPP,PBBBPP,2,8
BPPBPB,BBPPBBPP,PBPPBP,2,8
BBBBBB,BBPPBBPPBBPP,BPBBPB,3,12
PBBBPP,PPBBPPBB,BBBBBP,2,8
BBBPPP,PPBBPPBB,BBPBPB,2,8
PBPPPB,BBPPBBPP,BBBPPB,2,8
BPPBPP,PPBBPPBB,BPBBBP,2,8
PBBPBB,BBPPBBPP,BPBPPB,2,8
PPPPBB,BBPPBBPP,PBBPPB,2,8
BBPBPP,PPBBPPBB,BPPPBB,2,8
PBPPBP,BBPPBBPP,PPBBPP,2,8
PPBBPP,PPBBPPBB,PPPBPB,2,8
BBBBBP,BBPPBBPP,BPPPPP,2,8
BBPPBP,BBPPBBPP,BBPBBP,2,8
PBPBPP,PPBBPPBB,BPBPPB,2,8
PPBPPB,PPBBPPBB,BBPPBB,2,8
PPPBPB,PPBBPPBB,PPPPPB,2,8
PBBPBP,PPBBPPBB,PBBBPP,2,8
BBBPBB,BBPPBBPP,BBPBPP,2,8
BBBPBB,BBPPBBPP,BBPBPP,2,8
BPBBPP,PPBBPPBB,BPPPPB,2,8
BBBBPB,BBPPBBPP,PBPBBB,2,8
PPPPBB,BBPPBBPP,PBBBBB,2,8
PBPPBP,PPBBPPBB,PBBPPP,2,8
PBPPBP,PPBBPPBB,PBBPPP,2,8
BPPBPB,PPBBPPBB,BPPBPB,2,8
PBPBBP,PPBBPPBB,BPBBPP,2,8
PBBPPB,BBPPBBPPBBPP,BBBBBB,3,12
BBPBBB,BBPPBBPPBBPP,BPPBBP,3,12
PPPPBP,PPBBPPBBPPBBPPBB,PBPBPP,4,16
BPPPPB,BBPPBBPP,BPPBPB,2,8
PPBBBP,PPBBPPBB,PBPBBP,2,8
PBPBBB,BBPPBBPP,PBPBPP,2,8
BBBBBP,PPBBPPBB,BBBBBP,2,8
BBPPPP,PPBBPPBB,PBBPPB,2,8
PBBPPB,PPBBPPBB,BBPPPP,2,8
BBBBPP,PPBBPPBB,PBPBPB,2,8
BBPPPB,PPBBPPBB,PBPBPB,2,8
BBPPPB,PPBBPPBB,PBPBPB,2,8
PBPPPB,PPBBPPBB,BBPBPB,2,8
BBPPPB,BBPPBBPP,BBBBPB,2,8
PBPPBP,PPBBPPBB,BBBPBB,2,8
PBPPBP,PPBBPPBB,BBBPBB,2,8
PBPPBP,PPBBPPBB,BBBPBB,2,8
PPBPPP,PPBBPPBB,PBPBPB,2,8
PPBPPP,PPBBPPBB,PBPBPB,2,8
PPBPPP,PPBBPPBB,PBPBPB,2,8
PBBBPB,PPBBPPBB,PBPBBB,2,8
PPBPBP,PPBBPPBB,PBPBPP,2,8
BPBPPB,PPBBPPBB,PPPBPB,2,8
BPBPPB,PPBBPPBB,PPPBPB,2,8
PBPPPP,PPBBPPBB,BBBBBP,2,8
BPBPPB,PPBBPPBB,PBPPBB,2,8
BPBPBP,BBPPBBPP,PBBBBB,2,8
BBPPBB,BBPPBBPP,BPPPPB,2,8
BPBPBP,PPBBPPBB,BPPPBB,2,8
PPBPPB,BBPPBBPP,PPPPBP,2,8
BBPPBP,PPBBPPBB,BBPBPP,2,8
BPBBBP,BBPPBBPP,PBBPPP,2,8
BBPPPP,PPBBPPBB,PPPBPB,2,8
BPBBBP,BBPPBBPP,PBBBPP,2,8
PPBPPB,BBPPBBPP,PPPBBP,2,8
BBPBPB,BBPPBBPP,PBPBPB,2,8
PPBBPB,PPBBPPBB,BPBBBP,2,8
BPPBBP,BBPPBBPP,BBPBPB,2,8
PBPBPB,PPBBPPBB,PBPPBP,2,8
BPPBPP,PPBBPPBBPPBB,BPPPPP,3,12
BPBBPP,PPBBPPBB,PBBPBP,2,8
BPBPBP,BBPPBBPP,PPPPBP,2,8
BPPBBP,BBPPBBPP,BPBBBB,2,8
BPBBPB,BBPPBBPP,BBPBPB,2,8
BBPBBB,BBPPBBPP,PPBBPP,2,8
BBBBPB,PPBBPPBBPPBB,BPBBPB,3,12
BPBBPB,PPBBPPBB,BPPBPB,2,8
BPBBPP,PPBBPPBB,PBBBBP,2,8
PBBPBB,BBPPBBPP,BBPBPP,2,8
PBPPBP,PPBBPPBB,BPBBPP,2,8
PPBBPB,PPBBPPBB,PPBPPP,2,8
PPPBPB,BBPPBBPP,PBPBBB,2,8
PPPPBB,BBPPBBPP,BBPBBB,2,8
BPPPPB,BBPPBBPP,BBBBPP,2,8
BPPBPB,PPBBPPBB,BPBBPB,2,8
PPBBBP,PPBBPPBB,PBBPBP,2,8
BPBPBP,PPBBPPBB,PPPPBB,2,8
PBBBBB,BBPPBBPP,BPPBPP,2,8
PBBPBB,BBPPBBPP,BPBPBB,2,8
PPPPBP,PPBBPPBB,PBPBPB,2,8
BBBBBP,BBPPBBPP,BPPBBB,2,8
BPPPBP,BBPPBBPP,PBBPPB,2,8
PBPPBP,BBPPBBPP,BPPPBB,2,8
PBPPBB,BBPPBBPP,BPBPPB,2,8
BPPPBP,BBPPBBPP,BBBPPP,2,8
BPBPPP,PPBBPPBBPPBB,BPBBBP,3,12
BPPBBB,BBPPBBPP,PBPBBB,2,8
BBBBBB,BBPPBBPP,BPBBPB,2,8
PBPBPB,BBPPBBPP,PBBBBB,2,8
BPPPPP,PPBBPPBB,BBBBPP,2,8
PPBBBB,BBPPBBPP,BBBBPP,2,8
BBBPPP,PPBBPPBB,BPPPBP,2,8
PBPBPP,PPBBPPBB,PBBPPB,2,8
PBPBPP,PPBBPPBB,PBBPPB,2,8
PBBBBP,BBPPBBPP,PBBBBB,2,8
BPBPPB,BBPPBBPP,BPPBPP,2,8
BBBPPB,BBPPBBPP,BPPBBP,2,8
BBBPBP,BBPPBBPPBBPP,PBBPBP,3,12
PPBPBB,BBPPBBPP,BBPBPP,2,8
PPBBBP,PPBBPPBB,BBPPBB,2,8
BBPPPP,PPBBPPBB,PBBBPP,2,8
PPBPPP,PPBBPPBB,PBBPBP,2,8
PBPPBB,BBPPBBPPBBPP,BPBPBP,3,12
PBPPBP,BBPPBBPP,PPBPPP,2,8
PBPPPP,PPBBPPBB,BPPPPB,2,8
BBBBBB,BBPPBBPP,PPBPPB,2,8
BPPBBP,BBPPBBPP,BBBPBP,2,8
BBPBBP,PPBBPPBB,BPBBBB,2,8
