before,triple,after,pattern
BPBPBP,BBBPPPBBB,PBPBBB,3-3-3
PPPPPB,BBBPPPBBB,BPPBPP,3-3-3
BBPBBP,PPPBBBPPP,BPPPPB,3-3-3
PBBBPP,PPPBBBPPP,BBBPPB,3-3-3
PPPBBB,BBBPPPBBB,PPPPPB,3-3-3
BBBBPB,BBBPPPBBB,BBBBBB,3-3-3
PBBBPB,PPPBBBPPP,PPPBBB,3-3-3
PBBPBB,BBBPPPBBB,PBBBBP,3-3-3
PBBPBB,BBBPPPBBB,PBBBBP,3-3-3
BPBBPB,PPPBBBPPP,PBBBBP,3-3-3
BPPPBB,PPPBBBPPP,PPPPPP,3-3-3
BBPPPP,PPPBBBPPP,BPPPPB,3-3-3
PPPBPB,BBBPPPBBB,PPBBBB,3-3-3
PPPBBP,PPPBBBPPP,PBBPBB,3-3-3
BPPBPB,BBBPPPBBB,PPBPPP,3-3-3
PPPPPP,PPPBBBPPP,PPBBBB,3-3-3
BBBPBB,PPPBBBPPP,PPBBPB,3-3-3
PBBPPP,PPPBBBPPP,PPBBBP,3-3-3
PBBBBP,BBBPPPBBB,BBBPBB,3-3-3
PPBBBP,PPPBBBPPP,PPPPBB,3-3-3
PBBPPP,PPPBBBPPP,BPPPBP,3-3-3
BPPBPP,BBBPPPBBB,PPPPBB,3-3-3
PPPPPP,PPPBBBPPP,BBPPPP,3-3-3
PPBBBB,BBBPPPBBB,BBBPPP,3-3-3
BBBBBB,BBBPPPBBB,BBBBBP,3-3-3
PPBBPP,BBBPPPBBB,BBBPBB,3-3-3
BBPBPP,BBBPPPBBB,BPPBPP,3-3-3
PBBPBB,PPPBBBPPP,PPPPBB,3-3-3
BBPPPP,PPPBBBPPP,PPPBBB,3-3-3
BBPPBB,BBBPPPBBB,BPBPBP,3-3-3
BPBBPP,BBBPPPBBB,BPPPPP,3-3-3
PBBPPP,PPPBBBPPP,BPPBPP,3-3-3
BBBPBP,BBBPPPBBB,PPBBPB,3-3-3
PBBPPP,PPPBBBPPP,BPPBPP,3-3-3
BBBPBP,BBBPPPBBB,PPBBPB,3-3-3
PBPPPP,PPPBBBPPP,BBBBPB,3-3-3
BPBPBP,PPPBBBPPP,PBPBPB,3-3-3
BPBPBP,PPPBBBPPP,PBPBPB,3-3-3
BPBPPP,PPPBBBPPP,BBPPPB,3-3-3
BPBBPP,PPPBBBPPP,PPBPBP,3-3-3
PBPPPP,PPPBBBPPP,PBBPPB,3-3-3
PPBBPP,BBBPPPBBB,PPBPBB,3-3-3
BBBPBB,PPPBBBPPP,PPPBPP,3-3-3
BBPPBB,BBBPPPBBB,PPPBPB,3-3-3
BBBBBP,BBBPPPBBB,PBPPPP,3-3-3
BBBBPP,BBBPPPBBB,BBBBBP,3-3-3
BBPBPB,BBBPPPBBB,PBBPPP,3-3-3
BBBPBB,BBBPPPBBB,BPPBPP,3-3-3
BBBBPB,BBBPPPBBB,BBPPBB,3-3-3
PPBBBP,PPPBBBPPP,BPBBBP,3-3-3
BPBPPB,PPPBBBPPP,PPPBBP,3-3-3
BBBPPB,BBBPPPBBB,BBBBBB,3-3-3
BBBBPP,PPPBBBPPP,BBBPPB,3-3-3
PBBBPP,BBBPPPBBB,BBBBBB,3-3-3
PPPPPB,PPPBBBPPP,BBPBBB,3-3-3
BPBPBP,BBBPPPBBB,BBBBBP,3-3-3
BPPBPP,PPPBBBPPP,PPBBBP,3-3-3
BPPPPP,PPPBBBPPP,BPBPBB,3-3-3
BPPBBP,BBBPPPBBB,BBBBBB,3-3-3
BBPPBP,BBBPPPBBB,PBPPPB,3-3-3
PBPPBB,PPPBBBPPP,PPPBBP,3-3-3
BPPPBP,PPPBBBPPP,BBBBBB,3-3-3
PPPBBP,PPPBBBPPP,BBBPBB,3-3-3
BBBBBP,BBBPPPBBB,PBBBPP,3-3-3
PPPBBB,BBBPPPBBB,PPPPPB,3-3-3
PBBBPP,PPPBBBPPP,BBBPBB,3-3-3
BBBBBP,PPPBBBPPP,BBBBPB,3-3-3
BPPBPP,BBBPPPBBB,BPPBPP,3-3-3
PBPPBB,PPPBBBPPP,BBBPPP,3-3-3
PPBPPP,PPPBBBPPP,BPPPPB,3-3-3
PPBPPP,PPPBBBPPP,PPBBPP,3-3-3
BBPPPP,PPPBBBPPP,PBBPBB,3-3-3
PBPBBB,BBBPPPBBB,BPBBBB,3-3-3
PBBBPP,PPPBBBPPP,PPPBBB,3-3-3
BPPBBP,PPPBBBPPP,PPPBPB,3-3-3
BBBPBB,PPPBBBPPP,PPPPPP,3-3-3
BPBPPP,PPPBBBPPP,PBPPBP,3-3-3
PBBPBP,PPPBBBPPP,BBPPPP,3-3-3
BBBPPB,PPPBBBPPP,PPPBBP,3-3-3
BBPPPP,PPPBBBPPP,PPPBPP,3-3-3
BBPPPP,PPPBBBPPP,PPPBPP,3-3-3
BPPBPP,PPPBBBPPP,PPPBPP,3-3-3
PBPBPP,BBBPPPBBB,PPPPPP,3-3-3
BPPBBB,BBBPPPBBB,BPBBBP,3-3-3
PPPBBB,BBBPPPBBB,BPBBBB,3-3-3
PPPBPB,PPPBBBPPP,PPPBBP,3-3-3
BPPBPP,BBBPPPBBB,PPBPBB,3-3-3
PBPPPP,PPPBBBPPP,PPBPBB,3-3-3
PPBBPP,PPPBBBPPP,PPPBPB,3-3-3
PPPPBP,BBBPPPBBB,BPPPPB,3-3-3
BPBBBB,BBBPPPBBB,BPPPBB,3-3-3
PPBPPB,BBBPPPBBB,PBBPPB,3-3-3
BBPPBB,PPPBBBPPP,PPBPPB,3-3-3
BBPPPB,PPPBBBPPP,PPBBBB,3-3-3
BBPPPB,PPPBBBPPP,PPBBBB,3-3-3
BBBBPP,BBBPPPBBB,PBBPPP,3-3-3
BPBPPB,BBBPPPBBB,PPBBPP,3-3-3
PPBBPP,PPPBBBPPP,PPBBBB,3-3-3
BBBPPP,PPPBBBPPP,PPBBBP,3-3-3
PBPPPP,PPPBBBPPP,BPPPPP,3-3-3
PBPPPP,PPPBBBPPP,BPPPPP,3-3-3
BBBBBP,PPPBBBPPP,PPPPBP,3-3-3
BPBPPP,PPPBBBPPP,PPBBBB,3-3-3
PPPPPB,BBBPPPBBB,PPPBBB,3-3-3
BPBPPP,PPPBBBPPP,PPBBBB,3-3-3
PPPPPB,BBBPPPBBB,PPPBBB,3-3-3
BPBPPP,PPPBBBPPP,PPBBBB,3-3-3
PPPPPB,BBBPPPBBB,PPPBBB,3-3-3
BPBBPP,BBBPPPBBB,PBBPBP,3-3-3
BBBBPP,BBBPPPBBB,PPPPBB,3-3-3
PBBPBP,PPPBBBPPP,PBPPBB,3-3-3
PPPPBB,BBBPPPBBB,BBBBPB,3-3-3
PPPPBB,BBBPPPBBB,BBBBPB,3-3-3
BBPBPP,PPPBBBPPP,BBBPPB,3-3-3
PBBPBP,PPPBBBPPP,BPPBPP,3-3-3
PPPBBP,PPPBBBPPP,BBPBBP,3-3-3
BBPPPP,PPPBBBPPP,PBBBBB,3-3-3
BBPBPB,BBBPPPBBB,PPBBBB,3-3-3
BBPPPB,BBBPPPBBB,BBBBPP,3-3-3
BPPBBP,PPPBBBPPP,PBBPBB,3-3-3
PPPBPB,BBBPPPBBB,BPPPBB,3-3-3
PPPBPB,BBBPPPBBB,BPPPBB,3-3-3
PPBPBB,BBBPPPBBB,PBPPPP,3-3-3
PPBPBB,BBBPPPBBB,PBPPPP,3-3-3
PPBPPB,PPPBBBPPP,PPPPPP,3-3-3
PPPPPP,PPPBBBPPP,PBBPBB,3-3-3
BPPPBP,BBBPPPBBB,PPPBPP,3-3-3
BPBBPB,PPPBBBPPP,PPPBPB,3-3-3
BPPPPP,PPPBBBPPP,PBPPPP,3-3-3
BPPBBB,BBBPPPBBB,BBBBPP,3-3-3
PBPPBP,PPPBBBPPP,BBBBPB,3-3-3
PPPBBP,PPPBBBPPP,BPBPPB,3-3-3
BBBPPP,PPPBBBPPP,PBPBPP,3-3-3
PBPPBB,PPPBBBPPP,PPPBPB,3-3-3
PBPPBP,BBBPPPBBB,PPBPPB,3-3-3
PBPBBB,BBBPPPBBB,BPPBBP,3-3-3
PPBBBB,BBBPPPBBB,BBBBPB,3-3-3
BBBBPP,PPPBBBPPP,BBPPPP,3-3-3
BBPBPP,PPPBBBPPP,BBPPBB,3-3-3
PBBBBB,BBBPPPBBB,BBBBPB,3-3-3
PPBPBB,BBBPPPBBB,BBBPPB,3-3-3
PPBPPP,PPPBBBPPP,BPPPBB,3-3-3
PBBBBP,BBBPPPBBB,BBPPPP,3-3-3
PPPPPP,PPPBBBPPP,PPPBBB,3-3-3
PPBBPB,BBBPPPBBB,BBBPPP,3-3-3
PPBBPB,BBBPPPBBB,BBBPPP,3-3-3
PPBBPP,BBBPPPBBB,BBPBBB,3-3-3
PBBPBP,BBBPPPBBB,PPPBPP,3-3-3
PBBPBP,BBBPPPBBB,PPPBPP,3-3-3
BBPPBP,PPPBBBPPP,PPPPBB,3-3-3
PBBBPP,PPPBBBPPP,PPBBPP,3-3-3
PPBBPP,PPPBBBPPP,PPBPPP,3-3-3
BPBPPB,BBBPPPBBB,BBPBPB,3-3-3
BBPBBP,PPPBBBPPP,BPPPPB,3-3-3
BBPBBP,PPPBBBPPP,BPBBBB,3-3-3
BBPPPB,BBBPPPBBB,PBPPBB,3-3-3
BPBPBB,BBBPPPBBB,PBBPBP,3-3-3
BBBPPB,PPPBBBPPP,PPBBPP,3-3-3
BBPPBP,PPPBBBPPP,PPPBBB,3-3-3
BBBBPB,BBBPPPBBB,BPBPBB,3-3-3
BBPBPB,BBBPPPBBB,BPBPPB,3-3-3
BPBBPB,BBBPPPBBB,PBPPBP,3-3-3
PBBPPP,PPPBBBPPP,PBPPPB,3-3-3
PPPBPP,PPPBBBPPP,BBPBPB,3-3-3
BPPPBP,BBBPPPBBB,BBBBBB,3-3-3
BPPBBP,BBBPPPBBB,BBPPBP,3-3-3
PBBBPB,PPPBBBPPP,PPBBBP,3-3-3
BBBPPP,PPPBBBPPP,PBPPPP,3-3-3
BBPPPP,PPPBBBPPP,PBPPBB,3-3-3
PBBPBB,PPPBBBPPP,PBPPPB,3-3-3
BPBBPP,BBBPPPBBB,PBBBBP,3-3-3
PPPBBP,PPPBBBPPP,BBBBBB,3-3-3
BPPBPP,BBBPPPBBB,PBPPPP,3-3-3
PPPBPB,BBBPPPBBB,PPBBBB,3-3-3
PPPPPB,PPPBBBPPP,BBPPPP,3-3-3
BPPBBB,BBBPPPBBB,PBPBBB,3-3-3
BBPPPP,PPPBBBPPP,BPBBPP,3-3-3
BBBPBP,PPPBBBPPP,BBBPPP,3-3-3
BPBBPP,BBBPPPBBB,PBPBBB,3-3-3
BBBBBB,BBBPPPBBB,PPPPPP,3-3-3
PBPPBB,PPPBBBPPP,BPBBPP,3-3-3
PPPBPP,BBBPPPBBB,BPBBPB,3-3-3
BBPPBB,BBBPPPBBB,PPPPBB,3-3-3
BBPPBB,PPPBBBPPP,PPBBBB,3-3-3
PPPPBP,BBBPPPBBB,PBBPBB,3-3-3
PPPPPP,PPPBBBPPP,PPBPBP,3-3-3
BPPBPB,BBBPPPBBB,BPPPPB,3-3-3
BPBBPP,BBBPPPBBB,PPPPBP,3-3-3
PPPBPP,PPPBBBPPP,PPPPPP,3-3-3
PPPPBB,BBBPPPBBB,BBPBPP,3-3-3
BBPBPP,BBBPPPBBB,BBPPPP,3-3-3
BBBBPB,BBBPPPBBB,PBBBPB,3-3-3
BBBBPB,BBBPPPBBB,PBBBPB,3-3-3
BBPBBB,BBBPPPBBB,PPBBPP,3-3-3
PPBPBP,BBBPPPBBB,PPBPBB,3-3-3
PPBBPP,BBBPPPBBB,PPBBBB,3-3-3
BPBPBB,BBBPPPBBB,BPBPPB,3-3-3
PBBBPB,PPPBBBPPP,PPBBPB,3-3-3
PPPPBB,BBBPPPBBB,BBBBPB,3-3-3
PPBPPP,PPPBBBPPP,BBBBBB,3-3-3
BBPBPP,BBBPPPBBB,BBBPBB,3-3-3
BBPBBB,BBBPPPBBB,PPBBBB,3-3-3
BPPPPP,PPPBBBPPP,BPPBBB,3-3-3
PBBBBP,PPPBBBPPP,PPBBBB,3-3-3
BBPPBP,BBBPPPBBB,BPPBPP,3-3-3
PPPPPB,BBBPPPBBB,BPPBBP,3-3-3
PPBBPP,BBBPPPBBB,BPBBBB,3-3-3
BBBBPB,PPPBBBPPP,PPPPPP,3-3-3
PPBBPB,BBBPPPBBB,PPPBBB,3-3-3
BPBBPP,PPPBBBPPP,PPPPBP,3-3-3
BPBPPB,PPPBBBPPP,PBBPPB,3-3-3
PBBBBP,BBBPPPBBB,BPPBPP,3-3-3
BBBPBB,BBBPPPBBB,BPBPPP,3-3-3
BBBBPB,PPPBBBPPP,PPPPBP,3-3-3
PPPBBP,PPPBBBPPP,PPBBPP,3-3-3
PBBBBB,BBBPPPBBB,PPPPPB,3-3-3
BPBPPB,PPPBBBPPP,BPBPPB,3-3-3
PPPBPB,PPPBBBPPP,PBBPBB,3-3-3
BBBPPP,PPPBBBPPP,BBBPPP,3-3-3
BBBPPP,BBBPPPBBB,PPPPBB,3-3-3
BPPBBB,BBBPPPBBB,PPPPBB,3-3-3
BPPPPB,BBBPPPBBB,BBBBPB,3-3-3
PPBPPP,PPPBBBPPP,PPBBBP,3-3-3
BBPPBB,PPPBBBPPP,BPBBBB,3-3-3
BBBBBP,PPPBBBPPP,BBPPPP,3-3-3
PPBBBP,BBBPPPBBB,BPPPBP,3-3-3
PBBPBB,BBBPPPBBB,PPPBBB,3-3-3
PBBPPB,BBBPPPBBB,PPPBPP,3-3-3
BBBBBP,PPPBBBPPP,BBPBBP,3-3-3
BBBBPP,PPPBBBPPP,PPBBBP,3-3-3
PBPPBB,PPPBBBPPP,PBPPBB,3-3-3
BPBBPP,PPPBBBPPP,BBBBPB,3-3-3
BPPBBB,BBBPPPBBB,BBBPPB,3-3-3
PBPPPB,BBBPPPBBB,PBBPPP,3-3-3
PBPPBP,PPPBBBPPP,PPPBBP,3-3-3
BPBBBP,BBBPPPBBB,BBBBBB,3-3-3
PBBBPB,BBBPPPBBB,BPPBPP,3-3-3
BBBBBP,BBBPPPBBB,BBBPPP,3-3-3
BBBPPB,BBBPPPBBB,BBBBBB,3-3-3
PBBPPB,BBBPPPBBB,PPPBBP,3-3-3
BBBPPB,PPPBBBPPP,BBBBPB,3-3-3
PPPBPP,PPPBBBPPP,PBBPPB,3-3-3
PBBPPP,PPPBBBPPP,PPPPPP,3-3-3
PPPPPP,PPPBBBPPP,PBBPBB,3-3-3
PPPPBP,PPPBBBPPP,PBBBBB,3-3-3
PPBBBB,BBBPPPBBB,BBBBPB,3-3-3
BPBPPP,PPPBBBPPP,PPPBBP,3-3-3
BBPBPP,BBBPPPBBB,BPPPPP,3-3-3
BPBPPB,PPPBBBPPP,BBPBPB,3-3-3
BBBPPP,PPPBBBPPP,PPBBPB,3-3-3
PPBPPP,PPPBBBPPP,BBPPPP,3-3-3
PBBBBP,PPPBBBPPP,BPBBPP,3-3-3
BBPPBP,PPPBBBPPP,PBPPPP,3-3-3
PBPPPP,PPPBBBPPP,PPBBBP,3-3-3
PBPBBP,PPPBBBPPP,BBPPPB,3-3-3
PBPBPP,PPPBBBPPP,BPBBBP,3-3-3
BBPPPB,PPPBBBPPP,PBBBBP,3-3-3
BBBPBB,PPPBBBPPP,BPPBPB,3-3-3
BPPBPB,PPPBBBPPP,PBBPBB,3-3-3
PBBBBB,BBBPPPBBB,PBBPBP,3-3-3
PBPBBB,BBBPPPBBB,BPBBBP,3-3-3
BBBBPB,PPPBBBPPP,BBBBPP,3-3-3
BBPBBB,BBBPPPBBB,BPPPPP,3-3-3
BBBPPB,BBBPPPBBB,BBBPBP,3-3-3
BPPBBB,BBBPPPBBB,BPBBPP,3-3-3
BBPPPP,PPPBBBPPP,BBBPPP,3-3-3
PBPBPB,BBBPPPBBB,BBPBBP,3-3-3
PPBPPP,PPPBBBPPP,PBPBPP,3-3-3
PPBBPP,PPPBBBPPP,PBPPBP,3-3-3
BPPPBB,BBBPPPBBB,BPBBPP,3-3-3
BPPPPB,PPPBBBPPP,PBPBBP,3-3-3
BPBPPP,PPPBBBPPP,PBPPPB,3-3-3
BBBBPB,BBBPPPBBB,BPPBBB,3-3-3
PBBPPB,BBBPPPBBB,PBPBBP,3-3-3
BPBPPB,PPPBBBPPP,PPPPBP,3-3-3
BPBBPP,BBBPPPBBB,PBBPBB,3-3-3
PBPBPB,PPPBBBPPP,PBPBBP,3-3-3
PPPPBP,BBBPPPBBB,PBBBBP,3-3-3
PBBBPB,BBBPPPBBB,PPPBPB,3-3-3
BPBPBP,PPPBBBPPP,BBBBBP,3-3-3
BPPPBB,BBBPPPBBB,BPPBBP,3-3-3
BPBBBB,BBBPPPBBB,BBPBBP,3-3-3
BPBBBP,PPPBBBPPP,PBBBPP,3-3-3
PBBBPP,PPPBBBPPP,PBBBPP,3-3-3
BBPPPP,BBBPPPBBB,BBBPPB,3-3-3
BPPBPB,PPPBBBPPP,BBPBPB,3-3-3
BBBBBP,PPPBBBPPP,BBPBPP,3-3-3
BBPBBP,BBBPPPBBB,BBPPBP,3-3-3
PPBBPP,PPPBBBPPP,PPPPPB,3-3-3
PPPBBP,PPPBBBPPP,PPPPBP,3-3-3
PBPBBB,BBBPPPBBB,BPPPBB,3-3-3
PPBBPB,PPPBBBPPP,PBBPBP,3-3-3
BPPBPP,PPPBBBPPP,BPBPPB,3-3-3
BBBBPP,BBBPPPBBB,BBPBBP,3-3-3
PPPBPB,PPPBBBPPP,PBPPBB,3-3-3
BPPBBP,BBBPPPBBB,BPBPPP,3-3-3
PPPPBB,BBBPPPBBB,PPPPBB,3-3-3
PBBPBB,PPPBBBPPP,BPBBPP,3-3-3
PBBPBB,PPPBBBPPP,BPBBPP,3-3-3
BPBBPB,PPPBBBPPP,BPBBPB,3-3-3
BBPBBP,BBBPPPBBB,BBPPPB,3-3-3
BPPBBP,BBBPPPBBB,BPPPPB,3-3-3
BBPPBB,PPPBBBPPP,BBBPPP,3-3-3
PPBPPB,PPPBBBPPP,PPBPBP,3-3-3
PBPPBB,PPPBBBPPP,BBBPBP,3-3-3
BBBBBP,BBBPPPBBB,PBPBPP,3-3-3
BPBBPB,BBBPPPBBB,BBBPPB,3-3-3
BBBPPP,PPPBBBPPP,BPPBBB,3-3-3
BBPPBP,BBBPPPBBB,PBPPPP,3-3-3
PBPPPP,PPPBBBPPP,PPBBPP,3-3-3
PPPBPB,PPPBBBPPP,BPBPBP,3-3-3
PPPBPP,BBBPPPBBB,PPPBPB,3-3-3
PPPPPB,PPPBBBPPP,PBPPBP,3-3-3
BPPPPP,PPPBBBPPP,BBBBBP,3-3-3
BBBBBP,BBBPPPBBB,BPPBPP,3-3-3
BPBBPB,BBBPPPBBB,PPBBPB,3-3-3
BBPPPP,PPPBBBPPP,BPBPBB,3-3-3
BPBPBB,BBBPPPBBB,PPPBPP,3-3-3
PPPBBP,PPPBBBPPP,PPPBPB,3-3-3
BPPPBB,PPPBBBPPP,PPPPPB,3-3-3
BPBBPP,PPPBBBPPP,PPBPBP,3-3-3
PBPPPB,PPPBBBPPP,BBPBBP,3-3-3
BPPBPB,BBBPPPBBB,PPBBPB,3-3-3
BBPBBP,PPPBBBPPP,PBBBBB,3-3-3
BBBPBP,PPPBBBPPP,PBPPBP,3-3-3
BBBBPP,PPPBBBPPP,PPBPPP,3-3-3
PBBPPB,BBBPPPBBB,PPBPBP,3-3-3
PBBPBB,PPPBBBPPP,BPPBPP,3-3-3
BBPBPB,PPPBBBPPP,PBPBPB,3-3-3
PPBBBP,PPPBBBPPP,PPBPBB,3-3-3
PBBBPB,BBBPPPBBB,PBBPPB,3-3-3
PPBBPB,BBBPPPBBB,BBPBBB,3-3-3
PBPBBB,BBBPPPBBB,PPPBPB,3-3-3
BPBBPP,PPPBBBPPP,PPPBBP,3-3-3
PPPPBP,BBBPPPBBB,BPPPPP,3-3-3
PPPBPB,PPPBBBPPP,BBPPBB,3-3-3
BPBPPB,BBBPPPBBB,BPBPBP,3-3-3
PBBPBB,BBBPPPBBB,PBBPBP,3-3-3
PBPPBB,BBBPPPBBB,PPPPBB,3-3-3
BPPBBB,BBBPPPBBB,BPBPPB,3-3-3
PPPBBB,BBBPPPBBB,PPBBBP,3-3-3
BPPBPB,BBBPPPBBB,BBBBPP,3-3-3
BBBBBB,BBBPPPBBB,BBBBPP,3-3-3
BBPPPP,PPPBBBPPP,BPBBBP,3-3-3
PBPBPB,BBBPPPBBB,PBBBPB,3-3-3
PPBBPP,PPPBBBPPP,PPPPPB,3-3-3
BBPBBB,BBBPPPBBB,BPPPBB,3-3-3
PPPBPB,PPPBBBPPP,PBBBBB,3-3-3
PPBBBB,BBBPPPBBB,PPPPBB,3-3-3
PBBPBP,BBBPPPBBB,BBPBBP,3-3-3
PPPPBB,BBBPPPBBB,BBBPPB,3-3-3
BBPBBP,PPPBBBPPP,PBBPBB,3-3-3
PBBPBB,PPPBBBPPP,PPBBBB,3-3-3
BBBBPB,PPPBBBPPP,PPBBBB,3-3-3
PPPBBP,BBBPPPBBB,BPBPPP,3-3-3
BPBPBB,BBBPPPBBB,BBBPPP,3-3-3
BBBBBP,PPPBBBPPP,PPBPBP,3-3-3
BPBPBB,PPPBBBPPP,BPPBPB,3-3-3
BBBBPP,PPPBBBPPP,BPBPPP,3-3-3
BBBBPP,PPPBBBPPP,BPBPPP,3-3-3
BBBBPP,PPPBBBPPP,BPBPPP,3-3-3
BBPPPB,PPPBBBPPP,BBPBBP,3-3-3
BBPPBB,PPPBBBPPP,BBPBBB,3-3-3
BPBBBB,BBBPPPBBB,PPPPBP,3-3-3
PBPPPB,BBBPPPBBB,PPPBPB,3-3-3
PPBPBP,PPPBBBPPP,PBBBBP,3-3-3
BBBPPB,BBBPPPBBB,BPBBPP,3-3-3
BBBPPB,BBBPPPBBB,BPBBPP,3-3-3
PPBPPB,BBBPPPBBB,PPPPBP,3-3-3
PBPBPB,BBBPPPBBB,BBPBPP,3-3-3
PPBBBP,BBBPPPBBB,PBPBBP,3-3-3
BBPPBP,PPPBBBPPP,BPBBBP,3-3-3
PBPBPB,PPPBBBPPP,BPPPPB,3-3-3
PPPPPB,BBBPPPBBB,BPPPPB,3-3-3
PBPBPP,BBBPPPBBB,BPBBPP,3-3-3
BPBPPP,PPPBBBPPP,PPBBBB,3-3-3
PBBPBP,BBBPPPBBB,BPBBBP,3-3-3
BPPPPP,PPPBBBPPP,BBPPBP,3-3-3
PBPBBP,PPPBBBPPP,PBPBPP,3-3-3
BPPPPB,BBBPPPBBB,PPBBBP,3-3-3
BBBBPP,BBBPPPBBB,BBBPBP,3-3-3
BBBBPP,BBBPPPBBB,BBBPBP,3-3-3
BBBBBB,BBBPPPBBB,BPBBBP,3-3-3
BPBBPB,PPPBBBPPP,PPBPPP,3-3-3
PPPPPP,PPPBBBPPP,BBBPBP,3-3-3
PPPPPB,BBBPPPBBB,BPPPPB,3-3-3
BBBPBP,PPPBBBPPP,BBPBPB,3-3-3
BPBPBB,BBBPPPBBB,BPPPPB,3-3-3
PPPPPB,PPPBBBPPP,PBPPPP,3-3-3
BBPBPP,PPPBBBPPP,BBPBBB,3-3-3
PBBPBB,BBBPPPBBB,PBBPBP,3-3-3
BPPPPP,PPPBBBPPP,PBBBPB,3-3-3
BBPBBP,BBBPPPBBB,BPPBBP,3-3-3
BBPBBP,BBBPPPBBB,BPPBBP,3-3-3
PBPPBP,BBBPPPBBB,PPPPPP,3-3-3
BBBBBB,BBBPPPBBB,BBPBPB,3-3-3
BBPPBP,PPPBBBPPP,BBPPPB,3-3-3
PBPPBP,PPPBBBPPP,BBBBPB,3-3-3
PPPPBP,BBBPPPBBB,PPPBBB,3-3-3
BBPPPB,PPPBBBPPP,PBPPPP,3-3-3
BPPPBP,PPPBBBPPP,PPBPBB,3-3-3
BPBBPP,BBBPPPBBB,BPPBPB,3-3-3
BPBBBB,BBBPPPBBB,BPBPBP,3-3-3
BBBPPP,PPPBBBPPP,PBPPBP,3-3-3
PBBPBP,BBBPPPBBB,PBPPPB,3-3-3
BPPPPB,BBBPPPBBB,BPPPBB,3-3-3
PPBPBP,BBBPPPBBB,PPPBBP,3-3-3
BBBPPP,BBBPPPBBB,BPBPPB,3-3-3
BBBPBB,BBBPPPBBB,PPBPBB,3-3-3
PPPBBP,PPPBBBPPP,PBBPBP,3-3-3
BPPBBB,BBBPPPBBB,BBBPBB,3-3-3
BPPBBB,BBBPPPBBB,BBBPPB,3-3-3
PPPPBB,PPPBBBPPP,PBBPBB,3-3-3
PPBPBP,BBBPPPBBB,BPBBPP,3-3-3
PBBPPB,BBBPPPBBB,PPBBBP,3-3-3
PPBBPP,BBBPPPBBB,PPPPPB,3-3-3
BBPPBP,PPPBBBPPP,BPBPBB,3-3-3
PBPBBP,BBBPPPBBB,PPBBBB,3-3-3
BBPBBB,BBBPPPBBB,PBBBPB,3-3-3
BBPPBP,PPPBBBPPP,BPBPPB,3-3-3
BBPPBB,PPPBBBPPP,PBPPPP,3-3-3
BBBPPP,PPPBBBPPP,PBPPPB,3-3-3
BBPPPP,PPPBBBPPP,PBPBBP,3-3-3
BPBPBB,PPPBBBPPP,PBBBPB,3-3-3
PBBBBP,BBBPPPBBB,PPBPPP,3-3-3
PPPPPB,PPPBBBPPP,PPPPBP,3-3-3
BBBPBB,BBBPPPBBB,PBPBBP,3-3-3
PPPBPP,BBBPPPBBB,BBBPPB,3-3-3
PPPBPP,BBBPPPBBB,BBBPPB,3-3-3
BBPBPP,BBBPPPBBB,PBPBBP,3-3-3
PBBBBP,PPPBBBPPP,BPBPBB,3-3-3
BBBBBB,BBBPPPBBB,PPBBPP,3-3-3
BBPPPB,PPPBBBPPP,BPBBBB,3-3-3
BPBBBB,BBBPPPBBB,BBPBBP,3-3-3
BPPBPP,PPPBBBPPP,PBPPBB,3-3-3
BBPPBB,BBBPPPBBB,PPBBBP,3-3-3
BPPBBP,PPPBBBPPP,PPBPBB,3-3-3
PPPBPB,PPPBBBPPP,PPBPBB,3-3-3
BBBBPB,PPPBBBPPP,BPPBBB,3-3-3
BBBBBB,BBBPPPBBB,PBPPPB,3-3-3
PBPPBB,PPPBBBPPP,PPBPBB,3-3-3
BBPPBP,BBBPPPBBB,PPPPBP,3-3-3
PPBBBB,BBBPPPBBB,PBPBBP,3-3-3
PBBPPB,BBBPPPBBB,BPPBBB,3-3-3
PPBPBB,BBBPPPBBB,BPBBBB,3-3-3
PBPPBB,PPPBBBPPP,PBPPPB,3-3-3
BPBPPP,PPPBBBPPP,PPBBPB,3-3-3
BBBPPB,BBBPPPBBB,PBPPBB,3-3-3
PPPBPB,PPPBBBPPP,PBBBBB,3-3-3
PPBBBP,BBBPPPBBB,BBPBPP,3-3-3
BBBBPP,PPPBBBPPP,PPPPPB,3-3-3
BBPBPP,PPPBBBPPP,BBBPPB,3-3-3
BPBBBB,BBBPPPBBB,BPPPPB,3-3-3
PBPBPB,BBBPPPBBB,PBBPPB,3-3-3
PBPBBP,BBBPPPBBB,BPPPBB,3-3-3
PBBPBB,BBBPPPBBB,BBBBBB,3-3-3
BPBPPB,PPPBBBPPP,PPBBPB,3-3-3
PPBBPB,PPPBBBPPP,PBPPPB,3-3-3
BPBPBP,BBBPPPBBB,BPPPBB,3-3-3
PBBPBP,PPPBBBPPP,BPBPPP,3-3-3
PBBBBP,PPPBBBPPP,BPPBBB,3-3-3
BPBBBP,BBBPPPBBB,PBBPBP,3-3-3
PPPPBP,PPPBBBPPP,BBPPPP,3-3-3
PPBBPB,BBBPPPBBB,BPBPPB,3-3-3
PPBBPP,BBBPPPBBB,BBBPBP,3-3-3
PPBPBP,BBBPPPBBB,BBBPPB,3-3-3
