before,three_cut,after,pattern
PBPBBP,PPPBBBBB,BPPPBP,3-1-3-1
PPPBPB,PPPBBBBB,PPPPPB,3-1-3-1
PBBBBP,PPPBBBBB,PBPBBP,3-1-3-1
PPPPBP,BBBPPPPP,PBPPBB,3-1-3-1
BPBPBB,PPPBBBBB,PPPPPB,3-1-3-1
BPPBBB,BBBPPPPP,PBPPPP,3-1-3-1
PPPPPP,BBBPPPPP,BBPPPP,3-1-3-1
BBBPBB,PPPBPPPB,BPPPPB,3-1-3-1
BBBBPP,BBBPPPPP,BBBPPP,3-1-3-1
BPPPPP,BBBPPPPP,PBBBPP,3-1-3-1
BBPPPP,BBBPPPPP,PBPBBB,3-1-3-1
BBPBPP,BBBPBBBP,PBBBBB,3-1-3-1
BBBBPB,PPPBBBBB,BPBBBP,3-1-3-1
BBBPPB,BBBPBBBP,BBBBBP,3-1-3-1
BBBBBB,BBBPBBBP,PBPPBP,3-1-3-1
PBBPBB,PPPBPPPB,PBBBPB,3-1-3-1
BBPBPB,PPPBPPPB,BPPBPP,3-1-3-1
PPBBPB,PPPBBBBB,BPBPBB,3-1-3-1
PBBPPP,BBBPPPPP,PPPPPB,3-1-3-1
PPBBBB,BBBPPPPP,PPPPBP,3-1-3-1
BBPBPP,PPPBBBBB,BBPBBP,3-1-3-1
BBPBPP,PPPBBBBB,BPBBBB,3-1-3-1
PPBPPP,BBBPPPPP,PBBPPB,3-1-3-1
BBPPBP,PPPBBBBB,BPPPBB,3-1-3-1
BBPPBB,PPPBPPPB,BPBBBP,3-1-3-1
PPBBPB,PPPBBBBB,PBBBBB,3-1-3-1
PBPPBB,BBBPPPPP,BPBPBP,3-1-3-1
BPBBBP,PPPBPPPB,BBBBBB,3-1-3-1
PPBBPP,PPPBBBBB,BPPPBP,3-1-3-1
PPPPPP,BBBPPPPP,PBPPPB,3-1-3-1
PPPPPP,BBBPPPPP,PBPPPB,3-1-3-1
BPPPPP,BBBPPPPP,PBPPBP,3-1-3-1
BPPPPP,PPPBPPPB,BBPBBP,3-1-3-1
PBBPPP,PPPBBBBB,PBBBPP,3-1-3-1
BBBPPP,BBBPPPPP,PBBBBB,3-1-3-1
PPPPBB,BBBPPPPP,PPPBPB,3-1-3-1
BPPBBB,BBBPBBBP,BBBPPB,3-1-3-1
BPPBBP,PPPBBBBB,BBBBPB,3-1-3-1
BBPBBP,PPPBBBBB,PBBBBP,3-1-3-1
PPPBPP,BBBPPPPP,PPBBBP,3-1-3-1
BBPPPB,BBBPBBBP,BPPPBP,3-1-3-1
BPPBPP,PPPBBBBB,BPPPBB,3-1-3-1
BPBPPP,BBBPPPPP,PBBPPP,3-1-3-1
PPPBBP,PPPBPPPB,PBBPBP,3-1-3-1
BPBPPP,BBBPBBBP,PPPBPB,3-1-3-1
PBPBPP,PPPBBBBB,BBPBPP,3-1-3-1
BBPPBP,BBBPPPPP,BPBBBP,3-1-3-1
PPPBPB,BBBPPPPP,PBBPPP,3-1-3-1
PPPBPB,BBBPPPPP,PBBPPP,3-1-3-1
BBBPBB,BBBPBBBP,BBBPBB,3-1-3-1
BPBBBP,BBBPBBBP,BPBBBB,3-1-3-1
PPPPPP,BBBPPPPP,BPBBPP,3-1-3-1
PBPPBB,BBBPBBBP,BPPBPB,3-1-3-1
BPPPPP,BBBPPPPP,PBPBBB,3-1-3-1
PBBBBP,PPPBBBBB,PBBPPB,3-1-3-1
BPPBPB,PPPBPPPB,PBPBBB,3-1-3-1
BBPPBP,BBBPBBBP,BBBBPB,3-1-3-1
BPBPPP,PPPBPPPB,PPBPPB,3-1-3-1
PBBPBP,BBBPPPPP,BBBBBP,3-1-3-1
PPPBPB,PPPBBBBB,BBBPBP,3-1-3-1
BPPBPP,PPPBPPPB,BBPPBB,3-1-3-1
BBBPPB,BBBPBBBP,PBBBBB,3-1-3-1
BBBBBB,BBBPPPPP,PPPBPB,3-1-3-1
BBBPBP,PPPBPPPB,BPPBBB,3-1-3-1
BPBPPB,BBBPPPPP,BPBBPP,3-1-3-1
PBBPPP,BBBPPPPP,BPPBBP,3-1-3-1
BBBPBB,PPPBPPPB,BBBBBB,3-1-3-1
PPBBPP,PPPBBBBB,PPBBPB,3-1-3-1
BBBBPP,BBBPPPPP,BPPPBB,3-1-3-1
PPPPPB,PPPBBBBB,BPPPPP,3-1-3-1
PPPPPB,BBBPPPPP,PPPPBB,3-1-3-1
BPPPBB,PPPBPPPB,BBPPPP,3-1-3-1
PBBBPP,PPPBBBBB,BPPBPB,3-1-3-1
BPPPBB,PPPBPPPB,BBPPPP,3-1-3-1
PBBBPP,PPPBBBBB,BPPBPB,3-1-3-1
PPBBPB,PPPBPPPB,BPPBPB,3-1-3-1
BBPPBP,BBBPBBBP,PBBBPP,3-1-3-1
BBBPPB,PPPBBBBB,BBBBBP,3-1-3-1
PBBBBP,PPPBPPPB,BPPPBB,3-1-3-1
BPBPBP,BBBPPPPP,BBBBBB,3-1-3-1
BPBBPB,BBBPBBBP,BBPPPB,3-1-3-1
BBBBPB,BBBPBBBP,PBBPBP,3-1-3-1
PPPPPP,PPPBBBBB,PPPBPB,3-1-3-1
BBBPPB,PPPBPPPB,PPBPBP,3-1-3-1
BPPPPP,BBBPPPPP,BBBBBB,3-1-3-1
BBPPBP,PPPBPPPB,BPPPBP,3-1-3-1
BPPPBP,PPPBBBBB,BBPPBB,3-1-3-1
BPPPBP,BBBPPPPP,PBBBPP,3-1-3-1
BBBBBB,BBBPBBBP,PBPBPP,3-1-3-1
PBBPPP,PPPBBBBB,PBBPPP,3-1-3-1
PPPPPP,PPPBBBBB,PPPPBB,3-1-3-1
PPBBPP,BBBPBBBP,PPPBBP,3-1-3-1
BPBPPP,PPPBBBBB,BPPBPP,3-1-3-1
PPBPPB,PPPBBBBB,BPBBPP,3-1-3-1
PPPBPB,BBBPPPPP,PBPPPB,3-1-3-1
PPPBPB,BBBPPPPP,BBPBBP,3-1-3-1
PPPBPB,BBBPPPPP,PBPPPB,3-1-3-1
PPPBPB,BBBPPPPP,BBPBBP,3-1-3-1
BPBBPB,PPPBPPPB,BBBBBB,3-1-3-1
BBPPBB,PPPBPPPB,PBPBPB,3-1-3-1
BPPBPP,BBBPPPPP,BBPBPP,3-1-3-1
BBPBPP,PPPBPPPB,PPBBBB,3-1-3-1
BPPBPP,BBBPPPPP,BBPBPP,3-1-3-1
BBPBPP,PPPBPPPB,PPBBBB,3-1-3-1
BPPBPP,BBBPPPPP,BBPBPP,3-1-3-1
BBPBPP,PPPBPPPB,PPBBBB,3-1-3-1
BBPPPP,BBBPPPPP,PPBPPP,3-1-3-1
BPBBBP,PPPBBBBB,BPBBPP,3-1-3-1
BPPPPP,PPPBBBBB,BPBPPB,3-1-3-1
PPPPPP,BBBPPPPP,BBBBPP,3-1-3-1
PPPPPP,BBBPPPPP,BBBBPP,3-1-3-1
PPPPPP,BBBPPPPP,BBBBPP,3-1-3-1
PPBPPB,PPPBPPPB,BPPBPB,3-1-3-1
PPBBPB,PPPBPPPB,BPBPBB,3-1-3-1
PBBPBB,BBBPBBBP,BPBPBP,3-1-3-1
BPPPPP,PPPBPPPB,BBPBBB,3-1-3-1
BPPPPP,PPPBPPPB,BBPBBB,3-1-3-1
PPBPBB,PPPBBBBB,PBBBBP,3-1-3-1
BBBPBB,BBBPBBBP,BBBBBB,3-1-3-1
BPBPPP,PPPBBBBB,BPPBPB,3-1-3-1
PBBPPB,PPPBPPPB,BPBBBB,3-1-3-1
PBBPBB,PPPBBBBB,PBBPPP,3-1-3-1
BPPBBB,BBBPBBBP,BBBPBB,3-1-3-1
BBPPBB,BBBPBBBP,BPPPBB,3-1-3-1
PPPBPP,BBBPPPPP,PPBPPP,3-1-3-1
BPPBPB,PPPBBBBB,BBBPBB,3-1-3-1
PBBBBB,BBBPBBBP,BPBBPP,3-1-3-1
PPPPPP,PPPBBBBB,PBPBBB,3-1-3-1
BBBBPB,BBBPPPPP,BBBBBP,3-1-3-1
BPBPBP,PPPBBBBB,PPPBBB,3-1-3-1
PBBBBB,PPPBBBBB,BBPBBP,3-1-3-1
BBBBBB,PPPBPPPB,PBBBPB,3-1-3-1
BPBPBP,PPPBBBBB,PPPBBB,3-1-3-1
PBBBBB,PPPBBBBB,BBPBBP,3-1-3-1
BBBBBB,PPPBPPPB,PBBBPB,3-1-3-1
BPBBBP,PPPBBBBB,BPBBPP,3-1-3-1
BPBBBP,PPPBBBBB,BPBBPP,3-1-3-1
BBPBPB,PPPBBBBB,BPBPBB,3-1-3-1
BBPBPB,BBBPPPPP,BPBBBP,3-1-3-1
PPPPBP,BBBPBBBP,PPBPBB,3-1-3-1
BBBBBP,PPPBBBBB,PBPBPB,3-1-3-1
BPBPPP,PPPBBBBB,PBPPBB,3-1-3-1
BPPBPB,BBBPPPPP,PPPBBB,3-1-3-1
PBPBPP,BBBPPPPP,BBPBPP,3-1-3-1
BBPBPP,BBBPPPPP,PBPPBP,3-1-3-1
PPPBPB,BBBPPPPP,BPBPBB,3-1-3-1
BPBBPP,BBBPBBBP,PBBBPB,3-1-3-1
PPPPPP,BBBPBBBP,BBPBBB,3-1-3-1
BPBBPB,BBBPPPPP,PPPPPB,3-1-3-1
PBPPBB,PPPBPPPB,BBBPPP,3-1-3-1
PBPPPB,BBBPPPPP,BPBPPB,3-1-3-1
PPBBPP,PPPBBBBB,BBBBBP,3-1-3-1
BBBPBP,PPPBPPPB,PPPPBB,3-1-3-1
PBBPBP,PPPBBBBB,BPBBBP,3-1-3-1
BBBBBB,BBBPPPPP,BBBBBB,3-1-3-1
PBBBPB,PPPBBBBB,PBPPBP,3-1-3-1
PPBBBB,BBBPPPPP,PBPPPB,3-1-3-1
PPPPBP,PPPBBBBB,BPPBBP,3-1-3-1
PPPPBP,PPPBBBBB,BPPBBP,3-1-3-1
PPPPBP,PPPBBBBB,PBPBPP,3-1-3-1
BPPBPB,BBBPBBBP,PBBPBP,3-1-3-1
BPPPBB,PPPBPPPB,PPPBBB,3-1-3-1
PPPPPB,BBBPPPPP,BBPPPB,3-1-3-1
BBPPPP,PPPBPPPB,BBBBPB,3-1-3-1
PBPBPP,PPPBPPPB,PBBBBP,3-1-3-1
BPPBBP,BBBPPPPP,PBPPPP,3-1-3-1
PBPPPP,PPPBBBBB,BBBBPP,3-1-3-1
BPBPPP,BBBPBBBP,BPPBBB,3-1-3-1
PPBPPB,BBBPPPPP,PPBPPB,3-1-3-1
BPPBBP,PPPBBBBB,PPPPBP,3-1-3-1
BBBBBP,PPPBPPPB,BPPBBB,3-1-3-1
PPBPPB,BBBPPPPP,PPBPPB,3-1-3-1
BPPBBP,PPPBBBBB,PPPPBP,3-1-3-1
BBBBBP,PPPBPPPB,BPPBBB,3-1-3-1
BBPBBB,BBBPPPPP,PPBBBP,3-1-3-1
PPBBBP,PPPBBBBB,PBBBPP,3-1-3-1
BBPBBB,BBBPPPPP,PBPPPP,3-1-3-1
PBPBBB,PPPBPPPB,BPPBBB,3-1-3-1
BBPBBB,BBBPPPPP,PBPPPP,3-1-3-1
PBPBBB,PPPBPPPB,BPPBBB,3-1-3-1
PBPBPP,BBBPPPPP,PBPPPP,3-1-3-1
PPBBBB,PPPBBBBB,BBPPBP,3-1-3-1
PBPBPB,PPPBPPPB,PPPBBP,3-1-3-1
BBBPBP,PPPBBBBB,BBBBBB,3-1-3-1
BBBBBB,BBBPPPPP,BBBBBB,3-1-3-1
BBBPBP,PPPBBBBB,BBBBBB,3-1-3-1
BBBBBB,BBBPPPPP,BBBBBB,3-1-3-1
PPPBBP,BBBPPPPP,BPPBPP,3-1-3-1
PPBPPP,BBBPPPPP,PPPPBB,3-1-3-1
PPPPBB,PPPBBBBB,BBPPBB,3-1-3-1
BPBPPP,BBBPPPPP,PBPBBB,3-1-3-1
BBBBBP,PPPBBBBB,PBPPPP,3-1-3-1
BBBPBP,PPPBBBBB,BBBPPP,3-1-3-1
PBBBBB,BBBPPPPP,PBPPPB,3-1-3-1
BBPBBP,PPPBPPPB,PPPBPB,3-1-3-1
BPBBPB,BBBPPPPP,PPPPPP,3-1-3-1
BPPBBB,BBBPPPPP,PPBBBP,3-1-3-1
BBPPBP,BBBPPPPP,PBPPPP,3-1-3-1
BBBBBB,PPPBBBBB,BBPPBB,3-1-3-1
PPPPPP,PPPBBBBB,BPPPPP,3-1-3-1
PBBPPP,BBBPBBBP,BPBBBP,3-1-3-1
BBPBPB,BBBPPPPP,PPBPPP,3-1-3-1
BBPBBB,BBBPPPPP,PBBBPP,3-1-3-1
PPBPBP,PPPBPPPB,BPPBBP,3-1-3-1
PPBBBB,BBBPPPPP,PBPBBB,3-1-3-1
BBPBPP,PPPBPPPB,BBPBBB,3-1-3-1
BPBBPP,BBBPPPPP,BBBBBB,3-1-3-1
PBBPPP,BBBPPPPP,PBPBBB,3-1-3-1
PPPBPP,BBBPBBBP,BPPBBP,3-1-3-1
BBBBBB,BBBPPPPP,PPBPPB,3-1-3-1
BPBBBB,BBBPPPPP,BPPBBP,3-1-3-1
BPBPBB,BBBPBBBP,BBBPBP,3-1-3-1
BBBBBB,PPPBBBBB,BBPBPP,3-1-3-1
BBBBPP,BBBPBBBP,BBBPBP,3-1-3-1
PPBBBB,BBBPPPPP,BBBPPP,3-1-3-1
PPPBBP,PPPBPPPB,BBPBBP,3-1-3-1
PBBPBP,PPPBPPPB,BBBBBB,3-1-3-1
BBBBBB,PPPBBBBB,BBPBBB,3-1-3-1
BBPBBB,BBBPBBBP,PPPPPB,3-1-3-1
BPBBBB,BBBPBBBP,BBPPBP,3-1-3-1
PBPPBP,PPPBBBBB,PPBBBB,3-1-3-1
BBBBPB,PPPBPPPB,BBBBPB,3-1-3-1
PPBPPB,PPPBBBBB,PPPBPB,3-1-3-1
PBBBBB,PPPBBBBB,BPPBBB,3-1-3-1
PPPBBB,PPPBPPPB,BBBBPP,3-1-3-1
BPPPBB,BBBPPPPP,BBBPBB,3-1-3-1
PBBBPB,BBBPBBBP,BBBBBB,3-1-3-1
BBPPBP,BBBPBBBP,PBBBBP,3-1-3-1
BBBPPB,BBBPBBBP,PBBBBP,3-1-3-1
BBBBPB,BBBPBBBP,PPBBBB,3-1-3-1
BPPPBB,BBBPPPPP,BBPPPB,3-1-3-1
PPPPPP,BBBPPPPP,PBBBBB,3-1-3-1
PBBBBB,PPPBPPPB,BPPPPB,3-1-3-1
BPBBBB,PPPBBBBB,BPPPPB,3-1-3-1
BBBPBP,BBBPPPPP,PBPBPP,3-1-3-1
BPBBBB,PPPBBBBB,BPPPPB,3-1-3-1
BBBPBP,BBBPPPPP,PBPBPP,3-1-3-1
BPPBBB,PPPBBBBB,PBBBBB,3-1-3-1
BBBPPB,BBBPPPPP,PBBPBP,3-1-3-1
PPBPPP,PPPBBBBB,PPBBBP,3-1-3-1
BPPPBP,PPPBBBBB,BBPPPP,3-1-3-1
PPPBBP,PPPBBBBB,BBBBBB,3-1-3-1
BBBBBP,PPPBBBBB,BPBBBB,3-1-3-1
BPPBBP,PPPBPPPB,BBBBBB,3-1-3-1
PPBBBB,BBBPBBBP,BPBBBP,3-1-3-1
BPPBBP,PPPBPPPB,BBBBBB,3-1-3-1
PPBBBB,BBBPBBBP,BPBBBP,3-1-3-1
BBPPBB,PPPBPPPB,PBBPPP,3-1-3-1
PBPPPP,BBBPPPPP,PPBBPB,3-1-3-1
BBPBPP,PPPBBBBB,BPBBBB,3-1-3-1
BBPBPP,PPPBBBBB,BPBBBB,3-1-3-1
PPBPBB,BBBPPPPP,PPBPPB,3-1-3-1
BBBBBB,BBBPPPPP,BPPPPP,3-1-3-1
PBPBBP,PPPBPPPB,BBBPBP,3-1-3-1
BBBPBB,BBBPPPPP,PPPPBB,3-1-3-1
PPPPPP,BBBPBBBP,BPPBPP,3-1-3-1
BBBPBB,BBBPBBBP,PPPPBB,3-1-3-1
BPPPPP,BBBPPPPP,BBPPPP,3-1-3-1
BPPPPP,BBBPPPPP,BPPPPB,3-1-3-1
PBBPPB,PPPBPPPB,PBPBPP,3-1-3-1
BPPBPP,BBBPBBBP,PPPPPP,3-1-3-1
PBBPBB,PPPBBBBB,BPBPPP,3-1-3-1
BBPBPB,PPPBBBBB,BPPPPB,3-1-3-1
BBPBPB,PPPBBBBB,BPPPPB,3-1-3-1
BBBBBB,BBBPPPPP,BBPBBB,3-1-3-1
PPBBBB,PPPBBBBB,PBPBPB,3-1-3-1
BBBBBB,PPPBPPPB,BPBBPP,3-1-3-1
BPBBBP,PPPBBBBB,BBPBPP,3-1-3-1
PBPBPB,BBBPBBBP,BPPBBP,3-1-3-1
PPPPBP,BBBPPPPP,PBPBBB,3-1-3-1
PPBPPB,BBBPPPPP,PBBBBP,3-1-3-1
BPPPPB,BBBPPPPP,BPPBBB,3-1-3-1
BPBBPB,PPPBPPPB,PBBBBB,3-1-3-1
PPPPBB,PPPBPPPB,PPBBBP,3-1-3-1
PPBPPP,PPPBBBBB,PBBPPP,3-1-3-1
PPBPBP,PPPBBBBB,BBPPPB,3-1-3-1
PBBPBB,PPPBBBBB,PBBBPB,3-1-3-1
PPPPPP,PPPBPPPB,PPPPPB,3-1-3-1
BBPBPP,PPPBBBBB,PPBBBB,3-1-3-1
PBBPBB,PPPBPPPB,BPBPBB,3-1-3-1
BPBBPP,BBBPPPPP,BPPBBB,3-1-3-1
BBBPBB,BBBPBBBP,BBPBPP,3-1-3-1
PPPPBB,PPPBBBBB,PPPPBP,3-1-3-1
PBPPBP,BBBPBBBP,BBBBBP,3-1-3-1
PBPBPP,BBBPPPPP,PPBBBP,3-1-3-1
PPBPBP,BBBPPPPP,BBBPBP,3-1-3-1
BPPPPP,BBBPBBBP,BBBPPP,3-1-3-1
BPBBBP,BBBPPPPP,BPPBPP,3-1-3-1
BPBBPB,BBBPBBBP,PPPPPB,3-1-3-1
BPBBPB,BBBPBBBP,PPPPPB,3-1-3-1
PPBPPP,BBBPPPPP,BBPPPB,3-1-3-1
BBBBPP,BBBPPPPP,BPBBBP,3-1-3-1
PBPBBP,BBBPBBBP,PPPPBB,3-1-3-1
BBBBPP,BBBPPPPP,BPBBBP,3-1-3-1
PBPBBP,BBBPBBBP,PPPPBB,3-1-3-1
PBPPPP,BBBPPPPP,PBBBPB,3-1-3-1
BBBBPB,BBBPBBBP,BBPPBB,3-1-3-1
PPPBBP,PPPBPPPB,BBPPBB,3-1-3-1
BBPPPP,BBBPPPPP,BBPPBB,3-1-3-1
PPBBBP,PPPBPPPB,PBPBBB,3-1-3-1
PBBPPP,PPPBBBBB,BPPBBB,3-1-3-1
BPBPPP,PPPBBBBB,PBBBPP,3-1-3-1
BPPBPP,BBBPBBBP,PBBBBP,3-1-3-1
BPPBPP,BBBPBBBP,PBBBBP,3-1-3-1
BPPBBB,BBBPPPPP,BPBPBB,3-1-3-1
PPBBPP,PPPBBBBB,BPBBPP,3-1-3-1
BBPPPP,BBBPBBBP,BBPBPP,3-1-3-1
PBBPBP,PPPBBBBB,BPPBPB,3-1-3-1
PBPBBB,PPPBBBBB,BBBBBB,3-1-3-1
BPPPPP,BBBPPPPP,PBBBBP,3-1-3-1
BPPPBP,PPPBBBBB,PBBPPP,3-1-3-1
BBPBPP,BBBPPPPP,BBBBBB,3-1-3-1
PPPPBP,PPPBBBBB,BBBPPP,3-1-3-1
PPBBBP,PPPBPPPB,BBBPPB,3-1-3-1
BBBPBB,PPPBBBBB,BPPPBP,3-1-3-1
BPPBPP,PPPBPPPB,PBPBPB,3-1-3-1
PBPBPB,PPPBBBBB,BBPPBB,3-1-3-1
PBPBBP,PPPBPPPB,PPBPPP,3-1-3-1
PPPBBP,PPPBBBBB,BBPPPP,3-1-3-1
BBPBBB,PPPBBBBB,PPBPPP,3-1-3-1
BPBPPP,BBBPPPPP,BBBPBP,3-1-3-1
BBPBBP,PPPBPPPB,PBPBPP,3-1-3-1
PBPBBP,PPPBBBBB,BBBBBB,3-1-3-1
PBBPPB,PPPBBBBB,BBBPPP,3-1-3-1
BBBPBB,BBBPPPPP,PPBPBB,3-1-3-1
BPBPPP,BBBPBBBP,BPPBBP,3-1-3-1
BBPPBB,BBBPPPPP,PBBBPP,3-1-3-1
BPBPPB,PPPBBBBB,BBPPPP,3-1-3-1
BPBPBP,PPPBBBBB,BBBBPB,3-1-3-1
BBBBPB,BBBPPPPP,PPBPPB,3-1-3-1
BBPPBB,BBBPPPPP,PPBBBP,3-1-3-1
PBBPBP,BBBPPPPP,BBBBBB,3-1-3-1
PPBBBP,PPPBPPPB,BPPPPB,3-1-3-1
BPPPPP,PPPBBBBB,PBBBPB,3-1-3-1
PBBPPB,PPPBBBBB,BPBPPB,3-1-3-1
PPPPBP,PPPBBBBB,BBBBPB,3-1-3-1
BBBBBB,BBBPPPPP,BBBBBP,3-1-3-1
BBPPBB,PPPBBBBB,PPPPPB,3-1-3-1
BBPBBB,BBBPBBBP,BPBPPP,3-1-3-1
BBPBPB,PPPBPPPB,BBPBPP,3-1-3-1
BPPBPP,BBBPPPPP,PBPPPB,3-1-3-1
PPPBBB,PPPBBBBB,BPPPBP,3-1-3-1
BBBBBB,PPPBPPPB,BPPBPP,3-1-3-1
PBPPPB,BBBPPPPP,BPBPBB,3-1-3-1
PPPBPP,BBBPBBBP,PPPBBB,3-1-3-1
BPPPPB,BBBPPPPP,PPBBPP,3-1-3-1
PPPBBP,PPPBBBBB,PBPBBP,3-1-3-1
PBBPPB,PPPBBBBB,PBBPPB,3-1-3-1
BPPBBP,PPPBPPPB,BBBPBB,3-1-3-1
PBPPPB,BBBPBBBP,BPPPBB,3-1-3-1
PPPBPB,PPPBPPPB,BBBBPB,3-1-3-1
BPPBPP,PPPBPPPB,BBPBBB,3-1-3-1
PPBBPP,BBBPBBBP,PBBPBP,3-1-3-1
BBPPBB,BBBPPPPP,BPBBPP,3-1-3-1
BBBBBP,PPPBBBBB,BBPPPB,3-1-3-1
BBPPBB,BBBPPPPP,BBPPBB,3-1-3-1
BPBBPP,PPPBBBBB,BBBPBP,3-1-3-1
BPBBBB,BBBPBBBP,BBPBBB,3-1-3-1
PBPBPP,PPPBPPPB,BBPPPB,3-1-3-1
BBPBPP,PPPBPPPB,PBPBBP,3-1-3-1
BPPPPP,PPPBPPPB,PPPBPB,3-1-3-1
BBBPPP,BBBPPPPP,PBPPBP,3-1-3-1
PBPPBP,PPPBBBBB,PPBPBB,3-1-3-1
BBBPPP,BBBPPPPP,PBPBBB,3-1-3-1
BPBPBP,BBBPPPPP,PPPPPP,3-1-3-1
BPBPBB,BBBPPPPP,BBBPBB,3-1-3-1
BPBPBB,PPPBPPPB,BBPPBB,3-1-3-1
BBBBPP,BBBPPPPP,PBBBBP,3-1-3-1
BBPPBB,PPPBBBBB,BBPPBB,3-1-3-1
PPPBBP,PPPBPPPB,PPPPPP,3-1-3-1
PBBPPP,PPPBPPPB,BPBPPP,3-1-3-1
PBBPPP,BBBPPPPP,BBBBBP,3-1-3-1
PPPPPP,BBBPPPPP,BPBPBP,3-1-3-1
PBBBPB,BBBPPPPP,BBBPPB,3-1-3-1
PPPBPP,BBBPBBBP,PBBPBP,3-1-3-1
BBBBPB,PPPBPPPB,BPPPPB,3-1-3-1
PPBBBB,PPPBPPPB,PPPBBP,3-1-3-1
PPBBPB,BBBPPPPP,PBBBBP,3-1-3-1
PBBPPP,PPPBBBBB,PBPPPB,3-1-3-1
BBBBPB,PPPBPPPB,BBBPPB,3-1-3-1
PBBBBB,BBBPBBBP,BBBBPP,3-1-3-1
BPPBBP,PPPBBBBB,BPBBBP,3-1-3-1
PPPPBP,PPPBPPPB,PPBPPP,3-1-3-1
BBPBBP,PPPBBBBB,PBPPPP,3-1-3-1
PBPBBB,BBBPPPPP,PPPBBP,3-1-3-1
BPBBBP,PPPBBBBB,BPPBPB,3-1-3-1
PBPPPB,BBBPBBBP,PBPBPB,3-1-3-1
BPPPPP,BBBPPPPP,PPPPPB,3-1-3-1
BBPPBB,BBBPPPPP,PBBPBP,3-1-3-1
BBBBBB,BBBPPPPP,BPBBBB,3-1-3-1
PPBPPP,BBBPBBBP,PPBBPP,3-1-3-1
BBPBPP,PPPBBBBB,PBBPBP,3-1-3-1
BBPPBB,BBBPPPPP,PBPPBB,3-1-3-1
PBPPBB,BBBPPPPP,PPBBBB,3-1-3-1
BPPPBP,PPPBBBBB,PPPBBP,3-1-3-1
PBBPBP,BBBPBBBP,BPBPPP,3-1-3-1
PPBBPP,PPPBBBBB,PPPBBB,3-1-3-1
PBBBBB,PPPBBBBB,PBPPPB,3-1-3-1
BPPBBB,PPPBBBBB,PPPPPP,3-1-3-1
PPPBBP,PPPBBBBB,BPBBBB,3-1-3-1
BBBPPP,BBBPBBBP,BPPBPB,3-1-3-1
PPPBBP,PPPBBBBB,BPBBBB,3-1-3-1
BBBPPP,BBBPBBBP,BPPBPB,3-1-3-1
BPPBPB,PPPBBBBB,BBPPBP,3-1-3-1
BPPBBB,BBBPPPPP,BBBPBB,3-1-3-1
PPBBPP,PPPBPPPB,PPBPPP,3-1-3-1
PPBPPB,PPPBBBBB,BPPPBB,3-1-3-1
BPBPBP,PPPBPPPB,PBBBBP,3-1-3-1
BBPPPP,PPPBBBBB,BBPBBB,3-1-3-1
BBPPBP,PPPBBBBB,BBPBPP,3-1-3-1
PPPPPP,PPPBBBBB,BPBBPP,3-1-3-1
BBPPBP,BBBPPPPP,BPPBBP,3-1-3-1
BBPBBP,BBBPPPPP,BPBPBB,3-1-3-1
BPBPPP,BBBPPPPP,BBPBPB,3-1-3-1
PBBBPB,BBBPBBBP,BBBPPB,3-1-3-1
PPBPBP,PPPBBBBB,PPPBBB,3-1-3-1
PBBBBB,PPPBBBBB,BBPBBB,3-1-3-1
PPPPPP,PPPBPPPB,BPBBBP,3-1-3-1
BBBPPB,PPPBBBBB,PBBPPB,3-1-3-1
PPBBPB,BBBPPPPP,PBBBBB,3-1-3-1
PBPPBP,PPPBBBBB,PPPBBB,3-1-3-1
PPPBBB,PPPBBBBB,BPPBBP,3-1-3-1
PBPBPP,PPPBBBBB,PBBPBB,3-1-3-1
BPBBPP,PPPBPPPB,BBBBPP,3-1-3-1
BPBPPB,BBBPBBBP,PBPPBP,3-1-3-1
BPBBBP,PPPBBBBB,BPPBPP,3-1-3-1
PPPBBP,PPPBBBBB,PBPPBP,3-1-3-1
BPPPPP,PPPBBBBB,BPPBPP,3-1-3-1
BBPBPP,BBBPPPPP,BPPBBP,3-1-3-1
BPPBBP,PPPBBBBB,BPBPPP,3-1-3-1
BPPBBB,PPPBBBBB,BPBBPP,3-1-3-1
PPPPPP,PPPBBBBB,PBBPBP,3-1-3-1
BBBBBP,PPPBBBBB,BBPPBP,3-1-3-1
PBPBBB,BBBPBBBP,PPPPPP,3-1-3-1
PBBBBB,BBBPPPPP,PBPBPP,3-1-3-1
PPBPPB,PPPBBBBB,BPBBPB,3-1-3-1
PPBPPB,PPPBBBBB,PBPBPP,3-1-3-1
BPBBBB,BBBPPPPP,PPPBBB,3-1-3-1
BBPBBB,BBBPPPPP,BBBPPB,3-1-3-1
BBPPPP,BBBPPPPP,BBBBBP,3-1-3-1
BBBPBP,BBBPPPPP,PPBPBB,3-1-3-1
PPPBPB,BBBPPPPP,BBBPPB,3-1-3-1
BPBPPP,BBBPPPPP,PPPPPP,3-1-3-1
BBPPBB,PPPBBBBB,PPPBBP,3-1-3-1
PPPBBB,PPPBBBBB,BBBBBP,3-1-3-1
BBBBBP,PPPBBBBB,PPPPBB,3-1-3-1
BBBBBP,PPPBBBBB,PBPBBP,3-1-3-1
BPPPPP,BBBPPPPP,PPBPPP,3-1-3-1
PPBPPB,PPPBBBBB,BPBBBB,3-1-3-1
BBPBBB,BBBPBBBP,PPPBBP,3-1-3-1
PBBBPP,BBBPBBBP,BBBPPP,3-1-3-1
