before,wait_double,after,length,double_color
PPPBBB,BPBPBB,BPPPPB,6,B
BPBBPP,BPBPBB,BBBPBB,6,B
BPPPPP,PBPBPP,BPPPPP,6,P
BBPPPP,PBPBPP,BBPPPP,6,P
BBPPPP,PBPBPP,BBPPPP,6,P
PPBBPB,BPBPBB,PPPPPB,6,B
PBBPBP,BPBPBB,BPBPPB,6,B
PPPPPP,BPBPBB,BBBBBB,6,B
PBBPBB,BPBPBB,BBBBBB,6,B
BBPPPP,PBPBPP,PPPPPB,6,P
BBPPPP,PBPBPP,PPPPPB,6,P
PPPPBB,BPBPBB,BPPPBB,6,B
PBBBPP,BPBPBB,BBBPPP,6,B
PBPBBB,BPBPBB,BBPBBB,6,B
PPBBPB,BPBPBB,PBPBBB,6,B
PBPBBB,BPBPBB,BBPBBB,6,B
PPBBPB,BPBPBB,PBPBBB,6,B
PBPBBB,BPBPBB,BBPBBB,6,B
PPBBPB,BPBPBB,PBPBBB,6,B
PBBBPB,BPBPBB,BPBPPB,6,B
PPBPPP,BPBPBB,BPPPBB,6,B
PPPBPP,BPBPBB,PPPBBB,6,B
BBPBBP,BPBPBB,BPBBBB,6,B
PPPPPP,PBPBPP,BPPBBB,6,P
PBBPPB,PBPBPP,PBPBBP,6,P
PPPPPP,PBPBPP,BPPBBB,6,P
PBBPPB,PBPBPP,PBPBBP,6,P
BBBBBP,PBPBPP,PBPPPB,6,P
BBPPBP,PBPBPP,BBPBPB,6,P
BBBBBP,PBPBPP,PBPPPB,6,P
BBPPBP,PBPBPP,BBPBPB,6,P
BPBBBB,BPBPBB,PPPPPB,6,B
PPPBBB,BPBPBB,PPPPBB,6,B
PPPBBP,PBPBPP,BPPBBB,6,P
PPPPBB,PBPBPP,PPPBBB,6,P
PBBPPB,PBPBPP,BBBPPB,6,P
BPBBPP,BPBPBB,BBPPPP,6,B
BPPBBB,BPBPBB,BBBPPP,6,B
PPPPBB,PBPBPP,PPBBBP,6,P
PPPPBP,PBPBPP,PPBBPB,6,P
PPPPPP,BPBPBB,BBPPBB,6,B
BBPPPP,PBPBPP,PPBBPP,6,P
PPBBBB,BPBPBB,BBPPPP,6,B
PBPPBB,BPBPBB,PPBBPB,6,B
BPBBBP,BPBPBB,PPBBBB,6,B
BBBBBB,BPBPBB,BPPBBP,6,B
BPBBBP,BPBPBB,BBPBBB,6,B
BBPPBP,PBPBPP,PPBPBP,6,P
BPBPPP,PBPBPP,PPBBPB,6,P
BBPPBP,PBPBPP,PBPBPB,6,P
BBPPPP,BPBPBB,BBPBBP,6,B
PPPPPP,BPBPBB,BBBBPB,6,B
BBBBBB,PBPBPP,PPBPPB,6,P
PPBBBB,PBPBPP,PPPBPB,6,P
BBPPBB,BPBPBB,PPPPBP,6,B
PBBBBB,PBPBPP,PPBBBP,6,P
BBPPBB,BPBPBB,PPPPBP,6,B
PBBBBB,PBPBPP,PPBBBP,6,P
PPBPBB,PBPBPP,BPPPBP,6,P
BPBPPP,PBPBPP,PPBBBB,6,P
PBBPPP,BPBPBB,BPPBBB,6,B
BBBPBP,BPBPBB,PPPBBB,6,B
BBBPBP,BPBPBB,PPPBBB,6,B
BBBPBP,BPBPBB,PPPBBB,6,B
BBPBBB,PBPBPP,PBBPPP,6,P
BPPPBP,BPBPBB,PPBPBB,6,B
PBBBPB,PBPBPP,PPBBBP,6,P
BBPBPP,PBPBPP,BPPBBB,6,P
BBBBBP,PBPBPP,PBBBPB,6,P
PBBPBB,PBPBPP,BBBBBP,6,P
PPBBPP,BPBPBB,PPBBPB,6,B
PBBPPB,BPBPBB,PBBPBB,6,B
BBBPPB,BPBPBB,PBBBBP,6,B
PBBBPP,PBPBPP,BBPPPB,6,P
PBBBPP,PBPBPP,BBPPPB,6,P
BPPPBB,BPBPBB,BPBBBP,6,B
PPPBBP,PBPBPP,PBBPPP,6,P
PPPBPP,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPPBBB,6,P
PPPBPP,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPPBBB,6,P
PBBBBP,PBPBPP,BPBPPP,6,P
PPBBBB,BPBPBB,PPPPPP,6,B
BBPBBB,PBPBPP,BPPBBB,6,P
PBBPPB,PBPBPP,PBBBPB,6,P
PBBPPB,PBPBPP,PBBBPB,6,P
PPPBPB,PBPBPP,BBBBBP,6,P
PPBBBB,BPBPBB,PPBPPB,6,B
BPBBPB,BPBPBB,PBPPBB,6,B
PPPBPB,PBPBPP,BBBBBP,6,P
PPBBBB,BPBPBB,PPBPPB,6,B
BPBBPB,BPBPBB,PBPPBB,6,B
PPBPBB,PBPBPP,PBBBBB,6,P
PPBBBB,BPBPBB,BBBBBB,6,B
BBBBBP,PBPBPP,PBBPPB,6,P
PPBBBB,BPBPBB,BBPPBB,6,B
BBPBBB,BPBPBB,PBPPPB,6,B
PPPBBP,BPBPBB,BBBBBP,6,B
BBBBBB,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BPBBPP,6,P
BBPBBB,BPBPBB,PBPPPB,6,B
PPPBBP,BPBPBB,BBBBBP,6,B
BBBBBB,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,BPBBPP,6,P
BBBBBP,BPBPBB,BPPPPP,6,B
PPBPPP,PBPBPP,BPBPPB,6,P
PPBPBP,PBPBPP,BBPPPP,6,P
BPBBPP,PBPBPP,PBPBBP,6,P
PPPBPB,BPBPBB,BBBBBP,6,B
PBBBPB,BPBPBB,PPPBBB,6,B
BPBBPP,PBPBPP,PBPBBP,6,P
PPPBPB,BPBPBB,BBBBBP,6,B
PBBBPB,BPBPBB,PPPBBB,6,B
BBBPBB,PBPBPP,PBBPBP,6,P
PBPPPB,BPBPBB,BBBPBP,6,B
BBBBPB,PBPBPP,PPBPBB,6,P
PPPBBB,PBPBPP,PPPPBP,6,P
BBBPPB,PBPBPP,PPBPPB,6,P
PBBBPP,PBPBPP,PBBBBP,6,P
PBPBBB,BPBPBB,BBPBBB,6,B
PBPBBB,BPBPBB,BBPBBB,6,B
PBBBBP,BPBPBB,BPPBPP,6,B
PPPBPP,PBPBPP,BPPBPP,6,P
BBPPPB,PBPBPP,PPPBBB,6,P
PPPBBB,BPBPBB,BBBPBP,6,B
BPBBBB,BPBPBB,PPPPBP,6,B
PPBPPB,PBPBPP,PPPPPP,6,P
PBPBPB,PBPBPP,PPPBBP,6,P
BPPBPP,BPBPBB,BBPPBB,6,B
PPPPPP,BPBPBB,PPPBPB,6,B
BPBBPP,PBPBPP,PPBBBP,6,P
PPPPBB,PBPBPP,PPPPPP,6,P
PPPPBP,PBPBPP,BPPBBP,6,P
PBPPPB,BPBPBB,BBBBPP,6,B
PPPPPP,BPBPBB,BPPBPB,6,B
BBPPBP,BPBPBB,PPBBBP,6,B
PBPPPB,BPBPBB,BBBBPP,6,B
PPPPPP,BPBPBB,BPPBPB,6,B
BBPPBP,BPBPBB,PPBBBP,6,B
BPPBBB,PBPBPP,PPPPBB,6,P
BPPBPB,BPBPBB,BBPBPB,6,B
BBPBBP,BPBPBB,BBPBBB,6,B
PPPPBP,PBPBPP,PBPPBP,6,P
PBBBBB,PBPBPP,PBPBBP,6,P
PPPBPB,BPBPBB,PBPPBP,6,B
PBPPBP,PBPBPP,PBBBBB,6,P
PBBBBB,PBPBPP,PPPBPP,6,P
PPPBPP,BPBPBB,BBPPBP,6,B
BPPBPP,PBPBPP,BBPPBB,6,P
BBPBBP,BPBPBB,BPPPPB,6,B
PPBBPP,PBPBPP,PPBBPP,6,P
PPBBPP,PBPBPP,PPBBPP,6,P
PPPPPB,PBPBPP,BPPPPB,6,P
PPBPPB,BPBPBB,BBPBPB,6,B
PPPPBB,BPBPBB,PPBBPB,6,B
PBBPBP,PBPBPP,PPBPBB,6,P
PPBBPP,BPBPBB,BPPPPB,6,B
BBPPBB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPBBPP,6,P
BBPPBB,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPBBPP,6,P
BPPPPB,PBPBPP,PPBBPP,6,P
BPPPPB,PBPBPP,PPBBPP,6,P
PPPBBB,PBPBPP,PBBBPB,6,P
BPPPBP,BPBPBB,PPPBBB,6,B
BBBPBP,PBPBPP,PPPPPP,6,P
PPPPPP,PBPBPP,BBBPPP,6,P
BPPPBB,BPBPBB,PPBBBP,6,B
PPPBPB,PBPBPP,PPBPBB,6,P
BBBBBB,PBPBPP,PBBBPP,6,P
PBBBPP,PBPBPP,PBPPBP,6,P
PPPBPP,BPBPBB,BBBBBP,6,B
BBPPBB,PBPBPP,BBBBBB,6,P
PBBPBP,PBPBPP,PBPBBB,6,P
PPBBPB,BPBPBB,BPBPBB,6,B
BPBPBB,BPBPBB,BBPBPP,6,B
PPPPBP,BPBPBB,PBBBBP,6,B
BPPPPB,PBPBPP,BBBBPP,6,P
BBPPPP,BPBPBB,PPBPPP,6,B
PPPPBP,BPBPBB,PPBPBB,6,B
PPBPPB,BPBPBB,PPBBPB,6,B
BBPPBP,PBPBPP,PBPPPP,6,P
PBPPPP,BPBPBB,PBBPBB,6,B
BBPPPB,BPBPBB,PBBBPP,6,B
BPBPBP,BPBPBB,PPPBBB,6,B
BBPPPP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,PBBBPB,6,P
PPPBPP,PBPBPP,BBBBPB,6,P
PBPPBP,PBPBPP,BBPPBP,6,P
PBBBPB,BPBPBB,BBPPPB,6,B
BBBBPP,PBPBPP,PPPBBB,6,P
PBPPBB,PBPBPP,PPBPPB,6,P
PPBPPB,BPBPBB,BPPBBB,6,B
BPBBPB,BPBPBB,BBPPBP,6,B
BPBBPP,PBPBPP,PBBBBP,6,P
BBBBBB,BPBPBB,BBBBPP,6,B
BBBPBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BPBPBB,6,B
BBBPPP,PBPBPP,BBBBBB,6,P
BBBPPB,PBPBPP,BPBBPB,6,P
BBBPBP,BPBPBB,PPPPPP,6,B
PPBBPB,BPBPBB,BBBBPB,6,B
PBBBBP,BPBPBB,PPPPBB,6,B
PBBBPP,BPBPBB,PBBPPP,6,B
PBBPPP,PBPBPP,PBPPPB,6,P
BBPBBB,PBPBPP,BBBPPP,6,P
PBBBPP,PBPBPP,BPBBBB,6,P
BBBBBP,BPBPBB,PPPBPP,6,B
BBBBBB,PBPBPP,BBPBPB,6,P
BPPBBP,BPBPBB,PPPPBP,6,B
BPBBBB,BPBPBB,BBBPPP,6,B
BPBBPP,BPBPBB,BBBBPP,6,B
PBBBBB,BPBPBB,BBBBBP,6,B
BBBBBB,BPBPBB,BBBBBB,6,B
PBBPPB,PBPBPP,BPPBBP,6,P
PPBPPB,BPBPBB,BBBPBP,6,B
BPBBBB,BPBPBB,BBPPPB,6,B
BBBBPB,BPBPBB,PPBBBP,6,B
PBBPPP,PBPBPP,BBPBPP,6,P
BPBBPP,PBPBPP,BPPPBB,6,P
PPPPBB,PBPBPP,PBPPPP,6,P
BBBBPP,PBPBPP,BBBBBB,6,P
BBPBPP,PBPBPP,PBBPPP,6,P
PPPPPB,BPBPBB,BBBBBP,6,B
PBBPPP,BPBPBB,PBBPPB,6,B
PPPPPB,PBPBPP,PPBBBP,6,P
BBBPPB,BPBPBB,BPBBBB,6,B
BBPPPB,PBPBPP,BPBPPP,6,P
PPPBBB,PBPBPP,PPPPBB,6,P
BBBBPP,BPBPBB,BBPPBP,6,B
PPPPPP,BPBPBB,BPPBBB,6,B
PPPPBB,PBPBPP,BBBBBP,6,P
PPBBBB,PBPBPP,PPBBBP,6,P
BBBBPP,PBPBPP,PBPPPB,6,P
BPBBBB,BPBPBB,BBBPBP,6,B
PBPPPB,BPBPBB,BBBBPB,6,B
BBBPPP,PBPBPP,PPBPPP,6,P
BPPPBP,PBPBPP,BBPBPP,6,P
PBPBBP,BPBPBB,BBPPBB,6,B
BPPBBB,BPBPBB,PPBBBP,6,B
BPPBBB,PBPBPP,PBBPBP,6,P
BPPPBB,PBPBPP,BPPPPP,6,P
PBPBBB,BPBPBB,BBPBBP,6,B
BPBBPB,PBPBPP,PBPBPB,6,P
BPPPBP,BPBPBB,PBBBBP,6,B
PBPBBB,BPBPBB,BBPBBP,6,B
BPBBPB,PBPBPP,PBPBPB,6,P
BPPPBP,BPBPBB,PBBBBP,6,B
BBBBPP,BPBPBB,PPBPPB,6,B
BBPBPP,BPBPBB,BBBBBP,6,B
PPPBPB,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PPPPPB,6,P
BPPPPB,PBPBPP,PPPBBB,6,P
PPPPPP,BPBPBB,BBPPBP,6,B
PPPPPP,PBPBPP,PBBPBB,6,P
BPPBPP,PBPBPP,BBBBPP,6,P
BPPPPP,PBPBPP,BBPPPB,6,P
PBPPBB,BPBPBB,BBBBBB,6,B
PPBPPP,PBPBPP,BPPPBP,6,P
PBBPBP,BPBPBB,PBBBBB,6,B
PBPPBP,BPBPBB,BPBBPB,6,B
BBPBBP,PBPBPP,BPBPBP,6,P
PBPPBP,BPBPBB,BBBBPB,6,B
BBBBPB,PBPBPP,PPBPBB,6,P
PPBBPP,BPBPBB,PBPPPB,6,B
PPBBPP,BPBPBB,PBPPPB,6,B
PPPPPP,PBPBPP,BPBPPP,6,P
PBBBPP,BPBPBB,PBBPPB,6,B
BBPPBB,PBPBPP,BBBPBP,6,P
BPPPPP,PBPBPP,BBBPBB,6,P
BBBBPP,BPBPBB,PBBBPB,6,B
PPBBBP,PBPBPP,PPPBPP,6,P
BPPBPP,PBPBPP,BPPPPB,6,P
PBBBPP,BPBPBB,BPPPPB,6,B
BPPPPB,PBPBPP,BBBPBP,6,P
PBPPBB,BPBPBB,BBBPPP,6,B
BBBBPB,BPBPBB,PPPPBB,6,B
BBBPBB,BPBPBB,BBPPBP,6,B
PBBBBP,PBPBPP,BPBBBB,6,P
BPPPPB,BPBPBB,PPBBPB,6,B
PBBPPP,BPBPBB,BBBPBB,6,B
PBPPPB,BPBPBB,PBBPBB,6,B
PPBBBP,PBPBPP,BPPBPP,6,P
BPPBPP,PBPBPP,PPPBPB,6,P
PBPPPP,PBPBPP,BPBBBB,6,P
PPPBPP,BPBPBB,BBBPPP,6,B
BBPPBB,PBPBPP,PPBPBP,6,P
PBPPPP,BPBPBB,PPPBBP,6,B
PPBBPP,PBPBPP,BBBBBP,6,P
PPBPPP,PBPBPP,PBPBBB,6,P
BPPPPP,BPBPBB,PPBBBB,6,B
BBBBBB,BPBPBB,BBBPBB,6,B
PBBBBB,BPBPBB,BBBBBP,6,B
PPBBBB,BPBPBB,BPBBBB,6,B
PBPPPP,PBPBPP,PPPPPP,6,P
PBBBPB,BPBPBB,PBBPBB,6,B
PBBBPB,BPBPBB,PBBPBB,6,B
PBPPPB,BPBPBB,BPPBPB,6,B
BPPPBB,BPBPBB,PBPPPB,6,B
PPBBPP,PBPBPP,BBBPPB,6,P
BBBBPP,PBPBPP,BBBPBP,6,P
BPBPPP,PBPBPP,PPPPPP,6,P
PPBPPB,BPBPBB,PBPBBB,6,B
BPBBBB,PBPBPP,PPBPBB,6,P
BBBBBP,PBPBPP,PBBBBB,6,P
PPPBBP,PBPBPP,PBPPBB,6,P
PPBPPP,BPBPBB,BBPBPP,6,B
BBPPPB,BPBPBB,PBBPPB,6,B
BPPBPB,PBPBPP,PBPBBB,6,P
BBPBBB,PBPBPP,PPBBBB,6,P
PPPBPB,BPBPBB,BBBBBB,6,B
PPBPPB,PBPBPP,PPBBBB,6,P
BBPPBB,BPBPBB,PPBBBP,6,B
PPPBPB,PBPBPP,BPBBBB,6,P
PPPBBB,BPBPBB,BBBPBB,6,B
BBBBPP,PBPBPP,PBBPPB,6,P
BPBBPP,PBPBPP,PPBBBB,6,P
PBBBBB,PBPBPP,PBBPPB,6,P
BPBBPP,PBPBPP,PPPBPP,6,P
PPBBBP,PBPBPP,PBBBBP,6,P
BPPPBP,PBPBPP,BBPPBB,6,P
BPPBPP,BPBPBB,PPPPPP,6,B
PPPBBB,BPBPBB,BPPBBB,6,B
BBBBBB,BPBPBB,PBPBBB,6,B
PPPPBB,BPBPBB,PPPPPB,6,B
BBBPPP,PBPBPP,PPPPBB,6,P
BPPBPB,BPBPBB,BPPBBB,6,B
BBBPPP,PBPBPP,PPPPBB,6,P
BPPBPB,BPBPBB,BPPBBB,6,B
PPBBBB,PBPBPP,PPBPPB,6,P
BPBBPB,BPBPBB,BPBPPP,6,B
PPPBBB,BPBPBB,BBPBBB,6,B
BBBBBP,PBPBPP,PBBBBP,6,P
BPBBBP,PBPBPP,PBBBBB,6,P
PPPPBP,PBPBPP,BBPBPP,6,P
BBBPBP,BPBPBB,PPPBBB,6,B
PBBBBB,BPBPBB,BPPPPB,6,B
PPPBPB,PBPBPP,PPPPBP,6,P
BBPBBP,BPBPBB,PPBPBP,6,B
BPBPPP,BPBPBB,BPBBPP,6,B
BBBBBP,PBPBPP,PBBBPB,6,P
BBPPPP,BPBPBB,BPPPBB,6,B
PBBBBB,BPBPBB,PPPPBB,6,B
BBPBPB,PBPBPP,BPPPBB,6,P
PBPPPB,BPBPBB,BPPPBP,6,B
BBPBBP,BPBPBB,PPPBPB,6,B
BBPBBB,PBPBPP,PPBPBB,6,P
BBBPBB,PBPBPP,PPPPPP,6,P
BBBPPB,BPBPBB,BPPBBP,6,B
PPPBBB,PBPBPP,BPBBBB,6,P
BPPBBP,PBPBPP,PPBBPP,6,P
PPBBBB,PBPBPP,BBPPPP,6,P
BBBPBB,PBPBPP,BBBBBB,6,P
PPPPPP,BPBPBB,BBPPBP,6,B
BBBPPB,BPBPBB,BPPPPB,6,B
PPPBBB,BPBPBB,BPBBPB,6,B
BBPPPP,BPBPBB,BPBBBP,6,B
BBPPPB,PBPBPP,BPPPPB,6,P
PBBPPB,BPBPBB,PBBBPP,6,B
PPPPBB,PBPBPP,BBBBPB,6,P
PPPBBP,PBPBPP,PBPPBB,6,P
BBBBPP,PBPBPP,BBPPBP,6,P
BBBPBP,PBPBPP,PPPPPB,6,P
PPPBBP,PBPBPP,PPBPPB,6,P
PPBBBP,BPBPBB,PBBBPP,6,B
BBPPPP,BPBPBB,PPPPPB,6,B
BPPBPP,PBPBPP,PPPBBB,6,P
BBBPBB,BPBPBB,BBPPPP,6,B
BPBBPB,PBPBPP,BBBBPB,6,P
PBBBPP,BPBPBB,BPBBBB,6,B
BBBPBP,PBPBPP,PBPBBP,6,P
BPBBPB,PBPBPP,BBBBPB,6,P
PBBBPP,BPBPBB,BPBBBB,6,B
BBBPBP,PBPBPP,PBPBBP,6,P
PPBPBP,BPBPBB,BPBBPB,6,B
PBBPPB,BPBPBB,PPBBBB,6,B
BPPPPB,BPBPBB,BBBPBP,6,B
PPBPPB,BPBPBB,PPPPPP,6,B
BBBPPP,BPBPBB,BBBPPP,6,B
PPBPPP,PBPBPP,BBBBBP,6,P
BBBBBP,PBPBPP,PPPPPB,6,P
PPPPPB,BPBPBB,BBBPPP,6,B
BBPPPP,BPBPBB,BBPBBP,6,B
PPPBPP,BPBPBB,BPPPPB,6,B
PPPPBP,BPBPBB,BBPBBP,6,B
PBPBBP,BPBPBB,BPPBPP,6,B
PBPBBP,BPBPBB,BPPBPP,6,B
PBBPPB,BPBPBB,BBPBPP,6,B
PPPPPB,PBPBPP,PPPBPP,6,P
PBBBPP,BPBPBB,PPPPPP,6,B
PBBPBB,BPBPBB,PBBPPP,6,B
PBPPPP,PBPBPP,BBPBPP,6,P
PBPPPP,PBPBPP,BBPBPP,6,P
PPBPPP,PBPBPP,PPPBBB,6,P
BBBBPB,PBPBPP,PBBPPP,6,P
PBBBPB,BPBPBB,PPBBBP,6,B
PPPBPP,BPBPBB,BPPPBP,6,B
BPPBBP,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,PPPBPP,6,P
BPBBBB,BPBPBB,BBPPBB,6,B
PPPPPB,BPBPBB,BBPPPP,6,B
PPPBBB,PBPBPP,BBBBPP,6,P
PPPBBB,PBPBPP,BBBBPP,6,P
BBPPPP,BPBPBB,BBPPBP,6,B
BBPBBB,PBPBPP,BPBPBB,6,P
PBPBPP,BPBPBB,BPBPPB,6,B
PPBPPB,PBPBPP,PBBPBP,6,P
PBPPPB,BPBPBB,BBBBPB,6,B
PPPBPB,BPBPBB,PBBPBB,6,B
PPPBBP,BPBPBB,BPPBBP,6,B
PPBPPP,BPBPBB,PPBBPB,6,B
PBPPPP,BPBPBB,BBPBPP,6,B
PPPBBB,PBPBPP,BBPBBP,6,P
BBPBBP,BPBPBB,PBPPBP,6,B
PPBPBB,BPBPBB,PPBBBB,6,B
BBPBBB,PBPBPP,BBBBBP,6,P
BBBBBP,BPBPBB,PBPPBP,6,B
PBBPPP,PBPBPP,PPPBBB,6,P
BBPPPB,BPBPBB,BBPPBB,6,B
PBPPPP,BPBPBB,BPPPBB,6,B
BBPPBB,PBPBPP,PBBBBB,6,P
PBBBBB,PBPBPP,BBBBBP,6,P
BPPBPB,PBPBPP,BPPPBB,6,P
BPBBPB,BPBPBB,PBBPPP,6,B
BPPBBP,PBPBPP,BBPPPB,6,P
BBPPBP,BPBPBB,PBBPBB,6,B
PBBPBB,PBPBPP,BBBPBB,6,P
PPPPBB,PBPBPP,PPPPBP,6,P
BPPPPP,PBPBPP,PPPPBB,6,P
PPPPPP,BPBPBB,PBBBPB,6,B
PBBBPB,BPBPBB,PPPBPB,6,B
BPBBPP,PBPBPP,BBBBBB,6,P
BBBBBB,PBPBPP,BBPBBB,6,P
BBPPPP,BPBPBB,PBBBBB,6,B
BBBPPP,PBPBPP,BBBBPB,6,P
BPPPBB,PBPBPP,BBBPBP,6,P
BPBPPB,PBPBPP,PBBBBP,6,P
BBBPPB,BPBPBB,PBPPBB,6,B
PPBBBP,BPBPBB,BPBPPB,6,B
PBBBPP,BPBPBB,BBBBBB,6,B
BPPBPB,BPBPBB,BPPBPP,6,B
PPPPBP,BPBPBB,BPPBBP,6,B
BBPPBB,BPBPBB,PBPBPP,6,B
BPBPBB,PBPBPP,PPBBPP,6,P
PPBBPB,BPBPBB,PBBBPB,6,B
PBBPPB,BPBPBB,PBBBPB,6,B
PBBPPB,BPBPBB,PBBBPB,6,B
BPBBBP,PBPBPP,BBBBBB,6,P
BPPPBB,PBPBPP,BPBPPP,6,P
BPPPBB,BPBPBB,PBPBPB,6,B
PBPBBP,PBPBPP,BBPBBP,6,P
PBBBPB,BPBPBB,BPPPPP,6,B
PPBPPP,PBPBPP,PPBPBB,6,P
BBBBPP,PBPBPP,PPBBBB,6,P
BPPBBB,PBPBPP,BBPPBB,6,P
BBPPPP,PBPBPP,PBPPPB,6,P
BPPBPB,BPBPBB,BPPBPP,6,B
PPPBPB,PBPBPP,BBBPPP,6,P
BPPBPB,BPBPBB,BPPBPP,6,B
PPPBPB,PBPBPP,BBBPPP,6,P
PPBBPB,BPBPBB,BPBBPB,6,B
PBPPBB,BPBPBB,BBBBPB,6,B
BBBBPB,BPBPBB,BBPBPP,6,B
BPBPPB,PBPBPP,PPBPPP,6,P
PBPPPB,BPBPBB,PPPPPB,6,B
PBPBBB,BPBPBB,PBPPBB,6,B
BPPPBP,PBPBPP,PPPPPB,6,P
BPPPBP,PBPBPP,PPPPPB,6,P
BBBBPP,PBPBPP,PBBBBB,6,P
BBBBBB,PBPBPP,PPPPBB,6,P
BBPBPP,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPPBBB,6,P
PPPPPP,PBPBPP,PPBBBP,6,P
BBPBPP,BPBPBB,BPBPBP,6,B
PBPBBB,PBPBPP,BPPBBB,6,P
PPPPPP,PBPBPP,PPBBBP,6,P
BBBBPP,PBPBPP,BBBBBB,6,P
BBBPPP,PBPBPP,BBBPBP,6,P
PPPPBP,PBPBPP,BBPBPP,6,P
PBBBBB,BPBPBB,BBBBBP,6,B
BBBBBP,PBPBPP,BBBPPP,6,P
BPPPBB,PBPBPP,PPPPPP,6,P
BBBPPB,BPBPBB,BBBPBP,6,B
PPBBPB,PBPBPP,PPPPPB,6,P
BPPBBP,BPBPBB,BBBBBB,6,B
BPPBBP,BPBPBB,BBBBBB,6,B
BBBBPP,BPBPBB,PPBPBB,6,B
BPBBPP,PBPBPP,PPBPPP,6,P
PBPPPP,PBPBPP,BPBBBB,6,P
BPPPBP,BPBPBB,BBBPPP,6,B
BBBBPP,PBPBPP,BPPBPP,6,P
BPPBPP,PBPBPP,PPPPPB,6,P
BPPBPP,PBPBPP,PPPPPB,6,P
PPBBBP,PBPBPP,BPPBPP,6,P
BBBPBP,PBPBPP,PPBBPB,6,P
PPBPBB,PBPBPP,BPBPBP,6,P
PBPPBP,BPBPBB,PBBPBP,6,B
BPBBPB,BPBPBB,BBBBPB,6,B
BBBBBB,BPBPBB,BPBBBB,6,B
PPBPBB,PBPBPP,PBBBPP,6,P
PPBBBB,PBPBPP,PBBBBP,6,P
PPPBBP,PBPBPP,BBBPPP,6,P
PPBBBP,BPBPBB,PPBBBP,6,B
PPPPBP,PBPBPP,BBBBPP,6,P
PPPPBB,BPBPBB,BPBBPP,6,B
BBBBBB,PBPBPP,BBBBBP,6,P
BPPBBP,BPBPBB,BBBBPP,6,B
PBPPPB,BPBPBB,BBBPBP,6,B
BPBBBB,BPBPBB,PPBPBB,6,B
PBBPBB,BPBPBB,BPPPPP,6,B
PBBBPB,PBPBPP,BBPPBP,6,P
PPPBBP,PBPBPP,BBPBPP,6,P
PBPBBB,PBPBPP,BBPBPP,6,P
BPPPBB,PBPBPP,BPPBBP,6,P
BPBBBB,BPBPBB,BBBBPB,6,B
BPPBPP,BPBPBB,BBPPBP,6,B
PPBBPB,BPBPBB,BPPBPB,6,B
PPPPPB,BPBPBB,BBPPBB,6,B
BBBPPB,BPBPBB,BBPPBB,6,B
PPBBPP,PBPBPP,BBPBBB,6,P
BBBBBB,BPBPBB,BBBPPP,6,B
BPPPPB,PBPBPP,BBPPPP,6,P
PPBPPP,BPBPBB,BBBPPB,6,B
PPBPPP,BPBPBB,BPPBPP,6,B
BPPPPP,BPBPBB,BBPBPB,6,B
BPBBBB,BPBPBB,BPBBPP,6,B
PBPPPP,PBPBPP,BBPBPP,6,P
BPPPPP,BPBPBB,PPBPPP,6,B
BPPPBP,PBPBPP,BBPPPB,6,P
PBPPPP,BPBPBB,PPPPBB,6,B
PPPPPP,PBPBPP,PBPBPP,6,P
PBPBPP,PBPBPP,PBBBBB,6,P
BBBPPP,PBPBPP,PBPBPB,6,P
BPBPPP,BPBPBB,BBBBPP,6,B
BPPPPB,BPBPBB,PPBPPB,6,B
PPBPPP,BPBPBB,PBPBBP,6,B
BBBPPP,BPBPBB,PBBBPB,6,B
BPPPPB,PBPBPP,PPPBPB,6,P
PPBBPP,PBPBPP,PPBBPP,6,P
BBPBBB,PBPBPP,BPPBBP,6,P
PPBPPB,BPBPBB,BPPPBB,6,B
BPBBBB,BPBPBB,BBBBPB,6,B
BPBBPB,PBPBPP,BBBBBB,6,P
BPBBPP,BPBPBB,BBPPBB,6,B
BPPPBP,BPBPBB,BPBBPB,6,B
PPPPBB,PBPBPP,PBBBBP,6,P
BBBBPB,PBPBPP,PPBPPP,6,P
BPBPPB,PBPBPP,BBPPBB,6,P
BPPBBP,BPBPBB,PBPBBB,6,B
BPBPPB,PBPBPP,BBPPBB,6,P
BPPBBP,BPBPBB,PBPBBB,6,B
BPPBBB,PBPBPP,BPPBPB,6,P
PBBBPB,BPBPBB,BBBPPP,6,B
PPPBPP,BPBPBB,PPPBPB,6,B
PBPPPB,BPBPBB,PBBPBB,6,B
BBPBBB,BPBPBB,PBPPBB,6,B
BBBBPP,PBPBPP,BBBPBP,6,P
PBPPBB,BPBPBB,BPBBPP,6,B
PBBPPB,BPBPBB,BPPBBP,6,B
