ก่อนเกิด,ช่วงเกิด,หลังเกิด
PPB,PPPTTPPPTT,PPB
PTT,PPTTTBBTTT,BPB
TBP,TTBBBTTPPP,BTB
BPB,PPPTTPPPTT,PTT
PPB,PPPBBPPPTT,PPP
BP,TTBBBPPBBB,PBP
BBT,BBBTTPPPBB,PBP
BTT,BBPPPTTBBB,PTT
TBT,BBTTTBBPPP,TBB
TPB,PPPBBTTTPP,TTT
BPP,TTBBBTTBBB,PPT
PTB,PPTTTBBTTT,PBP
PBB,PPTTTBBPPP,
BPP,BBTTTBBTTT,PTP
,BBTTTPPTTT,BTT
PPB,PPPTTPPPTT,BPT
PB,TTTPPTTTBB,TBT
PTT,BBPPPBBTTT,BTB
TBP,TTBBBPPTTT,PPB
TBB,PPTTTPPBBB,TBB
PTB,TTTBBTTTBB,TBP
BBT,BBBPPTTTPP,TPT
PPP,BBPPPTTPPP,BBP
PPT,PPPBBPPPTT,PPB
BBB,PPPTTBBBPP,TBP
TTB,PPPTTPPPTT,BBT
TTB,PPPTTBBBPP,TPT
TBT,BBPPPBBPPP,TPT
PTP,TTPPPBBTTT,BTP
PBT,BBPPPTTPPP,BTP
TPB,TTTPPBBBTT,
TPP,TTPPPTTPPP,BBB
TBT,PPBBBTTBBB,TTP
TPB,TTBBBTTPPP,BPB
TBT,PPPTTPPPTT,PTT
TTB,TTPPPTTBBB,TPB
BBT,PPBBBPPTTT,BBP
TPT,PPTTTPPBBB,PTT
BTB,PPPBBPPPTT,PTT
TPT,PPBBBPPTTT,BBP
PTP,TTBBBTTBBB,PPT
PTP,TTTBBPPPBB,TTT
PTP,BBPPPTTPPP,BTB
BPT,BBPPPBBPPP,BBP
PPT,PPPBBTTTBB,PTT
,TTPPPTTPPP,TTT
BTT,PPTTTBBTTT,PTT
,BBBPPBBBTT,BBT
BBP,BBBTTBBBTT,PBT
BPT,PPPBBTTTPP,TTB
BPP,TTBBBTTPPP,BTT
BBB,PPPBBPPPBB,
PPP,TTTBBPPPTT,PBB
PTB,PPTTTBBTTT,PPT
,TTTBBTTTPP,TTT
PTT,PPTTTPPTTT,
TPB,PPPTTBBBTT,BBT
BTP,BBPPPBBPPP,TTP
TBP,TTBBBTTPPP,TTB
BTP,BBBTTBBBTT,PPB
PTT,BBTTTPPTTT,BPB
TTT,PPTTTBBTTT,BTB
PPP,TTBBBPPTTT,BPT
BPB,PPPTTBBBTT,BTB
PBP,TTTPPTTTPP,TBP
BBT,BBBPPTTTBB,PTB
PPB,TTTPPBBBPP,BBB
BPT,PPPBBPPPBB,PPT
TTT,PPPTTPPPTT,PBB
PPP,BBBPPTTTBB,TTP
PPP,TTTPPTTTPP,TTB
BTT,PPBBBTTBBB,P
PBP,BBBPPBBBTT,BTB
TTP,BBPPPTTPPP,TPB
TBT,BBBTTBBBPP,BBT
BBT,BBBTTBBBTT,BPB
PBT,PPPBBPPPBB,PBP
BTB,TTTPPTTTPP,BPB
BTP,TTTPPBBBTT,BTT
PPP,TTTPPBBBPP,BTB
PPB,PPPBBTTTBB,TTT
TTB,PPPTTBBBPP,BBT
BPB,TTTPPBBBTT,BPP
BPP,BBPPPBBTTT,BBT
BPB,PPPBBPPPTT,PPB
PBP,BBTTTPPBBB,PBT
TBT,PPTTTPPBBB,PPB
TBB,TTPPPBBTTT,PTT
PBP,BBBPPTTTBB,PPB
PTP,TTBBBTTBBB,PTP
PTP,BBPPPBBTTT,PBP
BTP,TTTPPBBBPP,BTB
PBP,TTTPPBBBPP,BPT
TTP,BBBPPBBBPP,TBP
PBP,TTTBBTTTBB,PPT
PTB,PPTTTBBPPP,TTP
PBT,PPPTTPPPBB,PPP
TTB,TTTBBPPPBB,PBT
PPT,PPBBBPPTTT,BPT
TTT,PPPTTBBBTT,PPB
TPP,TTBBBPPTTT,PPB
BPP,BBPPPTTPPP,TBT
PBP,BBBPPTTTBB,PPT
BPT,PPBBBPPTTT,PPB
PTB,PPTTTPPTTT,BTT
PPP,BBBPPBBBTT,PTB
TTB,TTPPPTTBBB,TBB
BPT,BBBTTBBBTT,BTT
BTB,TTBBBTTBBB,TBB
PBP,TTTPPTTTPP,TBB
BBT,PPPTTPPPBB,
BTB,PPPTTPPPBB,PTP
PBB,PPBBBPPBBB,PBP
PTP,BBPPPTTBBB,TPT
PTP,BBPPPTTPPP,TTB
TBT,BBBTTPPPBB,TTB
BBP,BBBPPBBBPP,TTP
,PPBBBTTBBB,TPT
BTP,BBBPPBBBTT,BBB
PBT,BBPPPTTPPP,BPT
BPB,PPPTTBBBTT,BBP
PPT,PPPBBPPPTT,BPB
PTB,TTTBBTTTBB,PBP
PBT,PPTTTBBTTT,BTB
BPP,BBTTTPPBBB,TTP
PBB,PPBBBPPBBB,TBT
BPB,TTBBBTTBBB,TPT
PTP,BBBPPBBBTT,BPT
BBP,BBPPPTTBBB,TTB
TPB,PPPBBPPPBB,PTP
TTB,PPPBBTTTBB,
PPB,TTPPPBBTTT,PPT
PBP,BBPPPBBPPP,BBP
TPP,TTBBBTTPPP,BBB
BTB,TTBBBPPTTT,PBT
BTP,TTTBBPPPTT,BPB
TBT,BBBTTPPPTT,PPP
TPP,BBTTTPPBBB,PTP
TTB,PPTTTPPTTT,PTB
BPB,PPPTTBBBTT,PPP
TTP,BBBTTBBBTT,BPT
BBT,BBTTTPPTTT,BPB
BBP,BBPPPBBPPP,TPT
PBT,BBPPPTTBBB,PPB
BPP,BBTTTBBPPP,TPP
PPP,TTBBBPPBBB,PBP
TPB,PPTTTPPTTT,
BBB,TTTBBTTTPP,TPB
BTB,PPBBBPPTTT,PBB
PPT,BBPPPTTPPP,BBP
TPT,PPPTTBBBTT,PTB
BBP,BBBPPBBBPP,TBB
BBB,TTPPPTTPPP,TTP
,PPTTTBBPPP,BBT
BBP,TTBBBTTBBB,PBT
PBP,TTBBBPPTTT,PBP
PPT,BBBPPTTTPP,BBB
BPP,TTBBBPPBBB,PBB
TPB,TTPPPBBPPP,BTB
BPP,TTBBBPPBBB,PPB
BPT,BBPPPBBPPP,TPT
,TTTPPBBBTT,BPT
TBP,BBBTTPPPBB,PTB
BPB,TTTPPBBBPP,TPT
TTP,BBBTTPPPBB,PBP
PTP,TTTPPTTTBB,TB
PPP,BBBPPBBBPP,BPT
BBP,BBTTTPPBBB,PBP
PBP,TTBBBPPTTT,BBP
PTB,PPBBBTTBBB,TBP
TTT,BBBTTBBBPP,BTT
PTP,TTBBBPPBBB,TTT
PBB,TTPPPBBTTT,PTB
PTP,BBBTTPPPBB,PPP
PPP,TTTPPBBBPP,BTT
PBP,TTTPPTTTBB,TTB
TPP,BBTTTBBPPP,
PPT,BBBTTPPPTT,BTT
PPP,TTTBBTTTPP,BPP
BPT,PPPBBPPPBB,PBP
BPP,BBTTTPPTTT,BBT
PTB,TTTPPBBBPP,BTB
BTB,TTBBBTTPPP,TBT
TPT,PPTTTPPTTT,BTT
TBB,PPTTTPPBBB,PPP
PPP,TTPPPTTPPP,TPP
P,TTTPPBBBPP,BBP
BPB,PPPBBTTTPP,TPP
BPT,PPTTTBBTTT,BPP
,BBBPPTTTPP,BBP
TPT,PPPBBTTTPP,
PTP,TTTPPTTTPP,TTP
BPB,PPBBBPPTTT,BPT
PBB,PPBBBTTPPP,TBP
PTB,PPBBBPPTTT,PPT
BBT,BBBTTPPPBB,TBP
PBP,BBBPPBBBTT,BBB
BBP,BBPPPTTPPP,BBB
PPT,PPBBBPPBBB,PTB
TP,TTBBBPPTTT,PBP
TPB,TTTBBPPPBB,PBP
PBT,BBPPPTTPPP,BTT
PBB,PPTTTPPTTT,BPB
BTB,TTTPPTTTBB,TBB
TPT,PPBBBPPBBB,PBB
BBT,BBBTTBBBTT,PBT
BTT,PPTTTBBTTT,BBP
PPT,PPPBBTTTPP,BBB
BPT,BBTTTBBPPP,BTP
PPP,BBBTTPPPBB,PBP
BBB,PPPTTPPPTT,B
BPB,TTTBBTTTBB,TBP
TPB,PPBBBTTBBB,PP
TPP,BBPPPBBTTT,BTP
PBP,TTPPPTTPPP,TPP
PPT,PPTTTBBPPP,BPT
TPB,PPPTTPPPBB,TPT
PBP,TTTPPBBBTT,BTT
TBT,PPPTTBBBPP,TTT
PBT,PPPBBTTTBB,TBT
PTP,TTTPPTTTPP,BTT
PTB,TTTPPBBBTT,BTP
TPT,PPPBBTTTPP,TTP
PPP,BBBPPTTTPP,TTP
PTP,TTPPPTTPPP,BBP
TTP,TTPPPBBTTT,BTT
BTP,BBPPPTTPPP,BPP
BPT,PPBBBTTBBB,PTB
PPB,PPBBBPPBBB,TTP
PBB,TTPPPTTPPP,BPB
BPT,PPTTTPPBBB,PBP
,PPPBBPPPTT,PPP
BPT,PPPTTPPPBB,TTB
TTT,BBBTTPPPTT,PBP
TBT,PPTTTBBTTT,PBT
BTP,BBBTTBBBPP,BBP
TTT,BBBPPBBBPP,BTP
BPB,PPPTTPPPBB,TBB
TTP,BBBPPBBBTT,BPB
TTT,BBBPPBBBPP,TBP
BTB,PPPBBPPPBB,PTT
BBP,TTBBBTTBBB,TPT
TPB,TTPPPBBTTT,BTT
BBP,TTBBBTTBBB,TBP
BTB,PPPBBTTTBB,PPB
PPT,PPPBBPPPBB,TPT
BPB,TTTPPTTTPP,BBT
TPB,PPPBBTTTPP,TPP
BPT,BBPPPBBPPP,TTB
PPP,BBBPPBBBTT,PBT
BBT,BBTTTBBTTT,BBP
PPT,PPBBBPPTTT,BBB
TTB,PPTTTBBTTT,B
BBT,BBTTTPPBBB,PPT
PPT,PPTTTBBTTT,BTT
BBP,TTPPPBBTTT,
PPT,PPPTTBBBPP,TBT
BPT,BBBTTPPPTT,PBB
PTP,BBBTTPPPTT,PPB
BTT,BBTTTBBPPP,BPT
BTB,TTBBBPPTTT,PBP
BBB,TTTBBPPPBB,PPB
BPT,PPPBBPPPTT,PB
TTT,BBBPPBBBPP,TPB
PPB,PPPTTPPPTT,PPT
BTB,PPTTTBBTTT,P
PTP,TTTBBPPPTT,BPT
BTT,PPBBBPPTTT,PTB
T,BBTTTBBTTT,PPB
BPP,TTBBBPPTTT,BTB
BPT,PPBBBTTPPP,TBB
TTP,TTTPPTTTPP,TBT
BBP,BBBTTPPPTT,PBT
,TTBBBTTBBB,PPT
PPB,PPPBBTTTBB,TPP
PTP,BBTTTPPTTT,BBT
TPT,BBPPPBBTTT,PTT
PBB,TTBBBPPBBB,TBB
TTB,TTPPPBBTTT,BTT
TPT,BBPPPBBPPP,TPB
TTB,TTTPPBBBPP,TPP
PPB,TTBBBTTPPP,BTP
TTT,PPPBBPPPBB,PPB
TBP,BBBPPTTTPP,BBP
PPT,PPBBBPPTTT,PPT
TPB,PPPTTBBBPP,BTB
BPT,PPBBBPPBBB,PP
TPB,PPPTTPPPBB,TPP
P,BBPPPTTBBB,TPT
PTB,PPBBBTTBBB,TTB
BBT,BBBPPBBBTT,PPB
BTP,BBTTTPPBBB,PTT
TTB,TTPPPBBPPP,BTT
PPT,BBPPPTTPPP,BTP
PPB,TTPPPBBTTT,PPB
BTT,PPBBBPPBBB,PPT
TBT,BBBTTBBBPP,BPT
PP,BBTTTBBTTT,PTT
BPP,BBPPPTTBBB,PBP
PPP,TTTBBTTTPP,
BPT,PPTTTPPTTT,BBB
PBB,TTPPPBBTTT,BTP
TPP,TTPPPTTBBB,TTP
TPT,BBBTTBBBTT,BBT
PBP,TTTPPBBBTT,PBP
B,PPBBBPPBBB,TTP
BBB,TTPPPBBTTT,PTP
TPT,PPBBBTTPPP,BTT
TPP,TTBBBTTBBB,PPT
PPP,TTTPPTTTBB,PBT
T,BBBTTBBBTT,PPT
BPP,TTPPPBBPPP,BPT
TPB,TTTBBPPPTT,PTB
TBB,PPTTTPPTTT,BBB
TBP,TTTBBPPPBB,PPP
TPT,PPBBBPPBBB,PTB
PTP,BBTTTBBPPP,BPT
TPB,PPPBBPPPBB,PTB
P,TTTBBPPPBB,PPT
TPB,TTPPPBBPPP,TBP
BP,TTTPPTTTPP,TPP
TBT,PPPBBPPPTT,BTP
,BBPPPBBPPP,TBB
BBP,TTTPPTTTBB,PBB
TTB,TTPPPTTBBB,TTB
PPP,TTPPPTTPPP,TBP
TPB,PPPTTBBBPP,TBB
PPP,TTBBBPPTTT,BBP
PBP,TTTPPBBBPP,TTT
PTP,TTTBBPPPBB,PTP
TTB,PPBBBTTBBB,PTP
BTB,TTTBBPPPTT,BTB
BBT,PPTTTPPBBB,TPP
PPT,BBBTTPPPBB,PPT
BBT,PPPBBTTTPP,TBP
PPB,TTTBBPPPBB,PTB
PBP,BBBTTPPPBB,PT
TTP,BBTTTBBTTT,BPP
TTT,BBBPPTTTBB,TTP
PBT,PPTTTPPBBB,TBB
PBT,PPTTTBBTTT,PBT
BBT,PPBBBPPTTT,BBT
TTP,TTTBBTTTBB,PBT
,TTBBBTTPPP,BTB
BBP,TTBBBPPBBB,TBB
TBT,PPBBBTTPPP,BBT
TPT,BBBPPBBBPP,BBT
BBB,TTTPPTTTBB,TPB
BP,BBBPPBBBTT,BBP
BTP,BBBPPBBBPP,BTP
BPP,TTPPPBBPPP,T
PBP,TTTBBPPPTT,PTT
PBP,TTBBBTTPPP,BPT
BBP,TTPPPBBPPP,BBB
BBP,BBBPPTTTBB,PTT
TTB,PPBBBPPTTT,BBP
BBB,TTBBBPPTTT,PTP
TTB,TTTBBPPPTT,BTT
BPT,BBPPPBBTTT,BBB
TPB,PPBBBPPTTT,BBT
TTB,TTPPPBBTTT,PPT
TBT,PPTTTPPBBB,TPB
BBB,TTBBBPPTTT,PPP
BBT,BBPPPBBTTT,BPB
TTB,PPPBBTTTPP,TPT
BBB,PPPBBTTTPP,TTB
TTB,TTPPPTTBBB,PPB
TBT,PPBBBPPBBB,TBT
PPB,TTBBBTTBBB,TTB
BBB,TTTPPTTTPP,BPP
TPB,PPPBBPPPTT,BPT
TTB,PPPTTBBBTT,PTT
BPB,PPTTTPPBBB,TTT
TBT,BBTTTBBTTT,BPP
TTP,TTBBBTTPPP,BBB
,TTTBBPPPTT,BTT
TBT,PPPTTPPPTT,PPB
BPP,TTPPPBBPPP,BPB
PBT,PPPTTPPPBB,PTP
PPT,BBPPPTTPPP,BTT
BBP,BBPPPBBTTT,BTB
BBT,PPTTTPPBBB,TBB
BBP,BBBTTBBBTT,PBP
TTT,PPPBBPPPTT,BB
PBT,PPPTTPPPBB,PBB
BBT,PPPBBPPPBB,PBB
PPT,PPTTTBBTTT,BBB
BBP,BBBPPBBBTT,PBT
,TTTPPTTTBB,TTB
PPT,BBBTTPPPTT,BPT
BTP,TTTPPBBBPP,BBT
PTB,PPTTTPPTTT,BTP
TTB,PPPTTPPPBB,PTT
PPB,TTTBBTTTPP,TTP
TPB,TTTPPBBBTT,BPB
BTT,BBPPPTTBBB,PPT
PBT,BBBTTPPPBB,TPB
PPT,BBTTTBBTTT,PBB
BTP,TTTBBTTTBB,PBT
PTB,PPBBBTTPPP,TBT
PBP,TTTBBPPPBB,PTT
TBT,PPTTTPPBBB,TTB
BPP,TTPPPTTBBB,PPT
BPB,PPBBBTTPPP,BTT
BTP,BBBTTBBBTT,BTB
BPP,BBTTTBBPPP,BTP
TPT,PPBBBTTBBB,PTP
TPT,PPPBBPPPBB,PPP
BBP,BBBPPTTTPP,BPB
PBB,TTBBBTTPPP,TBP
BTP,BBPPPBBPPP,TTT
TPP,TTPPPTTBBB,TBB
BBP,TTTBBTTTBB,TPT
TBP,BBPPPBBTTT,BPP
PBB,TTBBBTTBBB,PPT
BPT,BBBPPTTTPP,BTP
TTB,TTBBBPPBBB,TBT
PPB,TTTBBPPPBB,P
P,BBTTTBBPPP,TPB
TBP,TTTPPTTTBB,PBP
TTT,BBTTTBBTTT,PBP
PBT,PPBBBTTBBB,TBP
BTT,BBTTTBBTTT,PTP
BBB,PPPBBTTTPP,TBT
PTB,TTTPPBBBTT,PPB
BBP,BBBPPTTTPP,BBT
BPB,TTTPPTTTPP,TTB
BPT,PPBBBTTBBB,PPB
BTB,PPTTTBBPPP,TBT
BTT,PPBBBPPBBB,TTP
BPB,PPBBBPPTTT,BPP
BT,PPPBBPPPTT,BTP
TTB,TTPPPBBPPP,BB
,PPPTTBBBPP,BTB
BBT,PPPTTPPPBB,PPT
,BBPPPTTBBB,TTB
BBB,PPPTTBBBTT,BBT
TBP,BBPPPBBTTT,
,PPPBBTTTPP,TTP
BPT,PPPBBTTTPP,BBT
BTP,BBBPPTTTBB,PBB
BBT,PPPTTPPPTT,PPB
PBP,BBBPPTTTBB,TPP
BPB,PPBBBTTPPP,BTB
TPB,PPTTTBBPPP,TPT
TTT,BBPPPTTBBB,TTT
BBT,PPPBBTTTPP,BBT
BTB,TTPPPBBTTT,BBT
BPB,TTPPPBBPPP,TBP
PBP,BBTTTPPTTT,BBP
BPT,PPPTTBBBTT,BBB
TBT,PPPTTPPPTT,BTP
BBP,BBTTTBBPPP,TBB
PTT,PPBBBTTPPP,BPP
TTP,BBBPPBBBTT,BBB
TBT,BBBTTBBBTT,PPB
BBP,BBBPPBBBTT,B
BPB,TTTPPBBBPP,TBB
BPT,BBPPPTTPPP,BTP
BBB,PPPTTPPPBB,PPP
PPT,PPPTTBBBPP,TTB
BBT,PPTTTBBTTT,BPB
BBB,PPPTTPPPBB,PPB
TPT,BBPPPTTBBB,PPT
BTT,BBTTTPPBBB,TTT
BBT,BBPPPTTPPP,TTB
BTP,BBPPPTTPPP,BBP
BBB,PPTTTPPTTT,PTT
T,BBTTTPPTTT,BTP
BTB,TTTBBPPPBB,TBP
,BBTTTBBTTT,BBB
PPP,BBBPPTTTPP,BBP
TTB,PPPBBTTTPP,BBT
,BBBPPBBBTT,PTT
BBT,PPPTTBBBPP,BBB
PBP,TTTPPBBBPP,TBT
BTT,BBTTTPPTTT,PTT
PBP,BBBPPBBBTT,BBT
TTP,TTPPPBBPPP,TBT
PBP,BBBTTPPPTT,PPT
PPT,PPPBBPPPTT,BTB
BPT,PPPBBPPPBB,TBB
BTP,BBBTTPPPBB,PBB
PTP,BBBPPTTTBB,PTP
BPP,TTBBBPPBBB,TTP
PTP,TTTPPBBBTT,BPB
TPT,PPPTTBBBPP,TTB
BTB,PPTTTPPTTT,PTT
BPB,TTBBBPPTTT,BPP
PPT,BBTTTPPTTT,BTP
PPT,PPPTTPPPBB,PBT
BPT,BBBPPTTTBB,TTB
BPB,PPTTTPPTTT,BBP
PTB,PPBBBTTPPP,BPP
TPB,PPPBBTTTPP,BPB
TBB,TTBBBTTBBB,PPP
PTB,TTTPPTTTPP,
TTT,BBBPPTTTPP,BTP
BTP,TTTPPBBBPP,BTT
BPP,TTPPPBBTTT,PTT
BTP,BBBPPTTTBB,TBT
TBP,TTTPPTTTPP,TTT
BPT,BBBTTPPPTT,P
PTP,BBBPPTTTPP,TTB
BBP,TTTBBTTTBB,P
BTB,TTTBBPPPBB,PBB
TBP,BBPPPBBTTT,BTB
BPT,BBPPPTTPPP,BPT
BBP,BBTTTBBTTT,BTB
BPP,TTBBBTTBBB,TTP
BPB,PPTTTBBTTT,PTB
PPB,PPPTTPPPTT,BPB
PTP,TTBBBPPBBB,TTP
TT,BBPPPBBTTT,BTB
PBP,TTTBBPPPBB,TTP
BPB,PPTTTPPBBB,TBT
PBT,BBPPPBBTTT,PBB
,TTBBBPPTTT,PTP
PBB,TTPPPTTBBB,P
BBB,PPPTTPPPBB,TTB
PPT,PPPTTPPPBB,PTP
TPP,BBTTTPPTTT,PTT
PPB,TTTPPBBBTT,BPP
BBT,BBBTTPPPBB,TTT
TPT,PPPBBTTTBB,PPP
BBT,PPBBBTTBBB,TPT
PPB,TTBBBTTPPP,BPP
TPT,BBBPPTTTBB,PTP
BPT,PPBBBPPBBB,PPB
PPB,TTBBBTTPPP,BPB
PTB,TTBBBPPBBB,PBB
P,BBPPPBBTTT,BBP
BPT,PPPTTPPPBB,PTP
PPP,BBBPPBBBTT,BTB
BTP,BBBTTBBBPP,BTB
TBT,BBPPPBBTTT,BPT
PBT,BBTTTBBPPP,TBB
BTB,PPPBBTTTBB,TBT
TBP,TTTPPBBBTT,PBP
PTB,TTTPPBBBPP,TPP
TPT,BBPPPTTPPP,TPT
PP,BBTTTBBPPP,TTP
PPT,BBPPPTTPPP,BPT
BBP,BBTTTBBTTT,BBT
TPT,PPPBBPPPBB,TBP
PTB,TTBBBTTBBB,PPP
TTT,PPPBBTTTBB,PPB
BTP,BBPPPBBTTT,BBT
BTT,BBPPPTTBBB,PTP
TBT,BBBPPBBBPP,TTP
TPT,BBPPPTTPPP,BPB
PTT,PPBBBPPBBB,PBT
BBB,TTTBBPPPTT,BPB
TBP,BBPPPBBTTT,PPT
TBB,TTPPPTTBBB,PTP
PTB,PPPTTPPPBB,PPB
PPT,BBTTTBBPPP,TTB
BTB,TTBBBTTBBB,PBP
BPP,BBPPPTTPPP,BPB
PTB,PPTTTBBPPP,BBB
P,BBPPPTTBBB,PBP
BB,TTBBBPPTTT,BTP
PTT,BBPPPBBPPP,TBB
PTP,BBTTTPPTTT,BTB
TBT,PPBBBTTBBB,TBP
TBT,BBTTTPPTTT,BTB
BBT,PPBBBPPTTT,BTP
TTB,PPPBBTTTBB,TBP
TBP,BBPPPTTPPP,BBT
PPB,TTBBBTTBBB,TPP
PPT,PPPBBPPPBB,PTB
BTP,BBBTTPPPBB,TPT
TBT,PPBBBPPBBB,TTT
PPB,TTTPPTTTBB,TPP
PPB,PPBBBPPTTT,PPP
TBT,BBPPPTTBBB,TB
PBP,TTTBBPPPBB,PTB
BBT,PPPTTPPPBB,PPP
BBB,TTTPPTTTPP,T
TBT,BBBPPBBBPP,TBP
TTT,BBBPPTTTPP,TTB
TBT,PPPBBPPPBB,TPB
BBT,BBBTTPPPTT,PTT
TBP,BBBTTBBBPP,BTT
TPT,BBPPPTTPPP,BTB
TBB,TTBBBPPBBB,
TPB,PPBBBPPBBB,PPB
PBT,BBBTTPPPBB,PPP
PBT,PPBBBPPBBB,PBT
BPB,PPPTTPPPBB,PTB
TTT,PPBBBPPTTT,PPT
BBT,PPPTTBBBTT,BPT
PBT,BBTTTPPBBB,TTP
TPT,PPPTTPPPTT,PBP
PPP,BBTTTPPBBB,PTP
TTB,TTPPPTTPPP,TT
TTB,TTTBBPPPBB,
TTP,BBTTTPPBBB,PPP
TPB,PPBBBPPTTT,PTP
TBB,PPTTTBBPPP,TB
TBB,TTPPPTTBBB,TTB
PPT,BBTTTPPBBB,T
PTB,TTBBBTTBBB,PTP
BTB,TTTPPTTTPP,TBP
T,BBPPPBBTTT,BTP
PBT,PPBBBPPBBB,PTP
BPB,PPPBBTTTPP,TTT
PPB,TTPPPBBPPP,BTP
TTB,PPBBBPPBBB,TPP
BBT,BBBPPBBBPP,TPB
P,TTTPPBBBPP,TTB
TBP,BBBTTBBBTT,PBT
PBP,TTPPPTTPPP,TBP
PPP,TTTPPBBBTT,BPB
BBT,PPPBBTTTBB,PPP
TTP,BBBPPBBBPP,BPB
TTP,BBBTTPPPBB,TPB
TBB,PPBBBTTPPP,TBT
TPB,TTTPPBBBPP,TBT
PBP,TTTPPTTTBB,PBT
TBB,PPTTTPPBBB,TTB
TPT,BBTTTBBPPP,BBP
BTB,PPBBBTTPPP,BTT
PBT,BBBTTBBBTT,PBT
P,BBTTTPPBBB,PTB
TBT,PPBBBTTPPP,TBP
TPP,TTPPPTTBBB,PTP
PTB,PPPTTPPPTT,PPT
BBB,TTTBBTTTBB,TPT
BPB,TTPPPTTBBB,PBT
BTP,BBBPPBBBTT,BBP
BPP,BBTTTPPBBB,PTP
TPP,TTBBBTTPPP,BPB
BPB,PPPBBTTTPP,TTB
TTB,TTBBBTTBBB,TTT
TTB,PPBBBTTBBB,
TPT,PPTTTBBTTT,PTT
PBT,PPPTTBBBPP,TTP
PBT,BBBPPBBBPP,BBB
TPB,PPPTTBBBPP,BBT
PTB,PPPTTPPPBB,TBP
PPT,PPTTTPPBBB,PTB
,BBBTTBBBPP,BPT
TTP,TTTPPTTTPP,TBB
PTB,PPPTTPPPBB,TPT
BTB,TTTBBPPPBB,PBT
BBP,BBBTTPPPTT,PBP
PBT,BBTTTBBTTT,BBP
BTT,BBTTTBBTTT,BBP
PPB,TTBBBPPBBB,TPP
B,PPPTTPPPTT,PTT
TPB,TTPPPBBTTT,BPB
TPB,TTPPPBBTTT,PTT
PT,PPBBBTTPPP,TPT
TTP,BBPPPTTPPP,TBT
BBT,PPBBBTTPPP,TTB
TPT,PPPBBTTTBB,TT
TBP,BBBTTBBBPP,TPT
PPP,BBTTTBBPPP,BBT
PBP,BBTTTPPTTT,PBB
B,TTTBBPPPBB,PTT
TTT,BBBTTBBBPP,BTP
T,PPBBBPPBBB,TPT
BBT,BBBPPTTTBB,T
TPT,BBTTTBBTTT,BPP
TBB,TTBBBTTBBB,TPT
BPP,BBPPPTTBBB,TTB
BBT,BBTTTBBTTT,BBB
PBP,TTTPPTTTBB,PBB
TBT,PPTTTPPTTT,PBB
TPB,TTBBBTTPPP,BPT
BBB,PPPBBTTTBB,TBT
PBT,PPPTTPPPTT,BPT
TBP,TTTPPBBBPP,BPB
PBP,BBBPPBBBPP,BPP
BPT,BBTTTBBPPP,BPP
BTP,BBTTTPPBBB,PTP
PTB,TTTBBPPPTT,BTT
TPT,PPTTTBBTTT,PPT
BTT,BBPPPTTPPP,TPT
BTT,BBTTTPPTTT,PBP
BPT,BBTTTBBTTT,PPB
BTB,PPBBBPPTTT,PTP
PPB,PPPTTPPPBB,TTT
BPB,PPPTTBBBTT,BPP
TPB,TTTBBTTTPP,BPP
BT,BBBPPTTTBB,TPT
PBT,PPTTTBBPPP,BTT
PPB,TTBBBTTBBB,TTP
PPB,PPPTTPPPTT,BBB
BPT,PPBBBTTPPP,BBP
BBP,BBPPPBBPPP,BPB
PPB,PPTTTPPTTT,BPP
TBT,BBBTTBBBTT,BTB
BTP,TTTBBTTTBB,PPB
TBT,BBBPPBBBPP,TTT
BBB,TTTBBPPPTT,PTP
PBP,BBPPPBBTTT,BTP
TPT,PPBBBTTPPP,BTB
TBP,BBTTTPPBBB,TPB
PTP,BBTTTBBTTT,BPB
TTB,TTPPPBBPPP,BBP
BTB,TTPPPTTPPP,TTT
BTB,PPTTTPPTTT,BPT
BPB,PPPBBPPPTT,PTB
TTB,TTPPPTTPPP,BPP
TPP,TTPPPBBPPP,TBT
BPP,BBPPPTTPPP,BBT
BTP,BBPPPBBTTT,PPB
PBB,PPTTTPPTTT,BTT
PTP,BBBPPBBBTT,PB
T,PPBBBTTBBB,TBP
TTP,TTTPPBBBTT,PTB
PTP,BBPPPTTPPP,TPP
BTT,PPBBBPPBBB,PTP
BT,PPPTTPPPTT,PPT
TPB,PPPBBTTTBB,PPT
PBB,PPBBBPPTTT,BBP
PPT,BBTTTPPBBB,PTT
PTB,TTPPPTTPPP,BPB
PPT,PPPBBPPPTT,PBP
PPB,PPBBBTTBBB,PTT
TBP,BBPPPBBPPP,BTT
TTB,TTTPPTTTBB,PTP
PPB,TTTBBPPPBB,TBT
BTB,PPPBBTTTBB,PPP
PBB,TTBBBTTPPP,BTB
BBT,BBBPPBBBPP,
PTB,PPBBBPPBBB,PTP
BTB,PPPBBTTTPP,BTT
PPT,BBTTTPPTTT,PBT
TBP,BBTTTPPBBB,PTP
,PPPTTPPPTT,BBT
TBP,BBTTTBBPPP,BBB
BTT,BBTTTPPBBB,TTP
TBT,PPTTTPPTTT,BTT
TPP,TTBBBTTPPP,BBT
PBB,TTBBBPPBBB,PTB
TBP,TTTBBPPPBB,T
PPP,TTPPPTTPPP,BBP
,TTTBBPPPBB,PBP
BPT,BBPPPBBPPP,BPB
BTP,TTBBBTTPPP,BTT
TTT,BBBTTPPPBB,TPB
PTB,TTTBBTTTPP,BBP
BTT,PPTTTBBTTT,PTP
