before,pingpong_L,after,length
PPBPPP,PBPBB,BPPPBP,5
BBBPPP,BPBPP,PPBBBP,5
PPBBPP,PBPBB,PBBPPP,5
PPBBPB,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPBBBB,5
BBBBPP,PBPBB,PPBBBB,5
PBBBBP,BPBPP,BPBBPB,5
PBPBBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPPBBB,5
PBBPPB,BPBPP,BPPBPB,5
PBPPBP,PBPBB,BBBBPP,5
BBBPPP,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BPPBBP,5
PPBPPB,BPBPP,BPBPBP,5
BPPBPP,BPBPP,BPPBBB,5
PPBBBB,BPBPP,BPBBBB,5
PBBBBB,BPBPP,BPPPPP,5
PBBPPP,PBPBB,BBPPPP,5
PBBBBB,PBPBB,PPBBPP,5
BBBBBB,PBPBB,PPPPPP,5
PPPPBB,PBPBB,BPPBBP,5
PBPBPP,BPBPP,PBBPPP,5
BBPPBB,PBPBB,PPBBPP,5
PBPPPB,BPBPP,PPPPBB,5
PPBBBB,BPBPP,PPBBBP,5
BBBBBB,PBPBB,PPBBPB,5
PBPPPP,BPBPP,BPPBBB,5
PPBBPP,BPBPP,BBPPPB,5
BPPPBP,BPBPP,PPPBPB,5
PBPPPP,PBPBB,BBPBPB,5
BBBBPB,PBPBB,PBPBPB,5
BPBBPB,PBPBB,BPBBPB,5
BPBBPB,PBPBB,BBBPBP,5
PBPPPP,PBPBB,PPPPBP,5
PPPBPB,PBPBB,PPPBPB,5
PBBPPP,BPBPP,BPPBBB,5
BBPPBB,PBPBB,BPPPPP,5
PPPPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BBPBPB,5
BPBBBB,PBPBB,PPBBPB,5
PBBPPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,BBBPBP,5
BPPPPP,BPBPP,BBBBBB,5
BPBBBB,BPBPP,PPPBPB,5
PBPPPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PBPBBB,5
BBPPBB,PBPBB,PPBPBP,5
BPBBPP,BPBPP,BPPBPP,5
BPBPBB,BPBPP,PPBBPP,5
PPBBPP,BPBPP,PPPBBB,5
PPPBBB,PBPBB,BBPPBB,5
PBBPPP,PBPBB,BPPBPB,5
BPPBPB,PBPBB,BBPPBB,5
BPPBBP,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPBPPP,5
BBPBPP,BPBPP,PBPPPB,5
PPBPPB,PBPBB,PPPPBP,5
BBPPPP,BPBPP,PPBPPB,5
PBPPBB,BPBPP,BPBBPB,5
BPPBBB,BPBPP,PBPPPP,5
BBBPPP,PBPBB,PBPPBP,5
PBBPBP,PBPBB,PBBBBB,5
PPPPPB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BBBPPP,5
BBBPPP,PBPBB,BPPBBB,5
PPPPPP,PBPBB,BBPBPB,5
PBBBBP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BPBPBP,5
BPBBBP,BPBPP,BPPPPB,5
BBPPBP,PBPBB,PPPPPP,5
BPPPPP,PBPBB,PPBPBP,5
PBPBBB,BPBPP,BPBBPP,5
PPBPBP,BPBPP,BPPPPB,5
PBPPPP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPBBBP,5
PBBPPB,BPBPP,PPPPBP,5
PPPBPB,PBPBB,BPBBPP,5
BBPBBP,PBPBB,BBBPBB,5
BBBPPB,BPBPP,BPBBBP,5
BBPPBP,PBPBB,BBPPBP,5
PBBBPP,BPBPP,PPPPBB,5
BBPBPP,PBPBB,PPBBPB,5
BBPPBB,PBPBB,BBPPBP,5
PPPPPB,PBPBB,BBPPBB,5
BBPBBB,PBPBB,BBBPPB,5
BPPBPP,BPBPP,PPPBBP,5
BBBBBB,PBPBB,BBBPPB,5
BPPPBB,BPBPP,BPPBPP,5
PBPPPB,BPBPP,BBBBPB,5
BPPBBB,BPBPP,BPPPBB,5
BBPBBB,PBPBB,PPPPBB,5
BBBPPB,PBPBB,BBPBBB,5
PBPPBB,BPBPP,PPPPPB,5
PBPPBP,BPBPP,BBPPPP,5
PBBPPP,PBPBB,BPPBPP,5
BBBBPB,BPBPP,PPBBBB,5
PBBBBB,PBPBB,BBBBBP,5
BPPBBP,PBPBB,BPPBPB,5
BPBBBP,PBPBB,BBBPBB,5
PBPPPP,PBPBB,BBBBBP,5
BPPBBB,BPBPP,PPBPBP,5
BPPPPB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BPBPBB,5
PBPBBB,PBPBB,BBPBPB,5
BPBBBB,PBPBB,BPPBBP,5
BBPBPB,PBPBB,BBPPPB,5
PPPPPP,PBPBB,BBBPBB,5
PPPBBP,BPBPP,PBBPPB,5
PPPBBP,PBPBB,BPBBPP,5
PBBPPP,BPBPP,BPPPBP,5
PPBBBB,BPBPP,BPPPPB,5
BBBPPP,BPBPP,BPPBPB,5
PBPPBP,BPBPP,BPPBPP,5
PPBBBB,BPBPP,BPPPPB,5
BBBPPP,BPBPP,BPPBPB,5
PBPPBP,BPBPP,BPPBPP,5
BBPPPB,BPBPP,BPPBBP,5
BBBBBP,PBPBB,BPPPPB,5
BBBBBB,BPBPP,PBBPPP,5
BPPPBP,BPBPP,PBBBPB,5
BBBPBP,BPBPP,PBBPPP,5
BBBPPB,PBPBB,PPBPPB,5
BBPPPB,BPBPP,PPBPBP,5
PBPPPP,BPBPP,BPPBBB,5
PBPPBB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BPPPBB,5
PBBBPB,PBPBB,BBPPBP,5
BPPBPB,PBPBB,PPPBPB,5
BPBBPP,PBPBB,BBPBBP,5
BPPBPP,BPBPP,BBBPPP,5
BBBBPB,PBPBB,PPBPPB,5
PPBBBB,BPBPP,PBPBBP,5
BBPBPP,PBPBB,PBBBBB,5
PBBBBB,PBPBB,BPBPBP,5
PBBBPB,PBPBB,BPBBBP,5
PPPPPB,PBPBB,PPPPBB,5
PPBBPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PPBPPB,5
PPPPPB,PBPBB,PPPPBB,5
PPBBPB,PBPBB,PBPBBP,5
BPBPBB,PBPBB,PPBPPB,5
PPPPPB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PBPPBP,5
PPPPPB,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PBPPBP,5
BPBBBP,BPBPP,BBBBPB,5
BPPBBB,BPBPP,PPPBPB,5
PBPPPP,PBPBB,PPBBPB,5
BPBBPB,PBPBB,PPPBBB,5
PBBBBP,BPBPP,BPPBPB,5
PBPPBP,PBPBB,PPBPPB,5
PBPPPP,PBPBB,BBBBBP,5
PBBPPP,BPBPP,BPPBPB,5
BPPBPP,BPBPP,PBBPPP,5
PPPPBP,BPBPP,BPBBBB,5
PBPBBB,BPBPP,PBBBBB,5
PPBPPB,BPBPP,PBBPPB,5
BPBBBB,PBPBB,PPPPPP,5
PPPPPB,BPBPP,BBPPPP,5
BPPPPP,PBPBB,PPPBBP,5
BPPPPP,BPBPP,PBBPPP,5
PPPPBP,PBPBB,BPBPBB,5
BPPPPP,BPBPP,PBBPPP,5
PPPPBP,PBPBB,BPBPBB,5
BPPPBB,PBPBB,BPPBPB,5
PBBBPP,BPBPP,BPBPPB,5
PBPBPP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPBBPB,5
PBBPPB,BPBPP,BBBPBB,5
PPBBBB,PBPBB,BBPBPB,5
BPBBBB,PBPBB,PPPPBP,5
BBPPPP,BPBPP,BBBPBB,5
PBBPPB,BPBPP,PPPBPP,5
BPBBPB,BPBPP,BBBPPB,5
BBPPBP,PBPBB,PBPPPB,5
BBPBPP,PBPBB,BBBBPB,5
BBPBBB,PBPBB,BPPBBB,5
PPPBPP,BPBPP,BPPBBP,5
PPPPBP,BPBPP,PBBBPB,5
PBBBPB,BPBPP,BPPBBB,5
PPBBBP,BPBPP,BBPPBB,5
BBPPBB,PBPBB,BBBBPP,5
PBPPBP,BPBPP,PPPPBB,5
BBBBBP,BPBPP,PPBPPB,5
PPPPBP,PBPBB,PBBPPB,5
PBBBPB,BPBPP,BPPPPP,5
PBBPPB,BPBPP,PPBPPP,5
PPBBPP,PBPBB,BBBBBP,5
BPPPBP,PBPBB,BPPBPP,5
BPBBBP,PBPBB,PBPPBB,5
PPPBPP,PBPBB,PPPBBB,5
BBBPBB,PBPBB,PPPPPP,5
BPPPPP,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BPPBBP,5
PPBPPB,BPBPP,BPBPPP,5
BBPBPP,BPBPP,PPBBBP,5
PPBBBP,PBPBB,BBBPBP,5
PBBBBB,PBPBB,PPBBBP,5
PBPBBB,PBPBB,PBBPBP,5
BBPBBP,BPBPP,BPBBPB,5
BBBBPP,PBPBB,BPBPBP,5
BPBBBP,BPBPP,BBPBPP,5
BBPBBP,PBPBB,BBBBBP,5
PBPBBB,BPBPP,PBPPBB,5
BPPBBB,PBPBB,BBPPPB,5
PPPBPP,PBPBB,PBBPPP,5
PBBPPP,PBPBB,PBPPBP,5
PPBBPB,BPBPP,BPBBPB,5
BPBBPB,BPBPP,BPBPBB,5
PPPPBP,PBPBB,BBBPBB,5
PPBPPP,BPBPP,BPPPPP,5
PPBBPB,PBPBB,BBBPPP,5
PPBPPB,PBPBB,BBPBBB,5
BBBBPB,PBPBB,BBBPPP,5
BBBPBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,BBPPBB,5
PPPPPP,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PBPPPP,5
PPPPPP,PBPBB,BPBBBP,5
BPPPPP,BPBPP,BBBPBP,5
PPPPBB,BPBPP,BPPPPB,5
PPBPPP,PBPBB,PPPBPP,5
PBBBPB,BPBPP,BPPPPB,5
PPPPBP,PBPBB,BPPBPB,5
BPBBBP,PBPBB,BPPPBB,5
BBBBBB,PBPBB,BPPBBP,5
PBBPPB,BPBPP,BPBBPB,5
BPPBPB,BPBPP,PPBPPP,5
BPBPBB,PBPBB,PPBPPB,5
PPBPPP,BPBPP,BBBPBP,5
BPPBBB,PBPBB,BBPBBP,5
BPPBBP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BPBBBB,5
PBPPBP,BPBPP,PPBBBB,5
BBBPPB,PBPBB,PBBPBB,5
BPBBPB,BPBPP,PBBBPP,5
BBPBPP,BPBPP,BPBBPB,5
BPBBPB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PPBPPB,5
BBBPBP,BPBPP,PBBBBB,5
BBBPBP,BPBPP,PBBBBB,5
BBBPBP,BPBPP,PBBBBB,5
BBPBBB,BPBPP,BBPBBP,5
PPBBPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BPBBBP,5
BBPBBB,BPBPP,BBPBBP,5
PPBBPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,PBPBBB,5
PPBPBB,PBPBB,BPBBBP,5
BPBPBP,BPBPP,PPPBPB,5
BPPPPP,BPBPP,PBPPBP,5
PPPBPP,BPBPP,PPBPBB,5
BPBPPP,PBPBB,BPPBBP,5
BBPPPB,PBPBB,PPPBBP,5
PBBBPP,PBPBB,PBBBPB,5
BPPPPB,PBPBB,PBBBBP,5
BBPBBP,PBPBB,BBBPPB,5
BPPBPP,PBPBB,PPBPPP,5
PPBPPP,PBPBB,PPPBPB,5
BPBBPP,PBPBB,BPBBBB,5
BBBPPP,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BPBPPP,5
BBPBPP,BPBPP,PBPPBB,5
PBPPBB,BPBPP,BBBBPB,5
PPPBBP,PBPBB,PPBBBB,5
PBBPPB,BPBPP,PBBBBP,5
BPPBBP,PBPBB,PPPBPB,5
PBBPPP,BPBPP,BBPPPB,5
BPPBBP,PBPBB,PPPBPB,5
PBBPPP,BPBPP,BBPPPB,5
BPPBBP,PBPBB,PPPBPB,5
PBBPPP,BPBPP,BBPPPB,5
BBPPBP,PBPBB,PPBBBP,5
BBBPPB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BBBBBB,5
BBPBBB,BPBPP,BPPBBB,5
PPPBBB,PBPBB,BBPPBB,5
PPPBPB,PBPBB,BBBBPB,5
BBBPPB,BPBPP,PBBPBB,5
BPBBPB,PBPBB,BPBBPB,5
PBBBPB,BPBPP,PPBBBP,5
PPPBBB,PBPBB,BBBBPP,5
BBBPBP,BPBPP,PPPPPP,5
PPBBBP,PBPBB,BPPBBP,5
BBPPBB,BPBPP,BPBPBP,5
PBPBPB,PBPBB,BPBPPB,5
BPBPBB,BPBPP,BPBPPP,5
BBPBPP,BPBPP,PPBBBB,5
BBPPBP,PBPBB,PBPPPP,5
BPPBPP,PBPBB,BPPPPP,5
PBBBPB,PBPBB,PBBPPB,5
PBBPBB,BPBPP,PPPPBP,5
PPBPBP,BPBPP,PBBPPP,5
BBPPBP,PBPBB,BBPPPB,5
BBPPBP,PBPBB,BBPPPB,5
PBPPBP,PBPBB,BBBPBP,5
BPBBBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BBBPBP,5
PPBBBP,BPBPP,BPPPBP,5
BBPBBB,BPBPP,BBBBPB,5
BBBBPB,PBPBB,BBPBPB,5
BBBBPB,PBPBB,PBBBBP,5
PBBPPP,PBPBB,BBBPPP,5
PPBPPB,BPBPP,PBBBBB,5
BBBBBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PPPBBB,5
PBBPPP,PBPBB,BBBPPP,5
PPBPPB,BPBPP,PBBBBB,5
BBBBBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PPPBBB,5
BPPBBB,BPBPP,PPPPPB,5
PPBBPP,BPBPP,PPBPBP,5
PBPPPP,BPBPP,BPPBPB,5
PBPBPB,PBPBB,PBPPBP,5
BPPBPB,PBPBB,BBBBPP,5
PPBPBP,BPBPP,BBBPBP,5
PBPPBB,BPBPP,PBBBPP,5
BPPPBP,PBPBB,BBBBBB,5
PPPPPP,BPBPP,PPPBBB,5
PBBPPP,PBPBB,BBBBBP,5
BBBBBB,PBPBB,BBPBBP,5
BPBBPB,PBPBB,PBPPBP,5
PBBBBP,BPBPP,BBBBPP,5
BBBBPP,BPBPP,PBPPPB,5
PPPBPP,PBPBB,PBBPBB,5
BBPBBP,BPBPP,BPBBBB,5
BPBBPP,BPBPP,PPBPPP,5
PPBPPP,BPBPP,PBPBPB,5
PBPPPB,PBPBB,PBPBBB,5
BPBPBB,PBPBB,BBPPPB,5
PPBPPP,BPBPP,BBBPBP,5
BBPPBB,BPBPP,BPBBPP,5
BBPPPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PPBPBB,5
PPBBPP,PBPBB,PPBPPB,5
BPPPBP,PBPBB,PPPPPP,5
BPPPPP,PBPBB,BBBPBB,5
PBBBPB,PBPBB,PPBPPP,5
PPBPPP,PBPBB,BBBPPB,5
BBBPPB,PBPBB,BBPPBB,5
BPBBBB,PBPBB,BBBPBB,5
BBPBBB,PBPBB,BPPPBP,5
PPBPPP,PBPBB,PPBPPB,5
BPBBBP,BPBPP,PPBBBB,5
BPBBBB,PBPBB,BBBPBB,5
BBPBBB,PBPBB,BPPPBP,5
PPBPPP,PBPBB,PPBPPB,5
BPBBBP,BPBPP,PPBBBB,5
PBBPPB,BPBPP,BBPPBP,5
PBPPPB,BPBPP,BBPBPB,5
BPPBBP,BPBPP,PPBBPP,5
BPPPBP,BPBPP,BPPBPP,5
BPPBPP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PPBPBB,5
PBPBBP,PBPBB,BPBBBP,5
PBBPPB,BPBPP,BBPBBP,5
PBBPPP,BPBPP,BPBBBB,5
PBBPPB,BPBPP,BBPBBP,5
PBBPPP,BPBPP,BPBBBB,5
BPBBBP,BPBPP,PBBBBB,5
BBBBBB,PBPBB,BBBPBB,5
BPBBBB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPBBPB,5
BPBBBP,BPBPP,PBBBBB,5
BBBBBB,PBPBB,BBBPBB,5
BPBBBB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPBBPB,5
BBBBPP,BPBPP,BPPPBP,5
PPBPPP,BPBPP,PBPBBB,5
PBPBPP,PBPBB,BPPPBP,5
PPBPPB,BPBPP,BBBBBB,5
BBBBBB,PBPBB,BPPBPP,5
PPPPBB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,BBBBPB,5
BPBBBP,PBPBB,PBPPBB,5
PBPBBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BBBPPB,5
PPBBBP,PBPBB,BBBPBB,5
PBBPPB,PBPBB,PPPBBB,5
BPPPPB,BPBPP,PPBPBB,5
BPBPPP,PBPBB,BBBBPB,5
BPBPBP,BPBPP,PBBBPP,5
BPBBPB,BPBPP,PBPPBB,5
PPBPPP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,BPPPBP,5
PBPBPP,PBPBB,BBPBBB,5
BPPBBB,PBPBB,BBBBPP,5
PBBBPP,BPBPP,BBPPPB,5
PPBBBP,BPBPP,PBBPPP,5
PPPPBP,PBPBB,BBBBPP,5
BBBBBP,PBPBB,PBBBBB,5
BBBBPP,PBPBB,PPPPBP,5
PBBBPP,PBPBB,BBBBBB,5
BPPPBP,PBPBB,BBPBPP,5
PBPBBB,PBPBB,PBBBPB,5
BPPBPP,BPBPP,PPPPBP,5
BPPPPP,PBPBB,BPPPBB,5
BBPPBB,BPBPP,PPBPPP,5
PPBPPP,BPBPP,BPBBBB,5
PBPBBB,BPBPP,PPBPBP,5
PBPPPP,BPBPP,PBBPBB,5
BBBBBP,BPBPP,PBBPPP,5
PPPBBB,BPBPP,PBPPPP,5
PBPPBB,PBPBB,PBPPPB,5
BPBPPP,BPBPP,BPPBPP,5
PBBBBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,PPBPPP,5
PBBPBB,BPBPP,BPPBPP,5
PBPPBP,PBPBB,BPPBBB,5
PPBPPB,PBPBB,BBPPPB,5
BPPPBB,BPBPP,BBPBBB,5
PPBPPB,PBPBB,BBPPPB,5
BPPPBB,BPBPP,BBPBBB,5
PPPBBP,BPBPP,PPPBPB,5
PPPPBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPPPBB,5
PBPPPB,BPBPP,BPBBBP,5
BBBPPP,BPBPP,PPPPBB,5
PPBPPB,PBPBB,BPBPBP,5
PBPPPB,BPBPP,BPBBBP,5
BBBPPP,BPBPP,PPPPBB,5
PPBPPB,PBPBB,BPBPBP,5
BPBPPP,PBPBB,BPPBPP,5
PPPPBP,BPBPP,PPBPPB,5
PBPPBP,PBPBB,BBBPBB,5
BBPPPP,BPBPP,PPBBBP,5
BPPPPB,PBPBB,PPBBPP,5
PPPPPP,BPBPP,BPPPBB,5
PPPPBB,BPBPP,PPBPPB,5
PPPPBP,PBPBB,BPPPPB,5
BPPBBB,BPBPP,BPBBPB,5
PBPPBP,PBPBB,BBPBBP,5
BBBBPB,BPBPP,BPPBBP,5
BPBBPB,BPBPP,PBBBBP,5
BPPBBB,PBPBB,PBBBBP,5
PPPPPB,PBPBB,BPPBPP,5
PPPBPB,PBPBB,PBPPPP,5
BPPBPP,PBPBB,BBBPPB,5
BBBBBP,PBPBB,PBPPPP,5
BBPPPB,PBPBB,BBBBPP,5
PBPBBP,PBPBB,BPBBPB,5
PBBPBB,PBPBB,PPPPBP,5
PPPPBP,PBPBB,BBBBPB,5
BPPBBB,BPBPP,BBPPPB,5
PPBBBP,BPBPP,BPBPBB,5
BPBPPB,PBPBB,BBPPPB,5
BBPPPP,PBPBB,PPBPPP,5
PPPBBP,PBPBB,BPBBBP,5
BBPBBP,PBPBB,PBPBBP,5
PPBPBB,PBPBB,PBBPPB,5
BBBBBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPBBBP,5
PBPBBB,PBPBB,BBBBBB,5
PPPBPP,BPBPP,PPPPBP,5
PBPPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPBPPB,5
BPPBBP,BPBPP,PBPBBP,5
PBPBPP,PBPBB,PPBPBB,5
PBPBBP,PBPBB,PBBBPP,5
PBPBBB,PBPBB,PBPBPP,5
PBPBBP,BPBPP,PPPBBP,5
PPPBBP,PBPBB,BPPPBB,5
PBBBPB,BPBPP,PBBBBB,5
BPBBPB,BPBPP,PPBBBB,5
BBBPPP,BPBPP,PBBBBB,5
PPPPPP,PBPBB,BBPPBP,5
PBBBPP,PBPBB,PBBBBB,5
BPBBBB,BPBPP,BPPBBB,5
PBBBPP,PBPBB,PBBBBB,5
BPBBBB,BPBPP,BPPBBB,5
PPPBPP,BPBPP,PBPPPB,5
PPBBBP,PBPBB,PPPPPP,5
BPPBPP,PBPBB,BPPBBB,5
BPPBPP,PBPBB,BPPBBB,5
BPPBPP,PBPBB,BPPBBB,5
PBBPPP,BPBPP,PBPPBB,5
PPBBBP,BPBPP,BPPPBP,5
PPBPPP,BPBPP,PBPBPB,5
BPBBPB,PBPBB,BPPPBB,5
BBPBBP,BPBPP,PBBBPP,5
BBPBBP,BPBPP,BBPPPB,5
PBBBBB,BPBPP,PPPBPP,5
PPBPPB,BPBPP,BBPBPB,5
BPPBBP,BPBPP,BPBPBP,5
PBPPBP,BPBPP,BBBBBP,5
BBBBPB,PBPBB,PBPPPB,5
PPBBBB,BPBPP,PBPBPB,5
BPPPBP,BPBPP,PBBPPP,5
PBBPPP,BPBPP,BBBBPP,5
BBBPPB,PBPBB,BBBBBB,5
BBPPBP,BPBPP,BBBBBP,5
BBBBBB,PBPBB,BBPPPB,5
PPPPPP,BPBPP,PPPPBB,5
BBBBPB,PBPBB,BPBBBB,5
BBBBPB,BPBPP,PPBBPP,5
PBPPPB,BPBPP,PPBBPB,5
BBBPBB,PBPBB,PPBPPP,5
BBBBPP,PBPBB,BPBPPP,5
PPBPBB,BPBPP,PBPPBP,5
PPBBBP,PBPBB,BBPBBB,5
BBBPPB,PBPBB,PPPBBP,5
PPPPBB,BPBPP,BBBPPP,5
PBBBPP,PBPBB,PPPPPB,5
PPPPBB,BPBPP,BBPPPB,5
PPBBBP,PBPBB,BBBPBP,5
BPPPPP,PBPBB,BPPPPP,5
PPPPBB,PBPBB,BBBPPP,5
BBPBBB,BPBPP,PPPBPB,5
BPPPPP,BPBPP,BBBPPB,5
BPPPBP,BPBPP,BBBPBP,5
PBPPBB,BPBPP,PBPPBP,5
BPPPBP,PBPBB,PBBBBP,5
BBBBBP,PBPBB,PBBPPB,5
BBPBBP,PBPBB,BPBBPB,5
PPPBBP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,BBPPBP,5
BBBBBP,BPBPP,BPBPBB,5
PBBBBP,PBPBB,BBBBBP,5
BBBBBB,BPBPP,BPPPBP,5
PBBPPB,PBPBB,BPPBPP,5
PPBBBB,PBPBB,BBBBPP,5
PPPPPP,BPBPP,BBBBBB,5
PBBPBB,BPBPP,PPBPBP,5
PBPPPP,BPBPP,PBPPPP,5
PPPPBB,BPBPP,BBPPPP,5
BPBBPB,BPBPP,BPBPPB,5
BBPBPP,BPBPP,BPPBPP,5
BPPPBP,BPBPP,PBPPBP,5
BBPPBP,BPBPP,PBBBPP,5
BBBBPB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,BBBBPP,5
BBPPBP,BPBPP,PBBBPP,5
BBBBPB,BPBPP,PBPBPB,5
PBPPPB,PBPBB,BBBBPP,5
BBBPPP,PBPBB,PBBPBB,5
PBBPBB,PBPBB,BPPBPB,5
PBBBPP,PBPBB,BBPPPP,5
BBPPBP,BPBPP,BBBPPP,5
PPBBBP,BPBPP,BBPBPB,5
PBPPBB,PBPBB,BPBBBP,5
PBPBPB,PBPBB,PBBPBP,5
BBBBPB,BPBPP,PBPPPP,5
PPPPBP,PBPBB,PPPBBP,5
BPBPBB,BPBPP,BBBBPB,5
BBPBPB,PBPBB,BBBPPB,5
PPPBBP,BPBPP,PPPPPP,5
BPPPPP,BPBPP,PPPBBB,5
BPPBBB,BPBPP,BBPPPB,5
PPBPPB,PBPBB,BPPPPB,5
BBBBPB,BPBPP,BBPPPP,5
PBBPPP,PBPBB,BBPPBP,5
PPBPPB,PBPBB,BPPPPB,5
BBBBPB,BPBPP,BBPPPP,5
PBBPPP,PBPBB,BBPPBP,5
BBPBPP,BPBPP,PPPPPP,5
BBPPPP,BPBPP,BPBBPP,5
PPBBBP,BPBPP,BBPBBP,5
PBBPBB,PBPBB,BBPBPB,5
PBBPPB,PBPBB,PPPBPB,5
PBBPPP,BPBPP,PPBPPB,5
PPBBPB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,BPPPPB,5
PPPBBB,PBPBB,PPBPPB,5
PPBPPB,BPBPP,BBBBPP,5
BBBPPP,BPBPP,BBPPPP,5
PPBBPP,BPBPP,BPPPBP,5
PBBPPB,BPBPP,BBBBPP,5
BBBBBP,BPBPP,PBBBBP,5
PPPPBP,PBPBB,BPBBPB,5
PBBBPB,BPBPP,PPPPBB,5
PPBBPP,BPBPP,PPBBBB,5
BPBPBB,BPBPP,PBPBPP,5
BPBPPP,BPBPP,PBBPBP,5
PBPPPB,BPBPP,BBBPPP,5
PPPPBP,BPBPP,BBPPBP,5
BPPBBP,PBPBB,BPBPBB,5
BBBBBP,BPBPP,PPPBBP,5
BPPPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PBBPPB,5
PPPPBP,BPBPP,PPPBBP,5
PPBBBP,BPBPP,BPPPPB,5
BBPBPB,PBPBB,PBPPPB,5
BPPPPB,BPBPP,PBBPBB,5
BPBBBB,BPBPP,BBBBPP,5
PPPBBP,PBPBB,BPPBPB,5
BPBBBP,PBPBB,PPBBBP,5
BPPBBP,PBPBB,BPPPPP,5
BBBPPB,PBPBB,PBBBPP,5
BBBPPP,BPBPP,PBPBPB,5
PBPBPB,PBPBB,BPPPBP,5
BPPPBP,BPBPP,BBBBBB,5
BPBBBP,BPBPP,BBPPPB,5
PPPPPP,BPBPP,BPPBBB,5
BPPBPP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PBBBBP,5
BPPBPP,PBPBB,PPPPBB,5
BBBBBP,BPBPP,BPPPBP,5
PBPPBB,BPBPP,BBPBPP,5
BPBPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PBPBBB,5
PPPBBP,BPBPP,BBPPPP,5
BBPPPP,BPBPP,PPPBPB,5
PPPPBP,BPBPP,BPBPBB,5
PPBPPP,BPBPP,PPBPPB,5
PPPPBP,PBPBB,BBPBPP,5
PBBBBB,PBPBB,BPPBBP,5
BBBPPB,BPBPP,PPPBPB,5
PPBPBP,BPBPP,BPBPBP,5
BBPPBB,PBPBB,BPPPPB,5
PPBBBP,PBPBB,PBPPPP,5
BBPBPP,PBPBB,BBPPBB,5
BBBPPP,BPBPP,PPBPPB,5
BBBBPB,BPBPP,PBPBBB,5
BBPBPP,PBPBB,BPBPBB,5
PBPBBB,PBPBB,PPPBBP,5
BPPBPP,PBPBB,BPPBBB,5
BBBPPP,PBPBB,BBPBBP,5
PPBPPP,PBPBB,PPPBPP,5
PBBBPB,PBPBB,PPBPBB,5
PBBPBB,BPBPP,BBPPBB,5
BPPBPP,PBPBB,BBBPPB,5
PBBPPP,BPBPP,BPBBPP,5
BBBPBB,PBPBB,PPPBBP,5
PPPBBP,BPBPP,PBBBPP,5
BBBPPP,BPBPP,PPPPBB,5
PBBPPB,BPBPP,BPBPBB,5
BPBPPB,PBPBB,PPPPBP,5
BPBPBP,BPBPP,BPPPPP,5
BPPPBB,BPBPP,PBPPBB,5
PBPPBB,BPBPP,PPBBBB,5
PPBBBB,BPBPP,PPBBPB,5
