before,flip_trigger,after,length,flip_to
PPPBBB,BPBPPP,PBPBBP,6,P
PBPPPB,PBPBBB,BBPPPP,6,B
BBPPPP,PBPBBB,BBBPPB,6,B
BBBBPP,BPBPPP,BPBBPP,6,P
PBBPBP,BPBPPP,BBPBPB,6,P
PBBPPP,BPBPPP,PBBPBB,6,P
PBPPBB,BPBPPP,PBBPBP,6,P
BPPPPB,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBBBBB,6,P
BBBPBP,BPBPPP,PBBPPB,6,P
BBPPBB,BPBPPP,BPPPPP,6,P
PPPBPP,PBPBBB,PBPPBP,6,B
PBBPBP,BPBPPP,PPPPPP,6,P
PBBPBP,BPBPPP,PPPPPP,6,P
BPPPBB,BPBPPP,BPBBPB,6,P
BPBBPB,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,PBBBBB,6,P
BBPBPB,BPBPPP,PPPBPP,6,P
BPPPBB,PBPBBB,BBBBPP,6,B
PPBBBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,BBBPPP,6,P
BPPPBB,PBPBBB,BBBBPP,6,B
PPBBBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,BBBPPP,6,P
BPPPBB,PBPBBB,BBBBPP,6,B
PPBBBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,BBBPPP,6,P
BPPPBB,PBPBBB,BBBBPP,6,B
PPBBBB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,BBBPPP,6,P
PBPBBP,BPBPPP,PBBPPP,6,P
PBPBBP,BPBPPP,PBBPPP,6,P
PPPBBB,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,PBPBPB,6,B
PBBBPB,PBPBBB,PBBPBP,6,B
BBBPPB,PBPBBB,BPBPBP,6,B
PPBPPB,BPBPPP,BPPPBB,6,P
BBBPPB,PBPBBB,BPBPBP,6,B
PPBPPB,BPBPPP,BPPPBB,6,P
PBBBBP,BPBPPP,PPPPBP,6,P
PPBBPP,PBPBBB,BPBBBP,6,B
PPBBPP,PBPBBB,BPBBBP,6,B
PBBBBB,PBPBBB,PBBBBP,6,B
PBBBBB,PBPBBB,BPPPBP,6,B
PPPBPB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBBBBB,6,P
BBPPBB,PBPBBB,PBBPBP,6,B
BBPPBB,PBPBBB,PBBPBP,6,B
BBBPPP,BPBPPP,BBBPPP,6,P
PBBBBB,PBPBBB,BPBBBP,6,B
BBBBPB,BPBPPP,PBBBPB,6,P
PBBBPP,PBPBBB,PBBBPB,6,B
BBPBBB,PBPBBB,BBBPPB,6,B
PPBBBB,BPBPPP,BPPBPB,6,P
PPBBBB,BPBPPP,BPPBPB,6,P
PBBBPB,BPBPPP,BPPBBB,6,P
PBBPBP,BPBPPP,PPPPBP,6,P
PPPPPB,BPBPPP,PPPBBB,6,P
BPBBPP,BPBPPP,BBBBBP,6,P
BBPPPP,BPBPPP,BBPBBP,6,P
BPPPPP,BPBPPP,BBPPPP,6,P
PPBBBP,BPBPPP,BBBPBP,6,P
PPPBBB,PBPBBB,PBBBPB,6,B
BPPPPP,BPBPPP,BBPPPP,6,P
PPBBBP,BPBPPP,BBBPBP,6,P
PPPBBB,PBPBBB,PBBBPB,6,B
BBBPBB,BPBPPP,BBBBBB,6,P
BPBPPB,PBPBBB,BPBPBB,6,B
BPBBBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBPBPB,6,P
PPPPBP,BPBPPP,BPPPPP,6,P
PPPPBP,BPBPPP,BPPPPP,6,P
BPPPBP,BPBPPP,PPPPBP,6,P
PPPBPB,BPBPPP,PBPPPP,6,P
BBBPPP,BPBPPP,BPBPBP,6,P
BBBPPP,BPBPPP,BPBPBP,6,P
PBPBPB,BPBPPP,PBBBPB,6,P
PBBBPP,BPBPPP,BPBBPP,6,P
BBBBPB,BPBPPP,BBPPBP,6,P
PPPBBP,PBPBBB,PPBPBP,6,B
BBBBPB,BPBPPP,BBPPBP,6,P
PPPBBP,PBPBBB,PPBPBP,6,B
PPPBPB,PBPBBB,BBBPBB,6,B
BPPBBP,BPBPPP,PPPBBB,6,P
PPPBPB,PBPBBB,BBBPBB,6,B
BPPBBP,BPBPPP,PPPBBB,6,P
PPPBPB,PBPBBB,BBBPBB,6,B
BPPBBP,BPBPPP,PPPBBB,6,P
PPPBBB,PBPBBB,BPBPBP,6,B
PBBBBP,BPBPPP,PPBPBB,6,P
PPPBBP,PBPBBB,BBBBBB,6,B
BBBPBB,PBPBBB,PPBBPP,6,B
BBBPBB,PBPBBB,PPBBPP,6,B
BBBPPP,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPPPBP,6,B
BBPBBB,BPBPPP,BBBPBB,6,P
BBPBBB,BPBPPP,BBBPBB,6,P
PBBBBP,PBPBBB,BBPBPP,6,B
PPPPBP,BPBPPP,PBBBPP,6,P
PBBPPB,BPBPPP,PPPBPP,6,P
PPBBPP,BPBPPP,PBPBBB,6,P
BPBPPP,PBPBBB,PPBBPP,6,B
PBPBPP,BPBPPP,BBBBBP,6,P
PBPBPP,BPBPPP,BBBBBP,6,P
BBBPPP,BPBPPP,PPPPPP,6,P
PPBBBB,PBPBBB,PBBBBP,6,B
PBBBBP,BPBPPP,PPBBBB,6,P
PBPBPB,PBPBBB,PBBBBB,6,B
PBPPBB,BPBPPP,BBBPPP,6,P
PPPBPB,PBPBBB,PPBBBP,6,B
BPBPPB,BPBPPP,BBBBPP,6,P
PBBBBP,PBPBBB,BBPBPP,6,B
BPBPPB,BPBPPP,BBBBPP,6,P
PBBBBP,PBPBBB,BBPBPP,6,B
BPBPPB,BPBPPP,BBBBPP,6,P
PBBBBP,PBPBBB,BBPBPP,6,B
BBPBBP,BPBPPP,BPBPBB,6,P
BPPPBP,BPBPPP,BBPBBB,6,P
PPBPPP,BPBPPP,PPPPPB,6,P
PPPBBB,PBPBBB,PPBBPP,6,B
BPPPBP,BPBPPP,PPBPBP,6,P
BPBBPB,PBPBBB,PBBBPB,6,B
PBBBPP,BPBPPP,PBBPBP,6,P
PPPPBB,PBPBBB,BBPBPB,6,B
PBBBBB,PBPBBB,BPBBPP,6,B
BBPBBP,PBPBBB,BPBPPB,6,B
PPBPPP,PBPBBB,PBBBPB,6,B
BPPBBB,BPBPPP,PPPPPP,6,P
PPPPPB,PBPBBB,PPBBBP,6,B
BPBPPB,PBPBBB,BBBPBB,6,B
BPBPBB,PBPBBB,PBBPPP,6,B
PBBPPB,PBPBBB,BBPPPP,6,B
PBBPPB,PBPBBB,BBPPPP,6,B
PBBBPP,BPBPPP,PBPPBP,6,P
PPPBPP,BPBPPP,PPBPBB,6,P
PPPPPB,BPBPPP,PBPPBB,6,P
PPBPBP,PBPBBB,BPPPPP,6,B
PPPBBP,BPBPPP,PBPPPB,6,P
PPBBPP,BPBPPP,PPPPPB,6,P
PPBBPP,BPBPPP,PPPPPB,6,P
PPBBPP,BPBPPP,PPPPPB,6,P
BBPPPB,PBPBBB,BBBPPB,6,B
BBBPPB,PBPBBB,PBPBPP,6,B
PBBBPP,PBPBBB,PPPPPP,6,B
BBBPPB,PBPBBB,PBPBPP,6,B
PBBBPP,PBPBBB,PPPPPP,6,B
BPBPBB,PBPBBB,PBBPPP,6,B
BBPBBB,PBPBBB,BBBPBB,6,B
PBBPBP,PBPBBB,PBBPPP,6,B
PBBPBP,PBPBBB,PBBPPP,6,B
PBBPBP,PBPBBB,PBBPPP,6,B
PBBPBP,PBPBBB,PBBPPP,6,B
PPBPBB,PBPBBB,PBPPPP,6,B
BPBPBB,BPBPPP,PBBBPB,6,P
PPBPBP,PBPBBB,BPBPPB,6,B
BPPBBP,BPBPPP,PBBPPP,6,P
PBPPPB,BPBPPP,PBBBBB,6,P
PPBBBP,PBPBBB,PBBPPP,6,B
BBBBBB,BPBPPP,PPBPBB,6,P
BPBPBP,PBPBBB,PPBBBB,6,B
BPBPBP,PBPBBB,PPBBBB,6,B
BBPBBB,BPBPPP,BBBBPB,6,P
BPBPPB,PBPBBB,BPBPBP,6,B
PBBBBP,BPBPPP,BPPPPB,6,P
BBPPPP,PBPBBB,PPPBBP,6,B
BPPBPP,BPBPPP,BBPPPB,6,P
BBPBPB,PBPBBB,BBPPBB,6,B
PPPBBB,PBPBBB,BPBPBP,6,B
PBPPBP,PBPBBB,PBBBBB,6,B
PPBBBB,PBPBBB,PBPBBP,6,B
BBBPBP,BPBPPP,BPPBBP,6,P
BBPPBP,PBPBBB,PPBBPP,6,B
PPBBPP,BPBPPP,PBBBPP,6,P
BBBBPB,PBPBBB,BPBBBB,6,B
BBBBPB,PBPBBB,BPBBBB,6,B
PBBPPP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BPPPBP,6,P
PBBPPP,BPBPPP,BPBPPP,6,P
BPBPPP,BPBPPP,BPPPBP,6,P
PPPBPB,PBPBBB,BPBPBB,6,B
BBPBPB,BPBPPP,BPBPBP,6,P
PBPBPB,PBPBBB,PPPPBB,6,B
PBBBBP,BPBPPP,BBPBBB,6,P
BBPBBB,PBPBBB,BBPBBP,6,B
BBPBBB,BPBPPP,BBPPBP,6,P
BBBPPB,BPBPPP,BBBBPB,6,P
BBBPBB,BPBPPP,PBBBPP,6,P
BPBPPP,PBPBBB,PPBPBP,6,B
PBBBPP,BPBPPP,BPBBPB,6,P
PPPBPB,BPBPPP,BBPBBP,6,P
BPBBPP,PBPBBB,BBBBPP,6,B
PPBPBB,PBPBBB,BBPBBP,6,B
BBBBPB,BPBPPP,PPPPBB,6,P
PBBBPP,PBPBBB,PBBPBB,6,B
PPBBPB,BPBPPP,BBBPPB,6,P
BPPBPB,BPBPPP,PPPBBP,6,P
BBBBPB,PBPBBB,PBPPBB,6,B
BBBBBB,PBPBBB,BBBBBP,6,B
BBBBBB,PBPBBB,BBBBBP,6,B
BBBBBB,PBPBBB,BBBBBP,6,B
BPPBPP,BPBPPP,BBPPPP,6,P
BPPPPP,PBPBBB,BBBBPP,6,B
BBPPBP,PBPBBB,PBBBBP,6,B
PBPBBP,BPBPPP,PPBPPP,6,P
PPBPPP,BPBPPP,PPBBBP,6,P
PBBBPP,BPBPPP,BPPPBB,6,P
PBBBBP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BBPBBP,6,P
BBPBBP,BPBPPP,BBBPPB,6,P
BPBBPP,BPBPPP,BBBBPP,6,P
BBBPBB,BPBPPP,BBBPBB,6,P
PBBBPB,PBPBBB,PBPPBP,6,B
PBPPBP,BPBPPP,BPPBBP,6,P
BBPPPB,PBPBBB,BPBBBB,6,B
BBPPPB,PBPBBB,BPBBBB,6,B
PPBPBP,PBPBBB,PBPPPP,6,B
PPBPBB,BPBPPP,PBPPPB,6,P
PPBPPB,PBPBBB,BPPPPB,6,B
BBBPPB,BPBPPP,PPPPPB,6,P
PPPPPP,PBPBBB,BPBPBP,6,B
PPPBBP,BPBPPP,BPBPPB,6,P
PPBPPP,BPBPPP,PBPBPB,6,P
BPBPPB,BPBPPP,BBBPPP,6,P
PPBPPP,BPBPPP,PBPBPB,6,P
PPPPBB,BPBPPP,BPPBBB,6,P
PBPBPB,BPBPPP,BBPBPP,6,P
PBPPPB,BPBPPP,PBPBPP,6,P
BPPBBB,BPBPPP,PPPPBB,6,P
BBBBBP,BPBPPP,PPBPPP,6,P
BBBBBP,BPBPPP,PPBPPP,6,P
BBPBBB,BPBPPP,BPBBPB,6,P
BBBBBB,PBPBBB,PPBBBB,6,B
PPPPBP,PBPBBB,BBBPPB,6,B
PBBBPP,BPBPPP,PBBPPB,6,P
PPPPBP,PBPBBB,BBBPPB,6,B
PBBBPP,BPBPPP,PBBPPB,6,P
PPPPBP,PBPBBB,BBBPPB,6,B
PBBBPP,BPBPPP,PBBPPB,6,P
BPBBBP,PBPBBB,PPPPPB,6,B
BPPBPP,PBPBBB,BPPBPB,6,B
PBBBBP,PBPBBB,PBBBPB,6,B
PPBBPB,PBPBBB,BPBPBP,6,B
BPPBPP,PBPBBB,BPPBBB,6,B
PPPPBB,PBPBBB,PBBBPP,6,B
PPPPBB,PBPBBB,PBBBPP,6,B
PBPBPB,BPBPPP,BBBPPP,6,P
BBBPPP,BPBPPP,PBBPBP,6,P
PBPBPB,BPBPPP,BBBPPP,6,P
BBBPPP,BPBPPP,PBBPBP,6,P
PPBBPB,PBPBBB,BPBPBP,6,B
BPBPPB,BPBPPP,BPPBBB,6,P
PPBBPB,PBPBBB,BPBPBP,6,B
BPBPPB,BPBPPP,BPPBBB,6,P
PPPBPB,PBPBBB,PPBBPP,6,B
PPPPBP,BPBPPP,BBPPBB,6,P
BPPBBB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,BPBPBP,6,B
PPBPPB,PBPBBB,BBPPPB,6,B
BBPPBP,BPBPPP,BPPBBB,6,P
PPBBBB,BPBPPP,BBPBBP,6,P
PPBBBB,BPBPPP,BBPBBP,6,P
BBPBPB,BPBPPP,BPPBPP,6,P
BPPPPP,PBPBBB,BPPPBB,6,B
BBPBBP,PBPBBB,PPPPBP,6,B
PBBBPB,PBPBBB,PBPPBP,6,B
PBBBBB,BPBPPP,BPPBPP,6,P
BPPBPP,BPBPPP,BPPPPP,6,P
PPBBPB,BPBPPP,PPPBBP,6,P
BBPBBP,PBPBBB,PPPPBP,6,B
PBBPPB,PBPBBB,BPPBPP,6,B
PPBBPP,PBPBBB,PBBPBB,6,B
PPPPPB,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,BPPBPP,6,B
BPBBPB,BPBPPP,PPBPBP,6,P
PPPPPB,PBPBBB,BPPPPB,6,B
BPPBPB,BPBPPP,BPPBBP,6,P
BPBBPB,BPBPPP,PPBPBP,6,P
PPPPPB,PBPBBB,BPPPPB,6,B
BPPBPB,BPBPPP,BPPBBP,6,P
BPBBPB,BPBPPP,PPBPBP,6,P
PPPPPB,PBPBBB,BPPPPB,6,B
BPPBPB,BPBPPP,BPPBBP,6,P
BBBBBB,BPBPPP,PBBPPP,6,P
BBBBBB,BPBPPP,PBBPPP,6,P
PBPPPP,PBPBBB,BBPBPP,6,B
BPBBBB,BPBPPP,PBBBPB,6,P
PPPPBP,PBPBBB,PPBPBB,6,B
BPBBBP,PBPBBB,BBBBBP,6,B
PPBBPP,BPBPPP,BPPBPP,6,P
BPPPBP,PBPBBB,BPPBBP,6,B
PBBPPP,PBPBBB,PPPPPB,6,B
BPPBBB,BPBPPP,BBPPPB,6,P
PBBPPP,PBPBBB,PPPPPB,6,B
BPPBBB,BPBPPP,BBPPPB,6,P
BBBBPP,PBPBBB,PBBPPP,6,B
PPBPPB,PBPBBB,PPBPPB,6,B
PBPBPP,BPBPPP,PBPPPB,6,P
BBPPBP,PBPBBB,PBPPBB,6,B
BPPBBB,BPBPPP,PPPPPB,6,P
PPPPPP,PBPBBB,PPPPBP,6,B
BPPPPP,PBPBBB,BPBBPB,6,B
PPPBPB,BPBPPP,BBBBBB,6,P
PPBBBP,BPBPPP,PBPPBP,6,P
PPPPPP,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BBPPPP,6,P
PPPPPP,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BBPPPP,6,P
PPPPPP,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BBPPPP,6,P
BPPPPB,PBPBBB,PBBPBP,6,B
BPPPPB,PBPBBB,PBBPBP,6,B
PPPPBP,BPBPPP,BPPBBB,6,P
PPPPBP,BPBPPP,BPPBBB,6,P
PPPBPP,PBPBBB,PBBBBB,6,B
BPBBPP,BPBPPP,BPPPBB,6,P
PPBPBP,PBPBBB,PBBPBP,6,B
PBPPPP,PBPBBB,BPBBPP,6,B
PBBBPP,BPBPPP,BPPBPP,6,P
PPPPBB,PBPBBB,BBPBBB,6,B
BBBBBB,PBPBBB,PBBPPB,6,B
BBBPBP,PBPBBB,PBPBBP,6,B
PPBPPB,BPBPPP,PPPPBB,6,P
PPBPBB,PBPBBB,PPPPPB,6,B
PPPBPP,PBPBBB,PPPPPP,6,B
PBPPPB,BPBPPP,BPPBPB,6,P
PPBPBP,PBPBBB,BPPBPP,6,B
PBPPPP,PBPBBB,PPPPPB,6,B
BPPBPP,BPBPPP,PPBPBB,6,P
PPBBPP,PBPBBB,BPBPBP,6,B
BBBBPB,PBPBBB,PPBBBB,6,B
PPBPPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BBPPBP,6,P
PPBBPP,PBPBBB,BPBPBP,6,B
BBBBPB,PBPBBB,PPBBBB,6,B
PPBPPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BBPPBP,6,P
PPBBPP,PBPBBB,BPBPBP,6,B
BBBBPB,PBPBBB,PPBBBB,6,B
PPBPPP,PBPBBB,PBPPPB,6,B
PPBPBB,BPBPPP,BBPPBP,6,P
PPPPBB,PBPBBB,PPPBBB,6,B
PPBBBP,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,BBBPPP,6,P
PPBPBB,PBPBBB,PBBBBP,6,B
PBBBBP,BPBPPP,BPBBPB,6,P
BBBBPP,BPBPPP,PBBBBP,6,P
BPBPPB,BPBPPP,PBBBBB,6,P
BBBBPP,PBPBBB,PBBPBB,6,B
PPBBPB,PBPBBB,PPPPPP,6,B
BBBBPP,PBPBBB,PBBPBB,6,B
PPBBPB,PBPBBB,PPPPPP,6,B
BBBPPP,BPBPPP,PBPBPP,6,P
BBBPPP,BPBPPP,PBPBPP,6,P
BBPBBB,PBPBBB,PBBPBB,6,B
BPPBPB,PBPBBB,PPPPBB,6,B
BPPBBB,BPBPPP,PBPBPP,6,P
PPPPPP,BPBPPP,BBPBBB,6,P
BBBBBB,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,BBPPBP,6,P
BPPBPP,PBPBBB,BPPPBB,6,B
BBPPPP,PBPBBB,PPBPBP,6,B
BBPPBP,BPBPPP,PBBBBB,6,P
PPBBBP,BPBPPP,PPBBBB,6,P
BPBPBB,PBPBBB,PBBBPP,6,B
BBBPPP,BPBPPP,PPPBPB,6,P
BBBBPB,BPBPPP,PPBPBB,6,P
BPBBPP,PBPBBB,BBBBPP,6,B
BBPBBB,BPBPPP,PBBBBP,6,P
PPBPPB,PBPBBB,BPBBPP,6,B
PPBPPB,PBPBBB,BPBBPP,6,B
PBBBBB,PBPBBB,BPBBPB,6,B
BPPPBP,BPBPPP,PPPBBB,6,P
BPPPBP,BPBPPP,PPPBBB,6,P
BPBBPP,PBPBBB,BBBBBB,6,B
BBBBBP,BPBPPP,BPPBPP,6,P
PBPPBP,PBPBBB,BPBPPB,6,B
BBPBBB,PBPBBB,BPBBBP,6,B
PBBBPP,BPBPPP,PPBBBB,6,P
BPBBPB,PBPBBB,BBPPBP,6,B
BBPPBB,BPBPPP,BBBPPB,6,P
PPPBBP,PBPBBB,PBBBBP,6,B
PBBBBP,PBPBBB,BBBPPP,6,B
PPBBPP,PBPBBB,PPPBPP,6,B
BPPPBP,PBPBBB,PPPPPB,6,B
PPBPPP,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,PPPBPB,6,B
PPBBPP,PBPBBB,PPPBPP,6,B
BPPPBP,PBPBBB,PPPPPB,6,B
PPBPPP,PBPBBB,PPPBPB,6,B
PBBBPP,PBPBBB,PPPBPB,6,B
BPPBBB,BPBPPP,PBPBPB,6,P
PPBPBP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PBPPBP,6,B
BPPBBB,BPBPPP,PBPBPB,6,P
PPBPBP,BPBPPP,BPBBBP,6,P
PBPBPP,PBPBBB,PBPPBP,6,B
BPPPPP,BPBPPP,PPPBBB,6,P
BBBBPP,PBPBBB,PPPBPB,6,B
BBBBPP,PBPBBB,PPPBPB,6,B
PPPBPP,PBPBBB,PPBBPB,6,B
BPBPBB,PBPBBB,PPBPPP,6,B
PBBBPB,BPBPPP,BBBBBB,6,P
PBBBPP,BPBPPP,PBBBPP,6,P
BBBBBB,PBPBBB,PBPPPB,6,B
BPBPBB,BPBPPP,BBBPPP,6,P
PBBBPB,PBPBBB,BBBBPB,6,B
PBPBPP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BPPBPP,6,P
BPBBPB,BPBPPP,BBBPPB,6,P
PBPBPP,BPBPPP,PBPBPB,6,P
BPPPPB,PBPBBB,PBPBBB,6,B
PBPBPP,BPBPPP,PBPBPB,6,P
BPPPPB,PBPBBB,PBPBBB,6,B
PPPBPB,PBPBBB,PBBBBP,6,B
BBPPPB,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,BPPBBP,6,B
BBPPPB,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,BPPBBP,6,B
BBPPPB,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,BPPBBP,6,B
BBPPPB,BPBPPP,PPBPBB,6,P
PBPPPP,PBPBBB,BPPBBP,6,B
BPPBPP,PBPBBB,BPPBBB,6,B
BPPBPP,PBPBBB,BPPBBB,6,B
BBBPPB,PBPBBB,BPBPPB,6,B
BPPBBP,PBPBBB,PPPPBB,6,B
BBBPPB,PBPBBB,BPBPPB,6,B
BPPBBP,PBPBBB,PPPPBB,6,B
BBBPPP,PBPBBB,BPBBBB,6,B
BBPPPP,BPBPPP,PPPBBP,6,P
PPPBPP,BPBPPP,BPPBPP,6,P
PPBPPB,BPBPPP,BBPBPP,6,P
BBPBBP,PBPBBB,BBPBPB,6,B
PBBBBP,PBPBBB,PPBPPB,6,B
BPPBBB,BPBPPP,PBPPBP,6,P
BPPBBB,BPBPPP,PBPPBP,6,P
PBBPPP,BPBPPP,BPBBPP,6,P
BPPBBP,PBPBBB,BBBBBP,6,B
BBBPPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPPBPP,6,B
PPBPPB,BPBPPP,BPBBBB,6,P
BBPBPP,PBPBBB,BPPBPP,6,B
PPBPPP,PBPBBB,PBPBPP,6,B
BPBBBP,BPBPPP,BBBPPP,6,P
PPBBBP,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,BPBBPB,6,P
PPPBBB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPPPBP,6,B
BPBBPB,PBPBBB,PBPBBB,6,B
PBPBBB,PBPBBB,PPBPPB,6,B
BPPBPP,PBPBBB,PPBPPB,6,B
PPBPBP,BPBPPP,BPPPBP,6,P
BBBPBB,BPBPPP,BPBBBP,6,P
BBPBPP,PBPBBB,PBBPBB,6,B
BBPPBB,PBPBBB,PPPBBP,6,B
BBBBPB,PBPBBB,PBPPBP,6,B
BBBPBP,BPBPPP,BBPBBP,6,P
BPPBBP,PBPBBB,BPPPBB,6,B
PPBBPB,PBPBBB,BPPPPB,6,B
PBBPPB,PBPBBB,BPBBPP,6,B
BBBBPB,BPBPPP,BBBPBB,6,P
BBBPBB,PBPBBB,PBBPBP,6,B
BPBBPB,PBPBBB,PBBBPP,6,B
BPBPBP,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PPPBBB,6,P
PBBBBP,BPBPPP,BPBPBB,6,P
PBPPPB,PBPBBB,BPPBPP,6,B
BPBBPB,PBPBBB,PPPBBP,6,B
PBPPPP,BPBPPP,PPPPPP,6,P
PPBPPB,PBPBBB,PBBPBP,6,B
BBPBPP,BPBPPP,PBBPPB,6,P
PPBBBP,PBPBBB,BPPBBB,6,B
PPPPBB,PBPBBB,BPBPBP,6,B
PBPPBP,PBPBBB,BPPPBP,6,B
PBPPBP,PBPBBB,BPPPBP,6,B
PPBBPP,PBPBBB,PBBPPB,6,B
BBBBBB,BPBPPP,PBPPBB,6,P
BPPBBP,PBPBBB,BPBPPP,6,B
PBPBBB,BPBPPP,PBBPPB,6,P
PPPBBP,BPBPPP,BBBBBP,6,P
PPPPBP,PBPBBB,BBPBBB,6,B
BPPBBB,BPBPPP,PPPBPP,6,P
BBBBBB,BPBPPP,PBBBPB,6,P
BBBBBB,BPBPPP,PBBBPB,6,P
PBBPBB,BPBPPP,PBBPBB,6,P
BBPBPB,BPBPPP,BBBPBB,6,P
PBBBPB,BPBPPP,PPPPPB,6,P
PPPBBP,PBPBBB,BBPPBP,6,B
PBPBPB,BPBPPP,PBPPBB,6,P
BBPPBB,BPBPPP,PPBBPP,6,P
PPBPPP,BPBPPP,BPBBPB,6,P
PPPBPB,BPBPPP,PPPBBB,6,P
BBBPPB,BPBPPP,BPPPPB,6,P
PBPBPB,PBPBBB,PPBPBB,6,B
BPBPPB,BPBPPP,PPBPPB,6,P
PPBPPP,PBPBBB,PBPBBP,6,B
PPBPPP,PBPBBB,PBPBBP,6,B
PPPBBP,PBPBBB,BPPPBP,6,B
BBPBPB,BPBPPP,PPPPBP,6,P
PPPPPP,PBPBBB,BPBPPP,6,B
BBPBPB,BPBPPP,PPPPBP,6,P
PPPPPP,PBPBBB,BPBPPP,6,B
PPPBBP,PBPBBB,BPPPBP,6,B
BBBBBB,BPBPPP,BBPPBP,6,P
BBPPPB,PBPBBB,BPPBBB,6,B
PPBBPP,BPBPPP,PBBBBP,6,P
BPPPPB,PBPBBB,BBBPBB,6,B
PBBPBB,PBPBBB,BPBPPB,6,B
BPBBBP,PBPBBB,BBPBPB,6,B
BBBPPP,PBPBBB,BBBPBB,6,B
BPBPBP,BPBPPP,BPPBBP,6,P
PBPPPB,BPBPPP,BBBBPB,6,P
BBBPBB,PBPBBB,PPBBBB,6,B
PBBBBP,PBPBBB,PPBPBP,6,B
PBBBPP,PBPBBB,BBBBBB,6,B
BBPBBB,BPBPPP,BPPPPP,6,P
PPBPPB,BPBPPP,BBBPBB,6,P
BBPBBB,PBPBBB,PBPPBB,6,B
BBPPPB,PBPBBB,BPBBPB,6,B
BPBBPB,PBPBBB,PBBBPB,6,B
BPBBBP,PBPBBB,BPBPPB,6,B
PBPPPP,PBPBBB,BPBPBP,6,B
PPPPPB,PBPBBB,BBBBPP,6,B
PBBBPP,BPBPPP,PPBPPP,6,P
BBBPPB,PBPBBB,BBPBBB,6,B
BBPPPB,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,BBBPPP,6,P
BBPBPB,PBPBBB,BPBBBB,6,B
PPPPBB,BPBPPP,BBPBBP,6,P
PPBBPB,BPBPPP,PPBBPB,6,P
PPBBPB,BPBPPP,PBBPBB,6,P
BBBBPB,PBPBBB,BPPBBP,6,B
PBPPBB,BPBPPP,BPPPBB,6,P
BPPPBP,BPBPPP,BPPBPP,6,P
BBBBPB,BPBPPP,PBBPPB,6,P
BPBBBP,BPBPPP,BBBBBB,6,P
PPPBBB,PBPBBB,PBBPBP,6,B
BBBPBB,PBPBBB,PBBBBP,6,B
PBBPPB,PBPBBB,PPPBBB,6,B
PBBBPB,PBPBBB,PPPPPP,6,B
BPPBPP,BPBPPP,PPPBBP,6,P
PBBBPB,PBPBBB,PPPPPP,6,B
BPPBPP,BPBPPP,PPPBBP,6,P
BBPBPP,PBPBBB,BPPBPP,6,B
PPBPPB,PBPBBB,PPPPBB,6,B
BPPPBB,PBPBBB,BBBPPP,6,B
PPBBPB,PBPBBB,BBBBBB,6,B
PPPBPP,PBPBBB,BBPPPB,6,B
BPBBPB,BPBPPP,PBBPPB,6,P
PPBPPP,PBPBBB,PPBBPP,6,B
BBPPBB,PBPBBB,BBBBPP,6,B
PPPBPB,PBPBBB,PPBBPP,6,B
BBBBPP,PBPBBB,BBPPPB,6,B
BBBBBP,PBPBBB,PBBBPP,6,B
PPBBPP,BPBPPP,PBPBPP,6,P
PBPPPP,BPBPPP,PBPBBB,6,P
