before,clash_cut,after,pattern
PPBPBB,BBPPBB,PBBBBB,2-2-2(t-cut)
BPPBPB,PPBBPP,PPBPBB,2-2-2(t-cut)
BPPPPP,PPBBPP,PBPPPP,2-2-2(t-cut)
BPPPBB,BBPPBB,PBBPPP,2-2-2(t-cut)
PBBBPB,BBPPBB,PBPBBB,2-2-2(t-cut)
PPBPBP,BBPPBB,BPBBBB,2-2-2(t-cut)
BBBBPP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PBPBBB,2-2-2(t-cut)
PBBBPP,PPBBPP,BBBBBP,2-2-2(t-cut)
BBPPPP,BBPPBB,BBBPPP,2-2-2(t-cut)
PBBBPP,PPBBPP,BBBBBP,2-2-2(t-cut)
BBPPPP,BBPPBB,BBBPPP,2-2-2(t-cut)
BBBPBP,PPBBPP,PBPPBP,2-2-2(t-cut)
BPPPBP,PPBBPP,PPBBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,PPPBBP,2-2-2(t-cut)
PPBBBB,PPBBPP,PBBPBP,2-2-2(t-cut)
PPBPPB,PPBBPP,PBPPBB,2-2-2(t-cut)
BBBBPP,PPBBPP,PBPBBP,2-2-2(t-cut)
PPPPBB,BBPPBB,PPBBPP,2-2-2(t-cut)
PPBBBB,PPBBPP,BBPPPP,2-2-2(t-cut)
BBBBPP,BBPPBB,PPPPPP,2-2-2(t-cut)
BBPPBB,PPBBPP,PPPPBB,2-2-2(t-cut)
BPPPPB,BBPPBB,BBBPPB,2-2-2(t-cut)
BBBBBP,BBPPBB,BPPPBB,2-2-2(t-cut)
BBBPBB,BBPPBB,PBPBBB,2-2-2(t-cut)
BPBBBP,PPBBPP,PPBPPP,2-2-2(t-cut)
BPBPPB,BBPPBB,BBPBPB,2-2-2(t-cut)
PPPPPP,PPBBPP,BPBPPP,2-2-2(t-cut)
PPPPBB,BBPPBB,PPBPBB,2-2-2(t-cut)
PPBBBB,PPBBPP,BPBBBP,2-2-2(t-cut)
BBPPPP,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPPP,PPBBPP,PPPPBP,2-2-2(t-cut)
PBPPPB,PPBBPP,PPPPBP,2-2-2(t-cut)
BPPBBB,BBPPBB,BPBPPP,2-2-2(t-cut)
BBPBPP,PPBBPP,PBPBBB,2-2-2(t-cut)
BPPPPB,BBPPBB,PBBPPP,2-2-2(t-cut)
PBPPBB,BBPPBB,BPPBPP,2-2-2(t-cut)
PBPBBB,BBPPBB,PPPPPP,2-2-2(t-cut)
PBBBBB,PPBBPP,PPPPPP,2-2-2(t-cut)
BBBBPP,PPBBPP,PPPPPP,2-2-2(t-cut)
PBBPPP,PPBBPP,PPPBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,PBPPPP,2-2-2(t-cut)
PPBPPB,BBPPBB,BBBPPP,2-2-2(t-cut)
BPBPBP,PPBBPP,BBPPPB,2-2-2(t-cut)
BPBPPP,BBPPBB,PPPBPP,2-2-2(t-cut)
BPPPBB,PPBBPP,PBPPBB,2-2-2(t-cut)
BPBPBP,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPPPP,PPBBPP,PPPPPP,2-2-2(t-cut)
PBBPPB,BBPPBB,BBBBBB,2-2-2(t-cut)
BBPPBP,PPBBPP,BBPBPB,2-2-2(t-cut)
PPBPPP,BBPPBB,PBPBPP,2-2-2(t-cut)
BPBBBP,PPBBPP,PPPPPP,2-2-2(t-cut)
PPPPBP,BBPPBB,PPBPBB,2-2-2(t-cut)
PPBPBB,PPBBPP,BPBBPP,2-2-2(t-cut)
BBPPBP,BBPPBB,PPPPBB,2-2-2(t-cut)
PPBPBB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,PBBPBB,2-2-2(t-cut)
PBPBPB,PPBBPP,BBBBBP,2-2-2(t-cut)
PBPBPP,BBPPBB,BBBPPP,2-2-2(t-cut)
PBPPPP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBPPB,BBPPBB,BBBPBB,2-2-2(t-cut)
BBBBPP,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPPP,PPBBPP,BBPPPP,2-2-2(t-cut)
BPPPPP,BBPPBB,PPPPPP,2-2-2(t-cut)
PPPPBB,PPBBPP,PPPPPB,2-2-2(t-cut)
PPBBBP,PPBBPP,PPPBBB,2-2-2(t-cut)
BPPBPP,PPBBPP,PPBBBB,2-2-2(t-cut)
BBBPBP,PPBBPP,BBBPBB,2-2-2(t-cut)
BPBPPP,BBPPBB,BPBBPB,2-2-2(t-cut)
BPPBPP,PPBBPP,PPBBBB,2-2-2(t-cut)
BBBPBP,PPBBPP,BBBPBB,2-2-2(t-cut)
BPBPPP,BBPPBB,BPBBPB,2-2-2(t-cut)
BBPBBB,BBPPBB,BBPBPP,2-2-2(t-cut)
BPPBPB,PPBBPP,PPPBPP,2-2-2(t-cut)
BBPPPB,BBPPBB,PPPPPB,2-2-2(t-cut)
PPPBBB,PPBBPP,PPPBPP,2-2-2(t-cut)
PPPPPB,BBPPBB,BPPPBB,2-2-2(t-cut)
BBBBBB,BBPPBB,BBPBBP,2-2-2(t-cut)
PPPBBP,BBPPBB,BBPBBP,2-2-2(t-cut)
PPBPBB,BBPPBB,BBPPBP,2-2-2(t-cut)
PBBBBP,BBPPBB,PBBBPB,2-2-2(t-cut)
PPPPBB,BBPPBB,BBPBBP,2-2-2(t-cut)
PBBBBP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,BPPBBP,2-2-2(t-cut)
PBBPPB,PPBBPP,PPPBPB,2-2-2(t-cut)
BBBBBB,BBPPBB,PPBBBB,2-2-2(t-cut)
BBBBBB,PPBBPP,BBBBPP,2-2-2(t-cut)
BBBBPP,BBPPBB,BBPPPB,2-2-2(t-cut)
PBBBBP,PPBBPP,BBBPPP,2-2-2(t-cut)
BBBPPP,BBPPBB,BPPPBB,2-2-2(t-cut)
BBPPPB,BBPPBB,BBBPBP,2-2-2(t-cut)
PBBPPB,PPBBPP,PBPBPP,2-2-2(t-cut)
BPBPPP,PPBBPP,BPPBBB,2-2-2(t-cut)
PPPPPB,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPPPP,PPBBPP,BBBBBB,2-2-2(t-cut)
PPPPPP,BBPPBB,BBBBBB,2-2-2(t-cut)
BPBBPP,BBPPBB,PBBBBB,2-2-2(t-cut)
BBPPPB,BBPPBB,BBPBBB,2-2-2(t-cut)
BPPBPP,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PBBBBB,2-2-2(t-cut)
BBBBPB,PPBBPP,PPBBBP,2-2-2(t-cut)
BPPPPB,BBPPBB,PBPPPB,2-2-2(t-cut)
PBBBPB,BBPPBB,PBBBBP,2-2-2(t-cut)
BBBBPP,PPBBPP,PBBBBP,2-2-2(t-cut)
BBBBPP,PPBBPP,PPPPPB,2-2-2(t-cut)
BBBPPB,PPBBPP,BBPPPP,2-2-2(t-cut)
BPPBPP,BBPPBB,PPPPPB,2-2-2(t-cut)
PBPPBB,PPBBPP,PPPBBB,2-2-2(t-cut)
BBBPBB,BBPPBB,PPPPBP,2-2-2(t-cut)
BPBBBB,PPBBPP,PPBPBB,2-2-2(t-cut)
BBBBBP,BBPPBB,PBBBBP,2-2-2(t-cut)
BBBBPP,PPBBPP,BPBPPB,2-2-2(t-cut)
PPBBBB,BBPPBB,PBBPBP,2-2-2(t-cut)
PPBBBB,BBPPBB,BBBBPP,2-2-2(t-cut)
BBBBPP,PPBBPP,BPBPPP,2-2-2(t-cut)
BPPBPB,BBPPBB,PPPPBP,2-2-2(t-cut)
PBPBBB,PPBBPP,PPBPBP,2-2-2(t-cut)
PPPBPP,PPBBPP,PPBBBB,2-2-2(t-cut)
PBBBBB,BBPPBB,BBBBBP,2-2-2(t-cut)
PBBBBB,BBPPBB,BPPPPB,2-2-2(t-cut)
PBBBPP,PPBBPP,PBPPPP,2-2-2(t-cut)
PBPPBP,PPBBPP,BPPBBB,2-2-2(t-cut)
BPPBBP,BBPPBB,BPPPPB,2-2-2(t-cut)
BPPPPB,BBPPBB,PPBPPP,2-2-2(t-cut)
PPPBBB,PPBBPP,BPPPBP,2-2-2(t-cut)
PBPPPB,PPBBPP,BBBPBB,2-2-2(t-cut)
PPPBPP,BBPPBB,BPBBPP,2-2-2(t-cut)
PPPBBP,BBPPBB,PBBPBB,2-2-2(t-cut)
PPPPBB,BBPPBB,PPBBPP,2-2-2(t-cut)
PPBBBB,PPBBPP,BBPPPP,2-2-2(t-cut)
BBBBPP,BBPPBB,PPPPBB,2-2-2(t-cut)
BBPPBB,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,BPPBBP,2-2-2(t-cut)
BBBBBB,BBPPBB,BBBBBB,2-2-2(t-cut)
PPPBBP,BBPPBB,PPPPBB,2-2-2(t-cut)
PBBPBB,PPBBPP,PPBBBB,2-2-2(t-cut)
PPPPBP,BBPPBB,PPPPBP,2-2-2(t-cut)
PPBPBB,PPBBPP,PPBPBB,2-2-2(t-cut)
BBBBPP,PPBBPP,PPPBBP,2-2-2(t-cut)
PBBPPP,PPBBPP,BBPBPP,2-2-2(t-cut)
BPPPPP,BBPPBB,PBPPBB,2-2-2(t-cut)
BPBBPP,PPBBPP,BBBPBB,2-2-2(t-cut)
BBPPPP,BBPPBB,BPBBPP,2-2-2(t-cut)
PPPPPP,PPBBPP,BBPBPP,2-2-2(t-cut)
BPBPPB,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,PBBPBB,2-2-2(t-cut)
PPBPPB,BBPPBB,PPBPPP,2-2-2(t-cut)
BPPBBB,PPBBPP,BPPPPP,2-2-2(t-cut)
PPPPPP,PPBBPP,BPPBPP,2-2-2(t-cut)
BBPPPB,BBPPBB,BBPPPB,2-2-2(t-cut)
PBPPBB,BBPPBB,BPBBBB,2-2-2(t-cut)
BPBPPB,PPBBPP,PBBPBB,2-2-2(t-cut)
PPPBBB,BBPPBB,BPPBPP,2-2-2(t-cut)
BPBPPP,PPBBPP,BPPBPB,2-2-2(t-cut)
BBBPBB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BPBPPB,2-2-2(t-cut)
PBPPBB,BBPPBB,PPPBPB,2-2-2(t-cut)
PPBBBB,PPBBPP,PBPBPP,2-2-2(t-cut)
PBPPBP,PPBBPP,BPBPPB,2-2-2(t-cut)
PBPPBP,BBPPBB,BBBPBB,2-2-2(t-cut)
PPPPPB,BBPPBB,PPBBBP,2-2-2(t-cut)
PPPBBB,PPBBPP,BBBPBB,2-2-2(t-cut)
PBBBPP,BBPPBB,BPBBPP,2-2-2(t-cut)
BPPPBB,BBPPBB,PPBBBP,2-2-2(t-cut)
PPBBBB,PPBBPP,BBBPPP,2-2-2(t-cut)
BBBBPP,BBPPBB,BPPPBB,2-2-2(t-cut)
BBPPBP,BBPPBB,PBBBPB,2-2-2(t-cut)
PPBPBB,BBPPBB,PPPBBB,2-2-2(t-cut)
BPBBBB,PPBBPP,PBBBBB,2-2-2(t-cut)
PPPPPB,PPBBPP,PPPBBB,2-2-2(t-cut)
PBBBPB,PPBBPP,BBPBPB,2-2-2(t-cut)
BBPBPP,BBPPBB,PBPBPP,2-2-2(t-cut)
PPPPPP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PBBBPP,2-2-2(t-cut)
PBBBPP,PPBBPP,BBPBPB,2-2-2(t-cut)
BBPPPP,BBPPBB,PBPBBB,2-2-2(t-cut)
BBPBPB,BBPPBB,BPBBBP,2-2-2(t-cut)
BPBBPP,PPBBPP,BPPPBB,2-2-2(t-cut)
BPBPPB,PPBBPP,BBBBPP,2-2-2(t-cut)
BPPBPP,BBPPBB,BBPPBP,2-2-2(t-cut)
PPPPPP,PPBBPP,PBPBBB,2-2-2(t-cut)
BBBBBB,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,PBBBPP,2-2-2(t-cut)
PPBBPB,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,BPPBBB,2-2-2(t-cut)
PBBPPB,BBPPBB,BBPPPP,2-2-2(t-cut)
PBBBPP,PPBBPP,BPPBBP,2-2-2(t-cut)
BPBBBB,BBPPBB,BBBBBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PPBPPB,2-2-2(t-cut)
PPBBBB,PPBBPP,BPPBBB,2-2-2(t-cut)
BBBPPP,PPBBPP,BBBBPP,2-2-2(t-cut)
BPPPPP,BBPPBB,BBPPPP,2-2-2(t-cut)
PPPPPP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PBPPPP,2-2-2(t-cut)
BBBBPB,BBPPBB,PBPPBP,2-2-2(t-cut)
PPPBPP,PPBBPP,BPBBPB,2-2-2(t-cut)
PPPPPB,BBPPBB,BPPPPP,2-2-2(t-cut)
PBPPBP,PPBBPP,BBBBPB,2-2-2(t-cut)
PPBPPP,BBPPBB,BBPBBB,2-2-2(t-cut)
BPPPBP,PPBBPP,BPPBPB,2-2-2(t-cut)
BBPBBB,BBPPBB,PBBBPP,2-2-2(t-cut)
BBBBBB,BBPPBB,BBBBPB,2-2-2(t-cut)
PBBBBP,BBPPBB,BPPBBB,2-2-2(t-cut)
PBBPPB,BBPPBB,BPBBBB,2-2-2(t-cut)
PPBPPP,PPBBPP,PPBBBP,2-2-2(t-cut)
BBBPPP,PPBBPP,BBBBBB,2-2-2(t-cut)
BPPPPP,BBPPBB,BBBBPP,2-2-2(t-cut)
BPBPBP,BBPPBB,BBPBBP,2-2-2(t-cut)
PBBBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
BBBPBB,PPBBPP,PBPBBB,2-2-2(t-cut)
BBBPPP,PPBBPP,PPPBPB,2-2-2(t-cut)
PBPBPB,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,BPPPBP,2-2-2(t-cut)
BPBBPB,BBPPBB,BPBPBB,2-2-2(t-cut)
BBBPPP,PPBBPP,PPBBPP,2-2-2(t-cut)
BPPBPB,BBPPBB,PPPBBB,2-2-2(t-cut)
PBPBBB,PPBBPP,PBBBPB,2-2-2(t-cut)
BPPBBP,BBPPBB,BBBBBB,2-2-2(t-cut)
PPBPBP,PPBBPP,BPPBBP,2-2-2(t-cut)
PPPPPB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,PPBBPP,2-2-2(t-cut)
PPBBBB,PPBBPP,BBPPPB,2-2-2(t-cut)
BBBBPP,BBPPBB,PPPBPB,2-2-2(t-cut)
BBPPBB,PPBBPP,PBPBPP,2-2-2(t-cut)
BPPPPB,BBPPBB,BBBBPB,2-2-2(t-cut)
BBBPBB,BBPPBB,BBBBBP,2-2-2(t-cut)
PPBBBP,PPBBPP,PPPPPP,2-2-2(t-cut)
PBPBPB,PPBBPP,PPBPPP,2-2-2(t-cut)
PBPPPB,PPBBPP,PPPBBB,2-2-2(t-cut)
PBBPPP,PPBBPP,BPPBBB,2-2-2(t-cut)
BPPBBB,BBPPBB,PPPPBB,2-2-2(t-cut)
PBBBBB,PPBBPP,PPBBBP,2-2-2(t-cut)
BPBBBB,BBPPBB,PPPBBB,2-2-2(t-cut)
BBBBBB,PPBBPP,PBBBBP,2-2-2(t-cut)
BBBBBB,BBPPBB,BBPBPB,2-2-2(t-cut)
PPPPBP,PPBBPP,BBPPBP,2-2-2(t-cut)
PPBPPP,BBPPBB,PPBPPB,2-2-2(t-cut)
BPPPBB,PPBBPP,BPPBBB,2-2-2(t-cut)
BPBBPB,PPBBPP,BBBPPB,2-2-2(t-cut)
BBPBPP,BBPPBB,BPPBBP,2-2-2(t-cut)
PBBPPB,BBPPBB,PPPBPB,2-2-2(t-cut)
BPPBBB,PPBBPP,PBPBBP,2-2-2(t-cut)
PBBBPP,PPBBPP,PPBPPB,2-2-2(t-cut)
PBPBBP,PPBBPP,BPBPBP,2-2-2(t-cut)
PBPBPP,PPBBPP,PPBBPP,2-2-2(t-cut)
BPBBPB,BBPPBB,BBBBPP,2-2-2(t-cut)
BBBPPB,PPBBPP,BPBPPB,2-2-2(t-cut)
PPPBPP,PPBBPP,PPBPBB,2-2-2(t-cut)
PPPPBP,BBPPBB,PPPBPP,2-2-2(t-cut)
PPBPBB,PPBBPP,PBPPBB,2-2-2(t-cut)
PBBBBP,BBPPBB,PPPBBP,2-2-2(t-cut)
BBBPBB,PPBBPP,PBBPPP,2-2-2(t-cut)
BPPBBP,PPBBPP,PBBPBB,2-2-2(t-cut)
PPPPPP,PPBBPP,BBBBBB,2-2-2(t-cut)
PPPPPP,BBPPBB,BBBBPP,2-2-2(t-cut)
PPPPPP,PPBBPP,BPBPBB,2-2-2(t-cut)
PBBPPB,PPBBPP,PBPPPP,2-2-2(t-cut)
BPBPPB,PPBBPP,BBBPBB,2-2-2(t-cut)
BPPBPP,BBPPBB,BPBBPP,2-2-2(t-cut)
PBBBPP,PPBBPP,PBBBBB,2-2-2(t-cut)
PPBBBB,BBPPBB,PBPPPB,2-2-2(t-cut)
PPBPBB,BBPPBB,PPPBBB,2-2-2(t-cut)
BPBBBB,PPBBPP,PBBBBB,2-2-2(t-cut)
BBBBBP,BBPPBB,PBPBBB,2-2-2(t-cut)
PBBBBP,PPBBPP,BBPPBB,2-2-2(t-cut)
BBBPPP,BBPPBB,PPBBPP,2-2-2(t-cut)
BPPPBB,PPBBPP,BBPPPB,2-2-2(t-cut)
PPBBPP,BBPPBB,PPPBBP,2-2-2(t-cut)
BBPPBB,PPBBPP,PBBPPP,2-2-2(t-cut)
BPBBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
BBBPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
PPPPPB,BBPPBB,BPBBBP,2-2-2(t-cut)
BPBBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
BBBPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
PPPPPB,BBPPBB,BPBBBP,2-2-2(t-cut)
PPPPPB,BBPPBB,PBPBPB,2-2-2(t-cut)
PPBBBP,BBPPBB,BBBBBP,2-2-2(t-cut)
PBBBBB,BBPPBB,BPBBBB,2-2-2(t-cut)
BBBBPB,BBPPBB,BPPBBB,2-2-2(t-cut)
BBBPPB,BBPPBB,BPPBBP,2-2-2(t-cut)
PBBBPP,BBPPBB,PPPBPB,2-2-2(t-cut)
BBPPBB,PPBBPP,PBPBPB,2-2-2(t-cut)
BPPPPB,BBPPBB,BBBPBP,2-2-2(t-cut)
BPPPBB,BBPPBB,PPPPPB,2-2-2(t-cut)
PPBBBB,PPBBPP,PPPBBB,2-2-2(t-cut)
PBPPBP,PPBBPP,PBBPBB,2-2-2(t-cut)
PPPBPB,PPBBPP,PBPBPP,2-2-2(t-cut)
BBBBPP,PPBBPP,PPPBBB,2-2-2(t-cut)
BPPPPB,PPBBPP,BBPBBP,2-2-2(t-cut)
PPPBPP,BBPPBB,PBBPBB,2-2-2(t-cut)
BBPPBP,BBPPBB,BPBBBB,2-2-2(t-cut)
PBBBBB,BBPPBB,PBBPPB,2-2-2(t-cut)
BPPBBP,BBPPBB,PBBPBB,2-2-2(t-cut)
BPPPPP,PPBBPP,PPBPBB,2-2-2(t-cut)
PBBBPB,PPBBPP,BBBBPB,2-2-2(t-cut)
BBPBPP,BBPPBB,BBPBBP,2-2-2(t-cut)
BBBBPP,PPBBPP,PPPPPP,2-2-2(t-cut)
BBPBPP,PPBBPP,BBBBPB,2-2-2(t-cut)
PBPPPP,BBPPBB,BBPBBB,2-2-2(t-cut)
BBBPBB,BBPPBB,PPBBBB,2-2-2(t-cut)
BPBBBB,PPBBPP,BBBBBP,2-2-2(t-cut)
BBBBPP,BBPPBB,BBBPPB,2-2-2(t-cut)
PPBBBB,BBPPBB,BPPBPB,2-2-2(t-cut)
BPBBBP,PPBBPP,PBPBPB,2-2-2(t-cut)
PPPBPB,BBPPBB,PPBBBP,2-2-2(t-cut)
PBPBBB,PPBBPP,BBBPBB,2-2-2(t-cut)
PBBBPP,BBPPBB,BPBBPP,2-2-2(t-cut)
BBBBPP,PPBBPP,PPBPBB,2-2-2(t-cut)
PBBPBP,PPBBPP,BBPPBB,2-2-2(t-cut)
BPBPPP,BBPPBB,PPBBPP,2-2-2(t-cut)
BPPPBB,PPBBPP,BBPPPP,2-2-2(t-cut)
PPBBPP,BBPPBB,PPPPPB,2-2-2(t-cut)
BBPPBB,PPBBPP,PPPBBB,2-2-2(t-cut)
PPBBBP,BBPPBB,PPPBBB,2-2-2(t-cut)
BBBPBB,PPBBPP,PBBBPP,2-2-2(t-cut)
PBPBPB,BBPPBB,BBBBPP,2-2-2(t-cut)
PPBBBB,BBPPBB,BBBBBP,2-2-2(t-cut)
PPPPBP,PPBBPP,PPBBPP,2-2-2(t-cut)
PPBBPP,PPBBPP,BPBPBB,2-2-2(t-cut)
PPPBBP,BBPPBB,BPBBBP,2-2-2(t-cut)
BPBBBP,PPBBPP,PPPPBB,2-2-2(t-cut)
PPPPPB,BBPPBB,BBPPPB,2-2-2(t-cut)
PPPPPB,BBPPBB,BBBPPP,2-2-2(t-cut)
PPBBBP,PPBBPP,PPBPPB,2-2-2(t-cut)
BBPPPB,BBPPBB,PPBBPP,2-2-2(t-cut)
PPPBBB,PPBBPP,BBPPBB,2-2-2(t-cut)
PBBBPP,BBPPBB,PPBBBB,2-2-2(t-cut)
BBPPBB,PPBBPP,BBBBPB,2-2-2(t-cut)
PPBBPP,BBPPBB,BBPBBP,2-2-2(t-cut)
BBBPBP,BBPPBB,BBBPBP,2-2-2(t-cut)
BPBBBP,PPBBPP,PBBPBP,2-2-2(t-cut)
PPPBPB,PPBBPP,BPPBBP,2-2-2(t-cut)
PBBPPB,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPPPP,PPBBPP,BBPPPP,2-2-2(t-cut)
PPPPPP,BBPPBB,PPPPPB,2-2-2(t-cut)
PPPPBB,PPBBPP,PPPBBB,2-2-2(t-cut)
PBBPPP,BBPPBB,BBBPBB,2-2-2(t-cut)
PPPPBB,BBPPBB,PPPPBP,2-2-2(t-cut)
PPBBBB,PPBBPP,PPBPPP,2-2-2(t-cut)
PPBBBB,BBPPBB,PPBBBB,2-2-2(t-cut)
BBBBBB,PPBBPP,BBBBPP,2-2-2(t-cut)
BBBBPP,BBPPBB,BBPPPB,2-2-2(t-cut)
PPBPPB,BBPPBB,PPPPPB,2-2-2(t-cut)
BPPBBB,PPBBPP,PPPBPP,2-2-2(t-cut)
BPPBBB,BBPPBB,PBPPBB,2-2-2(t-cut)
BPBBBB,BBPPBB,BBBPPP,2-2-2(t-cut)
PBPPBP,PPBBPP,BBPPPB,2-2-2(t-cut)
PPBPPP,BBPPBB,PPPBPB,2-2-2(t-cut)
BPPPBB,PPBBPP,PBPBBP,2-2-2(t-cut)
PPPPBB,BBPPBB,PBPBPP,2-2-2(t-cut)
PBPPBP,BBPPBB,BPPPPB,2-2-2(t-cut)
BPPPBP,PPBBPP,PPBPBP,2-2-2(t-cut)
PPBBPP,BBPPBB,PBPBPP,2-2-2(t-cut)
BBPBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
PBBPBB,PPBBPP,PBPBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,BPBPBB,2-2-2(t-cut)
BBPBBP,BBPPBB,PPPBPB,2-2-2(t-cut)
PBBPBB,PPBBPP,PBPBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,BPBPBB,2-2-2(t-cut)
PBPBPB,PPBBPP,PBBBPB,2-2-2(t-cut)
BPPPPP,PPBBPP,PBBBPB,2-2-2(t-cut)
BBPBPP,PPBBPP,PBBPPB,2-2-2(t-cut)
PPPBBP,PPBBPP,BPBBPP,2-2-2(t-cut)
BBPPPP,PPBBPP,BBBPPB,2-2-2(t-cut)
PPPPPP,BBPPBB,BPPBBB,2-2-2(t-cut)
PBBPPB,BBPPBB,BPPPBB,2-2-2(t-cut)
PPBBBP,PPBBPP,PPBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,PPBPPP,2-2-2(t-cut)
PBBBBB,PPBBPP,BPPPPB,2-2-2(t-cut)
BPPBPP,PPBBPP,PPPBPB,2-2-2(t-cut)
PBPPPB,BBPPBB,BPBBBP,2-2-2(t-cut)
PPPPPP,PPBBPP,BPPPPB,2-2-2(t-cut)
PPPPPP,PPBBPP,BPPPPB,2-2-2(t-cut)
BPBBPB,PPBBPP,PPBBBB,2-2-2(t-cut)
BPBPBB,BBPPBB,BPPBPB,2-2-2(t-cut)
BPPBBP,BBPPBB,PPPBBP,2-2-2(t-cut)
PBBPBB,PPBBPP,PBBPBB,2-2-2(t-cut)
BPBPPP,PPBBPP,PBBBBB,2-2-2(t-cut)
BBPBPB,PPBBPP,PBPPPP,2-2-2(t-cut)
BPBPPB,PPBBPP,PBBBPP,2-2-2(t-cut)
BBPPPB,BBPPBB,PBPBBB,2-2-2(t-cut)
BBPBBB,BBPPBB,BPBBPB,2-2-2(t-cut)
BBBBPP,PPBBPP,BBBBPB,2-2-2(t-cut)
BBPPPP,BBPPBB,BBPBPB,2-2-2(t-cut)
BBBPBP,BBPPBB,BBBPPB,2-2-2(t-cut)
BPBPPB,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BBBBPP,2-2-2(t-cut)
PPPPPB,BBPPBB,PPBBBB,2-2-2(t-cut)
PPPBBB,PPBBPP,BBBBBB,2-2-2(t-cut)
PBBBPP,BBPPBB,BBBBPB,2-2-2(t-cut)
BBBBBP,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPPPP,PPBBPP,BBBBPB,2-2-2(t-cut)
PPPPPP,BBPPBB,BBPBBB,2-2-2(t-cut)
PBPPPP,PPBBPP,PBPPBP,2-2-2(t-cut)
PBBPBB,BBPPBB,BBBPPB,2-2-2(t-cut)
BBPBPP,PPBBPP,BBBBBP,2-2-2(t-cut)
PPPPPB,BBPPBB,BBPPPB,2-2-2(t-cut)
PBBBBP,PPBBPP,BPPPPP,2-2-2(t-cut)
BPPBPB,BBPPBB,BBBPPB,2-2-2(t-cut)
BPPBBB,BBPPBB,BPBPPP,2-2-2(t-cut)
BBPBPB,PPBBPP,BBBBPP,2-2-2(t-cut)
PBPBPP,BBPPBB,BBPPBB,2-2-2(t-cut)
BBPPBB,BBPPBB,BBPBPB,2-2-2(t-cut)
PBBBBP,PPBBPP,BPPPPP,2-2-2(t-cut)
PBPPPP,PPBBPP,PBBPPP,2-2-2(t-cut)
PPPBBP,PPBBPP,PPPBBB,2-2-2(t-cut)
BPBPBP,PPBBPP,PBPBBP,2-2-2(t-cut)
BPPPBP,BBPPBB,BBBBBB,2-2-2(t-cut)
BBPPPP,PPBBPP,BBBBPB,2-2-2(t-cut)
PPPPPP,BBPPBB,BBPBPB,2-2-2(t-cut)
BPBPPP,PPBBPP,PPPPBB,2-2-2(t-cut)
BBPPPP,PPBBPP,BPBPPP,2-2-2(t-cut)
PPPBPB,PPBBPP,PBPBBP,2-2-2(t-cut)
PBBPBP,PPBBPP,PPBBBB,2-2-2(t-cut)
PPPPBB,BBPPBB,BBBBBP,2-2-2(t-cut)
PBBBPB,BBPPBB,BPPPPP,2-2-2(t-cut)
PPBPBB,BBPPBB,PBBPPP,2-2-2(t-cut)
BPBPBB,BBPPBB,PPBPPB,2-2-2(t-cut)
BPBBBB,PPBBPP,BPPBBB,2-2-2(t-cut)
PBBPBP,PPBBPP,BBPPBB,2-2-2(t-cut)
BPBPPP,BBPPBB,PPBBBP,2-2-2(t-cut)
BPPPBB,PPBBPP,BBBPPP,2-2-2(t-cut)
