before,red_not_tidt,after,length
BBPPPP,BPBBBBBBPBPB,PPBPBP,12
PBPBPP,BPBPBBPBBBBB,PPPPPB,12
BBPPPP,BBBBBBBBBPBBB,PPPPPB,13
BPPBPP,BBBPBPBBBBPBBB,PPBPBB,14
PBBBPP,BPBBBPBBPBPBBPBBB,PPPBBB,17
PBBBPP,BBBBBBBPBBBBPB,PPBPPB,14
PBBPPP,BPBBBBPBBB,PPBPPP,10
PPBPPP,BBBBPBBBBBB,PPPBBP,11
BPPBPP,BBBBBPBBBPB,PPPPPP,11
PBPPPP,BBPBPBBBBBBB,PPPPBP,12
PPBPPP,BPBBBBPBPBB,PPBPPP,11
PPBPPP,BBBPBBPBBB,PPBBBB,10
BPPPPP,BBBBPBPBBPB,PPBBPB,11
BBPPPP,BBBBBBBPBBBPBBPB,PPBBPB,16
BBBPPP,BBPBBBPBBB,PPPPPP,10
BBBPPP,BBPBPBBBBBBBB,PPBPPB,13
BPBBPP,BBBBBBPBBPB,PPPBPP,11
BPBBPP,BBBBBBPBBPB,PPPBPP,11
PBPPPP,BPBBPBBBBBB,PPPBBB,11
PBBBPP,BPBBBBBBBPB,PPPBBB,11
PBBBPP,BPBBPBPBBBBBBBBBPBB,PPPBPP,19
BPPPPP,BBBBBPBPBBPBPBBBPBPBBPBBB,PPPBBB,25
BPBPPP,BBBPBBBBPBB,PPPPPP,11
PPBBPP,BBBBBBPBPBBBPBBBBBB,PPPPPP,19
BPBBPP,BBBBBBBPBBB,PPBBPB,11
BBBPPP,BBPBBBPBBPBPBB,PPPBBB,14
BBBPPP,BPBBBPBBBPBBPB,PPPBBB,14
PPPPPP,BBPBPBBBBBB,PPPPBP,11
BPBBPP,BBBPBPBBBB,PPPPBP,10
BPBBPP,BBBPBPBBBB,PPPPBP,10
BBPPPP,BBBBPBPBPBBBPB,PPBBPB,14
PPPPPP,BBBPBBBPBBBPBBB,PPBPPP,15
BPPPPP,BBBBBBBBPB,PPBPBP,10
BPPPPP,BBBBBBBBPB,PPBPBP,10
BBPPPP,BBBBBBBBBPBB,PPBPPP,12
BBPBPP,BBPBBBBPBPBPBBB,PPBPBP,15
PBPPPP,BBBBBBPBBPBBBB,PPPPBP,14
BPBBPP,BBBBBBBBBBPBBBBPB,PPBPBB,17
BBPBPP,BPBBPBBPBPB,PPBBBB,11
BBPPPP,BPBPBPBBPB,PPPBPP,10
BBPPPP,BBPBBPBBPBPB,PPBBPB,12
PPPPPP,BPBBBBPBBBB,PPBBPB,11
BBBBPP,BPBPBBBBBBPBPB,PPBBPP,14
BBBPPP,BBBBPBPBBB,PPPBBP,10
BBBBPP,BBBPBBPBPBB,PPBPBB,11
PPBBPP,BPBBBPBBPBPBPBBBB,PPPBPP,17
BPPPPP,BBBBBBBBBBBBBPBPBBBBB,PPPPBP,21
BBPPPP,BPBPBBPBPBB,PPBBBB,11
PPBPPP,BBPBBBBPBPBPBBB,PPBBBP,15
BBBBPP,BPBBBBPBBBBBBBPB,PPBBPP,16
PPBBPP,BBBPBBBBBBBB,PPPBBP,12
BBBPPP,BBPBBBBBBB,PPPPBB,10
BPBPPP,BBBBBPBPBBBBB,PPPPBB,13
PBBPPP,BBBBBPBPBBPBBBPBB,PPBBPB,17
BPBPPP,BBBBBPBPBBBBB,PPPPBB,13
PBBPPP,BBBBBPBPBBPBBBPBB,PPBBPB,17
PPBBPP,BBBBBBBBBBBBBBB,PPPBPB,15
PPPBPP,BBPBBBPBPBPBPBPBPBPBBBB,PPBBBP,23
BBBBPP,BBBPBPBBPBBPBBBBPBPB,PPBPBB,20
PPPPPP,BBBBPBBBBB,PPPBBB,10
BPBBPP,BBBPBBBPBBB,PPPBPP,11
BBPBPP,BPBBBBBBBPBB,PPPPPB,12
PPBPPP,BBBBPBPBPB,PPBBBB,10
BPBPPP,BBBPBPBPBB,PPBBBB,10
PBBPPP,BPBBBPBBBB,PPPBBP,10
BPBPPP,BPBBBPBBBPBB,PPBBBB,12
PBBPPP,BBBBBBPBBBBBB,PPBBBP,13
BBBPPP,BBBBBBBBBPBBB,PPPPPB,13
PBPPPP,BBBBBBBBPBBPBBPBBB,PPPPBB,18
PBBPPP,BBBBBBPBBBBPB,PPBBBP,13
BPPBPP,BBBBBBPBBB,PPPPPP,10
BBBBPP,BBBBPBBBBPBBB,PPBPBP,13
BBBPPP,BBBBPBPBPB,PPBPPP,10
PBBPPP,BBBBBPBBPBPBBBBBB,PPPPPB,17
BPPPPP,BBBPBPBBPB,PPBBPP,10
PBBPPP,BPBPBBPBBBB,PPBPPB,11
BBBBPP,BBBPBBPBPB,PPPPBB,10
PPPBPP,BPBBBBBPBBB,PPBPPB,11
PPBBPP,BBBBPBBBPBBBPBBPB,PPBBBP,17
PPBBPP,BBPBPBBBPBBBPBB,PPPBBP,15
PBBPPP,BBBBBBBBBBBBBBB,PPPBBP,15
BPBBPP,BBBBBPBBBBBB,PPBBPP,12
BPPPPP,BBBPBPBPBPBPBB,PPPBBB,14
PBBBPP,BBBBPBBBBPBBBBBPBBPBB,PPPPPP,21
PPPPPP,BBBBBBPBBPBPBPBBPB,PPBBPP,18
PPPPPP,BBBBPBBBPB,PPBPBB,10
BPBBPP,BPBBBBPBBBB,PPBBPP,11
BBPPPP,BBBBPBBBBBB,PPPBBP,11
BPBPPP,BPBBBPBBBPBBB,PPPPPP,13
BBBBPP,BBBBPBBBBB,PPBPBB,10
BBPPPP,BBBBBBBBBBBBBBBPBBBBBBB,PPBBBB,23
PPPPPP,BPBBBBBBBBB,PPPPBB,11
BBBPPP,BPBBPBBBBPBBPBBBBBPBB,PPBBPP,21
PPPPPP,BPBPBBPBBPBBBBBPBBBBB,PPPPBP,21
BBBPPP,BBPBBBBBBBBPBBBBBBPBBPB,PPBBPP,23
PPPPPP,BPBBPBPBPBPBBBPB,PPPPBB,16
PPPPPP,BPBBPBPBPBPBBBPB,PPPPBB,16
PPBPPP,BPBBBBBPBB,PPPPPB,10
PPBBPP,BBBBBBBBBB,PPPPPP,10
PPPPPP,BBBBBBBBBB,PPBBBB,10
PBBPPP,BBBPBBBPBBBBBBBB,PPPPPP,16
BPPPPP,BPBBPBPBBPB,PPBPPB,11
PPPBPP,BPBBBPBBBBBBBB,PPBBBB,14
BBBBPP,BBBBBBBBBPBPBPB,PPPBBP,15
BBBPPP,BBBPBPBBBBBBB,PPBBBB,13
PBPPPP,BPBPBBBPBBBBPB,PPBPBP,14
PPPBPP,BPBPBBBBBBBB,PPPBBB,12
PPPPPP,BBPBBPBPBPBB,PPPPBP,12
PPPPPP,BBBBPBBBBBPBPBBBBBBPBPB,PPPBPP,23
BBPPPP,BBBBPBPBBBBPB,PPPPBB,13
BPBBPP,BBPBPBPBBBBB,PPBBPB,12
BBBPPP,BPBBPBBBBBBPBBBBBBB,PPPPPP,19
BBPPPP,BBBBBPBPBBPBPBPBPBBPB,PPBPPB,21
PPBPPP,BBBBBBBBBB,PPPBPP,10
PPPBPP,BPBBPBBBBB,PPBBPB,10
PPBBPP,BBBBBBBPBBBB,PPPBPP,12
PPPPPP,BPBBPBBPBBBBBBBBBB,PPPPBB,18
BBPBPP,BBBBBBBPBBBBPBPBB,PPBPBP,17
PPBPPP,BPBBPBBPBBPB,PPBPBB,12
PPBBPP,BPBBBBBBBBPBBB,PPBBPB,14
BPPPPP,BBPBBBBBBPBBPBBPB,PPPPPP,17
BBBBPP,BBBBBBBBBBBBB,PPBPPP,13
PPPBPP,BBBBPBBPBBBBB,PPPPBB,13
PBBBPP,BBBBBBBBBBB,PPPBPP,11
PPBBPP,BBBBPBBBBB,PPPBBB,10
BBBPPP,BPBBPBBBPB,PPPBBB,10
BBPBPP,BBBBPBBPBBBBBB,PPPPPP,14
BBBBPP,BPBBBBBBBB,PPPBPP,10
BPPPPP,BBBPBBBBBPBBB,PPBBPP,13
BPPPPP,BBBBPBBPBBBPBPBBBBB,PPPBBB,19
PPPPPP,BBPBBBPBPBPBBBBB,PPBBBP,16
BBPBPP,BBBBBBPBBB,PPPPBB,10
PPPBPP,BBBPBPBBBBPB,PPPPBB,12
BBBPPP,BBPBPBBBBPBBPBPB,PPPPBP,16
BBBPPP,BBBPBBBBPBBBBBPBBPB,PPBPBB,19
BBPBPP,BBBBBBBBBBBBB,PPPBBP,13
PBPPPP,BBPBPBBBBBB,PPBBBB,11
PBPPPP,BBBBPBBBPB,PPPBBP,10
PPBPPP,BBPBPBBPBBBBBPB,PPBBPP,15
BPPPPP,BBBPBBPBBB,PPBPBP,10
PPBBPP,BPBPBBBBBBBPBB,PPBBPP,14
BBBBPP,BBBBPBBBPBBBBBBBB,PPBBPP,17
PPBPPP,BBBPBBBBBPBPBPBPB,PPPPPP,17
PBBPPP,BBPBBPBBBBBBPB,PPBPBB,14
PBPPPP,BBBPBBPBPB,PPPBBB,10
PBPPPP,BBBPBBPBPB,PPPBBB,10
BPPPPP,BBBPBPBPBBB,PPPBBP,11
BPBBPP,BBBBBBBBPBBBBBBBBPBBBBBPBPBBPBPB,PPPBBB,32
PPBBPP,BPBBBBBBBPBPBB,PPBPPB,14
BPPBPP,BPBPBBPBBBBBBB,PPPPPP,14
BPBPPP,BBBBPBBBBBPBPB,PPBBPP,14
PPBPPP,BPBBBBBPBB,PPPBPP,10
BPBPPP,BPBBBPBPBBB,PPBBBP,11
PBPBPP,BBBPBPBPBBBBPBPBBBBBPBPBB,PPBPBP,25
PPBPPP,BPBPBBBBBBBB,PPBPBB,12
BBBBPP,BPBBBBPBPBBB,PPPPPP,12
PPBPPP,BPBBBBPBPBBB,PPPPBB,12
PPBBPP,BPBBBBBBPBBBBBPB,PPBBPP,16
BPPPPP,BBBBBPBBBB,PPPBBP,10
BBPPPP,BBBPBBBBPBBBB,PPBBBP,13
BBBPPP,BBPBPBBBBBBB,PPPBPP,12
PPPPPP,BBBPBPBPBPB,PPPPPB,11
PPBBPP,BBPBPBBBPB,PPPPPP,10
PPPPPP,BBBPBBPBBB,PPPPPB,10
BBPPPP,BBBBBBBBBBBPBBBB,PPBBBP,16
PBBPPP,BBBBBBPBPBBBPBBBB,PPPBPB,17
BBBPPP,BPBPBBPBBBPB,PPPPPB,12
BPBBPP,BPBPBBBPBB,PPBPPB,10
BBPPPP,BBPBBBBBPBBPB,PPPPPP,13
PBPBPP,BBBPBBPBPBB,PPPPBP,11
BPBBPP,BBPBPBBPBB,PPPBBB,10
PBBPPP,BBBPBPBPBB,PPPPBP,10
PBBBPP,BBBBBBBPBBB,PPBPBB,11
PBPPPP,BBBBBBPBBBB,PPPBPP,11
PPPBPP,BBBBBBBBPBB,PPPBBP,11
PPBPPP,BBPBPBPBPBB,PPBPBP,11
PPBPPP,BBPBPBBPBPBPB,PPBBBP,13
PPBBPP,BPBPBBPBBPBBBBPBPBPB,PPPPBP,20
PBPBPP,BBPBBBBBBBB,PPPPBP,11
BBPPPP,BBPBBBBPBBB,PPPBPP,11
BPPPPP,BBPBPBBPBBB,PPBPPP,11
BBPBPP,BBBBBPBBBBB,PPPPPP,11
PPBBPP,BBBPBBBBBBB,PPBBPB,11
BPBPPP,BBPBBPBPBPB,PPPBBB,11
PPPPPP,BBBPBBPBBPBPBB,PPPPPB,14
PPPPPP,BBBBBPBPBBBBBBBBPB,PPPPPB,18
BPBBPP,BPBBPBBBBBBBBBBB,PPPBBP,16
PBPPPP,BBBBBBBBBPBB,PPPPBP,12
BBBBPP,BPBBBPBBPBPBBB,PPPBBB,14
PBPPPP,BBBPBBBPBBB,PPBPBP,11
BPPPPP,BBPBPBBBBPB,PPPBBB,11
PBBBPP,BBBBBPBPBBB,PPPPPB,11
PPBPPP,BBBBBBBBBPBB,PPBBPB,12
BBBBPP,BBBBPBBBBBBPB,PPBBPB,13
BBPBPP,BBPBBPBBPBBPBB,PPBBPB,14
BPBBPP,BBPBPBBBBBBBBBPBBBB,PPBBBB,19
BBBBPP,BBBBBPBBPBB,PPPPPP,11
BBBBPP,BBBBBPBBPBB,PPPPPP,11
BBPBPP,BBBBBPBPBPB,PPBBBP,11
BBBPPP,BPBBBBPBBBBPBB,PPPPPB,14
PPBBPP,BBBBPBBBPBBBPBPBBBBBPB,PPPBBP,22
PPPBPP,BPBBPBBBPBBBBBBBBPBBBBBBBBBBPBBBBBB,PPBBBB,35
PBBBPP,BPBPBPBBBBBBPB,PPBBPP,14
BPBPPP,BPBPBBBBBPB,PPPPPB,11
PPPPPP,BPBBBBBPBB,PPPPPB,10
BBBBPP,BBBBPBBBPBB,PPPPPP,11
PBBBPP,BBPBPBBBPB,PPBPPB,10
BPPBPP,BBBBBPBBPBBPBBPB,PPPPPP,16
BBPPPP,BBPBBBPBPB,PPBPBB,10
BBBPPP,BBPBBBPBPBBPB,PPBBPB,13
BBBBPP,BPBPBBBBPBBB,PPPPPB,12
PPPPPP,BBBPBBBBPB,PPBBPB,10
BBPBPP,BPBBBBBBBBBBBBBB,PPPBPB,16
BBPPPP,BPBBBBPBBPBPBBB,PPBBPB,15
BBPBPP,BBBPBPBBBB,PPPBBB,10
PBPPPP,BBBBBPBBPBB,PPBBBB,11
PPBPPP,BBBBPBBPBBBPB,PPPBPB,13
PPBBPP,BBBBPBBPBB,PPPPBB,10
BBPBPP,BPBBPBPBBPB,PPBPPB,11
PPBBPP,BPBBPBBBBBBBPBB,PPBBPB,15
PPPPPP,BBBBBPBBPBB,PPBBPB,11
PPBPPP,BBPBBBBBBBBB,PPPBBP,12
PPPBPP,BBBBPBBBBBPBBB,PPPBBB,14
BBBPPP,BBBBBPBBBBBBB,PPBBBP,13
PBPBPP,BBPBBPBPBB,PPPPBB,10
PBPBPP,BPBBBBBBBBPBPBBB,PPPPPB,16
PPPPPP,BBPBBBBPBBBBPBBB,PPPBPP,16
BPPPPP,BBBBBBPBBBPBPBPB,PPPBPB,16
PPPPPP,BBBPBBBPBBBPB,PPBBPB,13
BBPBPP,BBPBBBPBBPBBBB,PPPPBB,14
BBBBPP,BPBPBBBBPBBPBPB,PPPPPB,15
PPBPPP,BBBBBPBBBBBBBBBBBBB,PPPPPB,19
PBPBPP,BPBBPBBBPBBB,PPBPBP,12
PBBBPP,BPBPBBPBBB,PPPBBP,10
BBBPPP,BBPBPBBPBBBPBPBB,PPBBPP,16
PPPBPP,BBBBPBPBBB,PPBBPB,10
PPPPPP,BPBBBBBPBPB,PPPPPB,11
PPPBPP,BBBBPBBPBPBBPB,PPBPPP,14
PPPPPP,BPBBBBBPBPB,PPPPPB,11
PPPBPP,BBBBPBBPBPBBPB,PPBPPP,14
PPPPPP,BPBBBBBPBPB,PPPPPB,11
PPPBPP,BBBBPBBPBPBBPB,PPBPPP,14
BBBBPP,BPBBBBPBPBBBBBB,PPPPBB,15
BBBPPP,BBBBBBBPBPB,PPBBPP,11
BPPBPP,BPBBBBPBPB,PPPPBB,10
PPPBPP,BBPBBBBBBBPBBBB,PPPBBB,15
PBBBPP,BBBBBBBBBBBBB,PPPBBB,13
PPBPPP,BBBBBBPBBB,PPBPBP,10
PPPPPP,BBPBBBPBBBBBBBBBBBPBB,PPPPPP,21
BBBBPP,BBBBBPBBPB,PPBPPP,10
PBBBPP,BBBPBPBBPBPB,PPBPPB,12
PBPPPP,BBPBBBBBPBPBBB,PPBPPP,14
PBBBPP,BBBPBPBBBBBPBBPBBB,PPPPPP,18
PPPPPP,BPBPBBBBBPBBPBBBBPBPBBBBPBBB,PPPPBP,28
PPBBPP,BBBBBPBPBBBB,PPBPPP,12
BPPPPP,BBBPBBBPBPBBPBB,PPBBBB,15
PBPPPP,BBBBBPBPBBPB,PPPBPP,12
PBPPPP,BBBBBPBPBBPB,PPPBPP,12
PPBPPP,BBBBBPBBPBPBBB,PPBPPP,14
BPBPPP,BBPBBPBBBB,PPPPBP,10
BPBPPP,BBBBPBBBBBB,PPPBPB,11
BBPPPP,BBBPBBBPBBB,PPPBBB,11
BBPPPP,BPBBBPBPBBBB,PPBPPB,12
PBBPPP,BBPBBPBBBBPBBPBPBPBB,PPBPPB,20
PPBBPP,BBPBBBBPBBPBBBBB,PPBBBP,16
PBPPPP,BBBBPBBBPBB,PPPPPP,11
BBPPPP,BBBBPBBBPBB,PPPPBB,11
BBPPPP,BBPBBBBPBBBB,PPPBBB,12
BBBPPP,BBBBPBBBBPBB,PPPPBB,12
PBBBPP,BBBBPBPBBBBPBBBPBBBBBBB,PPBPPB,23
BPPBPP,BPBPBBBPBBBPB,PPBBPP,13
BBPPPP,BBBPBPBBPB,PPPBBB,10
BBBBPP,BBPBBPBPBBPBBBPBB,PPBPPB,17
BBPPPP,BBBPBPBBBB,PPPPBP,10
BBPBPP,BBBPBBBBBB,PPPBBB,10
BBBPPP,BBBBBBBBPB,PPBBBB,10
PBBPPP,BBBBBBBBPBB,PPBPPP,11
BPBPPP,BBBBPBBBBB,PPBPPP,10
PPPPPP,BBBBPBBBBBPB,PPPPBB,12
PBBPPP,BBBBPBBPBBBBBBBB,PPBBPP,16
PPBBPP,BPBBBPBBBBBPBB,PPBBPP,14
BBPPPP,BBPBPBBBBB,PPBPBP,10
PPBBPP,BPBBPBBBBBPBBBBBBBBBBBBBBPBB,PPBBBP,28
PPPPPP,BBPBBBPBPB,PPBBBB,10
BPBBPP,BPBBPBBBPBBPB,PPPPPP,13
BPPPPP,BBBPBPBBPBBBPBBBBBPB,PPPBPP,20
BPPPPP,BBBBBBBBBPBBBBBBPBPBB,PPBBPB,21
BPBBPP,BPBBPBBBPBPBBPBB,PPBBBB,16
BPBBPP,BBBBBBPBPBBBPBPBB,PPPPBB,17
BBPPPP,BBBBBBPBPB,PPBPBB,10
PBPPPP,BPBBBBBBBBPBBBBB,PPPBBB,16
BBBPPP,BBBBPBBBBB,PPPBPP,10
BPPBPP,BBBBPBPBPBBBBPBPBBB,PPBPPP,19
BBPPPP,BBBPBPBBBBBPBPBBB,PPPPBP,17
BPBBPP,BBPBBBBBPBBBB,PPBBBP,13
BBBBPP,BBBBBBBBBB,PPBBBP,10
PPBBPP,BBBBPBPBBPBBBBB,PPPPPB,15
BBBBPP,BBBBBPBBBPBPBBPBBPBPBBBB,PPPBBB,24
BBPPPP,BBPBBBPBBPBPB,PPBPBB,13
PPPBPP,BBBBPBBBPBPBB,PPBBPB,13
BBBPPP,BBBBBBBBPB,PPBBBP,10
BPPBPP,BPBBBPBPBBB,PPPBBB,11
BBPPPP,BBBBPBBBPBBBBPBB,PPBPPB,16
PPPBPP,BBBBBPBBBPB,PPPPBP,11
PPBPPP,BBBBPBPBPBBB,PPBPBB,12
BBBBPP,BPBBBBBBPBPB,PPBBPB,12
BPBBPP,BBBBPBPBBBPBB,PPPBBB,13
BBBBPP,BBBBBBPBBBBBPBPB,PPPPBB,16
PPPPPP,BBPBBPBPBBPB,PPPBBB,12
PPPBPP,BBBPBBBPBBBPBPBBBPBPBPB,PPBPPP,23
PPPBPP,BBBBBBPBBBB,PPPBPP,11
BPPBPP,BBBBBBPBBPBB,PPBBBB,12
BPBPPP,BBBBPBBBBB,PPBPBB,10
BPPPPP,BBPBPBBPBBPBB,PPPPPP,13
PBPBPP,BPBBBPBBBB,PPBBPB,10
BPBBPP,BPBBBBBPBPB,PPPPPB,11
BBBBPP,BBPBBPBBBBBPBBBBBBBBB,PPBBPP,21
BPPBPP,BPBBBBPBBPBBPBBBPBPBBPB,PPPBPB,23
BPBPPP,BPBPBBBBBBB,PPBPBB,11
PPPPPP,BBBBBBBBBB,PPBBBP,10
PPPPPP,BBPBBBPBBB,PPPPPP,10
PBPPPP,BBPBBBPBPB,PPPBBP,10
BBBBPP,BBBPBBBBBB,PPPBPB,10
PBPPPP,BPBPBBBBBPBPBB,PPBPBP,14
PPBBPP,BPBPBPBBBBPBPB,PPPPPB,14
BBBPPP,BPBBBBPBPBPB,PPPBPB,12
BBPPPP,BPBBPBBPBBB,PPBPPB,11
PPBBPP,BBPBPBPBBPBBPB,PPPPBP,14
BBBPPP,BBPBBBBPBB,PPBBPP,10
BBPBPP,BBPBBPBPBBBPBPBPB,PPPPPB,17
BPBPPP,BBBPBBBPBPB,PPBPBP,11
BBBBPP,BBBBBPBPBBB,PPBBPB,11
PBBBPP,BBPBPBBPBBBBB,PPBBPP,13
PPPPPP,BBBBBBBPBBB,PPBPPP,11
BBBPPP,BBBPBBBBBB,PPBBBB,10
PBPBPP,BPBBBBBBPBBBPBBPBPBBPB,PPPPPB,22
BPBPPP,BBPBBPBPBPBBB,PPPBPB,13
PBBBPP,BBBBBBBBBB,PPBPBP,10
BPPBPP,BBBPBPBBBBBBPBPB,PPPBPB,16
PBBBPP,BBBBPBBBPBPBBB,PPPPPB,14
PPPPPP,BBBPBBPBBPBBBB,PPPPPP,14
PBBPPP,BBBBBPBBPBPBB,PPBPBP,13
BPBBPP,BPBPBPBPBBB,PPPBBB,11
PPPBPP,BBBBBBPBBBB,PPPBBB,11
BPBPPP,BBBBBBBBBBBB,PPBBBB,12
BPBBPP,BBPBBBBBPBBB,PPBBPB,12
PPPPPP,BBBBBBBBBPB,PPBBPP,11
BBPBPP,BPBBPBPBBBBBBBB,PPBPBP,15
PBPBPP,BBPBPBBPBBB,PPPBBB,11
PPPPPP,BPBBPBBBBBBBBPBPBBBB,PPPPPP,20
PBBPPP,BBBBBPBBBPBBPBBBPBBBPBB,PPBPPP,23
BBBPPP,BBPBBPBPBPBBPBPBB,PPBPBP,17
BPBBPP,BPBPBBPBPBB,PPBPBP,11
PPBBPP,BBPBBPBPBBPBBBBBB,PPBBPB,17
BPBPPP,BPBBPBPBBPBBPB,PPBPBP,14
BPPPPP,BBPBBBPBBBBBBB,PPPBPP,14
PPPBPP,BBBBPBBPBPBPB,PPPBPP,13
BBPPPP,BBBBPBPBBPB,PPPPBP,11
PPBBPP,BBBPBBPBBPBPBBBPB,PPPBPB,17
BPBPPP,BPBBBBPBPBBB,PPBPPP,12
BPBBPP,BBBBBPBBBBB,PPPPBB,11
PPPBPP,BPBPBBBBBPB,PPBPPP,11
BBBBPP,BPBPBPBBPBBB,PPBPPP,12
PBBPPP,BBPBPBBPBBBPB,PPBBBP,13
BPPBPP,BBBPBBPBPBBB,PPBBBP,12
PBPPPP,BBPBBBPBPBBBBB,PPPPPP,14
PPPBPP,BBBBBBBPBBBBB,PPPPPB,13
PPPBPP,BPBBPBBBBBBB,PPBPPB,12
BBBPPP,BBPBBPBPBPBBPBPB,PPPPBP,16
PBPPPP,BBBBBPBPBPB,PPBBPB,11
PBPBPP,BBBBBPBBPBBBPB,PPPBPP,14
BPPBPP,BBBBBBPBBB,PPPPBP,10
PBBBPP,BPBBBBBPBBB,PPBBBB,11
PBPBPP,BBPBBBPBPBBB,PPBPBP,12
BPBBPP,BBBBBBPBPB,PPPPPP,10
PBPPPP,BBBBBBBBPB,PPBBBB,10
BBPBPP,BBBBBBBBBPBBBB,PPPPPP,14
BBPPPP,BBBBBBBBPBBB,PPPBBB,12
BBPBPP,BBBBBBPBBBBBB,PPPBBB,13
BBBPPP,BBBPBBPBBB,PPBBBP,10
PBBBPP,BBBBPBBPBB,PPBPPP,10
BBPBPP,BBBBBBBBBPB,PPBPBB,11
BPPPPP,BPBPBBBBBBPB,PPPBBP,12
PBPBPP,BBPBPBBBBPBBPB,PPBPBP,14
PPPBPP,BBPBBPBBBPBB,PPPPBP,12
PPPPPP,BBPBBPBPBB,PPBBBP,10
BBBPPP,BBPBBPBBBBBBBPBPB,PPPBBB,17
PPPPPP,BPBBPBBBPBB,PPPPPB,11
BBPPPP,BBBPBPBBBBB,PPBBBP,11
BBBPPP,BPBPBBBBBBPBPBPBB,PPBPBP,17
BBBPPP,BBPBBBBBPBBPBPB,PPBBBP,15
PBBBPP,BBBBBBPBBB,PPPBBB,10
BBBBPP,BBBBBPBBBB,PPBBBP,10
BBBBPP,BBBBPBBPBBBBPBBBB,PPBPBP,17
PPPPPP,BBBBBBBPBPBPB,PPPPPP,13
BPPPPP,BBBPBBPBBPB,PPBPBP,11
PBPPPP,BBBBBBBBBBBBBB,PPBBBB,14
PPPPPP,BPBBBBBBPB,PPPPPP,10
BBBPPP,BBBBBBBBBB,PPBPPP,10
BBBPPP,BPBBBBBBBBBBBBB,PPPPPP,15
BPPBPP,BBBPBBPBBB,PPBPPP,10
PPBBPP,BBBBBPBBBPBBB,PPBPPP,13
BPPPPP,BBPBBBBBBBB,PPPPPB,11
PPPBPP,BBPBBBBPBBPBB,PPBPPP,13
BPBPPP,BBBPBBPBBB,PPBBBB,10
BPPPPP,BBBBBBBBBBPBBBB,PPBBPP,15
PPBPPP,BPBPBBBBBBBBB,PPPPPP,13
PPPPPP,BBBBBBPBPBPBPB,PPPBBB,14
PPPPPP,BBPBPBPBBB,PPPBBP,10
PPPPPP,BBPBBBBBBB,PPPBPP,10
PPBBPP,BBPBPBBPBBBPBB,PPPPBB,14
PBPPPP,BPBBPBBBBB,PPPPBB,10
PPPPPP,BBBBBBPBBPB,PPBBBB,11
PBPPPP,BPBBBPBBBBBPBBPBBPBPBPBB,PPBPPB,24
BBBBPP,BBBBBBBBPBB,PPPPBB,11
BPPPPP,BBBBBBBBBBPBB,PPBPBB,13
BBPPPP,BBBBBBBPBBB,PPPPPP,11
BPPBPP,BPBBPBPBBBBBPBBBB,PPBPPP,17
PPPPPP,BPBBBBBBBBPB,PPPPBB,12
BPBBPP,BBBBBBBPBBPBPBBBBBBBBBBBBPBB,PPPPPP,28
PBBBPP,BBBBBBBBBBBBB,PPPPBB,13
BPPBPP,BBBPBBBBBBPBBPB,PPBBBB,15
BPPPPP,BBBPBPBBBB,PPPBBP,10
BBBPPP,BBPBBPBBBPBPBB,PPBPBP,14
BBBPPP,BBPBBPBBPBB,PPBBBB,11
BBPBPP,BBBBBBBBBPBBPBBB,PPPPPB,16
PPBPPP,BBPBBBBPBBBBPBBBBB,PPBBBB,18
BBBBPP,BBBPBBPBBB,PPPPBP,10
BBBBPP,BBPBBBBPBBBPBBBBBBB,PPPBBB,19
BPBBPP,BBBPBPBPBBPBPBPBBBPBBBPB,PPBBBB,24
PBBPPP,BBBBBBPBBB,PPBBPB,10
PBBPPP,BPBBBBBPBBB,PPPPBB,11
PBBPPP,BPBBBBPBPBBBBBBBPBPBBB,PPPPPP,22
PPBPPP,BBBBPBPBBB,PPPPPB,10
BPPBPP,BBPBPBBBBBPB,PPPPBP,12
PPPBPP,BBPBPBBBPBBBBPBPBB,PPPPPP,18
BPPPPP,BPBBBBBPBBBBBPBB,PPBBBP,16
BPPPPP,BBPBBBBBBB,PPBPPB,10
BBPBPP,BBBBPBPBPBPBBB,PPPPPP,14
PPBPPP,BBPBBPBBBBBBBBBBBBB,PPPPPP,19
BBBBPP,BBBPBPBPBBBPBBBB,PPPBBB,16
PPBBPP,BPBBBPBPBBBBB,PPBBBB,13
BBPPPP,BBBBBPBPBBBB,PPPPBB,12
PPPPPP,BBPBPBBPBBBPB,PPBBBB,13
BPPPPP,BBBBBBBBPBBBBBBBBBBBBBBB,PPPBBB,24
BPPPPP,BBBBBBBPBPBBPBBBBB,PPPBPP,18
BBPPPP,BBPBBBPBBB,PPPPPP,10
PBBPPP,BBBPBBBBPBBB,PPPBBB,12
PPPBPP,BBBBBBPBBB,PPBPPB,10
BPBPPP,BPBPBPBBBB,PPPPPP,10
PPPBPP,BBBBBBPBBBBPBB,PPPBPP,14
BPBPPP,BBBBPBBBBB,PPPBPP,10
PBPBPP,BBBBBBBBPBBB,PPBBPP,12
BPPPPP,BBBPBBBBPB,PPBPBB,10
PPPBPP,BBBBPBBBPBPBBPBBBBPBBB,PPBBBP,22
BPPPPP,BBBBBBBBBBBBB,PPBPBP,13
BBPBPP,BBBBBBBPBBBPB,PPPBPP,13
BBBBPP,BBBPBPBPBPBBPB,PPBBBB,14
PBBBPP,BPBBBPBBBBBPBBBB,PPBBPB,16
