before,pingpong,after,length
BBPBBP,PBPBPBP,PPPBPB,7
BBPBPP,PBPBPB,BPPPBP,6
BPBBBP,PBPBPB,BPPPPP,6
BBBPBB,BPBPBPBP,PPBPPP,8
BBPPPP,PBPBPBP,PBBBBB,7
BPPPBB,BPBPBPBPBP,PPBBPB,10
PPBBBB,BPBPBPBP,PPPBPB,8
BBBBPB,BPBPBPB,BBBBPB,7
PBBPPB,BPBPBPB,BBPPBB,7
PBBBBB,BPBPBP,PPBPBB,6
BPPBBB,BPBPBP,PBPPPP,6
BPPBBP,PBPBPBPB,BPBBBB,8
BBBBPB,BPBPBP,PPBPPP,6
PBPPBB,BPBPBPB,BBPPBB,7
PBPBBB,BPBPBPBPBPBPB,BBPPBB,13
PBPBBB,BPBPBPBPBPBPB,BBPPBB,13
PBPBPP,PBPBPBPB,BBPBPP,8
PPBPPP,PBPBPB,BBBBBB,6
BPPPBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBP,PBPPPP,6
BBPBPB,BPBPBPB,BPBBPP,7
PBBBBP,PBPBPB,BPBPBP,6
BPBBPB,BPBPBPBP,PPBPPB,8
PPBPPP,PBPBPB,BBBPBP,6
PBPBBB,BPBPBPB,BBBBPP,7
PBPPPP,PBPBPB,BPPPBP,6
BBPBPB,BPBPBP,PPPPPB,6
BBPPPP,PBPBPBPB,BPBBBP,8
PBPBPP,PBPBPBPB,BPBPBB,8
BBPBPB,BPBPBPB,BPBPBB,7
BPPPPB,BPBPBP,PPBPPP,6
BBPPPB,BPBPBPBPB,BPBPBP,9
PBPBPB,BPBPBP,PBPPPB,6
BPBBPB,BPBPBPB,BBBPPB,7
PBBPBB,BPBPBPBPB,BBBPBP,9
BPPBBB,BPBPBPB,BPPBPP,7
BPPBPB,BPBPBPBPBP,PBBPPP,10
BBPPBB,BPBPBP,PPPPBB,6
PPBPBB,BPBPBP,PBPBPP,6
BPBBBP,PBPBPBP,PBPBPB,7
BPBPBP,PBPBPBPBPB,BBBBPB,10
PPPPBP,PBPBPB,BPPBBB,6
BPBPPP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBPBPB,BPBBBP,9
BPPBPB,BPBPBPBP,PPPPBB,8
BPPPBB,BPBPBP,PPPBPB,6
PBPBBP,PBPBPBPB,BBPPBP,8
PPPBBB,BPBPBPB,BPBPBB,7
BPPPPB,BPBPBPB,BBPPBB,7
BPPPPP,PBPBPB,BBBBBB,6
BPBPPB,BPBPBP,PPPPBB,6
BPBBBB,BPBPBPBP,PPBPPP,8
PPPPBP,PBPBPB,BPPPPP,6
BBBBPP,PBPBPB,BBPPBB,6
BPPPPB,BPBPBP,PBPBBB,6
PPBPBB,BPBPBPB,BPPBBP,7
PBBPBB,BPBPBPBP,PBPPBB,8
PBBPPB,BPBPBPB,BBBPPB,7
BBBPBP,PBPBPBPBP,PBBBPP,9
BBPPBB,BPBPBPB,BPPBBB,7
BPBPBB,BPBPBP,PBPPBB,6
BPPBPB,BPBPBPBP,PPBPBP,8
PBPBPP,PBPBPB,BBBBPP,6
PPBPPB,BPBPBP,PBPPPB,6
BBBBPP,PBPBPB,BPPBBP,6
BBBPBB,BPBPBPBPB,BBPPPB,9
PPPBPB,BPBPBP,PPBPBB,6
BBBBPP,PBPBPB,BBPBPP,6
PPPPPB,BPBPBPBP,PPPBPB,8
BBBPBP,PBPBPBPBPB,BBBBBP,10
BPBBBB,BPBPBPB,BPBBPP,7
BBBBBP,PBPBPB,BPBPBB,6
PBBPBB,BPBPBPBPB,BBBBPB,9
PPPBBB,BPBPBPB,BBPPBP,7
PBPBPP,PBPBPB,BPPPPB,6
PBBPPP,PBPBPBPBPBPBPB,BBPPBP,14
BBPPBB,BPBPBP,PPPBBP,6
BBPPBP,PBPBPBPBPB,BPPBPB,10
BBPPBB,BPBPBP,PBBPPB,6
BBBPBB,BPBPBP,PPBBPP,6
PPPPBP,PBPBPB,BPPBBP,6
BPPPPB,BPBPBPB,BPPPBP,7
BPPPBP,PBPBPBPBP,PPPBBB,9
BBPPBP,PBPBPBPBP,PBBBPP,9
BBPBPP,PBPBPBPB,BPBPBP,8
PBPBPB,BPBPBPBP,PPBBBB,8
BBPPPB,BPBPBPB,BPBPBB,7
BBPPPB,BPBPBP,PPPPBP,6
PPBBBP,PBPBPBP,PBBBBP,7
BPBBPB,BPBPBPB,BBBBBB,7
BBBBBB,BPBPBP,PBPBBP,6
PPPBPP,PBPBPBP,PPBPBP,7
PBPBPP,PBPBPBPBPBP,PBPPPP,11
PPBPPP,PBPBPBP,PBPPBB,7
BPBBPB,BPBPBP,PBBPBP,6
PBBBBB,BPBPBPBP,PPBBBB,8
PPPPBP,PBPBPB,BPBBBB,6
BBPPPP,PBPBPBP,PPBBPP,7
PBPPBP,PBPBPBP,PPPPBB,7
BBPPPP,PBPBPBPB,BBPBPP,8
BPPPPP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBP,PBBPBP,6
BPBBBP,PBPBPB,BBBBPB,6
BBPPBB,BPBPBPB,BBBBPB,7
BBPPBB,BPBPBPB,BBBBPB,7
BBPPBB,BPBPBPB,BBBBPB,7
BPBPPP,PBPBPBP,PBPPPP,7
BBBPBB,BPBPBPBPBP,PBBPPP,10
BBPPPP,PBPBPBPB,BPBPBB,8
BPBBPP,PBPBPBPBPBP,PPPBBB,11
PBBBPB,BPBPBPB,BBPPBP,7
BBPBPB,BPBPBP,PPPPBB,6
BPPBBB,BPBPBPBP,PBPBBB,8
PPPBPP,PBPBPBPB,BBPBPP,8
PBPPPP,PBPBPBPBP,PPBBBB,9
BPPBPB,BPBPBPB,BPPPPP,7
BBPBPP,PBPBPBPBPB,BBBBBP,10
BBBBPP,PBPBPB,BBPBPP,6
PBPPBP,PBPBPBP,PPBPBB,7
PPPPPP,PBPBPBP,PBPBPB,7
BPBPBP,PBPBPBP,PBPPBB,7
PBPBPP,PBPBPBPBP,PPPPBB,9
PPPBBB,BPBPBP,PPBBBB,6
BPPPBB,BPBPBPB,BBBPPB,7
PBPBBB,BPBPBPBPB,BPBPPP,9
PPBBPB,BPBPBP,PBBPBB,6
BPPBBP,PBPBPBP,PBBBPP,7
BPPBBP,PBPBPB,BPBBPB,6
PPPBBP,PBPBPBP,PBBBPB,7
BPPBPB,BPBPBP,PBPPBP,6
PBPPBP,PBPBPB,BPBBPP,6
BPPPPP,PBPBPBPBP,PBBBPP,9
PPPBPB,BPBPBP,PPPBPP,6
PBPPBP,PBPBPBPB,BBPBBP,8
BBBBBP,PBPBPBPB,BPPBPP,8
PPBPBP,PBPBPB,BBPBBB,6
PBPPPP,PBPBPBP,PBPBPP,7
PBPPPP,PBPBPBP,PBPBPP,7
BBPBPB,BPBPBPBPB,BBBPPB,9
BPBPBP,PBPBPB,BBPBPP,6
PBPPBP,PBPBPB,BPPBPP,6
BBPBBP,PBPBPBPBP,PBPBBB,9
PBBBBB,BPBPBP,PPBPPP,6
BPPBBB,BPBPBPBP,PBPPBP,8
BPPBBB,BPBPBPBP,PBPPBP,8
BBPPPP,PBPBPBP,PBPBPB,7
BBBBBB,BPBPBP,PPBPBB,6
BBBBBB,BPBPBP,PPBPBB,6
BBBBBB,BPBPBP,PPBPBB,6
PPPBBB,BPBPBP,PBPBBP,6
BBBBBB,BPBPBP,PBPPBB,6
PPPPBP,PBPBPBPB,BPPBPP,8
BPBBPP,PBPBPBPBPBPBPB,BBPBBB,14
BBPBBB,BPBPBP,PPPBPP,6
BBBBPP,PBPBPBP,PPPPPP,7
PBBPPP,PBPBPB,BBPPBB,6
PBBPPB,BPBPBPB,BBPPBP,7
BBPBBB,BPBPBP,PBPBBB,6
BPBBBB,BPBPBPBPB,BPBPBB,9
BBPBBB,BPBPBP,PBPBBP,6
BPBPBB,BPBPBPB,BPPBBP,7
PPBPPB,BPBPBPB,BPBPPP,7
BBBPPP,PBPBPBPB,BPBBPP,8
BBPPBB,BPBPBPB,BPBPPB,7
BBPBBP,PBPBPBPB,BBBPPB,8
PPBBPB,BPBPBP,PPPBPP,6
PPBPPB,BPBPBP,PBPPBB,6
PBPBBB,BPBPBPB,BBPBBP,7
PPPBPB,BPBPBP,PPBBPB,6
BBPPBB,BPBPBP,PPBBBB,6
PPBPBB,BPBPBP,PPPBPP,6
BBBBPP,PBPBPB,BPBBPP,6
BPPBPB,BPBPBPB,BPPPBP,7
PPPPBP,PBPBPB,BBPPPP,6
BPPBBP,PBPBPB,BPPPBB,6
BPBBPP,PBPBPBP,PPPBBP,7
BPPBPP,PBPBPB,BBPBBP,6
PBPBPB,BPBPBPB,BPBPBP,7
PBPBPB,BPBPBPBP,PBBBBP,8
BPBBPP,PBPBPB,BPBBBP,6
BPPPBP,PBPBPB,BPPBBB,6
BBBBPP,PBPBPB,BPPPPP,6
BPBBBB,BPBPBPB,BPBPPB,7
BBBBPB,BPBPBP,PPPPPP,6
PBBPBP,PBPBPB,BBBPPB,6
BPBBPP,PBPBPB,BBPPBB,6
BBBPPB,BPBPBP,PBPPBB,6
PPBPPB,BPBPBPBPB,BBPPBP,9
PBPPPP,PBPBPB,BPPPBB,6
BBPBPB,BPBPBP,PBBPBB,6
PPBBPP,PBPBPB,BPPPPB,6
PPBPPB,BPBPBP,PPPPPP,6
BPBPPB,BPBPBP,PPBPBB,6
PPPPBP,PBPBPBP,PPBPBP,7
PBPBPP,PBPBPBPB,BBBBBP,8
BPBBBB,BPBPBPBP,PPBBBB,8
PPBBPP,PBPBPBP,PPBPBB,7
PPBPBB,BPBPBPBP,PPPPBP,8
PBPPPP,PBPBPBPBP,PBBBBB,9
PBPBPP,PBPBPB,BPPBBP,6
BPBBPB,BPBPBP,PBPBPB,6
BBPBBB,BPBPBP,PBBPPP,6
PBBBPB,BPBPBP,PBPPPP,6
PPPPBB,BPBPBPB,BPPBBP,7
BBPBPP,PBPBPB,BBPPPB,6
PBPBBB,BPBPBP,PBBBPB,6
PPBPBB,BPBPBP,PBBBBP,6
PBBBBP,PBPBPBPBP,PBPBPP,9
BBBBBB,BPBPBPBPBPBPBPB,BBBPPB,15
BBBPBP,PBPBPBPB,BBBBPB,8
PBBPBB,BPBPBP,PBBPBP,6
PBPPBP,PBPBPB,BPBBPP,6
PBPPBB,BPBPBPB,BPPBPB,7
PBPBBP,PBPBPBP,PPPPBP,7
PBPPBB,BPBPBPB,BPPBPB,7
PBPBBP,PBPBPBP,PPPPBP,7
PBPBPB,BPBPBP,PPPPPB,6
PBPPBB,BPBPBP,PPBBBP,6
PBBPPB,BPBPBPBPBP,PPBPBP,10
PBPBPP,PBPBPB,BPPPPB,6
BBPPBP,PBPBPBPBPBPBPB,BPPPBP,14
BBBPPP,PBPBPBPBPBP,PBBPPB,11
BBBBPB,BPBPBPB,BBPBPB,7
BPBPBB,BPBPBPBPBPB,BBBPBB,11
PPPBPB,BPBPBP,PBBPPP,6
BBBPBB,BPBPBP,PBBPPB,6
BPPPBP,PBPBPBPBP,PPBPPP,9
BPBBBB,BPBPBPBPB,BBBBPB,9
BBPPPB,BPBPBPBPBPB,BPPBPB,11
PBPBBP,PBPBPBPBP,PBPPBB,9
BPBBBB,BPBPBPBP,PPBPBB,8
PPPBBB,BPBPBPB,BBPPBP,7
PPBPBP,PBPBPB,BPPBBB,6
BPPBPP,PBPBPBP,PPBPBP,7
PBPBPP,PBPBPB,BPBPPP,6
PBPPBB,BPBPBP,PBPPPP,6
BBBBBB,BPBPBP,PPPPPB,6
PBPBBB,BPBPBPBP,PBPBBB,8
BBBBPP,PBPBPB,BBBPPB,6
BBPBPP,PBPBPB,BPBPBB,6
PBBBBP,PBPBPB,BPBBPP,6
PBBPPB,BPBPBP,PBBPBP,6
PPPBPP,PBPBPBPB,BBBPBP,8
BBBPPB,BPBPBP,PPPBPB,6
PBPBBB,BPBPBP,PPBPPB,6
BPPPBB,BPBPBP,PPPPPP,6
BPBBBB,BPBPBPBPB,BPBBBB,9
PPPPPB,BPBPBP,PBBBBP,6
BBBBBP,PBPBPBPBPB,BPBPBP,10
PPBBPB,BPBPBP,PBBBPB,6
PPPBBB,BPBPBP,PBBBPB,6
PPBBPB,BPBPBPBP,PPBBPB,8
PPPBBB,BPBPBPB,BBBBBP,7
BBPPBB,BPBPBPB,BPPPPB,7
BPBPBB,BPBPBPB,BPBPPB,7
PBPBPB,BPBPBP,PPBPPP,6
BPPPPP,PBPBPB,BBBPPB,6
PPBBPP,PBPBPBP,PPBPBP,7
PPPBPB,BPBPBPBPB,BPBBBP,9
BBBPBP,PBPBPBPBPBPB,BBPPBB,12
BBBBPB,BPBPBPB,BBPBBP,7
PBBBBP,PBPBPB,BPBPBB,6
PPPBBP,PBPBPBPB,BPBPPB,8
BBPBPB,BPBPBPBP,PPBBBP,8
BPPBBB,BPBPBPBP,PBBPBP,8
BBPBBB,BPBPBPB,BBBPBB,7
BPPBPB,BPBPBPBP,PBBPPB,8
BPPBBB,BPBPBP,PBBBBB,6
PPBBBB,BPBPBPB,BPPPPP,7
PBBPPB,BPBPBPBP,PBBPPP,8
BPBBPB,BPBPBPB,BPPPPB,7
PBBBPB,BPBPBPBP,PBBPPP,8
PBPPBB,BPBPBP,PPPBPB,6
PPBBPB,BPBPBP,PBPBPP,6
PBPPBB,BPBPBP,PBBBPP,6
BBBBPP,PBPBPBPBPBPB,BPBBPP,12
PBBBPP,PBPBPB,BPPPPB,6
BBBPBB,BPBPBPBP,PBBBPP,8
PPBBPP,PBPBPB,BBPPPB,6
BPBBPB,BPBPBPBP,PBPBBB,8
BPBBPB,BPBPBPBP,PBPBBB,8
BPBBBB,BPBPBPBP,PBPBPP,8
BBPBBB,BPBPBPB,BBPPBB,7
PPPBBB,BPBPBPB,BBPBBB,7
BPPPBB,BPBPBP,PBBBPB,6
PBPPPP,PBPBPBPB,BBPPPB,8
BBPBPP,PBPBPBPB,BPBBBP,8
BPPPPB,BPBPBPB,BPPBPB,7
PPPBBB,BPBPBP,PBPBBP,6
BPPBPB,BPBPBP,PPBPBB,6
PPPBPB,BPBPBP,PBPPBB,6
BBPBPP,PBPBPBP,PPPPBP,7
PBPBBB,BPBPBPB,BPBPBP,7
PBPBPB,BPBPBPB,BBPBBP,7
PBBBPB,BPBPBPB,BBBBPB,7
PBBPPP,PBPBPBPB,BPPPBP,8
PBBPBP,PBPBPB,BBBPBP,6
BPBBBP,PBPBPBPB,BBBPPB,8
BBPPBP,PBPBPB,BPPPPB,6
PBPBBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BBPBPB,6
BPBPBB,BPBPBP,PBPPPP,6
PBPBBP,PBPBPBPBP,PBPPPP,9
PPPBPP,PBPBPBPB,BBPBBP,8
PPPPPP,PBPBPB,BBBPPB,6
BBBBBP,PBPBPB,BBBPBB,6
PBBPBP,PBPBPBP,PBBPPP,7
BPBPPP,PBPBPB,BPBPBB,6
BBPPPB,BPBPBP,PPBBPP,6
PBPPBP,PBPBPBP,PBPPBP,7
PBPPBP,PBPBPBP,PBPPBP,7
PPBBPP,PBPBPBP,PPBBBP,7
BPPPBB,BPBPBPBP,PPBBPP,8
PBBBBP,PBPBPB,BPPBPP,6
PBBPBB,BPBPBPB,BBBPPB,7
PBBBBP,PBPBPBPB,BPPPBP,8
BPBBBB,BPBPBPB,BPPBPP,7
BPBPBB,BPBPBPB,BBPBBB,7
BPPPPP,PBPBPB,BPPPPB,6
PBBPPB,BPBPBPB,BPBPBB,7
BPPPPP,PBPBPB,BPPPPB,6
PBBPPB,BPBPBPB,BPBPBB,7
BPPPPP,PBPBPB,BBPPBP,6
BPPPPP,PBPBPB,BBPPBP,6
BBBPBB,BPBPBP,PBBBBP,6
BBBBPB,BPBPBPB,BPPPBB,7
PPPBBB,BPBPBP,PBPPBP,6
BPPPPP,PBPBPBP,PBPBBB,7
PPBPBP,PBPBPB,BPPBBP,6
PBBPPP,PBPBPBP,PPBBBP,7
PPPPBB,BPBPBP,PBBPPB,6
BBPPBP,PBPBPBP,PPPPPB,7
PBBBBB,BPBPBP,PPPBPP,6
BPBBPB,BPBPBP,PBPBBP,6
PPBPBB,BPBPBP,PBBPBP,6
BBBPPB,BPBPBPB,BBBBPP,7
PPPPBP,PBPBPB,BBBPBB,6
BBBBBB,BPBPBPB,BBBBPP,7
BBPBPB,BPBPBP,PBBPPB,6
BBBBBP,PBPBPB,BPBBPB,6
BBPBPP,PBPBPB,BPPBPP,6
BPPPBB,BPBPBPBP,PPBBBB,8
BPPPBB,BPBPBPBP,PPBBBB,8
BPPPBB,BPBPBPBP,PPBBBB,8
BPBBPB,BPBPBPBPBP,PPPPBP,10
PBBBPP,PBPBPB,BPPPBB,6
PPBBBP,PBPBPB,BPPBPB,6
BBPPPP,PBPBPBPB,BBBBBP,8
PBPBPB,BPBPBPB,BBPBBP,7
BPPBBB,BPBPBPBP,PPPPPP,8
BBBPBP,PBPBPBPBPBPB,BBPBPP,12
BBPPBB,BPBPBPB,BPBBPP,7
PBPPPP,PBPBPBPBP,PPBBPP,9
PBPPBB,BPBPBP,PBPPPB,6
PPBBBB,BPBPBPB,BBBPBP,7
PBPBBB,BPBPBPB,BPBBBB,7
BBPBPB,BPBPBP,PPPPBB,6
BBPBPB,BPBPBP,PPPPBB,6
PBBPBP,PBPBPBPB,BBBBBP,8
PBBBPB,BPBPBPB,BPBPPB,7
PPPBBB,BPBPBP,PBBBBP,6
BBBBPB,BPBPBP,PBPBBB,6
PBPBPP,PBPBPB,BPBPBB,6
PBPPBB,BPBPBPB,BPPBPP,7
BBBBBP,PBPBPB,BBBPPB,6
PBBPBB,BPBPBP,PPPBBB,6
PBBPBB,BPBPBP,PPPBBB,6
BPBPPB,BPBPBP,PPPBBP,6
BBBBPP,PBPBPBP,PBPPBP,7
PBPBBB,BPBPBPB,BPBBBB,7
PBPBBB,BPBPBPB,BPBBBB,7
BBBPBB,BPBPBP,PPBBBB,6
BBBPBP,PBPBPB,BPPBBP,6
BBBPBB,BPBPBP,PPBBBB,6
BBBPBP,PBPBPB,BPPBBP,6
BBPBBP,PBPBPB,BPPPBB,6
PBBBBB,BPBPBPBPBP,PPBBBP,10
BBPPBB,BPBPBP,PPBBPP,6
BBBBBB,BPBPBP,PPBBPP,6
BPPPBP,PBPBPB,BBBPPP,6
BPPPBP,PBPBPB,BBBPPP,6
PPPPPB,BPBPBP,PPPPBP,6
PBPPPP,PBPBPBP,PPBPBB,7
BBPPBP,PBPBPB,BBPBPB,6
BBPPBP,PBPBPB,BBPBPB,6
BBBPPP,PBPBPBP,PPPBPP,7
BBBPPP,PBPBPB,BPPBBP,6
PBBPPP,PBPBPBPBPBPBP,PBBBPP,13
BPPPPP,PBPBPB,BBPPBP,6
BPBBPP,PBPBPB,BBBBBP,6
BPPPBB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPB,BBBPPP,6
PBBPBP,PBPBPB,BPPBPP,6
BBBPPB,BPBPBP,PPBPBB,6
BPBBBP,PBPBPBPBP,PBPBBB,9
BBPBPB,BPBPBP,PPPPBB,6
BBBPPP,PBPBPB,BPPBPP,6
BBBPPP,PBPBPB,BPPBPP,6
BBBPPP,PBPBPB,BPPBPP,6
BBPPBB,BPBPBP,PBPPPB,6
PBPBPB,BPBPBPB,BBPPPB,7
BBBBPB,BPBPBP,PPBBBP,6
BPBPPB,BPBPBP,PBPBPB,6
BPBPBP,PBPBPBP,PBBBBB,7
PPBBBB,BPBPBPB,BPBPPP,7
BBPBPP,PBPBPBP,PPBBPP,7
BBBBBP,PBPBPB,BBBBBB,6
PPPBBP,PBPBPBP,PBBBBB,7
BBBBBB,BPBPBPB,BBPBBB,7
PBBBBP,PBPBPB,BPPPBB,6
PPPBPP,PBPBPBP,PBBBPB,7
PPPPPB,BPBPBP,PPBBPB,6
BPBBBB,BPBPBP,PBPBPB,6
BPPBBP,PBPBPB,BBPPBP,6
PPPBPP,PBPBPBP,PPBPPB,7
BPPBBP,PBPBPBP,PPBBBP,7
BBPBPP,PBPBPB,BBBBBP,6
BPPBBP,PBPBPBP,PPBBBP,7
BBPBPP,PBPBPB,BBBBBP,6
PPPBBP,PBPBPBP,PBBBPP,7
PBPPBB,BPBPBP,PBBPBP,6
BBBPBB,BPBPBPBPBPB,BPBBPB,11
PBBBBB,BPBPBPBPB,BBBBPP,9
PPPPPB,BPBPBP,PPPPPP,6
BBPPBP,PBPBPB,BBPPPP,6
BBPPBP,PBPBPB,BBPPPP,6
BPPPBB,BPBPBP,PBBPBB,6
BPPBBP,PBPBPB,BPPPBP,6
PPBBBB,BPBPBP,PPBBBB,6
BPPPPP,PBPBPBP,PBBPPB,7
PPBBBB,BPBPBP,PPPPBB,6
PBBPBP,PBPBPB,BPBBPP,6
PBPPPP,PBPBPBP,PPPPBB,7
BPPPPB,BPBPBPBPB,BPBPPP,9
BPBBBP,PBPBPB,BPBBBP,6
PBPBPP,PBPBPBPBPB,BBPPPB,10
PBBBPP,PBPBPBP,PBBBBB,7
PBBPBB,BPBPBP,PBBPPP,6
PBBBBB,BPBPBP,PBPPPB,6
PBBPBP,PBPBPB,BPBPBB,6
PPPPPB,BPBPBP,PBBPPP,6
PBPPPP,PBPBPBP,PBPBPB,7
PBPPPP,PBPBPBPBP,PBPBPB,9
PBPPBB,BPBPBPB,BPPBPB,7
BBPPPB,BPBPBP,PPBBBP,6
PBBPBP,PBPBPB,BPPPPB,6
BPBBBB,BPBPBPBPBP,PBPPPP,10
BBPBPB,BPBPBPBPB,BPBPPB,9
BBPPBP,PBPBPBP,PBPBBB,7
PPBPBB,BPBPBP,PPBPPP,6
BBBPBP,PBPBPBP,PPPBBP,7
BPPPPP,PBPBPB,BPPBPB,6
BBPBBP,PBPBPB,BBPBPP,6
BPBBPB,BPBPBPBP,PBBPBB,8
PPBPBB,BPBPBPBP,PPBBBB,8
BBBPPB,BPBPBPB,BPBBBP,7
BPBBPB,BPBPBPB,BPPBBP,7
BPBPPP,PBPBPB,BBPBBB,6
BPBBPB,BPBPBPBP,PBPPBP,8
PBPPBP,PBPBPBPBP,PBPPBB,9
PBPPPB,BPBPBPB,BPBBBB,7
BBPPPB,BPBPBPB,BPBBPB,7
BBBBBB,BPBPBP,PPBBBP,6
PBPBPB,BPBPBPB,BPBBBB,7
BPBPBP,PBPBPB,BBBPBB,6
PPBPBB,BPBPBP,PPPPPP,6
PBPPBB,BPBPBP,PPPBBP,6
PPPPPP,PBPBPBP,PPBBBP,7
PBBPPB,BPBPBPBP,PBPPBP,8
BBPBPP,PBPBPBPB,BBBPBP,8
BPBBPP,PBPBPB,BBPBBB,6
BBBPPB,BPBPBP,PPPBBB,6
BBPBBP,PBPBPBP,PBBPBB,7
BBBPBB,BPBPBPB,BBBBPP,7
BPPPPB,BPBPBPBPBPBP,PPPBPB,12
PPBPBP,PBPBPBP,PPPBPB,7
PBBBPB,BPBPBP,PBPPBB,6
BBPPPB,BPBPBPB,BPPBPP,7
PPBPPP,PBPBPB,BPBPPB,6
BBPPBB,BPBPBPBPBP,PBPBPB,10
BPBPBP,PBPBPBPBPB,BPBPPB,10
PPBPPP,PBPBPBPB,BBPPBP,8
PBBPBP,PBPBPBP,PPBPPP,7
BBBBPP,PBPBPB,BPPBBP,6
PPPPBP,PBPBPB,BPPBBB,6
BPPBBB,BPBPBPB,BPPPBB,7
PBPBBB,BPBPBP,PPBBBP,6
BBBBPB,BPBPBP,PBBBBP,6
PPPBPB,BPBPBP,PBBBBB,6
PBPBBP,PBPBPBP,PBBBPB,7
PPBBPP,PBPBPB,BPBPPB,6
PBBPPP,PBPBPBPBPB,BPBPBB,10
PPPPPP,PBPBPBP,PPBBPB,7
PBPPPB,BPBPBP,PPBPPP,6
PBBBPB,BPBPBP,PBBPPB,6
PPBPBP,PBPBPBPBP,PPBPPP,9
PPBBBP,PBPBPB,BPPBBP,6
PBBPPB,BPBPBP,PBPPPB,6
BBBBBP,PBPBPBPBPBPB,BPPBPP,12
BPPBBB,BPBPBP,PPPBBP,6
PBBPBP,PBPBPB,BPPBPB,6
BBPPBB,BPBPBPB,BPPPBP,7
BPPBPP,PBPBPBP,PBPBPB,7
BPBPBP,PBPBPB,BPPBPP,6
BPBBBP,PBPBPB,BBBBPP,6
BPPBBB,BPBPBP,PBBBBP,6
PPBBPP,PBPBPB,BPBPPP,6
BBBBBP,PBPBPB,BBBPBB,6
BPBBPP,PBPBPB,BPBPBB,6
BPPPBB,BPBPBPBPB,BBBPBB,9
BPPBBP,PBPBPBPB,BPPBBB,8
BPBPBP,PBPBPBP,PPBBBP,7
BPPPBB,BPBPBPB,BBPPBP,7
BPBBBP,PBPBPB,BPPPBB,6
BPBPBB,BPBPBP,PBPPBP,6
PPBBBP,PBPBPBPBP,PBBPBP,9
PPBPBB,BPBPBP,PPBPBB,6
BBPBPB,BPBPBPBPBP,PBPBPP,10
BBPBBB,BPBPBP,PPBPBB,6
BPPBBP,PBPBPB,BPBPBP,6
PBPBPB,BPBPBP,PBBBPB,6
BBBBBB,BPBPBP,PPPBPB,6
BBBPBP,PBPBPB,BPBBPP,6
PPPPPP,PBPBPBP,PBBPPP,7
PBPBPP,PBPBPBP,PPBPBB,7
BBBPPP,PBPBPBP,PBBPBP,7
BPBPPB,BPBPBPBP,PPBPPB,8
BBPPBP,PBPBPB,BBBPBB,6
PBPPBP,PBPBPB,BBBPBB,6
PPPPBP,PBPBPB,BBBBBP,6
PPPPBB,BPBPBP,PBPPBP,6
BBPPPB,BPBPBP,PPBBPB,6
PPBBPB,BPBPBP,PPBPPB,6
BBPPPB,BPBPBP,PPBBBP,6
PBPPPP,PBPBPBP,PBBBBP,7
BPBBBP,PBPBPB,BBBPPB,6
BBBBPB,BPBPBPB,BBPPBB,7
PPPPPP,PBPBPBP,PBBBBP,7
BBBBPP,PBPBPB,BBPPBB,6
BPBBPP,PBPBPB,BPBPBB,6
PBBPPB,BPBPBP,PPPBBP,6
PBBPBB,BPBPBPB,BBBBBB,7
BBPPPB,BPBPBP,PPPPBB,6
BPBPPB,BPBPBPB,BPBBPB,7
PPBPBP,PBPBPB,BBBBBP,6
PBPBBP,PBPBPBP,PPBBBB,7
BPPPPB,BPBPBP,PBPPBB,6
BBBBPB,BPBPBPBPB,BPPBPB,9
BPBPPP,PBPBPB,BBBPPP,6
PBBBBB,BPBPBP,PPPBBB,6
PPPPBB,BPBPBPB,BPPBBB,7
PPPPBB,BPBPBPB,BPPBBB,7
BBPPPB,BPBPBP,PPBBPP,6
PBPPPP,PBPBPBP,PPBPPB,7
BBPBBP,PBPBPB,BBPBBP,6
BPBPBB,BPBPBPBP,PPBBPP,8
PBBPBB,BPBPBPBPB,BPBBPP,9
PPPPBP,PBPBPB,BBBBPP,6
BBPPPP,PBPBPBP,PBBBPP,7
PBBPPP,PBPBPB,BPPPBP,6
PPPBBB,BPBPBPBPB,BBPPBB,9
PBBPBP,PBPBPB,BBBBBB,6
PPBPBB,BPBPBPBP,PBBPBP,8
PBBBBB,BPBPBPB,BBBBPB,7
BBBPBB,BPBPBPBP,PPPPPB,8
BBBBBP,PBPBPBP,PBPPPP,7
BBPBBB,BPBPBPB,BPPBPP,7
PPPPPB,BPBPBP,PPPBPB,6
BBPBPB,BPBPBPBP,PPBPBB,8
BBBPPB,BPBPBPB,BBPPBP,7
BPBBBP,PBPBPB,BBBBPB,6
BBPPBP,PBPBPBP,PBPPBP,7
BPPPPB,BPBPBP,PPBPBP,6
PBPBPP,PBPBPB,BBBBPB,6
PBPPPP,PBPBPBP,PPBBBB,7
PPPBPP,PBPBPB,BBPBPB,6
PPBPPP,PBPBPBP,PBPPBP,7
BBBBPB,BPBPBP,PPPBBB,6
PPBBPP,PBPBPB,BPPPBP,6
BPBBPP,PBPBPB,BPBBBB,6
PPPBBP,PBPBPB,BPBPBB,6
BPBPPB,BPBPBPB,BBPBPP,7
