before,dejavu,after,cycles,length
BBBBBB,BPBPBPBP,PPBPPB,2,8
BPPBBP,PBPBPBPB,PPPBBB,2,8
BPBBPP,PBPBPBPB,PPBBBB,2,8
PPBBBP,PBPBPBPB,BBBBPP,2,8
PPPBBP,PBPBPBPB,PBBBBP,2,8
BBBBBB,BPBPBPBP,PPBPBP,2,8
PPPBBB,BPBPBPBP,PPPPBB,2,8
PBBBPB,BPBPBPBP,BBPPBB,2,8
BPPPBP,PBPBPBPB,PBBBBB,2,8
BPBPBP,PBPBPBPB,PBBBPP,2,8
BPBBBP,PBPBPBPB,PPBBPB,2,8
PBPBPB,BPBPBPBPBPBP,PPBPBB,3,12
BPBBBB,BPBPBPBP,PBBBPP,2,8
BPPPPB,BPBPBPBP,BBPPBP,2,8
PBBBPB,BPBPBPBP,BPPBPP,2,8
BPPBBB,BPBPBPBP,PBBPPB,2,8
PBPBBP,PBPBPBPB,BBPBBB,2,8
PBPBBP,PBPBPBPB,BPBPBB,2,8
PPPPPB,BPBPBPBP,PPPPPP,2,8
PBBPPP,PBPBPBPB,BPPPPP,2,8
PPPBBB,BPBPBPBP,BBPPBB,2,8
BPPPPP,PBPBPBPB,BBBBPB,2,8
PBBBBP,PBPBPBPB,PPBPBB,2,8
BPBBBB,BPBPBPBP,BBBPPP,2,8
BBBPBP,PBPBPBPB,BBPBPB,2,8
PBPPPP,PBPBPBPB,BPBPPP,2,8
PBBPBP,PBPBPBPB,PPBPPB,2,8
BPPPBB,BPBPBPBP,PBBPBB,2,8
BBBBBB,BPBPBPBP,PBBPPB,2,8
BBBPPP,PBPBPBPB,BBBBBP,2,8
PBPBBP,PBPBPBPB,PPBBBB,2,8
BPBPPP,PBPBPBPB,PBBBBP,2,8
PPBPPP,PBPBPBPB,BBPBBB,2,8
BBBBBP,PBPBPBPB,BBBBPB,2,8
PPBPBB,BPBPBPBP,BBPBPB,2,8
BPBBPP,PBPBPBPB,BBBBPB,2,8
PBPPBB,BPBPBPBP,PPPPBB,2,8
BPBPBB,BPBPBPBPBPBP,PBBPBB,3,12
PBPBBB,BPBPBPBP,BBBBPP,2,8
PPPBBP,PBPBPBPB,PBBBBB,2,8
PBBBPB,BPBPBPBP,BBBPPB,2,8
PBBBPP,PBPBPBPB,BBBBBB,2,8
BPPPBP,PBPBPBPB,BBPPPB,2,8
PPBBPB,BPBPBPBP,BBBBPP,2,8
PPBPBP,PBPBPBPB,PPBPPP,2,8
PPPPBB,BPBPBPBP,PBPPBP,2,8
PPBPPP,PBPBPBPB,PBBBBB,2,8
PPBBBP,PBPBPBPB,BPPBBP,2,8
BBPPBB,BPBPBPBP,PBPBPP,2,8
BBBPBB,BPBPBPBP,PPBPPP,2,8
BBBPPP,PBPBPBPB,PBPPPP,2,8
PPBBPB,BPBPBPBP,PBPBBB,2,8
BBBBBP,PBPBPBPB,PPBBPB,2,8
PBBBBP,PBPBPBPB,BBBPBP,2,8
BPBPPP,PBPBPBPB,BPPPBB,2,8
PPBBPP,PBPBPBPB,BBBBPP,2,8
PBPPPP,PBPBPBPB,PBPPPP,2,8
BBPPBP,PBPBPBPB,PPPPBP,2,8
PPBPPB,BPBPBPBP,PPBBPB,2,8
PPBPBP,PBPBPBPB,BPBPPB,2,8
PPPPPB,BPBPBPBP,PBBBBP,2,8
PBBPBP,PBPBPBPB,PPBPBP,2,8
PBBBPB,BPBPBPBP,PPBPPB,2,8
PPPBBP,PBPBPBPB,PPBPPB,2,8
PBPBPP,PBPBPBPB,BPBBPB,2,8
BPBBPB,BPBPBPBP,BPPBPP,2,8
BPBBPB,BPBPBPBP,BPPBPP,2,8
BBPPBP,PBPBPBPBPBPB,BBBBBP,3,12
PPBBBP,PBPBPBPB,PPPPBB,2,8
BBPBBP,PBPBPBPB,PPBPBB,2,8
PBBBBB,BPBPBPBP,BPBBBP,2,8
BBPPBB,BPBPBPBP,BPBBBP,2,8
BPPBBB,BPBPBPBP,BBPPBB,2,8
PPBPBB,BPBPBPBP,PPBPPP,2,8
PBPBBP,PBPBPBPB,BPBBBB,2,8
PBBPBB,BPBPBPBP,BPPBPP,2,8
BBBPPB,BPBPBPBP,PBPPBB,2,8
PPPPPP,PBPBPBPB,BPBBPP,2,8
BPPPBB,BPBPBPBP,PPBPBP,2,8
PBPBPP,PBPBPBPB,BPBBBP,2,8
PPPBPB,BPBPBPBP,BPPBBB,2,8
PPBPPB,BPBPBPBP,BPBBBP,2,8
BPBPPP,PBPBPBPB,BPBBPB,2,8
BPBBPB,BPBPBPBP,PBBPBP,2,8
PBPPBB,BPBPBPBP,BPPBBP,2,8
PBBPBP,PBPBPBPB,PBBBBB,2,8
PBPPBB,BPBPBPBPBPBP,PBBPPB,3,12
BBPBBB,BPBPBPBP,BBBPPP,2,8
BPBBBB,BPBPBPBPBPBP,BBBBBB,3,12
BPBBPB,BPBPBPBP,BPPBBP,2,8
PPBBBB,BPBPBPBP,PBBPPB,2,8
PBPPPB,BPBPBPBP,PPPBBP,2,8
BBPBBP,PBPBPBPB,BBPBBP,2,8
PBPBBB,BPBPBPBP,BBPBBP,2,8
PPPBBP,PBPBPBPB,PBBPPB,2,8
BBPBBP,PBPBPBPB,BBBBPP,2,8
BBBPPP,PBPBPBPB,PPPPPB,2,8
BBBPBB,BPBPBPBP,BBBPPB,2,8
PPBBBP,PBPBPBPB,PPPPPP,2,8
PPBPBP,PBPBPBPB,PPPPPB,2,8
PBPPPP,PBPBPBPB,BPBPPB,2,8
BPPBBB,BPBPBPBP,BPBBPP,2,8
PBPPPP,PBPBPBPB,BPBPBB,2,8
PPPBPB,BPBPBPBP,PPPBPB,2,8
PPPBBB,BPBPBPBP,BPPPBP,2,8
PPBPPP,PBPBPBPB,BBBBBB,2,8
BBPPBP,PBPBPBPB,PBBBBB,2,8
PPPBBB,BPBPBPBP,BPPBBP,2,8
PPBPBP,PBPBPBPB,PPBPPB,2,8
BPPPPP,PBPBPBPB,PPBBPB,2,8
BBPBPP,PBPBPBPB,BBBPPB,2,8
PBBPBB,BPBPBPBP,PPBPPB,2,8
BBBPBP,PBPBPBPB,PBBPPP,2,8
BBBPBB,BPBPBPBP,BBBBBP,2,8
PPPBPB,BPBPBPBP,BBPBBB,2,8
BBBPPB,BPBPBPBP,PPPPBB,2,8
PBBPBB,BPBPBPBP,BPPPPB,2,8
PBBPBB,BPBPBPBP,PPPPPP,2,8
BPPPPB,BPBPBPBPBPBP,PBPPPB,3,12
BPPBBB,BPBPBPBP,PPPBBB,2,8
BPPPBP,PBPBPBPB,PBPPPB,2,8
PPBPPP,PBPBPBPB,PBBBBP,2,8
PBBPBP,PBPBPBPB,BPBBBB,2,8
BPPPBP,PBPBPBPB,BBPBBP,2,8
PBBBPB,BPBPBPBP,PPPBBB,2,8
PBPPBP,PBPBPBPB,BBBBPP,2,8
PBPPBP,PBPBPBPB,BBBBPP,2,8
BBBPPB,BPBPBPBP,BBBPBP,2,8
PPBBBB,BPBPBPBP,BBPPPB,2,8
PPBBBB,BPBPBPBP,BBPPPB,2,8
PPBBBB,BPBPBPBP,BBPPPB,2,8
BBBPBB,BPBPBPBP,PPPBBB,2,8
BPPBPP,PBPBPBPB,PPBBBB,2,8
BPPBPP,PBPBPBPB,PPBBBB,2,8
PPPBBB,BPBPBPBP,PPPBPB,2,8
BPPBBB,BPBPBPBPBPBP,PPPPBB,3,12
BPBBBP,PBPBPBPB,BPPBBB,2,8
BPBBBP,PBPBPBPB,BPPBBB,2,8
BBPPPP,PBPBPBPB,PPPPBP,2,8
BBBPPP,PBPBPBPB,BPBBBB,2,8
PPBPPP,PBPBPBPB,BPPBPB,2,8
BPPPPB,BPBPBPBP,BPBBPP,2,8
BBPBBB,BPBPBPBP,BBPPPP,2,8
BBBBPB,BPBPBPBP,PPBPBP,2,8
PBPBPP,PBPBPBPB,BPBBBB,2,8
BBBBPB,BPBPBPBP,PPBPBP,2,8
PBPBPP,PBPBPBPB,BPBBBB,2,8
BBBBPP,PBPBPBPB,PPPBPB,2,8
PBPPPB,BPBPBPBP,BBPBBB,2,8
PPPPBP,PBPBPBPB,BBPBBP,2,8
PPBPBP,PBPBPBPB,BBBBBP,2,8
PBBBBB,BPBPBPBP,PPPBPB,2,8
BPPPPB,BPBPBPBP,BPBBBB,2,8
PPBBBP,PBPBPBPB,PPPBPB,2,8
PPPBPP,PBPBPBPB,PPBPBB,2,8
BPBBBB,BPBPBPBP,BBPPPB,2,8
BBBBPP,PBPBPBPB,PPPPPP,2,8
PBBBBB,BPBPBPBP,BPPBPP,2,8
PPBBPP,PBPBPBPB,PBBBPB,2,8
BBBPPP,PBPBPBPB,BBBPBB,2,8
PBBBBB,BPBPBPBP,PPBBPP,2,8
PPBBBP,PBPBPBPB,PPBPPP,2,8
PBPBBP,PBPBPBPB,BPBBPB,2,8
BBBBPP,PBPBPBPB,PPBBBP,2,8
BBBBPP,PBPBPBPB,PPBBBP,2,8
PBBBBB,BPBPBPBP,BBPPPB,2,8
BBBPPB,BPBPBPBP,PPPPPP,2,8
BPPBPP,PBPBPBPB,BBBBPP,2,8
BPBPBP,PBPBPBPB,BPBBPB,2,8
PPBPBB,BPBPBPBP,PBBPPB,2,8
BBBBPB,BPBPBPBP,PBBBBB,2,8
BBPBPP,PBPBPBPB,BBPBBP,2,8
BBPBBB,BPBPBPBP,PPPBPP,2,8
BBBPPB,BPBPBPBP,BPPBPB,2,8
PPBBPP,PBPBPBPB,PPBBPP,2,8
BBBBPB,BPBPBPBP,BPBBBB,2,8
PBBPBP,PBPBPBPB,BPPPBB,2,8
BBBPPB,BPBPBPBP,PPBBBB,2,8
BBBBBP,PBPBPBPB,BPBBBP,2,8
PPBPPB,BPBPBPBP,PPPPPB,2,8
BPBBPP,PBPBPBPB,BPPPBP,2,8
BBPBPP,PBPBPBPB,BBBBPP,2,8
BBPPPP,PBPBPBPB,BBPPPB,2,8
BBPPPP,PBPBPBPB,BPPBBB,2,8
BBBBBB,BPBPBPBP,PPBBPP,2,8
BPBPPB,BPBPBPBP,PPBBPP,2,8
PPBPBP,PBPBPBPB,BBBBPB,2,8
BBBPPP,PBPBPBPB,BPBBBP,2,8
PPPBPB,BPBPBPBP,BBPPPB,2,8
PBBPPB,BPBPBPBP,PBBBPP,2,8
BPPBPP,PBPBPBPB,BPPPBB,2,8
PPPBPB,BPBPBPBP,BPPBBP,2,8
BBPPPB,BPBPBPBP,BPBBPP,2,8
BPPBPB,BPBPBPBP,BPBBPB,2,8
PBPPPB,BPBPBPBP,BPPBBP,2,8
PBBBPB,BPBPBPBP,PPPBPP,2,8
BPBPPB,BPBPBPBP,BBBPPB,2,8
PPBBPP,PBPBPBPB,BBBPPB,2,8
PPBBPP,PBPBPBPB,BBBPPB,2,8
PBPBBP,PBPBPBPB,PBBBBP,2,8
BPBPBB,BPBPBPBP,PPPBBB,2,8
BPBPBB,BPBPBPBP,PPPBBB,2,8
PPBBPP,PBPBPBPB,BPPBPB,2,8
PBBBPP,PBPBPBPB,PPPPPP,2,8
BBBPBP,PBPBPBPB,PPBBPP,2,8
PBBBBP,PBPBPBPB,PBPPBB,2,8
BBPPBP,PBPBPBPB,BBBBPB,2,8
BBPPBP,PBPBPBPB,BBBBPB,2,8
BPPBBB,BPBPBPBP,PPPBPP,2,8
BPPPBB,BPBPBPBP,PBBPPB,2,8
BPBPBP,PBPBPBPB,BBPPPB,2,8
PPPBBB,BPBPBPBP,PBBBPB,2,8
PBBPPB,BPBPBPBP,BPBBPB,2,8
PBBBBB,BPBPBPBP,BPBBPP,2,8
BBBPPP,PBPBPBPB,PBBPPP,2,8
BPPPPP,PBPBPBPB,PPBBBB,2,8
BBPPPP,PBPBPBPB,BPBPBB,2,8
PPPPPP,PBPBPBPBPBPB,BBPPBB,3,12
PBPBPP,PBPBPBPB,BPPBBP,2,8
BBBPBP,PBPBPBPB,PPPBBB,2,8
PBPPBP,PBPBPBPB,BPBBBB,2,8
PBPPBP,PBPBPBPB,BPPPPB,2,8
BPPBPB,BPBPBPBP,PPPBBP,2,8
BPPBPB,BPBPBPBP,BBBBBB,2,8
PPPBPP,PBPBPBPB,BPPBBB,2,8
BBPPBP,PBPBPBPB,PPPPBB,2,8
BBPBBP,PBPBPBPB,BPBPPB,2,8
PPBBBB,BPBPBPBP,BPBBPP,2,8
BPPPPP,PBPBPBPB,BPBBPB,2,8
PPPPPP,PBPBPBPB,BPBBBB,2,8
PBPPBB,BPBPBPBP,BBPPPP,2,8
PBPPBB,BPBPBPBP,BBPPPP,2,8
PPBPPP,PBPBPBPB,BPBPPB,2,8
PPBPPP,PBPBPBPB,BPBPPB,2,8
BPPBBB,BPBPBPBP,BBPPPB,2,8
PPBBPB,BPBPBPBP,BBPBPB,2,8
PBBPPP,PBPBPBPB,PPBPBB,2,8
BPBPBP,PBPBPBPB,PBBBPB,2,8
BPBPPB,BPBPBPBP,BBBBBB,2,8
PPPPPB,BPBPBPBP,BBBBBB,2,8
BBPBBP,PBPBPBPB,PPPPPB,2,8
PPBBBB,BPBPBPBP,PBPBBB,2,8
BBPBPP,PBPBPBPB,BBBBBP,2,8
PPBBPP,PBPBPBPB,BBBPPB,2,8
PBPBBP,PBPBPBPB,BBPPPP,2,8
BPBBBB,BPBPBPBP,BPPBPB,2,8
PPPPBB,BPBPBPBP,PPPBBB,2,8
PBPPPB,BPBPBPBPBPBP,BPPPPB,3,12
BBBBPB,BPBPBPBP,PPPPPB,2,8
PPPBPP,PBPBPBPB,PPPBBB,2,8
PPBBPP,PBPBPBPB,PBBPPB,2,8
PPPPBB,BPBPBPBP,BPBBBP,2,8
PPPPBB,BPBPBPBP,BBBBBP,2,8
BPBBPP,PBPBPBPB,PPPPPP,2,8
BBBBBP,PBPBPBPBPBPB,BPPPBP,3,12
BBPPBP,PBPBPBPB,BPPPPP,2,8
PBPBPP,PBPBPBPB,PPPBBP,2,8
BBBBBP,PBPBPBPB,PPBBPP,2,8
BPPPPB,BPBPBPBP,BBBBBP,2,8
PPBPPB,BPBPBPBP,PPPPPP,2,8
PPPBBB,BPBPBPBP,BPBBBP,2,8
BPPPPB,BPBPBPBP,BBBPBB,2,8
BBPBBP,PBPBPBPB,PBBBBB,2,8
PPPBBP,PBPBPBPB,PPPPBB,2,8
BPPBPP,PBPBPBPB,PPPBBB,2,8
PPBPPB,BPBPBPBP,PPBBPP,2,8
PPPBBB,BPBPBPBP,PBPPBB,2,8
BPPBBB,BPBPBPBP,PBBPBP,2,8
PPPBPP,PBPBPBPB,PPBPPB,2,8
BPBPBB,BPBPBPBP,PBBPPP,2,8
BPBPBB,BPBPBPBP,PBBPPP,2,8
PPBBPB,BPBPBPBP,PBBPPP,2,8
PPBBPB,BPBPBPBP,BPPPPP,2,8
PBPPBP,PBPBPBPB,PPBPBB,2,8
PBPPPB,BPBPBPBP,PBPBBP,2,8
PPBPPP,PBPBPBPB,BBBBPB,2,8
PPPPBB,BPBPBPBP,PPBBPB,2,8
BBBPBP,PBPBPBPB,BPBBBB,2,8
PPBBPB,BPBPBPBP,PBPBPB,2,8
PPBBPB,BPBPBPBP,PBPBBB,2,8
BPBBBB,BPBPBPBP,BBPPBP,2,8
PPPBBB,BPBPBPBP,BPPBBP,2,8
PPBPBB,BPBPBPBPBPBP,PPPPPP,3,12
BBBPPB,BPBPBPBPBPBP,BBPPPP,3,12
PPPPPB,BPBPBPBP,PBBPPB,2,8
BPPBPB,BPBPBPBP,BPBBPB,2,8
BBPPBB,BPBPBPBP,BBBPPP,2,8
PPPBPB,BPBPBPBP,BPPBBB,2,8
PBPPPB,BPBPBPBP,PBBPPB,2,8
BBPBPP,PBPBPBPB,PPPPPP,2,8
PPBBPB,BPBPBPBP,BBPBPP,2,8
BBPBBB,BPBPBPBP,PBBPPP,2,8
BPBPPB,BPBPBPBP,PPBPPB,2,8
BPPPPB,BPBPBPBP,BPPBBB,2,8
BPBPPP,PBPBPBPB,PPPPPP,2,8
PPPBBB,BPBPBPBP,BBBPPP,2,8
PPPPPP,PBPBPBPB,BPPBPP,2,8
BPPPBP,PBPBPBPB,BBPBPP,2,8
PPPPPB,BPBPBPBP,PBPPPB,2,8
PBPPBP,PBPBPBPB,PBBPPP,2,8
PPPPPP,PBPBPBPB,BBBPBB,2,8
BBBBPP,PBPBPBPB,BBBBBB,2,8
BBPBBB,BPBPBPBP,PPPPBB,2,8
PBBBBB,BPBPBPBP,BBPPPP,2,8
BPBBBB,BPBPBPBP,BBPPBB,2,8
PBBBBP,PBPBPBPB,PPBPBB,2,8
BBPBPB,BPBPBPBP,BPPPBB,2,8
BBPPPB,BPBPBPBP,BBPPPB,2,8
PBPPBP,PBPBPBPB,PPPPBP,2,8
BBPPPP,PBPBPBPB,BBBPBP,2,8
BBPPBP,PBPBPBPB,PPBBBP,2,8
PBBPPP,PBPBPBPB,PPBPBB,2,8
BPPBPB,BPBPBPBP,BBBBPP,2,8
PBBBPP,PBPBPBPB,PBPPBB,2,8
BPBPPP,PBPBPBPB,PPPPPP,2,8
BBPPPB,BPBPBPBP,BBBBBB,2,8
BBPBBP,PBPBPBPB,BPPPPB,2,8
PPPPPP,PBPBPBPB,BBBBBP,2,8
BPPPBB,BPBPBPBP,BPBBBB,2,8
BBPPPB,BPBPBPBP,BPPPPP,2,8
PPBPPP,PBPBPBPB,BPPBPB,2,8
PPBPPP,PBPBPBPB,BBPBBB,2,8
BBPPBB,BPBPBPBP,PBBBBP,2,8
PBPPPP,PBPBPBPB,PBPPBB,2,8
PPPBPB,BPBPBPBP,BPBBBP,2,8
BPPPBB,BPBPBPBP,PBBBPB,2,8
PBBBPB,BPBPBPBP,PBPPBB,2,8
BPPBBB,BPBPBPBP,PBPBPB,2,8
BPBPBP,PBPBPBPB,PPPBBP,2,8
BBPPPB,BPBPBPBPBPBP,PPBPPP,3,12
BBBPPB,BPBPBPBP,PBPBPP,2,8
PBPPBB,BPBPBPBP,PPPPPP,2,8
BPBBBP,PBPBPBPBPBPB,PPPPBP,3,12
PPBPBB,BPBPBPBP,PBBPPP,2,8
PPBBPB,BPBPBPBP,PPBBBP,2,8
PPPBBB,BPBPBPBP,BPPPBP,2,8
BBPBBB,BPBPBPBP,PPPPPP,2,8
BBBBPP,PBPBPBPB,BBPBBP,2,8
PPPBPP,PBPBPBPB,BBBPBB,2,8
BPPPPP,PBPBPBPB,PPBPPP,2,8
PPPPBB,BPBPBPBP,PPBBPP,2,8
PBPBPP,PBPBPBPB,BBBPPB,2,8
BBPPBB,BPBPBPBP,PBBBPP,2,8
PBBBPP,PBPBPBPB,BBBBPB,2,8
PPBPBP,PBPBPBPB,BBBBBP,2,8
BPBPBP,PBPBPBPB,PBBPPB,2,8
PBPBBP,PBPBPBPB,PPPPBP,2,8
BPPBPB,BPBPBPBP,BBBPPB,2,8
BPBPPB,BPBPBPBP,PBBPPB,2,8
PPBPPP,PBPBPBPB,BBPPPP,2,8
BBBPBP,PBPBPBPB,BPBBPB,2,8
PPBPPB,BPBPBPBP,BPPPPP,2,8
BBPBBP,PBPBPBPBPBPB,PPBPPP,3,12
PBBPPB,BPBPBPBP,PBBBBP,2,8
BPBBBP,PBPBPBPB,PBBPBB,2,8
BBPPPP,PBPBPBPB,PBPPBP,2,8
BPBPBP,PBPBPBPB,PPPPBP,2,8
BBBPPB,BPBPBPBPBPBP,BBBBBP,3,12
PBBPBB,BPBPBPBP,PPBBPB,2,8
BPPPPB,BPBPBPBP,BBBPPB,2,8
BPBPPB,BPBPBPBP,PPBBPB,2,8
PBPBBP,PBPBPBPB,PPBBBB,2,8
BBBBPB,BPBPBPBP,BPBBPB,2,8
PPBPBP,PBPBPBPB,BBPBBP,2,8
PPPBBB,BPBPBPBP,PBBBBB,2,8
BBPPPB,BPBPBPBP,PPPPPB,2,8
PPPPPB,BPBPBPBP,PPBBPB,2,8
PBPBPP,PBPBPBPB,BPPBPB,2,8
PBPBPP,PBPBPBPB,BPPBPB,2,8
PBPBPP,PBPBPBPB,BPPBPB,2,8
BBBBPB,BPBPBPBP,PPBPBB,2,8
PPBPBP,PBPBPBPB,PPBBPB,2,8
BBBPBP,PBPBPBPB,BPBPBB,2,8
BPPPBP,PBPBPBPB,BPBPBP,2,8
BPPPPP,PBPBPBPB,PPBPPB,2,8
BPBPPP,PBPBPBPB,BPPPPB,2,8
BPBPPP,PBPBPBPB,BPPPPB,2,8
PBPPBB,BPBPBPBP,BPPPBB,2,8
BPPPPB,BPBPBPBPBPBP,PBPBPP,3,12
PBBBPB,BPBPBPBP,BBPPPP,2,8
PBPPBP,PBPBPBPB,BPPBBP,2,8
BPPPBP,PBPBPBPB,PBBBBP,2,8
BBPPPP,PBPBPBPB,PPPBBP,2,8
BPBBBP,PBPBPBPB,BPPBBP,2,8
BPBBBP,PBPBPBPB,BPPBBP,2,8
PBBPBP,PBPBPBPB,BPPPPP,2,8
BBBPPP,PBPBPBPB,PBBBPB,2,8
BPBPPB,BPBPBPBP,BBBBPB,2,8
BPBBPB,BPBPBPBP,PBPBPB,2,8
BPBPBP,PBPBPBPB,PPPPPP,2,8
PPPBPP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,PBBBBP,2,8
BBPPPB,BPBPBPBP,BBBPBB,2,8
PBBBBB,BPBPBPBP,BPPPPP,2,8
BPPPPP,PBPBPBPB,PPBPBB,2,8
PBPBBP,PBPBPBPB,PBBPPB,2,8
PBPBBB,BPBPBPBP,PPPPPP,2,8
PPBBBP,PBPBPBPB,BPPPPP,2,8
BBBBPB,BPBPBPBP,PBPBBP,2,8
BBPPBP,PBPBPBPB,BBBPPP,2,8
BPBPBP,PBPBPBPB,PBPPBP,2,8
PPBPBP,PBPBPBPB,PBBBBB,2,8
PBBPPP,PBPBPBPB,BPPBPP,2,8
PBBPBP,PBPBPBPB,BPPPPP,2,8
BPPPPP,PBPBPBPB,PPBBBB,2,8
PBBBBP,PBPBPBPB,PPPPBP,2,8
BBBPPP,PBPBPBPB,BPBPPB,2,8
PBPBBP,PBPBPBPB,BPBPBP,2,8
BPBPPP,PBPBPBPB,BPBPPP,2,8
PBPPBP,PBPBPBPB,PPBBPB,2,8
PPPPBP,PBPBPBPB,PPPPPP,2,8
PPBBPB,BPBPBPBP,BBBPPB,2,8
BPPBBB,BPBPBPBP,BBPPBP,2,8
BBBPPP,PBPBPBPB,BPPPBB,2,8
BBPPBB,BPBPBPBP,BBBPBP,2,8
PBBPPP,PBPBPBPB,BBBBPB,2,8
PPBBBB,BPBPBPBP,BPPBPP,2,8
PPBBBB,BPBPBPBP,PBBPBB,2,8
PBPPBB,BPBPBPBP,BBPPPP,2,8
PBPPPB,BPBPBPBP,PBPPBB,2,8
PBBBPB,BPBPBPBP,PBBBBB,2,8
PPBBBB,BPBPBPBP,BBPBBB,2,8
BPBBPP,PBPBPBPB,BPBBPP,2,8
BPBBPP,PBPBPBPB,BPBBPP,2,8
PPBBBB,BPBPBPBP,PPBPPP,2,8
PPBPBP,PBPBPBPB,BBPPBB,2,8
BBPPBB,BPBPBPBP,BBBPPB,2,8
PBBBPP,PBPBPBPB,BPPPPP,2,8
PBBPPP,PBPBPBPB,BPBPBP,2,8
BBBPPP,PBPBPBPB,BPBBBP,2,8
BBBPPP,PBPBPBPB,BPBBBP,2,8
PBBPBP,PBPBPBPB,PPBPBP,2,8
BPBPBP,PBPBPBPB,BBBPBB,2,8
PPBBPB,BPBPBPBP,BPBBPB,2,8
PPBBPB,BPBPBPBP,BPBBPB,2,8
BBPPBP,PBPBPBPB,PPBBPP,2,8
PBPBBP,PBPBPBPB,PPPBPB,2,8
BPPPBB,BPBPBPBP,BBBBBB,2,8
BBBPPB,BPBPBPBP,PPBBBP,2,8
BBPBBB,BPBPBPBP,BBPPPB,2,8
BBPBBB,BPBPBPBP,BBPPPB,2,8
PPPBBB,BPBPBPBP,BPPBPP,2,8
BPBPBB,BPBPBPBP,PBPBBB,2,8
PPBBBB,BPBPBPBP,BBPBBP,2,8
PBBBBB,BPBPBPBP,PBPPPP,2,8
BPPBPP,PBPBPBPB,PPBBPP,2,8
BPPBPP,PBPBPBPB,PPBBPB,2,8
BBBBBB,BPBPBPBP,BPPBPB,2,8
BBPBBP,PBPBPBPB,BBPPPP,2,8
BBPBPB,BPBPBPBP,PBPPBB,2,8
BBBBPP,PBPBPBPB,PBPPPP,2,8
BBBBPP,PBPBPBPBPBPBPBPB,PBPPPP,4,16
PBPPBB,BPBPBPBP,BPPPBP,2,8
BBPPBB,BPBPBPBP,PPBBPB,2,8
PPPBBB,BPBPBPBP,PPPPPP,2,8
PBBBBP,PBPBPBPB,PBBPPB,2,8
BPBPBP,PBPBPBPB,PPPBBB,2,8
PPBPPB,BPBPBPBP,PBPBBB,2,8
PBBBBP,PBPBPBPB,BPPPPB,2,8
BBBBPP,PBPBPBPB,BBBBBP,2,8
PBBPBP,PBPBPBPB,BPPBBP,2,8
PPPPBP,PBPBPBPB,PBBBBP,2,8
BBPBPP,PBPBPBPB,PPPBPP,2,8
PPPPPP,PBPBPBPB,PPPPPB,2,8
PPPPBP,PBPBPBPB,PBBPBP,2,8
PBPBBP,PBPBPBPB,BPBBPB,2,8
BBPBBB,BPBPBPBP,BPPBPB,2,8
PBPBPB,BPBPBPBPBPBP,BPPPBB,3,12
BBBBBB,BPBPBPBP,PBBBPB,2,8
PPBPBP,PBPBPBPBPBPB,PBPPPP,3,12
BPPPPB,BPBPBPBP,PBBBBP,2,8
PPPPBB,BPBPBPBP,BBPBPB,2,8
PPPPBB,BPBPBPBP,BBPBPB,2,8
BBPPBP,PBPBPBPB,BBPPPB,2,8
PPPBBP,PBPBPBPBPBPB,PPPBBB,3,12
BPPBBB,BPBPBPBP,PBBBPB,2,8
BBPPPP,PBPBPBPB,PBBPBP,2,8
BPPBBP,PBPBPBPB,PPPBPB,2,8
PBBBPB,BPBPBPBP,PPBPPP,2,8
BPPPPB,BPBPBPBP,PBBPBB,2,8
PPPPPP,PBPBPBPB,BBBPPP,2,8
BBPBPP,PBPBPBPB,PBPPPP,2,8
PPPBPB,BPBPBPBP,BBPBBB,2,8
BPBBPB,BPBPBPBP,PBBBPB,2,8
BPBBPB,BPBPBPBP,PBBBPB,2,8
PBBPPB,BPBPBPBP,BPPPPB,2,8
PPPBBB,BPBPBPBP,PPPPBB,2,8
PBPBPB,BPBPBPBP,PBBBPB,2,8
BPPPPB,BPBPBPBP,PPBPPP,2,8
PPPBBB,BPBPBPBP,BBBBBP,2,8
PPPPPB,BPBPBPBP,BBPPBB,2,8
PBBBPB,BPBPBPBP,PBBBBB,2,8
PBBBPP,PBPBPBPB,PPBPBP,2,8
PBBBPP,PBPBPBPB,PBBPBB,2,8
PPBBBP,PBPBPBPB,BPPPBB,2,8
PPBBPB,BPBPBPBP,BPBBBP,2,8
BPBPBB,BPBPBPBP,BPPBPB,2,8
PPPPBP,PBPBPBPB,BBPBPP,2,8
BBPPPB,BPBPBPBP,PBPBPB,2,8
BPBPBP,PBPBPBPB,BBPBBB,2,8
PBPPBB,BPBPBPBP,PPPPBP,2,8
BPPPPB,BPBPBPBP,BBBBPB,2,8
BPBBBB,BPBPBPBP,PPBPPB,2,8
BBBPBB,BPBPBPBPBPBP,BBPBBP,3,12
PBBBPB,BPBPBPBP,BPPBPP,2,8
BPPPPB,BPBPBPBP,BPBBBB,2,8
PPBBBB,BPBPBPBP,PPPPPB,2,8
BPBBPB,BPBPBPBP,PBBPPP,2,8
BBBPBP,PBPBPBPB,BBPPPB,2,8
BBBPBP,PBPBPBPB,BBPPPB,2,8
BBPPBB,BPBPBPBP,BPPPBB,2,8
PBBBBP,PBPBPBPB,PBBBBP,2,8
PPPBPP,PBPBPBPB,PBBPBP,2,8
PBBPPP,PBPBPBPB,BBBBBB,2,8
