before,lukku,after,pairs,length
PBBBBB,PPBB,PBBPPB,2,4
BPPBBP,BBPPBB,BPBPPP,3,6
BPBPBP,BBPP,BPBPPP,2,4
BPPBPB,PPBB,BBBPBB,2,4
BBBBPP,PPBB,BBBBBP,2,4
BPPPPB,PPBB,BPPBBP,2,4
BPPBBB,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PPBPPB,2,4
PBPPBP,BBPPBB,BPPPBB,3,6
BBBPPP,BBPPBB,PBPBBB,3,6
PBBBPP,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PPBBPP,2,4
PPBBPP,PPBBPP,PBBBBB,3,6
BBBBBP,BBPP,PPPBPP,2,4
PBPBBP,BBPP,PPPBBP,2,4
BPPPPP,BBPP,PBBBBP,2,4
PBPBPB,PPBB,BPPBPP,2,4
BBPPPP,PPBBPP,PBBBPB,3,6
BBBPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBPBBB,2,4
BBBPBB,BBPPBBPP,BPBPBB,4,8
BPBPPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBBPPB,2,4
BPPBBP,BBPPBB,BBPPPB,3,6
BBPPBB,BBPP,PBPBPP,2,4
BPBPPB,PPBB,BPPPPB,2,4
BBBBBB,PPBB,PBPBPP,2,4
BBPBPB,PPBB,PBBBBB,2,4
BBBBBB,BBPP,PPBPPB,2,4
BPPPPB,PPBBPP,BPBBPB,3,6
BPBPPP,BBPP,PPPBBP,2,4
BPPPPP,BBPPBB,PBBBBP,3,6
PBBBPP,PPBB,PBBBBP,2,4
PPBPPP,BBPPBB,BPPBPB,3,6
BPPBPB,PPBB,BBPBPP,2,4
BBBBPB,PPBBPP,PPBBPB,3,6
PPBBPP,PPBB,PBPBPP,2,4
BBPBPB,PPBB,BPBPPB,2,4
PBBBPB,PPBB,BPPPPP,2,4
PPBPPP,BBPPBB,BPPBPB,3,6
BPPBPB,PPBB,BBPBPP,2,4
BBBBPB,PPBBPP,PPBBPB,3,6
PPBBPP,PPBB,PBPBPP,2,4
BBPBPB,PPBB,BPBPPB,2,4
PBBBPB,PPBB,BPPPPP,2,4
BPPBPP,PPBB,PBBPPB,2,4
BBPBBB,PPBB,BPBPPB,2,4
PBBBPB,PPBB,BBBPBB,2,4
BPBPBB,BBPP,PBBBPP,2,4
PPBBBP,BBPP,PPBPPB,2,4
PBPPBP,BBPPBB,BPPPPB,3,6
PBBBPP,PPBB,PBPPPB,2,4
PPPPPP,PPBB,BPBBBB,2,4
BBBPBB,BBPPBBPP,PBBPBB,4,8
PPPBBP,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PBBPPB,2,4
BBBPPP,BBPP,BPPPBB,2,4
PBBBPB,PPBB,PBPPBB,2,4
PPBBPB,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PPBBBB,2,4
PPBBPP,PPBB,BBBPBP,2,4
PBBBBP,BBPPBBPPBB,BPBBBB,5,10
BPPPBB,BBPPBBPP,PPPPPP,4,8
PPPPPP,BBPP,PBPBBB,2,4
PPBPBB,BBPP,PBPPBB,2,4
PBPPPP,PPBB,BPBBPB,2,4
PBBPBP,BBPP,PPPBPB,2,4
BPBBPB,PPBB,PBBBPP,2,4
PPBBBB,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BPBBPB,2,4
BBPBBP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPPBBB,2,4
PPBBPB,PPBBPPBB,BPBBBB,4,8
PBBBPP,PPBB,BPPBBP,2,4
PPPBBB,PPBBPP,PBBPPB,3,6
BPPPPP,BBPP,PPBPPB,2,4
BPPPPB,PPBBPPBB,PBBBBP,4,8
PBBPBB,BBPPBB,PBBBPP,3,6
PBPPBP,BBPP,BPBBPB,2,4
PBBBPP,PPBB,BPBBPP,2,4
PBPBPP,PPBB,BPBBPP,2,4
PPBBBP,BBPP,PBBPPP,2,4
PBBPPP,BBPP,PBPPPP,2,4
BBPBPP,PPBB,BBBBBB,2,4
BBBBBP,BBPP,PPBPBP,2,4
BPBPPP,BBPPBBPP,BPPBBB,4,8
PBBPPB,PPBB,BBPPBP,2,4
PBPPBB,BBPP,BPBBBP,2,4
BPPBPP,PPBB,BPBBBP,2,4
BPPBPB,PPBB,BPPPPP,2,4
PPPPBP,BBPP,PBPPPP,2,4
PPPPPB,PPBBPPBBPPBBPP,BPPPBB,7,14
PPPPBP,BBPP,PPBPPP,2,4
BBBBPP,PPBB,BPPBBP,2,4
PPPBBB,PPBBPP,PPPBBB,3,6
BPPPBB,BBPP,BPBBBB,2,4
PPBPBB,BBPP,PPPBBB,2,4
BPBBBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBBPBP,2,4
PPPBPP,PPBBPP,PPPPBB,3,6
BBPPPP,PPBB,PBBBPP,2,4
BBPBBB,PPBB,BBBPBP,2,4
BBBBBP,BBPPBB,PBPBPP,3,6
PPBBBB,BBPP,PBBPPB,2,4
BBBPPP,BBPPBB,PBPBPP,3,6
PBBPBB,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BPPPBB,2,4
BPPPBB,BBPP,BPBBBB,2,4
PPBPBB,BBPPBB,BBPBBB,3,6
BBBBPB,PPBB,PBBPBB,2,4
BBPBBP,BBPPBB,PBPBPB,3,6
BBBPPB,PPBB,PBPPPB,2,4
PPPBBP,BBPP,PPPPPB,2,4
PBBPBB,BBPP,PBPPBB,2,4
BBPPPB,PPBBPP,PPBPPP,3,6
BBBBBP,BBPPBB,PBPBBB,3,6
BBBPBB,BBPPBB,BBBBBB,3,6
BBBBBB,BBPP,PBBBBB,2,4
BBPBPB,PPBB,BBBPBP,2,4
BPPPBP,BBPP,BPBPBP,2,4
PBPPPB,PPBB,PBBPPB,2,4
BBPBPB,PPBB,BBBPBB,2,4
PPPPBP,BBPP,BPPPPP,2,4
BPPPBP,BBPPBBPP,PPPBBB,4,8
PPBBBB,BBPP,PBBBBP,2,4
BPPPBB,BBPP,BPBBBB,2,4
PPBPBB,BBPPBB,BBBPBB,3,6
BPPPBP,BBPPBBPP,PPPBBB,4,8
PPBBBB,BBPP,PBBBBP,2,4
BPPPBB,BBPP,BPBBBB,2,4
PPBPBB,BBPPBB,BBBPBB,3,6
BBBBBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBBPBP,2,4
BBBBPB,PPBB,BBBPPP,2,4
PPBBPB,PPBB,BBBPBP,2,4
PBPBPB,PPBB,BPBBBB,2,4
BPPPPP,BBPP,BPPPPP,2,4
PPPPBB,BBPP,PBPBBB,2,4
PBBBBP,BBPP,PPPBBP,2,4
PBBPBP,BBPPBB,BBPBPB,3,6
PBBPPP,BBPP,PPBPPB,2,4
BPPPPB,PPBB,PBPPBP,2,4
PPBPPP,BBPP,PBBPPB,2,4
PBBPPP,BBPPBB,BBPBBB,3,6
BPBBBB,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPPPPB,2,4
PPBBBB,BBPP,PPBBBB,2,4
BBBPPP,BBPPBBPP,PPPPPB,4,8
PPPPPP,BBPP,PBPBPB,2,4
PBBPPP,BBPPBB,BPPPBB,3,6
BBBBPB,PPBBPP,PPPPPP,3,6
BBPPPB,PPBB,BBPBPP,2,4
BPPPPP,BBPP,BPBPPB,2,4
PPBPPP,BBPP,PPPPBP,2,4
BBBBBP,BBPP,PPPBPP,2,4
PPPBPP,PPBB,BPPBBP,2,4
PPPBBB,PPBBPPBB,BBPPPP,4,8
BBPPBB,BBPP,PPBPBP,2,4
PBBBBB,PPBB,BBPBBB,2,4
BPBBBP,BBPP,PPPPPP,2,4
PPPPPP,PPBBPP,PPBBBP,3,6
PPBBPP,PPBB,BPPBBP,2,4
PPPBBB,PPBB,PBPBBB,2,4
PBBPPB,PPBB,BBBPBB,2,4
PBPPPP,PPBB,BBBPBB,2,4
BBBBBP,BBPP,BPPPPP,2,4
BPPBBB,PPBB,BBBPPP,2,4
BBBBPP,PPBB,PBBBPB,2,4
PBPPBP,BBPPBB,BPPPBB,3,6
PBPPPP,PPBB,BPBPPP,2,4
BBPPPP,PPBB,PBBPPB,2,4
PPPBBP,BBPPBB,BPBPBB,3,6
PBPBBB,PPBB,BPPPBP,2,4
BPBBBB,BBPP,PPPBPP,2,4
PPPPPB,PPBB,BPPBBB,2,4
BPPBBB,PPBB,BBBBPP,2,4
PPBBBB,BBPPBB,BPPBBP,3,6
BPPBBB,PPBBPP,PPPBBB,3,6
PPPPBB,BBPP,BPBPBB,2,4
PBBBBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BBBPBB,2,4
BBBBBP,BBPP,BPPBPP,2,4
BBBBBB,BBPP,PBPBBP,2,4
BPBBPB,PPBB,BPPBPP,2,4
PBBBPP,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PPBPBB,2,4
PBPBBB,PPBB,PBBBPP,2,4
BBPBBB,PPBB,BBBBBB,2,4
PBBBPP,PPBBPPBB,PBBBBP,4,8
PBBPBB,BBPP,PPBBBP,2,4
BBBBPP,PPBB,BPBPPB,2,4
PBBBPB,PPBB,BPBPBB,2,4
BPBPBB,BBPP,PBBBPP,2,4
BBPPPB,PPBB,BPBBBP,2,4
BBPBBB,PPBB,PBPBBB,2,4
PBBBBP,BBPP,PBPBBB,2,4
PPPBPP,PPBBPPBB,BBPBPB,4,8
BBPBBP,BBPPBB,BBBPPB,3,6
PBPPPP,PPBB,BBPBBB,2,4
PPPPPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,BPBPBB,2,4
PPPPPB,PPBB,PBBPBP,2,4
BBBBPB,PPBB,BBPPBP,2,4
PBPPBB,BBPP,BPPPPP,2,4
PBPPPP,PPBB,PBPBBP,2,4
PBBPBP,BBPP,PPBPBP,2,4
PBPBBB,PPBB,PBBBPP,2,4
BBPBBB,PPBB,BPBBPB,2,4
PBBBPP,PPBBPPBB,BBPBBP,4,8
BBPBBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBBBBP,2,4
BBPBPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPPPB,2,4
PBBBBP,BBPPBB,BBBPPP,3,6
BBBPPP,BBPP,BPBBPB,2,4
BBBBBP,BBPPBB,PBBBBB,3,6
BPBBBB,BBPPBB,PBBPBP,3,6
PBPPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBBPBB,2,4
BBPBBP,BBPPBB,PBBPPP,3,6
BPPBBP,BBPP,PPPBBP,2,4
BPPPPP,BBPP,PPPPBP,2,4
PPBPPP,BBPP,BPPPBB,2,4
PPBPPP,BBPPBB,BPPPPP,3,6
PPPPPB,PPBB,BBPBBB,2,4
BPBPPB,PPBB,BBBPBB,2,4
BBBBBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,PBBPBP,2,4
PBBPBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBPPB,2,4
PPPBBP,BBPP,BPPBPB,2,4
PBBBBP,BBPP,PPBPBB,2,4
BPBBBB,BBPP,PPBBBP,2,4
BBBBPP,PPBB,BPBBBB,2,4
BBPPPP,PPBB,BBBBPB,2,4
BBBBBP,BBPPBBPP,PBBPPP,4,8
PPPBPP,PPBB,BBBPBP,2,4
BPBPPB,PPBBPPBB,BPPBBP,4,8
BPPBBB,PPBBPP,PBPPBP,3,6
BBPPPP,PPBB,BPPPBP,2,4
BPPPBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BPPBPP,2,4
PPPPPB,PPBB,PBPPBB,2,4
BBBBPP,PPBB,BBPPPB,2,4
PPPPBB,BBPP,PBBBBB,2,4
PBBBBB,PPBB,BPBBBB,2,4
BBBPBB,BBPP,PPPBBP,2,4
PPPBBB,PPBBPP,PBPBPB,3,6
BPPPBB,BBPP,PPPPPB,2,4
PPPPPP,BBPP,PBPPBB,2,4
BBPPPB,PPBBPP,PPPPPB,3,6
PPPBPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,PBBBBP,2,4
BPPPBB,BBPP,PPBPPP,2,4
PPBPBB,BBPPBB,PBPPBB,3,6
PPBBPB,PPBB,BBPBPP,2,4
PBBBPB,PPBB,PBBBPB,2,4
PBBPBB,BBPP,PPBBPB,2,4
BBBBPP,PPBB,PBBBBB,2,4
PBPPBP,BBPP,PBBBBB,2,4
PBPPPB,PPBB,PBPPBB,2,4
PPBBPB,PPBB,BPPBBP,2,4
BPPBBB,PPBB,PBBBBB,2,4
BPBPPP,BBPP,PBBBBB,2,4
BPPPBP,BBPP,PPBPBB,2,4
PBPBBP,BBPPBB,PBBPPB,3,6
BPPBBP,BBPPBB,PBBBPP,3,6
BBPBBB,PPBB,BBBPPB,2,4
BPPPPP,BBPP,PBPPPB,2,4
BBBPPB,PPBBPP,PBBPPP,3,6
PBBPPP,BBPP,PPPPPB,2,4
PPPPPP,BBPP,PPBPPB,2,4
BPPPPB,PPBB,BBPBPB,2,4
PBPBBB,PPBB,PBPPPP,2,4
BPBPBB,BBPP,PPBBBP,2,4
BBBBPP,PPBB,BPPPPP,2,4
BPPPPP,BBPP,PPBPBP,2,4
PBPBPP,PPBBPP,BPBBBB,3,6
BPBPBB,BBPP,PBBBPB,2,4
PPBBBP,BBPP,PBPBBB,2,4
PBPBBB,PPBBPP,BPPPPB,3,6
BPPBPP,PPBB,PBBPBB,2,4
BBPBBB,PPBB,BBBPPB,2,4
BBPPBP,BBPP,BPBBBB,2,4
BPBPPP,BBPP,PPPPBP,2,4
PPPPPB,PPBB,BBPBBP,2,4
BPBPPP,BBPP,PPPPBP,2,4
PPPPPB,PPBB,BBPBBP,2,4
BPBPPP,BBPP,PPPPBP,2,4
PPPPPB,PPBB,BBPBBP,2,4
BPBBBB,BBPP,PPBBPP,2,4
BBBBPP,PPBBPP,PPPPBB,3,6
BBPPPP,PPBB,BBBPPP,2,4
BBPPPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPBPBP,2,4
PPBPBP,BBPP,PBBPPB,2,4
PBBPPP,BBPP,BPPPBB,2,4
PBPPBB,BBPP,PBBBBB,2,4
BBPBPB,PPBBPP,PBPPBP,3,6
PBPBPP,PPBBPP,PBBBPB,3,6
PPBBBP,BBPP,PBBPPP,2,4
PBBBBP,BBPP,BPPPPP,2,4
PPPPPB,PPBB,PBBBBB,2,4
BBBPBB,BBPP,PBBBPP,2,4
PPPBBB,PPBB,BBBPPB,2,4
PBPPPB,PPBB,BBPPBP,2,4
PBPPBB,BBPP,BPBPPB,2,4
BPPBPB,PPBBPPBB,BPPBBB,4,8
BPPBBB,PPBB,BBBBBB,2,4
BBPPBP,BBPP,PBBBBB,2,4
PPBBPP,PPBBPP,PPBPPB,3,6
BPPBPB,PPBB,PBPPPP,2,4
PPBBBB,BBPP,PPPPBP,2,4
PPPBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBBPP,PBBBBB,4,8
PBBPBP,BBPP,PPBBPP,2,4
BPBBPP,PPBBPP,BPPPPB,3,6
PBPBPB,PPBBPP,PPPPBP,3,6
PBPBBP,BBPP,PBBPPB,2,4
PBBPPP,BBPP,BPPPPP,2,4
PBPPPP,PPBB,BPPPPB,2,4
BPBPBB,BBPP,PPPPPP,2,4
PPPPPP,PPBBPP,PBPPBP,3,6
PBPPPP,PPBB,PBBBPB,2,4
BBBBBP,BBPP,PPPPPP,2,4
BBBPPP,BBPP,PBPBBP,2,4
BPPPBP,BBPPBBPP,PPPBBP,4,8
BPPPPP,BBPP,PPBBBB,2,4
BBBBBB,PPBB,BBBPBB,2,4
BBBBBB,BBPPBB,BBPPBP,3,6
BBPPBB,BBPP,BPPPBB,2,4
PPBPPP,BBPP,PPBPBB,2,4
PBPPPB,PPBB,BPPBPP,2,4
BBBPPB,PPBBPP,PPBBPP,3,6
PPBBPP,PPBBPP,PPBPPB,3,6
BPPPPB,PPBBPP,PPBBBB,3,6
PPBBPP,PPBB,BBBPPP,2,4
BPPPPB,PPBBPPBB,BBBBPP,4,8
PPBBBB,BBPP,PBPBPB,2,4
PBBPBB,BBPP,PBPPPP,2,4
PPBPPP,BBPPBB,BBBBBB,3,6
PPPPPP,BBPP,PBBBPP,2,4
PPPBBB,PPBB,BPBPBB,2,4
BPBPPB,PPBB,BPPPBP,2,4
PPBPPP,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BBPPBP,2,4
PBPBPP,PPBB,PBBBBB,2,4
PPBPPP,BBPPBB,BBBPBP,3,6
BPBPBB,BBPP,BPPPPP,2,4
PBPBBP,BBPPBB,BBBPPB,3,6
PBPBPP,PPBB,BBBPBP,2,4
PPPBPP,PPBBPPBB,PBPPPB,4,8
PBPBPP,PPBB,BBBPBP,2,4
PPPBPP,PPBBPPBB,PBPPPB,4,8
BPPBPP,PPBB,BBPPBB,2,4
PBBPBB,BBPP,PPBPBB,2,4
PBPBBP,BBPPBB,BBPBPB,3,6
BBBPBP,BBPP,BPPPBB,2,4
BPPPBB,BBPP,BPPPBP,2,4
PBPPPB,PPBBPP,PPPPBB,3,6
BBPPPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPPBPP,2,4
BPPPBB,BBPPBB,BPPPPP,3,6
BBBBBB,PPBB,BPPPBB,2,4
BBBPPP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,PPPBBB,2,4
BPPPBP,BBPP,PBPPBP,2,4
PPBPPB,PPBB,BPPPPP,2,4
PPPPBB,BBPP,PPPPBP,2,4
BPBBBB,BBPP,PBPBBB,2,4
BPBBBB,BBPP,PPBBBP,2,4
BBBBPP,PPBB,BPBBBP,2,4
BBPPPP,PPBBPP,PPPPPP,3,6
BPBPBB,BBPP,BPPBBB,2,4
BBBPPB,PPBB,BBBPPB,2,4
PBBBBB,PPBB,PBBBBB,2,4
BPBBBB,BBPPBB,BPBBBB,3,6
PBPPBP,BBPP,PPPPPP,2,4
PPBPPP,BBPP,BPPPBB,2,4
PPPBPP,PPBB,BBBBPP,2,4
PPBBBB,BBPPBBPP,PBBPBB,4,8
BPBPBP,BBPP,BPPBPP,2,4
PPBBPP,PPBBPPBB,PBBBBP,4,8
PBBBBB,PPBB,BPPBPP,2,4
PPPBPP,PPBB,BBPBBB,2,4
BPBBBP,BBPP,PPPPPB,2,4
BBBBPP,PPBB,BBPBBB,2,4
BPBBBP,BBPP,PPBBPB,2,4
BPBBPP,PPBB,PBBBBP,2,4
BBBPBB,BBPP,PBBBBP,2,4
BBBBPP,PPBB,BPPBPP,2,4
BPPBPP,PPBB,BBBBBP,2,4
BBBBBB,PPBB,BPBBBP,2,4
PPPBBB,PPBB,BBPBPB,2,4
PBBBPB,PPBBPP,PBBPBB,3,6
BBBPPP,BBPPBB,BPBBPP,3,6
PPBBBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPBPBB,2,4
PPPPPB,PPBBPPBB,PBBPPB,4,8
BPPBBP,BBPPBBPP,PPPBBB,4,8
BBBBBB,PPBB,PBBPBP,2,4
PPPBPP,PPBB,BPPPBP,2,4
BBPPPB,PPBB,BBBBBP,2,4
PBPPPP,PPBB,BBBPBB,2,4
PBPPPP,PPBB,BBPBPB,2,4
PBBBPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BPPBBP,2,4
BPPBBB,PPBBPPBB,BBPPPB,4,8
BBPPBB,BBPP,PBPPPB,2,4
PPBBBB,BBPP,BPPPBB,2,4
BBBBPP,PPBB,BPBPBB,2,4
BPBPBB,BBPP,PPBPPB,2,4
BPPPPB,PPBB,BPPPBP,2,4
BBPPPP,PPBB,PBBPBB,2,4
PPBPBB,BBPPBB,BPPPBB,3,6
BPPPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,BBBPPP,2,4
BPPPBP,BBPPBB,BBPPPP,3,6
BBPPBB,BBPP,PPPBBB,2,4
BBBBBP,BBPP,PBPBBP,2,4
BPPPBP,BBPP,PPPPPB,2,4
PPBPPP,BBPP,BPPBPP,2,4
BPBBPB,PPBB,BPBBBB,2,4
PBPPBP,BBPP,BPPBBB,2,4
PBBPPB,PPBB,BBBPBP,2,4
BBPBPP,PPBB,BPPPBP,2,4
PPBPPB,PPBBPP,BPPBBB,3,6
PBBPPB,PPBB,BPPPBB,2,4
BBBPPP,BBPP,PBPBBB,2,4
PBBBBP,BBPP,PPBPPP,2,4
PBPPPP,PPBBPP,PPPBBB,3,6
PPPPBB,BBPP,PBBBBB,2,4
BBBBPB,PPBB,BBPBBB,2,4
BBBBBP,BBPP,BPPPPB,2,4
PBPBPB,PPBBPP,PPPPPP,3,6
PPPPBP,BBPPBB,BBBPPB,3,6
PBBBBB,PPBBPP,PPBPPP,3,6
PPBBPB,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BPBBPB,2,4
BPBBPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BBPPPP,2,4
PPPPBB,BBPP,PPBBBB,2,4
BPPBPP,PPBBPPBB,BBBPBP,4,8
BPBPPP,BBPP,BPPPPP,2,4
PPBPPB,PPBB,PBPPPP,2,4
PPPPPB,PPBBPP,BPPPPB,3,6
BPPBPP,PPBBPP,PBPBPP,3,6
BBPBPP,PPBB,BBBPBB,2,4
BBBBBP,BBPP,BPPPBP,2,4
BBBBBP,BBPP,PBBBBP,2,4
BBBBBB,BBPPBBPP,PPBBBB,4,8
PPBBPP,PPBB,BBPPBB,2,4
PPPPBB,BBPPBB,PBPPBB,3,6
PPBBPB,PPBBPP,BPBBBP,3,6
BPPPPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPBBPB,2,4
BBBBPP,PPBB,PBPBBB,2,4
PPBPBP,BBPP,PPBBBP,2,4
BPBBPP,PPBB,BPPBPP,2,4
BPBBBB,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PPPPBB,2,4
BBPPPP,PPBB,PBBBPP,2,4
BBPBBB,PPBB,BBBPPP,2,4
BBBBPP,PPBB,BPPBBB,2,4
PPPBBB,PPBB,BBBPPB,2,4
PPPPPP,BBPP,BPBBPB,2,4
BBBBBP,BBPPBB,BPPBBB,3,6
BPPBBB,PPBB,BBBPBP,2,4
PBPBPB,PPBBPP,PPPPPP,3,6
PBBBPB,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PBBPBB,2,4
PBPBPP,PPBB,BBPBBP,2,4
PBPPPP,PPBB,PBBBBP,2,4
BPBPPB,PPBB,BPPBPP,2,4
PBPPPP,PPBB,PBBBPB,2,4
BBPBPB,PPBB,BBPPBB,2,4
PBBBPP,PPBBPP,BPBBPP,3,6
BBPPBP,BBPP,BPBBPB,2,4
PPPBPB,PPBBPPBBPP,PBBBBP,5,10
BPPPBB,BBPPBBPP,PBPPPB,4,8
BBBBPP,PPBB,BPBBPB,2,4
BPPPBP,BBPPBBPP,PBBBPP,4,8
PPPBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBBPP,BPPPBP,4,8
PPBPPB,PPBB,BBPPPB,2,4
PBPPBB,BBPP,PBBPPP,2,4
BBBPPP,BBPP,PBPPBB,2,4
BBPPPB,PPBB,BPBBBP,2,4
BPPPPP,BBPP,BPPPBB,2,4
PPBBPB,PPBB,PBBBPP,2,4
BPBPPP,BBPP,BPPPPB,2,4
BPPBPP,PPBB,BBBBBB,2,4
BBBBBB,BBPP,PBBBBB,2,4
BBBBPB,PPBB,BPBBBB,2,4
PBBPBP,BBPP,BPBBPP,2,4
BBPPBP,BBPP,BPPBPB,2,4
BPPPBB,BBPPBBPP,PBPPPB,4,8
BPPPBB,BBPP,PPBBBB,2,4
BBBBPP,PPBB,BBBBPB,2,4
PBPPPB,PPBB,BBBBPP,2,4
BBBPBP,BBPPBB,PBPPPB,3,6
PBPBPB,PPBB,BBBPBP,2,4
PPBBBP,BBPP,PBBPPB,2,4
PBPBBP,BBPPBB,BBBBPB,3,6
BBBPBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBBBPB,2,4
PBPBBP,BBPP,PPPBPB,2,4
BBBBBB,PPBB,BBPPBB,2,4
BBPPBB,BBPPBB,BPBPPB,3,6
PBPPBP,BBPPBB,PBPBPP,3,6
PBPPPP,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPPPP,2,4
PPPPPP,PPBB,BBBBPB,2,4
PPPBBP,BBPP,BPPPBB,2,4
PBBBPP,PPBBPP,BPPPBB,3,6
BPPPBB,BBPP,PBBBBP,2,4
PPBPPP,BBPP,PPBBBP,2,4
BBBPBB,BBPP,BPBBPP,2,4
BBPPBP,BBPP,BPPPBB,2,4
BPPPPB,PPBB,PBPPPB,2,4
PPPBBB,PPBB,PBBPBB,2,4
BPBPPB,PPBB,BBPBPB,2,4
BPPBPP,PPBB,BBPBBP,2,4
PBBBBP,BBPP,PBPPPP,2,4
PBBBPP,PPBB,BPBPBB,2,4
PBPBBP,BBPPBB,PBBBBB,3,6
BBBPBB,BBPPBB,BPPBPB,3,6
BPPBPP,PPBB,PBBBBB,2,4
PBBPBB,BBPPBB,BBPBPP,3,6
BBBBPB,PPBB,BPBPPB,2,4
PBPBBP,BBPP,PPPPBP,2,4
PBPPPB,PPBB,BBBBPP,2,4
PPBBBB,BBPP,PPPBBP,2,4
BPPPPP,BBPP,PPBPBP,2,4
PBPBPP,PPBB,PBPBPP,2,4
BBBBBP,BBPPBB,PBBBPP,3,6
BBPPPP,PPBBPP,PPPBBP,3,6
BPPPPP,BBPP,PPBBPB,2,4
PBBPBB,BBPPBB,BBBBBB,3,6
BBBBBB,BBPPBB,BPPBBB,3,6
BPPBBB,PPBB,BPBBPB,2,4
BPBPPP,BBPP,PPPPBP,2,4
BBBPBP,BBPP,PPBBPP,2,4
BPBBPP,PPBBPPBBPP,PPBBPP,5,10
PPBBPP,PPBBPPBB,BPPBPB,4,8
PBPBPB,PPBBPPBB,BBPBPB,4,8
BPPPBB,BBPPBB,BBBPBB,3,6
BPBPBB,BBPP,PBBBBP,2,4
BBBBPP,PPBB,PBBBPB,2,4
PBPPPB,PPBB,BBPBBB,2,4
BBBPBP,BBPPBB,PBBBBB,3,6
BBBBPB,PPBB,BPPPPP,2,4
PPBBBP,BBPP,PPBBBB,2,4
BPBBPP,PPBB,BBBPBP,2,4
BPBPPP,BBPP,PBPPBB,2,4
BBBBPB,PPBBPPBBPP,PBPPBP,5,10
BBPBBP,BBPP,BPPPPP,2,4
BPPPPP,BBPPBBPPBB,BBPBBB,5,10
BBBPBB,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PPPBPP,2,4
PPPBPB,PPBB,PBPPPP,2,4
BPPBBP,BBPP,PBBBBP,2,4
BPPPBB,BBPP,PPBPPB,2,4
PPBPPB,PPBBPP,PBBBBB,3,6
PBPPPB,PPBB,BPPPBB,2,4
PBBBBB,PPBB,BPPPBB,2,4
BBBPPP,BBPP,PPPPPB,2,4
BBPBBB,PPBB,BPPPBP,2,4
PBPBPP,PPBB,PBPBPB,2,4
BPBPPB,PPBB,PBBPBP,2,4
BBPBPP,PPBBPP,PBBBBB,3,6
BPPBBP,BBPP,BPBPPP,2,4
PBPBPP,PPBB,BBBPPB,2,4
PBBBBB,PPBB,BPBPBB,2,4
BBBPBP,BBPP,BPPBPB,2,4
PPBBBB,BBPP,BPBBPB,2,4
PBPBBP,BBPP,BPBPPB,2,4
BPPBPB,PPBB,BPPPPB,2,4
PBBBPP,PPBB,BBPBBB,2,4
PBBBBP,BBPP,BPPBPP,2,4
PPBBBB,BBPP,BPPPPB,2,4
PPBPBP,BBPP,PBBPBB,2,4
PPPPBP,BBPP,PPBPBP,2,4
PBPBPB,PPBBPP,PBBPPB,3,6
PPPPBP,BBPPBB,PBBPBP,3,6
PPPBPB,PPBBPP,BPPPPB,3,6
BPPPPB,PPBBPP,PPPBBP,3,6
PBPPPB,PPBB,BBBPBB,2,4
